line_no,en,vi,tr,es
4618,"“Higher and to the left,” he said.","“Cao lên, sang trái,” Radar nói. “Không, xuống.","“Daha yukarı ve sola,” dedi Radar.",—Más arriba y a la izquierda —me dijo Radar—.
4622,"Finally we got the map on the wall, and then we started lining up the holes in the map with the ones on the wall.",Thế. Đừng nhúc nhích.” Cuối cùng bọn tôi đã có tấm bản đồ trên tường.,"Kıpırdama.” Nihayet harita duvardaydı, sonra haritadaki delikleri duvardakilerle hizaya getirmeye başladık.",Clavamos por fin el mapa y empezamos a cuadrar los agujeros del mapa con los de la pared.
4623,We got all five pins in pretty easily.,"Chúng tôi căn các lỗ trên giấy với các lỗ trên tường, năm ghim mũ dễ dàng về vị trí.",Beş iğnenin hepsini oldukça kolay bir şekilde taktık.,No nos costó demasiado ensamblar los cinco puntos.
4624,"But some of these pinholes were also ripped, so it was impossible to tell their EXACT location.",Nhưng có mấy lỗ trên bản đồ bị rách hơi to nên không thể xác định được vị trí CHÍNH XÁC. Và vị trí chính xác rất có giá trị trên một tấm bản đồ đen đặc năm ngàn địa danh.,"Ama iğne deliklerinin birkaçı da yırtılmıştı, bu nedenle KESİN konumlarını söylemek imkânsızdı.","Pero, como algunos agujeros estaban rasgados, era imposible determinar la localización EXACTA."
4625,And exact location mattered in a map blackened with the names of five thousand places.,Nhưng có mấy lỗ trên bản đồ bị rách hơi to nên không thể xác định được vị trí CHÍNH XÁC. Và vị trí chính xác rất có giá trị trên một tấm bản đồ đen đặc năm ngàn địa danh.,"Ve kesin konum, beş bin yerin ismiyle kararmış bir haritada önem taşıyordu.",Y la localización exacta era importante en un mapa en el que aparecían los nombres de cinco mil poblaciones.
4626,The lettering was so small and exact that I had to stand up on the carpet and put my bare eyeballs inches away from the map even to guess each location.,"Những con chữ nhỏ li ti san sát, tôi phải đứng lên cuộn thảm, gí mắt lại gần đoán từng địa danh.","Harfler o kadar küçük ve inceydi ki her bir konumu tahmin etmek için bile, halının üstüne çıkıp göz küremi haritanın birkaç santim yakınma getirmem gerekiyordu.",La letra era tan pequeña que tuve que subirme a la moqueta y acercar los ojos a unos centímetros del mapa para intentar descubrir cada población.
4627,"As I suggested town names, Radar pulled out his handheld and looked them up on Omnictionary.","Trong khi tôi đọc tên các thành phố lên, Radar lấy máy tính cầm tay ra và tra trong Toàn Thư Đủ Thứ.","Ben ortaya şehir isimleri atarken, Radar el bilgisayarını çıkarıp bu isimleri Omnictionary’de aradı.","Empecé a decir nombres, y Radar sacó su ordenador de bolsillo y los buscó en el Omnictionary."
4628,"There were two unripped dots: one looked like Los Angeles, although there were a bunch of towns clustered so close together in Southern California that the type overlapped.","Có hai chỗ cắm ghim không bị rách: một có vẻ là Los Angeles, dù có vô khối thành phố cụm lại gần nhau ở Nam California nên chữ in bị lấn lên nhau.",İki yırtılmamış nokta vardı: Biri Los Angeles gibi görünüyordu ancak Güney Kaliforniya’da şehirler birbirlerine o kadar yakın kümelenmişlerdi ki yazılar üst üste biniyordu.,"Había dos agujeros sin rasgaduras. Uno parecía ser Los Ángeles, aunque en el sur de California había tantas ciudades juntas que los nombres se solapaban."
4629,The other unripped hole was over Chicago.,Một lỗ ghim còn nguyên nữa là ở phía trên Chicago.,Diğer yırtılmamış delik Şikago tarafındaydı.,El otro agujero intacto estaba en Chicago.
4630,"There was a ripped one in New York that, judging from the location of the hole in the wall, was one of the five boroughs of New York City.","Một lỗ ghim bị rách ở New York, căn cứ theo vị trí lỗ thủng trên tường, là một trong năm khu của thành phố New York.","New York’ta yırtılmış bir delik vardı; deliğin duvardaki konumuna bakılırsa, New York’un beş bölgesinden biriydi.","Había uno rasgado en Nueva York, que, a juzgar por su posición en la pared, correspondía a uno de los cinco distritos de la ciudad."
4631,“That makes sense with what we know.”,“Khớp với những gì chúng ta đã biết.,“Elimizdeki bilgilerle birlikte bu mantıklı geliyor.,—Encaja con lo que sabemos.
4632,"“Yeah,” I said.","“Ừ,” tôi nói.","“Evet,” dedim.",—Sí —le dije—.
4633,"“But God, where in New York?","“Nhưng Chúa ơi, nơi nào ở New York đây?","“Ama Tanrım, New York’ta neresi?","Pero, joder, ¿en qué parte de Nueva York?"
4634,That’s the question.”,Vấn đề là ở đó.”,Soru bu.,Esa es la cuestión.
4635,"“We’re missing something,” he says.","“Tụi mình đang bỏ sót gì đó,” Radar nói.","“Bir şeyleri kaçırıyoruz,” dedi.",—Nos dejamos algo —repuso—.
4636,“Some locational hint.,“Gợi ý nào đó về địa điểm.,“Konumla ilgili bir ipucunu.,Alguna pista.
4637,What’re the other dots?”,Những lỗ ghim còn lại là gì?”,Diğer noktalar hangileri?,¿Dónde están los otros puntos?
4638,"“There’s another in New York State, but not near the city.","“Một cái nữa ở bang New York, nhưng không gần thành phố.",“New York Eyaleti’nde bir tane daha var ama şehre yakm değil.,"—Hay otro en el estado de Nueva York, pero no está cerca de la ciudad."
4639,"I mean, look, all the towns are tiny.","Ông xem, tất cả các địa danh đều nhỏ xíu.","Yani, baksana, bütün kasabalar küçücük.","Bueno, mira, todas las ciudades son diminutas."
4640,It might be Poughkeepsie or Woodstock or the Catskill Park.”,Có thể là Poughkeepsie hoặc Woodstock hoặc Catskill Park.”,"Poughkeepsie, Woodstock ya da Catskill Park olabilir.","Podría ser Poughkeepsie, Woodstock o el parque de Catskill."
4641,"“Woodstock,” Radar said.","“Woodstock,” Radar nói.","“Woodstock,” dedi Radar.",—Woodstock —dijo Radar—.
4642,“That’d be interesting.,“Chỗ này hay đấy.,‘İlginç olurdu.,Sería interesante.
4643,"She’s not much of a hippie, but she has that whole free-spirit vibe.”","Margo không có vẻ gì là dân hippie, nhưng cậu ấy mang khí chất của tâm hồn tự do đó.”",Margo pek hippi değil ama bütün o özgür ruh olayları ona uyuyor.,"Margo no es muy hippy, pero lleva ese rollo de espíritu libre."
4644,"“I don’t know,” I said.","“Tôi không biết nữa,” tôi nói.","“Bilmiyorum,” dedim.",—No sé —le contesté—.
4645,"“The last one is either Washington, D. C., or else maybe Annapolis or Chesapeake Bay.","“Điểm cuối cùng có thể là Washington, D. C., hoặc Annapolis, hoặc vịnh Chesapeake. Thực ra điểm này có thể là vô thiên lủng.","“Sonuncusu ya Washington D. C., ya da Annapolis ya da Chesapeake Körfezi.",El último está en la ciudad de Washington o quizá en Annapolis o la bahía de Chesapeake.
4646,"That one could be a bunch of things, actually.”","“Điểm cuối cùng có thể là Washington, D. C., hoặc Annapolis, hoặc vịnh Chesapeake. Thực ra điểm này có thể là vô thiên lủng.","Bu, bir sürü yerden biri olabilir aslında.",En realidad puede estar en un montón de sitios.
4647,"“It’d be helpful if there was only one point on the map,” Radar said sullenly.","“Nếu chỉ có một điểm trên bản đồ thì hữu ích hơn đấy,” Radar gắt.","“Eğer haritada yalnızca bir nokta olsaydı iyi olurdu,” dedi Radar asık suratla.",—Ayudaría un poco que solo hubiera un punto en el mapa —dijo Radar con tono sombrío.
4648,"“But she’s probably going from place to place,” I said.","“Nhưng biết đâu Margo muốn đi từ nơi này sang nơi khác,” tôi nói.","“Ama muhtemelen bir yerden bir yere gidiyor,” dedim.",—Pero seguramente va de un sitio a otro —le dije.
4649,Tramping her perpetual journey.,Dấn mình vào chuyến đi miên viễn của cô ấy.,Ebedî yolculuğunda ağır ağır ilerleyerek.,Emprendiendo su viaje eterno.
4650,"I sat on the carpet for a while as Radar read to me more about New York, about the Catskill Mountains, about the nation’s capital, about the concert at Woodstock in 1969.","Tôi ngồi xuống thảm một lát trong khi Radar đọc to thông tin về New York, dãy núi Catskill, thủ đô, buổi hòa nhạc ở Woodstock năm 1969.","Radar, bana New York hakkında, Catskill Dağları hakkında, millî sermaye hakkında, 1969’da Woodstock’taki festival hakkında bir şeyler okurken, bir süre halının üstünde oturdum.","Me senté un rato en la moqueta mientras Radar me leía información sobre Nueva York, sobre las montañas de Catskill, sobre la capital del país y sobre el concierto de 1969 en Woodstock."
4651,Nothing seemed to help.,Hình như chẳng có gì liên quan.,Hiçbir şey yardım edecekmiş gibi görünmüyordu.,Nada parecía servir.
4652,I felt as if we’d played out the string and found nothing.,Tôi cảm thấy như chúng tôi đang lần theo dây nối và chẳng tìm thấy gì.,Sanki bütün ipleri çekmişiz ancak hiçbir şey bulamamışız gibi hissettim.,Me sentí como si hubiéramos tirado del hilo y no hubiéramos encontrado nada.
4653,"After I dropped Radar off that afternoon, I sat around the house reading “Song of Myself” and halfheartedly studying for finals.","Chiều hôm đó, sau khi đưa Radar về, tôi ngồi quanh nhà đọc “Tự khúc”, nửa để tâm vào chuyện học thi. Thứ Hai thi giải tích và tiếng La-tinh, có lẽ là hai môn khó nhất, tôi không thể hoàn toàn bỏ bê được.","O ikindi vakti Radar’ı bıraktıktan sonra, Kendi Şarkım’ı okuyarak ve sınavlara gönülsüzce çalışarak evde boş boş oturdum.","Aquella tarde, después de haber dejado a Radar en su casa, me senté a leer el «Canto de mí mismo» y a estudiar sin demasiado entusiasmo para los exámenes finales."
4654,"I had calc and Latin on Monday, probably my two toughest subjects, and I couldn’t afford to ignore them completely.","Chiều hôm đó, sau khi đưa Radar về, tôi ngồi quanh nhà đọc “Tự khúc”, nửa để tâm vào chuyện học thi. Thứ Hai thi giải tích và tiếng La-tinh, có lẽ là hai môn khó nhất, tôi không thể hoàn toàn bỏ bê được.",Pazartesi günü matematik ile Latince sınavım vardı; sanırım en zor iki dersimdi ve onlan tamamen yok saymam mümkün değildi.,"El lunes tenía cálculo y latín, probablemente las dos asignaturas más duras, así que no podía permitirme pasarlas del todo por alto."
4655,"I studied most of Saturday night and throughout the day Sunday, but then a Margo idea popped into my head just after dinner, so I took a break from practicing Ovid translations and logged onto IM.","Tôi học gần hết tối thứ Bảy và cả ngày Chủ nhật, nhưng vừa sau bữa tối, suy nghĩ về Margo chợt hiện lên trong đầu tôi. Tôi tạm rời bài luyện dịch Ovid và đăng nhập vào tin nhắn trực tuyến.","Cumartesi gecesinin çoğunda ve pazar sabahı boyunca çalıştım ama ardından, tam akşam yemeğinden sonra aklıma pat diye bir Margo fikri geldi, bu yüzden Ovid tercümelerine çalışmayı bırakıp sohbet programına girdim.","Estudié casi todo el sábado por la noche y el domingo, pero justo después de cenar se me ocurrió una idea. Dejé un momento de lado las traducciones de Ovidio y encendí el ordenador."
4656,I saw Lacey online.,Lacey đang ở trên mạng.,Lacey’nin çevrimiçi olduğunu gördüm.,Vi a Lacey conectada.
4657,"I’d only just gotten her screen name from Ben, but I figured I knew her well enough to IM her.","Tôi mới biết biệt hiệu dùng trên mạng của Lacey qua Ben, nhưng chắc tôi và Lacey đã đủ quen biết để tôi gửi tin nhắn trực tiếp tới cậu ấy luôn.",Rumuzunu Ben’den daha yeni öğrenmiştim ama artık onunla mesajlaşacak kadar arkadaş olduğumuzu düşündüm.,"Acababa de enterarme de su nick por Ben, pero supuse que la conocía lo suficiente para escribirle un mensaje."
4658,"QTHERESURRECTION: Hey, it’s Q.","QKẺHỒISINH: Chào, tớ Q đây.","DİRİLİŞÇİQ: Hey, ben Q.","QTHERESURRECTION: Hola, soy Q."
4659,SACKCLOTHANDASHES: Hi!,VẢIGAIVÀTROTÀN: Chào cậu!,KARALARBAĞLAMIŞ: Selam!,HABITODEPENITENCIA: ¡Hola!
4660,QTHERESURRECTION: Did you ever think about how much time Margo must have spent planning everything?,QKẺHỒISINH: Có bao giờ cậu nghĩ đến chuyện Margo đã mất bao nhiêu thời gian lên kế hoạch tất cả không?,DIRILIŞÇIQ: Hiç Margo’nun her şeyi planlamak için ne kadar zaman harcadığım düşündün mü?,QTHERESURRECTION: ¿Has pensado alguna vez cuánto tiempo tuvo que dedicar Margo a planearlo todo?
4661,"SACKCLOTHANDASHES: Yeah, like leaving the letters in the alphabet soup before Mississippi and leading you to the minimall, you mean?","VẢIGAIVÀTROTÀN: Ờ, như để lại chữ trong bát súp trước khi đi Mississippi và chỉ dẫn cậu đến khu mua sắm mini ấy hả?",KARALARBAĞLAMIŞ: Mississippi’den önce çorbada harfler bırakması ve seni alışveriş merkezine yönlendirmesi gibi mi demek istiyorsun?,"HABITODEPENITENCIA: Sí, ¿te refieres a dejar letras en el plato de sopa antes de ir a Mississippi y orientarte hacia el centro comercial?"
4662,"QTHERESURRECTION: Yeah, these aren’t things you think up in ten minutes.","QKẺHỒISINH: Ừ, những việc đó không thể chỉ nghĩ mười phút là xong.","DİRİLİŞÇİQ: Evet, bunlar on dakikada düşüneceğin şeyler değil.","QTHERESURRECTION: Sí, no son cosas que se te ocurren en diez minutos."
4663,SACKCLOTHANDASHES: Maybe the notebook.,VẢIGAIVÀTROTÀN: Cuốn sổ chăng? QKẺHỒISINH: Chính xác.,KARALARBAĞLAMIŞ: Belki de defter.,HABITODEPENITENCIA: Quizá la libreta…
4664,QTHERESURRECTION: Exactly.,VẢIGAIVÀTROTÀN: Cuốn sổ chăng? QKẺHỒISINH: Chính xác.,DİRİLİŞÇİQ: Kesinlikle.,QTHERESURRECTION: Exacto.
4665,SACKCLOTHANDASHES: Yeah.,VẢIGAIVÀTROTÀN: Ừ nhỉ.,KARALARBAĞLAMIŞ: Evet.,HABITODEPENITENCIA: Sí.
4666,"I was thinking about it today because I remembered one time when we were shopping, she kept sticking the notebook into purses she liked, to make sure it fit.","Hôm nay tớ cũng nghĩ đến cuốn sổ. Tớ nhớ có lần đi mua sắm với nhau, Margo cứ cố thử nhét sổ vào mấy cái ví cậu ấy thích xem có vừa không.","Bugün bunu düşünüyordum, çünkü alışveriş yaptığımız bir zamanı hatırladım, içine sığacağından emin olmak için beğendiği çantalara defteri koyup duruyordu.","Lo he pensado hoy porque he recordado que una vez, estando de compras, se dedicó a acercar la libreta a los bolsos que le gustaban para asegurarse de que cabía."
4667,QTHERESURRECTION: I wish I had that notebook.,QKẺHỒISINH: Giá có cuốn sổ ấy thì tốt.,DİRİLİŞÇİQ: Keşke o defter bende olsaydı.,QTHERESURRECTION: Ojalá tuviera esa libreta.
4668,"SACKCLOTHANDASHES: Yeah, probably with her, though.",QKẺHỒISINH: Giá có cuốn sổ ấy thì tốt.,"KARALARBAĞLAMIŞ: Evet, muhtemelen yanında.",HABITODEPENITENCIA: Seguramente la lleve encima.
4669,QTHERESURRECTION: Yeah.,"VẢIGAIVÀTROTÀN: Ừ, nhưng chắc cậu ấy mang theo rồi.",DİRİLİŞÇİQ: Evet.,QTHERESURRECTION: Sí.
4670,It wasn’t in her locker?,"QKẺHỒISINH: Ừ, không có trong ngăn tủ ở trường của Margo à",Dolabında değil miydi?,¿No estaba en su taquilla?
4671,"SACKCLOTHANDASHES: No, just textbooks, stacked neat like they always were.","VẢIGAIVÀTROTÀN: Không, trong đó chỉ có sách giáo khoa, xếp ngay ngắn như thường ngày.","KARALARBAĞLAMIŞ: Hayır, sadece ders kitapları, her zamanki gibi düzgün bir şekilde duruyordu.","HABITODEPENITENCIA: No, solo libros de texto perfectamente apilados, como siempre."
4672,I studied at my desk and waited for other people to come online.,Tôi ngồi học và đợi những đứa khác lên mạng.,Masamda ders çalışıp diğerlerinin çevrimiçi olmasını bekledim.,Seguí estudiando en mi mesa y esperé a que se conectara alguien más.
4673,"Ben did after a while, and I invited him into a chat room with me and Lacey.","Một lúc sau Ben xuất hiện, tôi mời nó vào phòng tán gẫu với tôi và Lacey.","Ben bir süre sonra çevrimiçi oldu, onu Lacey ile benim olduğumuz sohbet odasına davet ettim.","Al rato entró Ben, y lo invité a una sala de chat conmigo y con Lacey."
4674,They did most of the talking—I was still sort of translating—until Radar logged in and joined the room.,Chàng và nàng nói với nhau là chính–tôi vẫn đang dịch nửa chừng–cho đến khi Radar đăng nhập và cùng tham gia.,"Konuşmanın çoğunu onlar yaptıben hâlâ tercüme yapıyor sayılırdım, Radar oturum açıp odaya girene kadar.","Hablaron ellos dos casi todo el tiempo —yo seguía traduciendo—, hasta que se conectó Radar y lo invité a la sala."
4675,Then I put down my pencil for the night.,Lúc ấy tôi đặt bút xuống không học nữa.,Sonra o gecelik kalemimi bıraktım.,Entonces dejé el estudio por aquella noche.
4676,OMNICTIONARIAN96: Someone from New York City searched Omnictionary for Margo Roth Spiegelman today.,CÔNGDÂNCỦATOÀNTHƯ96: Hôm nay có người ở thành phố New York đã tìm tên Margo Roth Spiegelman trong Toàn Thư Đủ Thứ.,OMNICTIONARIAN96: Bugün New York’tan birisi Omnictionary’de Margo Roth Spiegelman’ı aramış.,OMNICTIONARIAN96: Alguien de Nueva York ha buscado hoy a Margo Roth Spiegelman en el Omnictionary.
4677,ITWASAKIDNEYINFECTION: Can you tell where in New York City?,CHỈVIÊMTHẬNTHUIMÀ: Ông có biết chỗ nào ở thành phố New York không?,OBİRBÖBREKENFEKSİYONUYDU: New York’ta neresi olduğunu söyleyebilir misin?,FUEUNAINFECCIONRENAL: ¿Sabes exactamente de dónde?
4678,"OMNICTIONARIAN96: Unfortunately, no.","CÔNGDÂNCỦATOÀNTHƯ96: Rất tiếc, không.",OMNICTIONARIAN96: Ne yazık ki hayır.,"OMNICTIONARIAN96: Desgraciadamente, no."
4679,SACKCLOTHANDASHES: Also there are still some posters up in record stores there.,VẢIGAIVÀTROTÀN: Vẫn còn mấy tờ rơi trong các cửa hàng băng đĩa ở đó mà.,KARALARBAĞLAMIŞ: Oradaki müzik dükkânlarında hâlâ birkaç poster var.,HABITODEPENITENCIA: Todavía hay carteles en varias tiendas de discos.
4680,It was probably just someone trying to find out about her.,Có khi ai đó đang thử tìm hiểu về Margo.,Büyük ihtimalle sadece onunla ilgili bir şeyler öğrenmeye çahşan biridir.,Seguramente ha sido alguien que quería saber quién era.
4681,"OMNICTIONARIAN96: Oh, right.","CÔNGDÂNCỦATOÀNTHƯ96: Ồ, có lí đấy.","OMNICTIONARIAN96: Ah, doğru.","OMNICTIONARIAN96: Ah, claro."
4682,I forgot about that.,Tớ quên mất vụ đó.,Onu unutmuşum.,Lo había olvidado.
4684,"QTHERESURRECTION: Hey, I’m in and out because I’m using that site Radar showed me to map routes between the places she pinholed.","QKẺHỒISINH: Này, tôi lúc có lúc không xuất hiện ở đây nhé, vì tôi đang vào trang mạng mà Radar chỉ, cái trang vạch được nhiều lộ trình từ những nơi Margo đã đánh dấu ấy.","DİRİLİŞ ÇIQ: Hey, ben girip çıkıyorum, çünkü Radar’ın Margo’nun iğneyle işaretlediği yerler arasında güzergâh haritası çıkarmayı gösterdiği şu siteyi kullanıyorum.","QTHERESURRECTION: Eh, entro y salgo porque estoy con la página que me mostró Radar para trazar rutas entre los lugares que marcó con una chincheta."
4685,ITWASAKIDNEYINFECTION: Link?,CHỈVIÊMTHẬNTHUIMÀ: Đường dẫn thế nào?,OBİRBÖBREKENFEKSİYONUYDU: Adres? DİRİLİŞÇİQ: uzunyoldan.,FUEUNAINFECCIONRENAL: Link?
4686,QTHERESURRECTION: thelongwayround.,QKẺHỒISINH: duongdaivongquanh.,OBİRBÖBREKENFEKSİYONUYDU: Adres? DİRİLİŞÇİQ: uzunyoldan.,QTHERESURRECTION: thelongwayround.
4687,com,com,com,com
4688,OMNICTIONARIAN96: I have a new theory.,CÔNGDÂNCỦATOÀNTHƯ96: Tôi có một giả thuyết mới.,OMNICTIONARIAN96: Yeni bir teorim var.,OMNICTIONARIAN96: Tengo una nueva teoría.
4689,"She’s going to show up for graduation, sitting in the audience.","Margo sẽ xuất hiện ở lễ tốt nghiệp, ngồi trong đám khán giả.",Mezuniyette izleyiciler arasında otururken ortaya çıkacak.,"Va a aparecer en la graduación, sentada entre el público."
4690,"ITWASAKIDNEYINFECTION: I have an old theory, that she is somewhere in Orlando, screwing with us and making sure that she’s the center of our universe.","CHỈVIÊMTHẬNTHUIMÀ: Tôi theo giả thuyết cũ, Margo vẫn ở đâu đó tại Orlando, khuấy đảo bọn mình và đảm bảo rằng cậu ấy là trung tâm vũ trụ của chúng ta.","OBİRBÖBREKENFEKSİYONUYDU: Eski bir teorim var, Orlando’da bir yerlerde, bizimle dalga geçiyor ve evrenimizin merkezi olduğundan emin oluyor.","FUEUNAINFECCIONRENAL: Yo tengo una vieja teoría: está en algún lugar de Orlando, manipulándonos y asegurándose de que es el centro de nuestro universo."
4691,SACKCLOTHANDASHES: Ben!,VẢIGAIVÀTROTÀN: Ben!,KARALARBAĞLAMIŞ: Ben!,HABITODEPENITENCIA: ¡Ben!
4692,"ITWASAKIDNEYINFECTION: Sorry, but I’m totally right.","CHỈVIÊMTHẬNTHUIMÀ: Xin lỗi, nhưng tớ đúng triệt để đấy.",OBİRBÖBREKENFEKSİYONUYDU: Üzgünüm ama kesinlikle haklıyım.,"FUEUNAINFECCIONRENAL: Lo siento, pero tengo toda la razón."
4693,"They went on like that, talking about their Margos, as I tried to map her route.","Tụi nó cứ tiếp tục như thế, nói với nhau về Margo của mình, trong khi tôi tìm cách vạch ra lộ trình của cô ấy.","Ben Margo’nun güzergâhının haritasını çıkarmaya çakşırken, onlar böyle, kendi Margo’larından bahsederek devam ettiler.","Siguieron así, charlando de sus Margos, mientras yo intentaba trazar su ruta."
4694,If she hadn’t intended the map as a clue—and the ripped tack holes told me she hadn’t—I figured we’d gotten all the clues she’d intended for us and now much more.,"Nếu Margo không dự định rằng tấm bản đồ là một manh mối–và những lỗ rách trên bản đồ đã chỉ ra rằng cô ấy không định thế–tôi rút ra kết luận chúng tôi đã có mọi manh mối cô ấy chủ ý để lại, và giờ còn được thêm.",Eğer haritayı bir ipucu olarak belirlememişseve yırtık delikler bana öyle yapmadığını gösteriyordubizim için tasarladığı bütün ipuçlarına ve daha bile fazlasma sahip olduğumuzu düşündüm.,"Si no pretendía que el mapa fuera una pista —y los agujeros desgarrados parecían indicar que no lo pretendía—, suponía que teníamos todas las pistas que había previsto y mucho más."
4695,"Surely I had what I needed, then.",Vậy chắc chắn tôi đã có thứ mình cần.,O zaman kesinlikle ihtiyacım olan şeye sahiptim.,"Sin duda, tenía lo que necesitaba."
4696,But I still felt very far away from her.,Nhưng sao tôi vẫn thấy xa cách Margo đến thế.,Fakat hâlâ kendimi ondan çok uzakta hissediyordum.,Pero seguía sintiéndome muy lejos de ella.
4698,"After three long hours alone with eight hundred words from Ovid on Monday morning, I walked through the halls feeling as if my brain might drip out of my ears.","Sau ba tiếng đồng hồ một mình với tám trăm chữ của Ovid vào sáng thứ Hai, tôi đi trong hành lang, cảm tưởng như bộ óc mình sắp nhỏ tong tong từ tai ra.","Pazartesi sabahı, Ovid’den sekiz yüz kelimeyle geçen üç uzun ve yalnız saatten sonra, sanki beynim kulaklarımdan akacakmış gibi hissederek koridorlarda gezindim.","El lunes por la mañana, tras tres largas horas a solas con ochocientas palabras de Ovidio, crucé los pasillos con la sensación de que iba a salírseme el cerebro por las orejas."
4699,But I’d done okay.,Nhưng tôi làm bài ổn.,Ama iyi geçmişti.,Pero me había ido bien.
4700,"We had an hour and a half for lunch, to give our minds time to firm back up before the second exam period of the day.","Chúng tôi có một tiếng rưỡi ăn trưa, để não có thời gian đông trở lại trước buổi thi thứ hai trong ngày.",Öğle yemeği ve zihinlerimizin günün ikinci sınavından önce tekrar sağlamlaşması için bir buçuk saatimiz vardı.,Tuvimos hora y media para comer y para despejarnos antes del segundo turno de exámenes.
4701,Radar was waiting for me at my locker.,Radar đang đợi trước ngăn tủ đựng đồ của tôi.,Radar dolabımm başmda beni bekliyordu.,Radar estaba esperándome en mi taquilla.
4702,"“I just bombed me some Spanish,” Radar said.","“Tôi vừa đánh bom tôi bằng tiếng Tây Ban Nha,” Radar nói.",“Az önce Ispanyolcayla kendimi bombaladım.,—Acabo de catear español —me dijo.
4704,He was going to Dartmouth on a huge scholarship.,“Chắc chắn ông làm tốt mà.” Nó sẽ đến Dartmouth bằng một học bổng khổng lồ.,Muazzam bir bursla Dartmouth’a gidiyordu.,Radar tenía una buena beca para Dartmouth.
4705,He was plenty smart.,Radar thừa thông minh.,Gayet zekiydi.,Era muy inteligente.
4706,"“Dude, I don’t know.",“Tôi cũng chẳng biết ông ạ.,"“Dostum, bilmiyorum.","—Tío, no lo sé."
4707,I kept falling asleep during the oral part.,Tôi cứ gà gật suốt lúc thi vấn đáp.,Sözlü kısmında uyuyakalıp durdum.,Casi me duermo en el oral.
4708,"But listen, I was up half the night building this program.","Nhưng này, tôi đã thức đến nửa đêm để viết chương trình này.","Ama bak, bu programı kurmak için neredeyse tüm geceyi ayakta geçirdim.",Pero es que me he pasado la mitad de la noche despierto haciendo un programa.
4709,It’s so awesome.,Ngon lành lắm.,Müthiş bir şey.,Es increíble.
4710,What it does is it allows you to enter a category—it can be a geographical area or like a family in the animal kingdom— and then you can read the first sentences of up to a hundred Omnictionary articles about your topic on a single page.,"Nó cho phép ông nhập một mục từ vào–có thể là vùng địa lí hoặc chi họ động vật nào đó–và rồi ông có thể đọc được những câu đầu tiên của khoảng một trăm bài trong Toàn Thư Đủ Thứ về chủ đề ông đang cần, chỉ trên một trang duy nhất.",Yaptığı şey şu: Bir kategori girmene imkân veriyorcoğrafi bir alan ya da hayvanlar âleminde bir tür falan olabilirve sonra tek bir sayfada aradığın kategoriyle ilgili yüz Omnictionary makalesinin ilk cümlelerini okuyabiliyorsun.,Tecleas una categoría (puede ser tanto una zona geográfica como una especie animal) y luego puedes leer en una sola página las primeras líneas de unos cien artículos del Omnictionary que tratan sobre ese tema.
4711,"So, like, say you are trying to find a particular kind of rabbit but can’t remember its name.","Ví dụ, ông đang tìm một giống thỏ nào đó nhưng không nhớ tên chính xác.","Yani, şöyle, diyelim belli bir tavşan türü bulmaya çalışıyorsun ama adım hatırlayamıyorsun.","Pongamos que estás buscando una especie de conejo en concreto, pero no te acuerdas del nombre."
4712,"You can read an introduction to all twenty-one species of rabbits on the same page in, like, three minutes.”","Ông có thể đọc phần giới thiệu tất cả hai mươi mốt loài thỏ trên cùng một trang, trong, xem nào, ba phút.”","Uç dakikada falan, yirmi bir tavşan türünün hepsinin girişini aynı sayfada okuyabilirsin.",Puedes leer la introducción de las veintiuna especies de conejo en la misma página en tres minutos.
4713,“You did this the night before finals?” I asked.,“Ông làm việc này trong đêm trước ngày thi sao?” tôi hỏi.,“Bunu finallerden önceki gece mi yaptın?” diye sordum.,—¿Has hecho ese programa la noche antes de los exámenes finales? —le pregunté.
4714,"“Yeah, I know, right?","“Ừ, tôi biết, sao chứ? Cơ mà tôi sẽ gửi vào e-mail cho ông.","“Evet, evet biliyorum.","—Sí, ya lo sé, ¿vale?"
4715,Anyway I’ll email it to you.,"“Ừ, tôi biết, sao chứ? Cơ mà tôi sẽ gửi vào e-mail cho ông.","Her neyse, sana epostayla gönderirim.","Bueno, te lo mandaré por correo."
4716,It’s nerd-tastic.”,Trò này vui não lắm.”,Çok inek işi bir şey.,Es una frikada.
4718,"“I swear to God, Q, Lacey and I were up on IM until two o’clock in the morning playing on that site, the-longwayround?","Ben xuất hiện. “Q ơi, thề có Chúa chứng giám, Lacey và tôi ngồi trên mạng đến hai giờ sáng, nghịch cái trang duongdaivongquanh ấy.","‘Yemin ederim, Q, Laceyyle şu sitede oynayarak sabahın ikisine kadar sohbet programında takıldık, şu","—Q, te juro por Dios que Lacey y yo estuvimos en el chat hasta las dos de la mañana liados con la página que nos pasaste."
4719,"And having now plotted every single possible trip that Margo could have taken between Orlando and those five points, I realize I was wrong all this time.","Sau khi soát hết từng tuyến Margo có thể đi từ Orlando đến năm điểm kia, tôi kết luận hóa ra suốt từ đầu tôi đã sai lè.","uzunyoldan sitesinde? Margo’nun Orlando ile şu beş nokta arasında yapmış olabileceği her olası geziyi saptayınca, bunca zamandır yanılmış olduğumu fark ettim.","Y ahora que hemos trazado todas las rutas que Margo podría haber hecho entre Orlando y esos cinco puntos, me doy cuenta de que he estado equivocado en todo momento."
4720,She’s not in Orlando.,Margo không ở Orlando.,O Orlando’da değil.,No está en Orlando.
