line_no,en,vi,tr,es
1330,Many of the animals believed him.,Thế mà có nhiều con tin.,Hayvanların birçoğu ona inanıyordu.,Muchos de los animales le creían.
1331,"Their lives now, they reasoned, were hungry and laborious; was it not right and just that a better world should exist somewhere else?","Chúng nghĩ rằng chúng đang bị đói, khổ, vất vả; thế thì việc có một thế giới an lành hơn ở đâu đó cũng là lẽ công bằng mà thôi.","Bu dünyada açlık ve yokluk içinde yaşıyorlardı; başka bir yerlerde daha iyi bir dünyanın bulunmasından daha doğru, daha anlaşılır ne olabilirdi?","Actualmente, razonaban ellos, sus vidas no eran más que hambre y trabajo; ¿no resultaba, entonces, correcto y justo que existiera un mundo mejor en alguna parte?"
1332,A thing that was difficult to determine was the attitude of the pigs towards Moses.,Nhưng điều chúng không thể hiểu được chính là thái độ của bọn lợn đối với Moses.,"Asıl anlaşılması zor olan, domuzların Moses'a karşı tutumuydu.","Una cosa difícil de determinar, era la actitud de los cerdos hacia Moses."
1333,"They all declared contemptuously that his stories about Sugarcandy Mountain were lies, and yet they allowed him to remain on the farm, not working, with an allowance of a gill of beer a day.","Lũ lợn miệt thị rằng Núi Xôi chỉ là chuyện bịa, nhưng Moses không những không bị đuổi đi mà còn được cấp một vại bia mỗi ngày.","Hem onu aşağılayarak Balbadem Diyarı'yla ilgili masallarının palavra olduğunu söylüyorlar, hem de hiç çalışmadan çiftlikte kalmasına ses çıkarmıyorlar, dahası her gün bira içmesine izin veriyorlardı.","Todos ellos declaraban desdeñosamente que sus cuentos respecto a Monte Azúcar eran mentiras y, sin embargo, le permitían permanecer en la granja, sin trabajar, con una pequeña ración de cerveza por día."
1334,"After his hoof had healed up, Boxer worked harder than ever.","Cuối cùng thì móng của Chiến Sĩ cũng khỏi, nó lao vào công việc hăng hơn lúc nào hết.","Boxer, ayağı iyileştikten sonra, her zamankinden daha sıkı çalışmaya başlamıştı.","Después de habérsele curado el casco, Boxer trabajó más que nunca."
1335,"Indeed, all the animals worked like slaves that year.",Những con khác cũng phải làm không khác gì tù khổ sai.,"Aslında, o yıl, tüm hayvanlar köle gibi çalışıyorlardı.","Ciertamente, todos los animales trabajaron como esclavos aquel año."
1336,"Apart from the regular work of the farm, and the rebuilding of the windmill, there was the schoolhouse for the young pigs, which was started in March.",Ngoài công việc thường kì của trại và khôi phục cối xay gió thì còn việc xây trường cho lũ lợn con nữa. Trường học được khởi công vào tháng ba.,"Çiftliğin gündelik işleri ve yel değirmeninin yeniden yapımının yanı sıra, bir de mart ayında genç domuzlar için bir derslik yapılmaya başlanmıştı.","Aparte de las faenas corrientes de la granja y la reconstrucción del molino, estaba la escuela para los cerditos, que se comenzó en marzo."
1337,"Sometimes the long hours on insufficient food were hard to bear, but Boxer never faltered.","Đôi khi tưởng chừng như không thể nào chịu nổi thời gian và cường độ lao động ấy với một cái dạ dày lép kẹp, nhưng Chiến Sĩ không hề ngã lòng.","Az yiyip çok çalışmak dayanılır gibi değildi, ama Boxer asla pes etmiyordu.","A veces, las largas horas de trabajo con insuficiente comida, eran difíciles de aguantar, pero Boxer nunca vaciló."
1338,In nothing that he said or did was there any sign that his strength was not what it had been.,"Không có một dấu hiệu gì, kể cả trong lời nói cũng như việc làm chứng tỏ sức lực của nó không còn được như xưa nữa.","Konuşmalarından da, çalışmasından da, artık eskisi kadar güçlü olmadığını anlamak mümkün değildi.",En nada de lo que él decía o hacía se exteriorizaba señal alguna de que su fuerza ya no fuese la de antes.
1339,"It was only his appearance that was a little altered; his hide was less shiny than it had used to be, and his great haunches seemed to have shrunken.","Tuy thế, tướng mạo của nó có thay đổi chút ít, da nó không còn được nhuận như trước, hông nó trông cũng nhỏ đi.","Yalnızca görünüşü biraz değişmişti; tüyleri eskisi kadar parlak değildi, kocaman sağrısı içine göçmüştü.",Únicamente su aspecto estaba un poco cambiado. Su pelaje era menos brillante y sus ancas parecían haberse contraído.
1340,"The others said, “Boxer will pick up when the spring grass comes on”; but the spring came and Boxer grew no fatter.","Mọi con đều nói: ""Có cỏ non là Chiến Sĩ sẽ bình phục ngay ấy mà"", nhưng mùa xuân đã về, cỏ non đã lên xanh mà Chiến Sĩ chẳng hề mập thêm chút nào.","Herkes, ""İlkbahar otları bir yeşersin, Boxer kendini toparlar,"" diyordu. İlkbahar otları yeşerdi, ama Boxer toparlanamadı.",Los demás decían que Boxer se restablecería cuando apareciera el pasto de primavera; pero llegó la primavera y Boxer no engordó.
1341,"Sometimes on the slope leading to the top of the quarry, when he braced his muscles against the weight of some vast boulder, it seemed that nothing kept him on his feet except the will to continue.","Những khi trông nó gồng mình kéo đá lên khỏi bờ dốc, có cảm tưởng như sức nó đã kiệt, phải là một ý chí sắt đá lắm mới đứng vững được như thế.","Bazen, taşocağına çıkılan yamaçta, iri bir kaya parçasının altında kasları titrediğinde, onu ayakta tutan tek şey kararlılığı oluyordu.","A veces, en la ladera que llevaba hacia la cima de la cantera, cuando esforzaba sus músculos tensos por el peso de alguna piedra enorme, parecía que nada lo mantenía en pie excepto su voluntad de continuar."
1342,"At such times his lips were seen to form the words, “I will work harder”; he had no voice left.","Nhìn vào đôi môi, người tinh có thể thấy rằng nó đang định nói: ""Tôi sẽ cố gắng hơn nữa"", nhưng không thể thốt lên lời.","Böyle durumlarda, sesini tümden yitirmesine karşın, dudaklarından: ""Daha çok çalışacağım,"" sözcükleri okunabiliyordu.",En estos momentos se adivinaba que sus labios pronunciaban las palabras: «Trabajaré más fuerte» porque voz no le quedaba.
1343,"Once again Clover and Benjamin warned him to take care of his health, but Boxer paid no attention.","Bà Mập và Benjamin lại nhắc nó giữ gìn sức khoẻ, nhưng nó vẫn bỏ ngoài tai.","Clover ile Benjamin, sağlığını koruması için onu sürekli uyarıyorlar, ama Boxer kulak asmıyordu.","Nuevamente Clover y Benjamín le advirtieron que cuidara su salud, pero Boxer no prestó atención."
1344,His twelfth birthday was approaching.,Ngày sinh nhật lần thứ mười hai đang đến gần.,On ikinci yaş günü yaklaşıyordu.,Su duodécimo cumpleaños se aproximaba.
1345,He did not care what happened so long as a good store of stone was accumulated before he went on pension.,"Nó chỉ quan tâm đến một việc duy nhất sau đây: làm sao gom được thật nhiều đá trước khi nghỉ hưu, còn sau đó muốn ra sao thì ra.","Sağlığı umurunda değildi; tek isteği, kendisi emekliye ayrılmadan yel değirmeni için yeterince taş toplanmasıydı.","No le importaba lo que sucediera, con tal que se hubiera acumulado una buena cantidad de piedra antes que él se jubilara."
1346,"Late one evening in the summer, a sudden rumour ran round the farm that something had happened to Boxer.","Một hôm, lúc ấy đã khá khuya, bỗng có tin Chiến Sĩ gặp nạn.","Bir yaz akşamı, birden çiftlikte bir söylenti yayıldı: Boxer'a bir şey olmuştu.","Un día de verano, al anochecer, se difundió rápidamente por la granja el rumor de que algo le había sucedido a Boxer."
1347,He had gone out alone to drag a load of stone down to the windmill.,Hoá ra là nó đi kéo xe đá một mình.,Yel değirmeni için tek başına bir araba taş taşımaya kalkışmıştı.,Se había ido solo para arrastrar un montón de piedras hasta el molino.
1348,"And sure enough, the rumour was true.","Không phải là tin đồn nữa, sự thật là thế, mấy phút sau có hai con bồ câu bay về.",Söylenti hiç kuşkusuz doğruydu.,"Y, en efecto, el rumor era cierto."
1349,A few minutes later two pigeons came racing in with the news; “Boxer has fallen!,"""Chiến Sĩ bị ngã! Nó ngã nằm nghiêng, không dậy được nữa rồi!"", hai con bồ câu thông báo.","Az sonra, iki güvercin yarışırcasına haberi yetiştirdi: ""Boxer yere yıkılmış!",Unos minutos después dos palomas llegaron a todo volar con la noticia: «¡Boxer se ha caído! ¡Está tendido de costado y no se puede levantar!».
1351,About half the animals on the farm rushed out to the knoll where the windmill stood.,Gần một nửa số súc vật trong trang trại lao về phía gò đất.,"Çiftlikteki hayvanların neredeyse yarısı, yel değirmeninin bulunduğu küçük tepeye koştu.",Aproximadamente la mitad de los animales de la granja salieron corriendo hacia la loma donde estaba el molino.
1352,"There lay Boxer, between the shafts of the cart, his neck stretched out, unable even to raise his head.","Chiến Sỹ nằm đó, giữa hai càng xe, cổ vươn ra, nhưng yếu quá, không thể nhấc đầu lên được.","Boxer orada, arabanın okları arasında, boynunu uzatmış yatıyor, başını bile kaldıramıyordu.","Allí yacía Boxer, entre las varas del carro, el pescuezo estirado, sin poder levantar la cabeza."
1353,"His eyes were glazed, his sides matted with sweat.","Lưng nó đẫm mồ hôi, hai mắt trông dại hẳn đi.","Gözleri cam gibi olmuş, gövdesi tepeden tırnağa tere batmıştı.",Tenía los ojos vidriosos y sus flancos estaban cubiertos de sudor.
1354,A thin stream of blood had trickled out of his mouth.,Một dòng máu nhỏ đang rỉ ra khỏi miệng.,Ağzından ince bir kan sızıyordu.,Un hilillo de sangre le salía por la boca.
1355,Clover dropped to her knees at his side.,Bà Mập quì xuống bên cạnh.,"Clover, yanı başına diz çöktü.",Clover cayó de rodillas a su lado.
1356,"“Boxer!” she cried, “how are you?”","""Chiến Sĩ!"", nó hỏi, ""Anh sao vậy?""","""Boxer!"" diye bağırdı. ""Ne oldu sana?","—¡Boxer! —gritó—, ¿cómo estás?"
1357,"“It is my lung,” said Boxer in a weak voice.","""Không thở được nữa rồi"", Chiến Sỹ thều thào nói, ""Nhưng không sao.","Boxer, duyulur duyulmaz bir sesle, ""Ciğerlerim dayanmadı,"" dedi.",—Es mi pulmón —dijo Boxer con voz débil—.
1359,I think you will be able to finish the windmill without me.,Tôi nghĩ các bạn sẽ dựng lại được cối xay gió.,Yel değirmenini bensiz de bitirebilirsiniz.,Yo creo que podrán terminar el molino sin mí.
1360,There is a pretty good store of stone accumulated.,Có nhiều đá lắm rồi.,Epeyce taş toplandı.,Hay una buena cantidad de piedra acumulada.
1361,I had only another month to go in any case.,Dù sao cũng chỉ một tháng nữa là tôi sẽ nghỉ hưu thôi.,Hem bir ayım kalmıştı.,De cualquier manera sólo me quedaba un mes más.
1362,"To tell you the truth, I had been looking forward to my retirement.","Nói thật, tôi mong được nghỉ hưu lắm.","Doğrusu, emekliliğimi dört gözle bekliyordum.","A decir verdad, estaba esperando la jubilación."
1363,"And perhaps, as Benjamin is growing old too, they will let him retire at the same time and be a companion to me.”","Benjamin cũng già rồi, nếu nó cũng được nghỉ hưu cùng lúc với tôi để cho có bạn thì tốt biết bao.""",Benjamin de yaşlandı artık; belki de onu da emekliye ayırırlar da bana arkadaşlık eder.,"Y como también Benjamín se está poniendo viejo, tal vez le permitan retirarse al mismo tiempo, y así me hacía compañía."
1364,"“We must get help at once,” said Clover.","""Đi báo cho Chỉ Điểm ngay"", Bà Mập nói.","Clover, ""Hemen yardım istemeliyiz,"" dedi. ""Koşun, Squealer'a haber verin.",—Debemos obtener ayuda inmediatamente —reclamó Clover—.
1365,"“Run, somebody, and tell Squealer what has happened.”","""Đi báo cho Chỉ Điểm ngay"", Bà Mập nói.","Hayvanlar, olup biteni Squealer'a anlatmak üzere hep birlikte çiftlik evine koştular.",Que corra alguien a comunicarle a Squealer lo que ha sucedido.
1366,All the other animals immediately raced back to the farmhouse to give Squealer the news.,Tất cả lập tức chạy về khu nhà chính để tìm Chỉ Điểm.,"Hayvanlar, olup biteni Squealer'a anlatmak üzere hep birlikte çiftlik evine koştular.",Todos los animales corrieron inmediatamente hacia la casa para darle la noticia a Squealer.
1367,"Only Clover remained, and Benjamin who lay down at Boxer’s side, and, without speaking, kept the flies off him with his long tail.",Chỉ có Bà Mập và Benjamin ở lại. Benjamin yên lặng nằm xuống bên cạnh Chiến Sĩ và dùng đuôi đuổi ruồi cho nó.,"Yalnızca Clover'la Benjamin kalmıştı; Benjamin, Boxer'ın yanına uzanmış, uzun kuyruğuyla sinekleri kovuyordu.","Solamente se quedaron Clover y Benjamín, que se acostó al lado de Boxer y, sin decir palabra, espantaba las moscas con su larga cola."
1368,"After about a quarter of an hour Squealer appeared, full of sympathy and concern.","Khoảng mười lăm phút sau thì Chỉ Điểm tới, mặt lộ đầy vẻ thương cảm và sốt sắng.","On beş dakika kadar sonra, Squealer belirdi; üzgün ve kaygılı görünüyordu.","Al cuarto de hora apareció Squealer, alarmado y lleno de interés."
1369,"He said that Comrade Napoleon had learned with the very deepest distress of this misfortune to one of the most loyal workers on the farm, and was already making arrangements to send Boxer to be treated in the hospital at Willingdon.",Nó nói rằng đồng chí Napoleon rất buồn khi biết tin tai nạn đã xảy ra với một trong những người lao động trung thành nhất của trang trại và đang sắp xếp để đưa Chiến Sĩ đến chữa tại bệnh viện ở Willingdon.,"Napoléon Yoldaş'ın, çiftliğin en sadık işçilerinden birinin başına geleni çok büyük bir üzüntüyle öğrendiğini, Boxer'ın tedavi için Willingdon'daki hastaneye gönderilmesini sağlamaya çalıştığını söyledi.","Dijo que el camarada Napoleón, enterado con la mayor aflicción de esta desgracia que había sufrido uno de los más leales trabajadores de la granja, estaba realizando gestiones para enviar a Boxer a un hospital de Willingdon para su tratamiento."
1371,"Except for Mollie and Snowball, no other animal had ever left the farm, and they did not like to think of their sick comrade in the hands of human beings.","Nhưng lũ súc vật lại cảm thấy có cái gì đó không yên tâm vì từ trước tới nay ngoài Mollie và Tuyết Tròn ra thì chưa có con nào đi khỏi trang trại, vả lại chúng cũng không thích giao một đồng chí bệnh hoạn vào tay con người.",O güne kadar Mollie ve Snowball dışında hiçbir hayvan çiftlikten ayrılmamıştı; hasta yoldaşlarının insanların eline bırakılacak olmasından hiç hoşlanmamışlardı.,"Exceptuando a Mollie y Snowball, ningún otro animal había salido jamás de la granja, y no les agradaba la idea de dejar a su camarada enfermo en manos de seres humanos."
1372,"However, Squealer easily convinced them that the veterinary surgeon in Willingdon could treat Boxer’s case more satisfactorily than could be done on the farm.",Nhưng Chỉ Điểm dễ dàng thuyết phục được chúng rằng các bác sĩ thú y ở Willingdon sẽ chữa cho Chiến Sĩ tốt hơn là cứ để nó nằm ở trại.,"Ama Squealer, onları kolayca yatıştırmakta gecikmedi: Willingdon'daki baytar, Boxer'ı çok daha iyi tedavi edebilirdi.","Sin embargo, Squealer los convenció fácilmente de que el veterinario de Willingdon podía tratar el caso de Boxer más satisfactoriamente que en la granja."
1373,"And about half an hour later, when Boxer had somewhat recovered, he was with difficulty got on to his feet, and managed to limp back to his stall, where Clover and Benjamin had prepared a good bed of straw for him.","Khoảng nửa tiếng sau thì Chiến Sĩ đứng dậy được, nó lết dần về chuồng. Bà Mập và Benjamin lấy rơm trải cho nó một cái ổ khá dày.",Yarım saat kadar sonra Boxer biraz toparlanıp güçlükle ayağa kalktı; topallayarak ahırına gidip Clover'la Benjamin'in hazırladıkları saman döşeğe uzandı.,"Y media hora después, cuando Boxer se repuso un poco, lo levantaron trabajosamente, y así logró volver renqueando hasta su establo donde Clover y Benjamín le habían preparado rápidamente una muy amplia y confortable cama de paja."
1374,For the next two days Boxer remained in his stall.,Chiến Sĩ nằm trong chuồng hai ngày liền.,"Boxer, iki gün ahırında kaldı.","Durante los dos días siguientes, Boxer permaneció en su establo."
1375,"The pigs had sent out a large bottle of pink medicine which they had found in the medicine chest in the bathroom, and Clover administered it to Boxer twice a day after meals.","Lũ lợn tìm được một chai thuốc màu hồng khá to ở trong tủ thuốc đặt tại phòng tắm và đem ra cho nó. Bà Mập bắt nó uống hai lần một ngày, ngay sau bữa ăn.","Domuzlar, banyodaki ilaç dolabında buldukları büyük bir ilaç şişesi göndermişlerdi. Clover, şişenin içindeki pembe ilacı Boxer'a günde iki kez yemeklerden sonra içiriyordu.","Los cerdos habían enviado una botella grande del medicamento rosado que encontraron en el botiquín del cuarto de baño, y Clover se lo administraba a Boxer dos veces al día después de las comidas."
1376,"In the evenings she lay in his stall and talked to him, while Benjamin kept the flies off him.","Buổi tối Bà Mập vào chuồng của Chiến Sĩ để tâm sự, trong khi Benjamin thì đuổi ruồi cho nó.","Akşamları Boxer'ın ahırında kalıp onunla konuşuyor, Benjamin de sinekleri kovuyordu.","Por las tardes permanecía en la cuadra conversando con él, mientras Benjamín le espantaba las moscas."
1377,Boxer professed not to be sorry for what had happened.,Chiến Sĩ nói rằng nó chẳng có gì phải phàn nàn.,"Boxer, başına gelenlere üzülmediğini söylüyordu.",Boxer manifestó que no lamentaba lo que había pasado.
1378,"If he made a good recovery, he might expect to live another three years, and he looked forward to the peaceful days that he would spend in the corner of the big pasture.","Nếu lần này hồi phục được thì nó có thể sống thêm khoảng ba năm nữa, nó mong được sống những ngày thanh thản còn lại trong góc cái bãi cỏ rộng dành cho những con về hưu.","Bir iyileşirse, en azından üç yıl daha yaşayabilir, büyük otlağın bir köşesinde huzurlu günler geçirebilirdi.","Si se reponía, podría vivir unos tres años más, y pensaba en los días apacibles que pasaría en el rincón de la pradera grande."
1379,It would be the first time that he had had leisure to study and improve his mind.,"Nó sẽ dành trọn thời gian rảnh rỗi để học tập, nâng cao trình độ.","Belki de hayatında ilk kez okumaya, bir şeyler öğrenmeye vakit ayırabilecekti.",Sería la primera vez que tendría tiempo libre para estudiar y perfeccionarse.
1380,"He intended, he said, to devote the rest of his life to learning the remaining twenty-two letters of the alphabet.",Nó bảo nó sẽ dành toàn bộ quãng đời còn lại để học cho thuộc hai mươi hai chữ cái.,Son yıllarını alfabenin tümünü öğrenmeye ayırmayı düşünüyordu.,"Tenía intención, dijo, de dedicar el resto de su vida a aprender las veintidós letras restantes del abecedario."
1381,"However, Benjamin and Clover could only be with Boxer after working hours, and it was in the middle of the day when the van came to take him away.","Benjamin và Bà Mập chỉ có thể chăm sóc Chiến Sĩ sau giờ tan tầm, thế mà cái xe đến bắt nó lại xuất hiện vào lúc gần trưa.","Ne var ki Benjamin'le Clover, Boxer'la ancak iş saatlerinden sonra ilgilenebiliyorlardı. Üstü kapalı bir yük arabası Boxer'ı götürmeye geldiğinde, öğle saatleriydi.","Sin embargo, Benjamín y Clover sólo podían estar con Boxer después de las horas de trabajo, y a mediodía llegó un furgón para llevárselo."
1382,"The animals were all at work weeding turnips under the supervision of a pig, when they were astonished to see Benjamin come galloping from the direction of the farm buildings, braying at the top of his voice.","Mấy con lợn đang chỉ huy cả bọn gieo hạt cải ở ngoài đồng thì bỗng thấy Benjamin phi nước đại từ trang trại tới, miệng gào đến lạc cả giọng.","Bir domuzun gözetiminde, şalgam tarlasındaki ayrıkotlarını ayıklamakta olan hayvanlar, Benjamin'in çiftlik binalarının oradan avazı çıktığı kadar anırarak dörtnala geldiğini görünce çok şaşırdılar.","Los animales estaban trabajando bajo la supervisión de un cerdo, eliminando la maleza de los nabos, cuando fueron sorprendidos al ver a Benjamín venir a galope desde la casa, rebuznando con todas sus fuerzas."
1383,"It was the first time that they had ever seen Benjamin excited — indeed, it was the first time that anyone had ever seen him gallop.","Đây là lần đầu tiên chúng thấy Benjamin xúc động như vậy, cũng là lần đầu tiên chúng thấy nó phi nước đại.","Benjamin'i hayatlarında ilk kez telaşlı görüyorlardı; aslına bakılırsa, o güne değin dörtnala koştuğunu da gören olmamıştı.","Nunca habían visto a Benjamín tan excitado; en verdad, era la primera vez que alguien lo veía galopar."
1384,"“Quick, quick!” he shouted.","""Mau lên! Mau lên!"", Nó gào lên, ""Lại đây mau lên! Họ mang Chiến Sỹ đi rồi!""","""Çabuk! Çabuk!"" diye bağırdı Benjamin.","«¡Pronto, pronto! —gritó—."
1387,"Without waiting for orders from the pig, the animals broke off work and raced back to the farm buildings.","Cả bọn lập tức bỏ việc và cùng chạy về phía khu nhà chính, không đợi lũ lợn có cho phép hay không.","""Hemen gelin! Boxer'ı götürüyorlar!"" Hayvanlar, domuza aldırış etmeden, işi bırakıp çiftlik binalarının oraya koştular.","Sin esperar órdenes del cerdo, los animales abandonaron el trabajo y corrieron hacia los edificios de la granja."
1388,"Sure enough, there in the yard was a large closed van, drawn by two horses, with lettering on its side and a sly-looking man in a low-crowned bowler hat sitting on the driver’s seat.","Quả nhiên, trong sân có một cái xe song mã đóng kín cửa, bên sườn xe có ghi hàng chữ khá to, anh chàng đánh xe đội một cái mũ phớt trông rất láu cá.","Gerçekten de, avluda, iki atlı, üstü kapalı büyük bir yük arabası duruyordu. Yan tarafında bir yazı bulunan arabanın sürücü yerinde, melon şapkalı, şeytan bakışlı bir adam oturuyordu.","Efectivamente, en el patio había un gran furgón cerrado, con letreros en los costados, tirado por dos caballos, y un hombre de aspecto ladino tocado con un bombín aplastado en el asiento del conductor."
1389,And Boxer’s stall was empty.,Chiến Sĩ không còn trong chuồng nữa.,Boxer'ın ahırı boştu.,La cuadra de Boxer estaba vacía.
1391,"“Good-bye, Boxer!” they chorused, “good-bye!”","""Đi khoẻ nhá, Chiến Sĩ!"", Chúng đồng thanh hô, ""Tạm biệt!""","""Yolun açık olsun!","—¡Adiós, Boxer! —gritaron a coro—, ¡adiós!"
1394,Do you not see what is written on the side of that van?”,"""Ngu, ngu thế"", Benjamin vừa gào thét, vừa chạy xung quanh, chân nện xuống đất ầm ầm, ""Ngu, không nhìn thấy chữ gì à?""","""Kör müsünüz? Arabanın üstünde ne yazıyor, görmüyor musunuz?",¡Idiotas! ¿No veis lo que está escrito en los letreros de ese furgón?
1395,"That gave the animals pause, and there was a hush.","Cả bọn như tỉnh ngộ, yên lặng nhìn nhau.",Benjamin'i duyan hayvanlar durakladılar; ortalığı bir suskunluk kapladı.,Aquello apaciguó a los animales y se hizo el silencio.
1396,Muriel began to spell out the words.,"Con lừa Muriel bắt đầu đánh vần, nhưng Benjamin đã đẩy nó ra và đọc:","Muriel, yazıyı sökmeye çalışıyordu.",Muriel comenzó a deletrear las palabras.
1397,But Benjamin pushed her aside and in the midst of a deadly silence he read:,"Con lừa Muriel bắt đầu đánh vần, nhưng Benjamin đã đẩy nó ra và đọc:","Benjamin, onu kenara itti ve ölüm sessizliğinin ortasında yazıyı okudu:",Pero Benjamín la empujó a un lado y en medio de un silencio sepulcral leyó:
1398,"“‘Alfred Simmonds, Horse Slaughterer and Glue Boiler, Willingdon.","""Lò mổ Alfred Simmond, Willingdon.","""Alfred Simmonds, At Kasabı ve Tutkal İmalatçısı, Willingdon.","—«Alfredo Simmonds, matarife de caballos y fabricante de cola, Willingdon."
1399,Dealer in Hides and Bone-Meal.,"Mua bán thịt, xương, da ngựa.",Hayvan Derisi ve Kemik Tozu Taciri.,Comerciante en cueros y harina de huesos.
1400,Kennels Supplied.’,Cung cấp cũi chó.,Köpek kulübesi temin edilir.,Se suministran perreras».
1401,Do you not understand what that means?,Đã hiểu chưa?,Şimdi anladınız mı?,¿No entienden lo que significa eso? ¡Lo llevan al descuartizador!
1402,They are taking Boxer to the knacker’s!”,"Chúng mang Chiến Sỹ đi làm thịt đấy!""","Boxer'ı at kasabına götürüyorlar, köpek maması yapacaklar!",¿No entienden lo que significa eso? ¡Lo llevan al descuartizador!
1403,A cry of horror burst from all the animals.,Một tiếng thét kinh hoàng cùng phát ra từ mọi lồng ngực.,"Hayvanlar, dehşet içinde bağrıştı.",Los animales lanzaron un grito de horror.
1404,At this moment the man on the box whipped up his horses and the van moved out of the yard at a smart trot.,"Đúng lúc đó, anh chàng đánh xe ra roi và hai con ngựa kéo bắt đầu chạy nước kiệu. Cái xe từ từ đi ra khỏi sân.","Tam o sırada, sürücü yerinde oturan adam atları kamçıladı, tırısa kalkan atların çektiği araba avludan çıktı.",En ese momento el conductor fustigó a los caballos y el furgón salió del patio a un trote ligero.
1405,"All the animals followed, crying out at the tops of their voices.","Cả lũ cùng chạy theo sau, vừa chạy vừa khóc như mưa như gió.","Tüm hayvanlar, yeri göğü çınlatarak arabanın ardına düştüler.","Todos los animales lo siguieron, gritando."
1406,Clover forced her way to the front.,Bà Mập lao lên. Cái xe cũng tăng tốc.,Clover var gücüyle en önden gidiyordu.,Clover se adelantó.
1407,The van began to gather speed.,Bà Mập lao lên. Cái xe cũng tăng tốc.,Araba hızlanmaya başladı.,El furgón comenzó a tomar velocidad.
1408,"Clover tried to stir her stout limbs to a gallop, and achieved a canter.","Bà Mập cố phóng lên, nhưng sức nó không còn, làm sao theo nổi hai con kia.","Clover, güçlü bacaklarıyla dörtnala kalkmaya çalıştıysa da, ancak eşkine erişebildi.","Clover intentó galopar, pero sus pesadas patas sólo alcanzaron el medio galope."
1409,“Boxer!” she cried.,"""Chiến Sĩ!"", Nó gào lên, ""Chiến Sĩ! Chiến Sĩ! Chiến Sĩ!""","""Boxer!"" diye bağırıyordu.",—¡Boxer! —gritó ella—.
1411,"And just at this moment, as though he had heard the uproar outside, Boxer’s face, with the white stripe down his nose, appeared at the small window at the back of the van.","Không biết Chiến Sĩ có nghe thấy tiếng gọi từ bên ngoài hay không, nhưng cái mõm với một vệt màu trắng chạy dọc sống mũi của nó có lấp ló phía trong cái cửa sổ nhỏ ở đằng sau xe.","""Boxer! Boxer! Boxer!""Tam o sırada, dışarıda kopan gürültüyü duymuşçasına, arabanın arkasındaki küçük pencerede Boxer'ın yüzü belirdi.","En ese momento, como si hubiera oído el alboroto, la cara de Boxer, con la franja blanca en el hocico, apareció por la ventanilla trasera del carro."
1412,“Boxer!” cried Clover in a terrible voice.,"""Chiến Sĩ!"", Bà Mập gào đến lạc giọng, ""Chạy đi! Chạy đi! Chạy mau lên! Chúng giết mày đấy!""","Clover, ""Boxer!"" diye haykırdı yürekleri dağlayan bir sesle.",—¡Boxer! —gritó Clover con terrible voz—.
1416,They’re taking you to your death!”,"""Chiến Sĩ!"", Bà Mập gào đến lạc giọng, ""Chạy đi! Chạy đi! Chạy mau lên! Chúng giết mày đấy!""",Boğazlamaya götürüyorlar seni!,¡Sal pronto! ¡Te llevan hacia la muerte!
1417,"All the animals took up the cry of “Get out, Boxer, get out!”","Tất cả đồng thanh thét lên: ""Chạy đi, Chiến Sĩ , Chạy đi!""","Hayvanlar da, ""Çık oradan Boxer! At kendini dışarı!"" diye bağırıyorlardı.",Todos los animales se pusieron a gritar:
1418,But the van was already gathering speed and drawing away from them.,"Nhưng hai con ngựa đã tăng tốc, cái xe ngày một đi xa hơn.","Ama araba iyiden iyiye hızlanmış, arayı gittikçe açıyordu.","¡Sal de ahí, Boxer, sal de ahí!», pero el furgón ya había tomado velocidad y se alejaba de ellos."
1420,But a moment later his face disappeared from the window and there was the sound of a tremendous drumming of hoofs inside the van.,"Không biết là Chiến Sĩ có nghe rõ Bà Mập nói gì hay không, nhưng không còn trông thấy mõm nó bên trong cửa sổ nữa, đồng thời người ta nghe thấy tiếng chân nó nện vào thành xe đều và vang không khác gì tiếng trống ngũ liên.",Ama çok geçmeden yüzü camdan kayboldu ve arabanın içinden korkunç tepinmeler duyuldu.,"Pero un instante después, su cara desapareció de la ventanilla y se sintió el ruido de un patear de cascos dentro del furgón."
1421,He was trying to kick his way out.,Đấy là Chiến Sĩ đạp vào thành xe để tìm lối thoát.,Çifteler atarak kapıyı açmaya çalışıyordu.,Estaba tratando de abrirse camino a patadas.
1422,The time had been when a few kicks from Boxer’s hoofs would have smashed the van to matchwood.,Trước đây thì chỉ vài cái đạp như thế cũng đủ làm cho chiếc xe này biến thành củi rồi.,"Eskiden olsa, arabanın kapısını birkaç çiftede paramparça ederdi.","En otros tiempos, unas cuantas coces de los cascos de Boxer hubieran hecho trizas el furgón."
1424,his strength had left him; and in a few moments the sound of drumming hoofs grew fainter and died away.,"Nhưng lạy chúa tôi! Sức nó nay còn đâu và tiếng đạp cứ nhỏ dần, nhỏ dần rồi im hẳn.","O eski gücünün yerinde yeller esiyordu. Biraz sonra, tepinmeler yavaş yavaş hafifledi ve sonunda tümden kesildi.","Pero, desgraciadamente, su fuerza lo había abandonado; y al poco tiempo el ruido de cascos se hizo más débil y se extinguió."
