line_no,en,vi,tr,es
5069,"He had often tried it, and would try it again now.","Cậu thường dùng thử nó, và sẽ dùng thử nó lại ngay bây giờ.","Dorian çok kez denemişti bunu, şimdi de deneyecekti.",Dorian Gray lo había probado con frecuencia y se disponía a volver a hacerlo.
5070,"There were opium dens where one could buy oblivion, dens of horror where the memory of old sins could be destroyed by the madness of sins that were new.","Ở đó có các ổ thuốc phiện, nơi người ta có thể mua sự lãng quên, những hang ổ ghê rợn nơi mà ký ức về các tội lỗi cũ có thể bị hủy hoại bằng sự điên rồ của những tội lỗi mới.","“Unutuş”ların parayla satın alınabildiği afyon tekkeleri vardı ya, eski günahların anılarını yepyeni günahların çılgınlığıyla silebileceğiniz ürkü üreten izbeler.","Había fumaderos de opio donde se podía comprar el olvido, antros espantables donde se podía destruir el recuerdo de los antiguos pecados con el frenesí de los recién cometidos."
5071,The moon hung low in the sky like a yellow skull.,Trăng tà lơ lửng giữa trời như chiếc sọ vàng.,Ay ufkun üzerinde sarı bir kurukafa misali sallanıyordu.,"La luna, cerca del horizonte, parecía un cráneo amarillo."
5072,From time to time a huge misshapen cloud stretched a long arm across and hid it.,"Thảng hoặc, một đám mây dị dạng khổng lồ lại vươn cánh tay dài thượt ngang qua và che khuất nó.","Arada kocaman, yamuk bir bulut upuzun kolunu uzatıp ayı gözden gizliyordu.",De cuando en cuando una enorme nube deforme extendía un largo brazo y la ocultaba por completo.
5073,"The gas-lamps grew fewer, and the streets more narrow and gloomy.","Đèn khí đốt hiếm dần đi, phố hẹp hơn và u ám hơn.","Şimdi sokak fenerleri seyrelmiş, sokaklar daha dar, daha kapanıktı.","Los faroles de gas se fueron distanciando, y las calles se hicieron más estrechas y sombrías."
5074,Once the man lost his way and had to drive back half a mile.,Xà ích có lần bị lạc và phải đánh xe quay lại nửa dặm.,"Bir ara arabacı yolunu şaşırdı, neredeyse yarım kilometre geri dönmek zorunda kaldı.","En una ocasión el cochero se equivocó de camino, y tuvo que volver sobre sus pasos casi un kilómetro."
5075,A steam rose from the horse as it splashed up the puddles.,Hơi nước bốc lên từ con ngựa lúc nó lội lõm bõm qua vũng nước mưa.,Su birikintilerini sıçratarak ilerleyen atın bedeninden buhar tütmekteydi.,El caballo quedaba envuelto en nubes de vapor cuando pisoteaba los charcos.
5076,The sidewindows of the hansom were clogged with a grey-flannel mist.,Các ô cửa sổ bên sườn cỗ xe ấy bị bịt kín bằng một màn sương fla-nen xám.,Gri kumaştan biçilmiş bir sis arabanın yan pencerelerini örtmüştü.,Las ventanas del coche de punto se fueron cubriendo de una película de cieno semejante a franela gris.
5077,"“To cure the soul by means of the senses, and the senses by means of the soul!”","“Chữa lành linh hồn bằng cách dùng các giác quan, và chữa lành các giác quan bằng cách dùng linh hồn!” Sao mà những lời này lại rung lên như vậy trong tai cậu! Linh hồn cậu chắc chắn đã chán ngấy.","“Ruhu duyular yoluyla, duyuları da ruh yoluyla şifaya kavuşturmak!”",«¡Curar el alma por medio de los sentidos y los sentidos por medio del alma!» ¡Cómo resonaban aquellas palabras en sus oídos!
5080,Was it true that the senses could cure it?,Có đúng là các giác quan có thể chữa lành nó?,Duyuların ruhu şifaya kavuşturabilmesi olası mıydı gerçekten?,¿Sería verdad que los sentidos podían curarla?
5081,Innocent blood had been spilled.,Máu người vô tội đã đổ.,Masum bir kan akıtılmıştı.,Se había derramado sangre inocente.
5082,What could atone for that?,Cái gì có thể chuộc lại lỗi lầm ấy?,Neyle ödenebilirdi bunun bedeli?,¿Cómo expiarlo?
5083,"Ah! for that there was no atonement; but though forgiveness was impossible, forgetfulness was possible still, and he was determined to forget, to stamp the thing out, to crush it as one would crush the adder that had stung one.","Ôi! Không có sự cứu chuộc nào cho lỗi lầm ấy cả; nhưng dẫu không thể được tha thứ, thì vẫn còn có thể lãng quên, và cậu quyết định quên, để xóa bỏ thứ đó, để nghiền nát nó như người ta vẫn nghiền nát con rắn lục cắn người.","Yok, hiçbir şeyle ödenemezdi bu. Gelgelelim bağışlanmak mümkün değilse bile unutmak hâlâ olasıydı. Dorian da unutmaya, bu anıyı silmeye kişinin kendini sokan zehirli bir yılanı ezmesi gibi, ezip yok etmeye kararlıydı.","¿Cómo expiarlo? No; no había expiación posible; pero aunque el perdón fuera imposible, el olvido no lo era, y Dorian Gray estaba decidido a olvidar, a pisotear aquel recuerdo, a aplastarlo como aplastamos a la víbora que nos ha inyectado su ponzoña."
5084,"Indeed, what right had Basil to have spoken to him as he had done?","Quả thật, Basil có quyền gì mà nói với cậu như y đã nói?",Hem zaten Basil ona hangi hakla söylemişti o lafları?,"Después de todo, ¿qué derecho tenía Basil a hablarle como lo había hecho?"
5085,Who had made him a judge over others?,"Ai cho y làm quan tòa xét xử người khác? Y đã nói những điều khủng khiếp, kinh tởm, không sao chịu nổi.",Başkalarının tepesine kim dikmişti onu yargıç olarak?,¿Quién le había otorgado la potestad de juzgar a otros?
5086,"He had said things that were dreadful, horrible, not to be endured.","Ai cho y làm quan tòa xét xử người khác? Y đã nói những điều khủng khiếp, kinh tởm, không sao chịu nổi.","Öyle şeyler söylemişti ki feci, iğrenç, dayanılmaz.","Había dicho cosas espantosas, horribles, insoportables."
5087,"On and on plodded the hansom, going slower, it seemed to him, at each step.","Cậu cảm thấy dường như cỗ xe hai bánh ấy nặng nề lết tới, lết tới, chậm dần, theo từng bước.","Araba hâlâ yol alıyor, ama Dorian’a her adımda daha yavaşlıyormuş gibi geliyordu.","El coche de punto avanzaba laboriosamente, disminuyendo la velocidad, le parecía a Dorian Gray, con cada paso."
5088,He thrust up the trap and called to the man to drive faster.,"Cậu đẩy ô cửa sập lên, kêu xà ích cho xe chạy nhanh hơn.",Dorian öndeki kapağı kaldırarak daha hızlı sürsün diye arabacıya bağırdı.,Abrió con violencia la trampilla del techo y ordenó al cochero que acelerase la marcha.
5089,The hideous hunger for opium began to gnaw at him.,Cơn đói thuốc gớm guốc bắt đầu giày vò cậu.,Afyona duyduğu iğrenç istek içini kemirmeye başlamıştı.,La terrible ansia del opio empezaba a devorarlo.
5090,His throat burned and his delicate hands twitched nervously together.,"Họng cậu cháy bỏng, đôi tay mềm mại thì co quắp bồn chồn liên tục.","Boğazı yanıyor, o ince elleri sinirden kilitlenip açılıyordu.",Le ardía la garganta y sus delicadas manos se habían contagiado de un temblor nervioso.
5091,He struck at the horse madly with his stick.,Cậu đập gậy như điên lên con ngựa.,Bastonuyla delicesine ata vurdu.,Sacando un brazo por la ventanilla golpeó ferozmente al caballo con su bastón.
5092,The driver laughed and whipped up.,"Xà ích bật cười, giục ngựa chạy tới.",Arabacı gülerek kamçısını şaklattı.,El cochero se echó a reír y también él utilizó su látigo.
5093,"He laughed in answer, and the man was silent.","Cậu cười đáp lại, và người ấy lặng thinh.",Dorian da karşılık olarak gülünce adam sesini kesti.,Dorian Gray respondió riendo a su vez y el otro guardó silencio.
5094,"The way seemed interminable, and the streets like the black web of some sprawling spider.","Con đường dường như vô tận, còn phố xá như tấm mạng đen của con nhện nằm ườn nào đó.","Yolun sonu hiç gelmeyecek gibiydi, yollar kocaman bir örümceğin simsiyah ağını andırıyordu.","El trayecto parecía interminable, y las calles se asemejaban a los negros hilos de una inmensa telaraña."
5095,"The monotony became unbearable, and as the mist thickened, he felt afraid.","Sự đơn điệu trở nên không thể chịu nổi, và, lúc sương mù đặc lại, cậu thấy sợ.",Gidişin tekdüzeliği çekilmez olmuştu. Sis yoğunlaştıkça Dorian korkmaya başladı.,"La monotonía se hizo insoportable y, al espesarse la niebla, Dorian Gray sintió miedo."
5096,Then they passed by lonely brickfields.,Sau đó họ chạy ngang qua các xưởng gạch hiu quạnh.,Derken ıssız tuğla tarlalarının önünden geçmeye başladılar.,Luego pasaron junto a las solitarias fábricas de ladrillos.
5097,"The fog was lighter here, and he could see the strange, bottle-shaped kilns with their orange, fanlike tongues of fire.","Sương mù ở đây loãng hơn, cậu có thể thấy các lò nung hình-chai kỳ dị với những lưỡi lửa da cam trông như cái quạt.","Burada sis hafiflemişti; Dorian o garip, şişe biçimi ocakları, ocakların içlerindeki yelpaze biçimi turuncu yalazları seçebiliyordu.","La niebla era allí menos densa, y pudo ver los extraños hornos con forma de botella y sus lenguas de fuego anaranjado que se extendían como abanicos."
5098,"A dog barked as they went by, and far away in the darkness some wandering sea-gull screamed.","Một con chó sủa vang lúc họ chạy qua, và xa xa, trong bóng tối, con mòng biển vẩn vơ nào đó kêu ré lên.","Bir köpek arabanın ardından havladı, karanlıkların içinde, uzakta bir yerde gezgin bir martı çığırdı.","Un perro ladró cuando pasaban y a lo lejos, en la oscuridad, chilló una gaviota vagabunda."
5099,"The horse stumbled in a rut, then swerved aside and broke into a gallop.","Ngựa vấp trên vết đường mòn, rồi ngoặt qua bên, và đột nhiên phi nước đại.",Yoldaki bir çukura giren at tökezleyerek yalpaladı; sonra şaha kalktı.,"El caballo tropezó en un bache del camino, dio un bandazo y empezó a galopar."
5100,After some time they left the clay road and rattled again over rough-paven streets.,"Một lát sau, họ rời khỏi đường đất, và lại chạy lóc cóc trên các con phố lát gồ ghề.",Bir süre sonra balçık yoldan ayrılıp yamru yumru parke döşeli sokaklardan tangır tungur geçtiler.,Después de algún tiempo dejaron el camino de tierra y volvieron a traquetear por calles mal pavimentadas.
5101,"Most of the windows were dark, but now and then fantastic shadows were silhouetted against some lamplit blind.","Phần lớn cửa sổ tối om, nhưng thỉnh thoảng có những cái bóng kỳ dị in hình lên tấm rèm sáng đèn nào đó.","Buralardaki pencerelerin çoğu karanlıktı, gene de arada bir, lambayla aydınlanmış bir perdeye acayip gölgeler vuruyor ve Dorian bunlara merakla bakıyordu.","La mayoría de las ventanas estaba a oscuras pero, a veces, sombras fantásticas se dibujaban sobre los estores iluminados por alguna lámpara."
5103,They moved like monstrous marionettes and made gestures like live things.,"Chúng chuyển động như các con rối khổng lồ, làm điệu bộ y như những vật sống.","Gölgeler dev kuklalar gibi oynaşıyor, canlı birer yaratıkmışçasına el kol sallıyorlardı.",Se movían como marionetas monstruosas y hacían gestos de criaturas vivas.
5104,He hated them.,Cậu ghét chúng.,Dorian nefret ediyordu onlardan.,Sintió que las aborrecía.
5105,A dull rage was in his heart.,Một cơn giận âm ỉ trong tim cậu.,Yüreğini donuk bir hınç bürüyordu.,Tenía el corazón dominado por una rabia sorda.
5106,"As they turned a corner, a woman yelled something at them from an open door, and two men ran after the hansom for about a hundred yards.","Lúc họ rẽ qua một góc phố, một người đàn bà la hét gì đó với họ từ một ô cửa mở, và hai người đàn ông chạy theo cỗ xe độ trăm thước mới thôi.",Bir köşeyi dönerlerken açık bir kapı aralığından bir kadın onlara bağırarak bir şeyler söyledi; iki adam yüz adım kadar arabanın ardından koştular.,"Al torcer una esquina, una mujer les gritó algo desde una puerta abierta, y dos hombres corrieron tras el coche de punto por espacio de unos cien metros."
5107,The driver beat at them with his whip.,Xà ích quất họ bằng roi da.,Arabacı onlara kırbacıyla vurdu.,El cochero los golpeó con el látigo.
5108,It is said that passion makes one think in a circle.,Nghe đồn là sự đam mê làm cho con người nghĩ ngợi loanh quanh.,Derler ki tutku kişinin düşüncelerini çember gibi çevirip gene başladığı noktaya getirirmiş.,Se dice que la pasión hace que se piense en círculos.
5109,"Certainly with hideous iteration the bitten lips of Dorian Gray shaped and reshaped those subtle words that dealt with soul and sense, till he had found in them the full expression, as it were, of his mood, and justified, by intellectual approval, passions that without such justification would still have dominated his temper.","Đúng là với sự lặp đi lặp lại chán ngắt, đôi môi mím chặt của Dorian Gray cứ nhào đi nặn lại những lời quỷ quyệt bàn về linh hồn và cảm xúc ấy, cho đến khi cậu thấy trong nó toàn bộ biểu hiện, có thể nói là, của tâm trạng cậu, và biện hộ được, bằng sự chấp thuận của trí thông minh, cho những đam mê mà nếu không có sự biện hộ như vậy thì sẽ vẫn còn chi phối tâm trạng cậu.","Gerçekten de Dorian kemirip durduğu dudaklarıyla, ruh ve duyu konusundaki o anlamlı sözleri iğrenç bir zikir gibi yineleyip duruyordu. Öyle ki en sonunda bu sözlerde ruhsal durumunun tam açıklamasını bulmaya başladı ve böylece tutkularını zihninin onayıyla haklı çıkardı. Ama bu onay olmasa da bu tutkular onun benliğinden ellerini çekmeyeceklerdi, nasılsa.","Y, ciertamente, los labios que Dorian Gray no cesaba de morderse formaban y volvían a formar, en espantosa repetición, las sutiles palabras que se ocupaban del alma y de los sentidos, hasta encontrar en ellas la plena expresión, por así decirlo, de su estado de ánimo, y justificar así, aprobándolas intelectualmente, pasiones que sin esa justificación habrían dominado su voluntad."
5110,"From cell to cell of his brain crept the one thought; and the wild desire to live, most terrible of all man’s appetites, quickened into force each trembling nerve and fibre.","Từ tế bào não này qua tế bào não khác, một ý nghĩ lẻn qua; và nỗi khát khao dữ dội với sự sống, nỗi khát khao ghê gớm nhất trong số mọi ham muốn của con người, đã hồi sinh mạnh mẽ từng sợi thần kinh và mỗi thớ thịt run rẩy.","Bu bir tek düşünce, onun beynindeki bir hücreden ötekine süzülüyor ve çılgın yaşama arzusu, insanoğlunun bu en ürkünç iştahı, titreyen sinir ve liflerinin her birine özsuyu gibi yürüyerek güç veriyordu.","De célula en célula aquella idea única se apoderaba de su cerebro; y el arrebatado deseo de vivir, el más terrible de los apetitos humanos, redoblaba el vigor de cada nervio y músculo temblorosos."
5111,"Ugliness that had once been hateful to him because it made things real, became dear to him now for that very reason.",Sự xấu xí mà có lần cậu thấy đáng ghét vì nó làm cho các thứ trở về thực tế thì lúc này lại trở nên thân thương với cậu cũng vì chính lý do đó.,"Bir zamanlar, her şeye gerçeklik kattığı için nefret ettiği çirkinliği şimdi aynı nedenle kendine yakın buluyordu.","La fealdad que en otro tiempo le había parecido odiosa porque hacía las cosas reales, le resultaba ahora amable por esa misma razón."
5112,Ugliness was the one reality.,Sự xấu xí là thực tại độc nhất.,Tek gerçek çirkinlikti.,La fealdad era la única realidad.
5113,"The coarse brawl, the loathsome den, the crude violence of disordered life, the very vileness of thief and outcast, were more vivid, in their intense actuality of impression, than all the gracious shapes of art, the dreamy shadows of song.","Tiếng cãi cọ tục tĩu, cái ổ ghê tởm, bạo lực thô thiển của cuộc sống bừa bãi, và chính sự hèn hạ của bọn trộm cắp bụi đời, lại còn sinh động, nhờ ấn tượng hiện thực mãnh liệt của chúng, hơn mọi loại hình Nghệ thuật tử tế, những cái bóng mơ màng của Thơ ca.","Adi kavgalar, iğrenç izbeler, başıboş yaşantıların haşin şiddeti, hırsızların, itin, uğursuzun pespayeliği, çirkinliğin ürünleri, yarattıkları izlenimlerin elle tutulur yoğunluğu yüzünden sanatın girdiği bütün güzel biçimlerden, şarkının söylediği bütün düşsel gölgelerden daha canlı, daha belirgindi.","La trifulca vulgar, el antro repugnante, la violencia brutal de una vida desordenada, la vileza misma del ladrón y del fuera de la ley, tenían más vida, creaban una impresión de realidad más intensa que todas las elegantes formas del Arte, que las sombras soñadoras de la Canción."
5114,They were what he needed for forgetfulness.,Chúng là những gì cậu cần để lãng quên.,Dorian’ın unutabilmek için gereksindiği şeyler işte bunlardı.,Eran lo que necesitaba para alcanzar el olvido.
5115,In three days he would be free.,Cậu sẽ tự do trong ba ngày.,Üç gün içinde özgürlüğüne kavuşacaktı.,En el espacio de tres días quedaría libre.
5116,Suddenly the man drew up with a jerk at the top of a dark lane.,Đột nhiên người đó dừng xe lại với một cú giật mạnh thình lình trên đầu một ngõ tối.,Karanlık bir toprak yolun başında arabacı birden dizginleri çekerek durdu.,"De repente, el cochero se detuvo con un movimiento brusco al comienzo de una callejuela en sombras."
5117,Over the low roofs and jagged chimney-stacks of the houses rose the black masts of ships.,"Trên các nóc thấp lè tè và các cụm ống khói lởm chởm của những ngôi nhà, mọc lên các cột buồm đen của những con tàu.","Buradaki evlerin alçak damlarının, çentikli baca kümelerinin ardından kara gemi direkleri yükseliyordu.","Sobre los bajos tejados, erizados de chimeneas, se alzaban las negras arboladuras de los barcos."
5118,Wreaths of white mist clung like ghostly sails to the yards.,Các đám sương trắng cuồn cuộn bám như những cánh buồm ma vào các trục căng buồm.,"Beyaz sis halkaları avluların, serenlerin üzerinde hayalet yelkenler gibiydi.",Espirales de niebla blanca se aferraban a las vergas como velas fantasmales.
5119,"“Somewhere about here, sir, ain’t it?” he asked huskily through the trap.","“Đâu đó quanh đây phỏng ạ, thưa ngài?” hắn hỏi khản đặc qua ô cửa sập.","Arabacı kapağın ardından boğuk sesle, “Buralarda bir yerde, değil mi, efendim?” diye sordu.","—Está en algún sitio por estos alrededores, ¿no es cierto, señor? —preguntó el cochero con voz ronca a través de la trampilla."
5120,Dorian started and peered round.,"Dorian giật mình, ngó quanh.",Dorian irkilerek çevresine bakındı.,"Dorian, sobresaltado, miró a su alrededor."
5121,"“This will do,” he answered, and having got out hastily and given the driver the extra fare he had promised him, he walked quickly in the direction of the quay.","“Thôi được rồi,” cậu trả lời, và, sau khi vội vã chui ra, đưa cho xà ích số tiền thưởng thêm mà cậu đã hứa với hắn, cậu rảo bước theo hướng bến cảng.","“Burası iyi,” diyerek çarçabuk indi, arabacıya vaat ettiği ücreti ödedi, sonra hızlı adımlarla rıhtıma doğru yürüdü.","—Déjeme aquí —respondió y, después de apearse precipitadamente y de entregar el dinero prometido, se alejó a toda prisa en dirección al muelle."
5122,Here and there a lantern gleamed at the stern of some huge merchantman.,"Đó đây, đèn lồng lập lòe ở đuôi một tàu buôn khổng lồ nào đó.","Ötede beride, kocaman bir yük gemisinin kıçındaki bir fener parlıyordu.",Aquí y allá una linterna brillaba en la proa de algún gigantesco barco mercante.
5123,The light shook and splintered in the puddles.,Ánh sáng rung rinh và vỡ vụn trong các vũng nước.,Parıltı sallandıkça su birikintileri de bin bir parçaya bölünüyordu.,La luz temblaba y se descomponía en los charcos.
5124,A red glare came from an outward-bound steamer that was coaling.,Một ánh đỏ chói hắt đến từ một tàu hơi nước viễn dương đang ăn than.,Denize açılmaya hazırlık olarak kömür ikmali yapan bir buharlı gemiden kıpkızıl bir aydınlık vurmuştu.,De un vapor a punto de partir que avivaba el fuego para aumentar la presión de la caldera salía un resplandor rojo.
5125,The slimy pavement looked like a wet mackintosh.,Vỉa hè nhầy nhụa trông như áo mưa ướt.,Sıvışık kaldırım ıslak bir yağmurluğu andırıyordu.,El suelo resbaladizo parecía un impermeable húmedo.
5126,"He hurried on towards the left, glancing back now and then to see if he was being followed.","Cậu hấp tấp đi tiếp về phía trái, thỉnh thoảng ngoái lại nhìn xem mình có bị bám theo không.","Dorian hızlı adımlarla sola saptı. Arada, peşine takılan olup olmadığını görmek için arkasına bakıyordu.","Dorian Gray apresuró el paso hacia la izquierda, volviendo la cabeza de cuando en cuando para comprobar si alguien lo seguía."
5127,In about seven or eight minutes he reached a small shabby house that was wedged in between two gaunt factories.,"Sau độ bảy hay tám phút, cậu đến một căn nhà nhỏ tồi tàn, nằm chêm vào giữa hai nhà máy hoang vắng.","Yedi sekiz dakikada, iki ulu fabrikanın arasına sıkışmış duran, küçük, yoksul görünümlü bir eve ulaştı.","Siete u ocho minutos después llegó a una casita destartalada, encajonada entre dos lúgubres fábricas."
5128,In one of the top-windows stood a lamp.,Trong một ô cửa sổ trên cao có để cây đèn.,Evin üst kat pencerelerinin birinde bir lamba vardı.,En una de las ventanas del piso superior brillaba una luz.
5129,He stopped and gave a peculiar knock.,"Cậu dừng lại, gõ một tiếng gõ riêng.","Dorian durdu, özel bir parolayla kapıya vurdu.",Se detuvo ante la puerta y llamó de una manera peculiar.
5130,After a little time he heard steps in the passage and the chain being unhooked.,"Một lát sau cậu nghe tiếng bước chân trong hành lang, và sợi xích được tháo móc.","Biraz sonra koridorda ayak seslerinin yürüdüğünü, zincirin çengelden çıkartıldığını işitti.",Al cabo de algún tiempo oyó pasos en el corredor y luego el deslizarse de un cerrojo.
5131,"The door opened quietly, and he went in without saying a word to the squat misshapen figure that flattened itself into the shadow as he passed.","Cửa mở êm ru, cậu bước vào mà không cần nói lời nào với cái hình dáng dị dạng mập lùn đã tự dát mỏng mình thành chiếc bóng khi cậu đi qua.","Kapı usulca açıldı. Dorian, o geçerken gölgelerin arasına gerileyip büzüşen bodur, yamuk karaltıya tek söz söylemeden içeri girdi.",La puerta se abrió sin ruido y Dorian Gray entró sin decir una sola palabra a la deforme criatura rechoncha que se aplastó contra la pared en sombra para darle paso.
5132,At the end of the hall hung a tattered green curtain that swayed and shook in the gusty wind which had followed him in from the street.,Ở cuối sảnh có treo tấm rèm xanh lục tả tơi đang lắc lư run rẩy theo làn gió lốc bám theo cậu vào từ ngoài phố.,"Koridorun ucundaki ipil ipil yeşil perde, Dorian’ın peşinden içeri girmiş olan rüzgârın sert esintisiyle dalgalanıp sarsılıyordu.","Al final del vestíbulo colgaba una andrajosa cortina verde, agitada y estremecida por el golpe de viento que siguió a Dorian Gray desde la calle."
5133,He dragged it aside and entered a long low room which looked as if it had once been a third-rate dancing-saloon.,"Cậu kéo nó qua bên, bước vào căn phòng dài, thấp, nhìn như thể từng là tiệm nhảy hạng ba.","Dorian perdeyi bir yana iterek, eskiden üçüncü sınıf bir dans salonu olarak kullanılırmışa benzeyen basık tavanlı, uzun bir odaya girdi.","Apartándola, penetró en una habitación alargada y de techo bajo que daba la impresión de haber sido en otro tiempo una sala de baile de tercera categoría."
5134,"Shrill flaring gas-jets, dulled and distorted in the fly-blown mirrors that faced them, were ranged round the walls.","Những cây đèn khí ga sáng chói, rú rít điếc tai, bị mờ đi và vặn vẹo đi trong những tấm gương đầy-trứng-ruồi đối diện chúng, được sắp thành hàng quanh tường.",Duvarlarda sesli sesli yalazlanan gaz lambalarının aydınlığı önlerindeki sinek pislikli aynalara körelip çarpılarak vuruyordu.,"Sobre las paredes ardían, sibilantes, mecheros de gas, cuya imagen, apagada y deforme, reproducían otros tantos espejos, negros de manchas de moscas."
5135,"Greasy reflectors of ribbed tin backed them, making quivering disks of light.","Các tấm phản quang dính mỡ bằng thiếc nổi gân đằng sau chúng, hắt ra các đĩa sáng run rẩy.","Lambaların arkalarındaki yağlı, oluklu teneke yansıtıcılar titrek ışıktan birer daire oluşturuyorlardı.","Los reflectores grasientos de estaño ondulado, colocados detrás, los convertían en temblorosos discos de luz."
5136,"The floor was covered with ochre-coloured sawdust, trampled here and there into mud, and stained with dark rings of spilled liquor.","Sàn phủ đầy mùn cưa màu đất son, bị giẫm lên đây đó thành bùn, vấy bẩn các vòng tròn sẫm màu từ rượu mạnh bị làm đổ.","Yerler, yer yer çiğnenip çamurlaşmış, dökülen içkilerle halka halka simsiyah lekelenmiş sarı talaş tozuyla kaplıydı.","El suelo estaba cubierto de serrín ocre, que, a fuerza de pisarlo, se había transformado en barro, manchado, además, por oscuros redondeles de bebidas derramadas."
5137,"Some Malays were crouching by a little charcoal stove, playing with bone counters and showing their white teeth as they chattered.","Vài người Mã Lai khom mình bên một cái lò than nhỏ để chơi với những thẻ xương, để lộ những bộ răng trắng khi nói huyên thuyên.","Küçük bir kömür sobasının başında çömelmiş oturan birkaç Malayalı kemik fişlerle oynuyor, çene çaldıkça bembeyaz dişleri görünüyordu.","Algunos malayos, acurrucados junto a una pequeña estufa de carbón de leña, jugaban con fichas de hueso y enseñaban unos dientes muy blancos al hablar."
5138,"In one corner, with his head buried in his arms, a sailor sprawled over a table, and by the tawdrily painted bar that ran across one complete side stood two haggard women, mocking an old man who was brushing the sleeves of his coat with an expression of disgust.","Trong một góc, vùi đầu trong cánh tay, một thủy thủ nằm ườn qua bàn, và bên cái quầy rượu sơn phết lòe loẹt chạy hết một bên tường, hai phụ nữ hốc hác đứng trêu ghẹo một ông già đang phủi tay áo khoác với vẻ mặt kinh tởm.","Bir köşede, başı kollarının arasında olarak bir masaya abanıp kalmış bir gemici vardı. Bütün bir duvarı baştan başa kaplayan çiy boyalı barın önünde iki kılıksız, sıska kadın, ihtiyar bir adamı alaya almışlardı. Adam yüzünde bir tiksinti ifadesiyle ceketinin manşetlerini silkeleyip duruyordu.","En un rincón, la cabeza escondida entre los brazos, un marinero se había derrumbado sobre una mesa, y junto al bar chillonamente pintado, que ocupaba uno de los laterales de la habitación, dos mujeres ojerosas se burlaban de un anciano que se sacudía las mangas de la chaqueta con expresión de repugnancia."
5139,"“He thinks he’s got red ants on him,” laughed one of them, as Dorian passed by.","“Ông ấy nghĩ là ông ấy bị kiến đỏ bu,” một cô cười, lúc Dorian đi ngang qua.","Dorian yanlarından geçerken kadınlardan biri, “Üstünde kırmızı karıncalar var sanıyor,” diyerek güldü.",—Cree que le atacan hormigas rojas —rió una de ellas cuando Dorian Gray pasó a su lado.
5140,The man looked at her in terror and began to whimper.,Người đàn ông sợ hãi nhìn cô ta và bắt đầu thút thít.,Adamcağız dehşet içinde ona bakarak içini çekip hıçkırdı.,El anciano la miró aterrorizado y empezó a gemir.
5141,"At the end of the room there was a little staircase, leading to a darkened chamber.","Ở cuối phòng có một cầu thang nhỏ, dẫn lên một căn buồng tối sầm.",Odanın dibindeki alçak bir merdiven karanlık bir bölmeye çıkıyordu.,"Al fondo de la habitación, una escalerita conducía a una habitación oscura."
5142,"As Dorian hurried up its three rickety steps, the heavy odour of opium met him.","Lúc Dorian vội vã leo lên ba bậc thang ọp ẹp, mùi thuốc phiện nồng nặc đón cậu.",Dorian merdivenin sallantılı üç basamağını koşarak çıkarken afyonun ağır kokusu onu karşıladı.,"Mientras Dorian se apresuraba a ascender los tres desvencijados escalones, el denso olor del opio le asaltó."
5143,"He heaved a deep breath, and his nostrils quivered with pleasure.","Cậu hít một hơi thật sâu, mũi cậu run rẩy vì sướng.","Dorian derin derin soludu, burun delikleri hazla titreşiyordu.",Respiró hondo y las aletas de la nariz se le estremecieron de placer.
5144,"When he entered, a young man with smooth yellow hair, who was bending over a lamp lighting a long thin pipe, looked up at him and nodded in a hesitating manner.","Khi cậu vào rồi, một thanh niên tóc vàng mượt, đang khom lưng trên một cái đèn và châm cái tẩu dài nhỏ, nhìn cậu, gật đầu chào với thái độ do dự.","O içeri girdiği zaman, bir lambanın üzerine eğilmiş elindeki ince uzun çubuğu yakmakta olan düz, sarı saçlı bir genç adam başını kaldırıp ona baktı, sonra, biraz kararsızlıkla selam verdi.","Al entrar, un joven de lisos cabellos rubios que, inclinado sobre una lámpara, encendía una larga pipa muy fina, miró en su dirección y le saludó, titubeante, con una inclinación de cabeza."
5145,"“You here, Adrian?” muttered Dorian.","“Cậu đấy hả, Adrian?” Dorian lẩm bẩm.","Dorian, “Buradasın ha, Adrian?” diye söylendi.","—¿Tú aquí, Adrian? —murmuró Dorian."
5146,"“Where else should I be?” he answered, listlessly.","“Tôi còn ở đâu khác được?” y trả lời, lờ phờ.","Öteki durgun bir sesle, “Ya başka nerede olayım?” diye yanıtladı.",—¿Dónde quieres que esté? —respondió el otro apáticamente—.
5147,“None of the chaps will speak to me now.”,“Giờ đây chẳng còn thằng cha nào chịu nói chuyện với tôi nữa.”,“Bizim çocukların hiçbiri benimle konuşmuyor ki artık.,Todos mis amigos me han retirado el saludo.
5148,“I thought you had left England.”,“Tôi tưởng cậu đã rời Anh.”,“Ben senin İngiltere’den ayrıldığını sanıyordum.,—Creía que habías dejado Inglaterra.
5149,“Darlington is not going to do anything.,“Darlington chẳng chịu làm gì cả.,“Darlington’un hiçbir şey yapacağı yok.,—Darlington no hará nada contra mí.
5150,My brother paid the bill at last.,Cuối cùng anh tôi trả hóa đơn.,Ağabeyim sonunda hesabı ödedi.,Mi hermano acabó por pagar la deuda.
5151,"George doesn’t speak to me either.... I don’t care,” he added with a sigh.","George cũng chẳng nói chuyện với tôi… Tôi không quan tâm,” y nói thêm, với tiếng thở dài.",George da konuşmuyor benimle...”,George tampoco me dirige la palabra... Me tiene sin cuidado —añadió con un suspiro—.
