line_no,en,vi,tr,es
6100,"But the pillar was composed of both the day and the night-guiding, for the fire was in the red eye, which at the thought got a new fascination for me; till, as I looked, the fire divided, and seemed to shine on me through the fog like two red eyes, such as Lucy told me of in her momentary mental wandering when, on the cliff, the dying sunlight struck the windows of St. Mary’s Church.","Cột mây được tạo thành bởi hai yếu tố ngày và đêm, bởi ở đó có ánh lửa trong con mắt màu đỏ. Càng nghĩ, tôi càng cảm thấy mình bị quyến rũ bởi cái hình ảnh đó. Một lúc sau, đốm lửa đỏ bỗng tách đôi tựa như hai con mắt. Hình ảnh ấy khiến tôi sực nhớ đến lời nói của Lucy về những tia nắng mặt trời buổi hoàng hôn hắt vào những ô cửa kính của nhà thờ Thánh Mary, khi tôi và cô ngồi trên vách đá ở Whitby.","Ama bu sütun, hem gecenin hem gündüzün yol göstericiliğinden oluşmuştu, çünkü düşününce benim için yeni bir çekicilik kazanan ateş, kırmızı gözün içindeydi; ta ki, ben bakarken ateş bölünüp sisin arasından üzerimde, tıpkı Lucy’nin, yamaçta sönmekte olan güneş ışığı Saint Mary Kilisesinin pencerelerine vurduğunda anlık zihinsel dalgınlığı sırasında sözünü ettiği iki kırmızı göz gibi parlayana dek.","Pero la columna estaba compuesta tanto del guía diurno como del nocturno, puesto que el fuego estaba en el ojo rojo que, al pensar en él, me fascinó en cierto modo, puesto que, mientras lo observaba, el fuego pareció dividirse y lo vi como si se tratara de dos ojos rojos, a través de la niebla, tal y como Lucy me dijo que los había visto en sus divagaciones mentales, sobre el risco, cuando el sol poniente se reflejó en las ventanas de la iglesia de Santa María."
6101,"Suddenly the horror burst upon me that it was thus that Jonathan had seen those awful women growing into reality through the whirling mist in the moonlight, and in my dream I must have fainted, for all became black darkness.",Tôi cũng bàng hoàng nhớ lại chuyện Jonathan từng được chứng kiến ba tạo vật quỷ quái bất ngờ hóa thành những hạt bụi dưới ánh trăng và hiện hình dần thành ba ả đàn bà dâm đãng. Sau đó tôi lịm đi trong cơn mê tối tăm mù mịt.,"Birdenbire, Jonathan’ın o korkunç kadınların ay ışığında dönen sisten gerçeğe dönüştüklerini gördüğünü anımsayıp dehşete kapıldım.","Repentinamente, recordé horrorizada que era así como Jonathan había visto materializarse a aquellas horribles mujeres de la niebla que giraba bajo el resplandor de la luna, y en mi sueño debo haberme desmayado, puesto que me encontré en medio de la más profunda oscuridad."
6102,The last conscious effort which imagination made was to show me a livid white face bending over me out of the mist.,"Trong một nỗ lực cuối cùng của trí tưởng tượng, tôi nhận ra một bộ mặt xanh tái chui ra từ lớp mây mù và cúi xuống gần tôi.","Hayal gücünün son bilinçli çabası, bana sisin içinden çıkan ve üzerime eğilen çok öfkeli beyaz bir yüzdü.","El último esfuerzo consciente que hizo mi imaginación fue el de hacerme ver un rostro lívido que se inclinaba sobre mí, saliendo de entre la niebla."
6103,"I must be careful of such dreams, for they would unseat one’s reason if there were too much of them.","Có lẽ phải dè chừng những cơn mê kiểu như vậy, bởi vì nếu chúng thường xuyên tái diễn, chắc chắn đầu óc tôi sẽ bị ảnh hưởng nghiêm trọng.","Böylesi rüyalara karşı dikkatli olmalıyım, çünkü çok sayıda olmaları durumunda insanın aklını alabilirler.","Debo tener cuidado con esos sueños, ya que pueden hacer vacilar la razón de una persona, si se presentan con demasiada frecuencia."
6104,"I would get dr Van Helsing or dr Seward to prescribe something for me which would make me sleep, only that I fear to alarm them.","Tôi định sẽ hỏi bác sĩ Van Helsing hoặc bác sĩ Seward xem tại sao tôi lại ngủ li bì như vậy, nhưng chỉ ngại họ lại lo vớ vẩn.","Onları kaygılandırmaktan korkmasam, dr Van Helsing ya da dr Seward’a bana uyumam için bir ilaç yazdırtırdım.",Voy a ver al doctor van Helsing o al doctor Seward para que me receten algo que me haga dormir profundamente; lo único malo es que temo alarmarlos.
6105,Such a dream at the present time would become woven into their fears for me.,"Nếu tôi kể cho họ nghe cơn mê của mình, chắc chắn họ sẽ càng lo lắng vì tôi hơn.",Şu anda böyle bir rüya benim için duydukları korkuların içine örülürdü.,Un sueño semejante se mezclaría en estos momentos con sus temores por mí.
6106,To-night I shall strive hard to sleep naturally.,"Tối nay, tôi sẽ cố gắng ngủ sao cho thật thoải mái.","Bu gece, doğal yoldan uyumak için çabalayacağım.",Esta noche deberé esforzarme por dormir de manera natural.
6107,"If I do not, I shall to-morrow night get them to give me a dose of chloral; that cannot hurt me for once, and it will give me a good night’s sleep.","Nếu vẫn không ngủ được, có lẽ tối mai tôi sẽ xin họ một viên thuốc an thần. Tôi nghĩ chỉ dùng một lần thôi thì cũng chẳng có hại gì, và tôi sẽ có một đêm thật yên giấc.","Eğer uyuyamazsam, yarın gece bana bir doz kloral vermelerini sağlayacağım; bir kere kullanmakla bana zararı dokunmaz, bana güzel bir gece uykusu verir.","Si no lo logro, debo lograr que me den para mañana en la noche una dosis de cloral; eso no me causará por una vez ningún daño y me sentará bien una buena noche de sueño."
6108,Last night tired me more than if I had not slept at all.,Cơn mê như vừa rồi chỉ có thể làm tôi mệt nếu tôi tiếp tục bị mất ngủ.,"Dün gece beni öyle yordu ki, hiç uyumamış olsam bu kadar yorulmazdım.",Hoy desperté más fatigada que si no hubiera dormido en absoluto.
6109,"2 October 10 p. m.—Last night I slept, but did not dream.","• Ngày 2 tháng 10, 10 giờ tối Đêm hôm qua, tôi ngủ thật sâu và không thấy mê man gì.","2 Ekim, akşam 10. - Dün gece uyudum, ama rüya görmedim.","2 de octubre, a las diez de la noche. Anoche dormí, pero no soñé."
6110,"I must have slept soundly, for I was not waked by Jonathan coming to bed; but the sleep has not refreshed me, for to-day I feel terribly weak and spiritless.","Tuy nhiên, giấc ngủ say vẫn không làm tôi sảng khoái, cho đến hôm nay tôi vẫn còn cảm thấy khá mệt và bải hoải.","Derin uyumuş olmalıyım, Jonathan’ın yatağa gelişiyle uyanmadım; ama uyku beni dinçleştirmedi, çünkü bugün kendimi korkunç derecede güçsüz ve keyifsiz hissediyorum.","Debo haber dormido profundamente, puesto que no desperté cuando se acostó Jonathan, pero el sueño no me ha sentado todo lo bien que sería de desear, puesto que hoy me he sentido débil y desanimada."
6111,"I spent all yesterday trying to read, or lying down dozing.","Cả ngày hôm qua, tôi đã cố gắng đọc nhưng không được vì chứng ngủ gật.","Dün, bütün günümü okumaya çalışarak ya da uzanıp uyuklayarak geçirdim.","Pasé todo el día de ayer tratando de dormir o acostada, dormitando."
6112,In the afternoon mr Renfield asked if he might see me.,"Buổi chiều, Renfield kêu muốn gặp tôi.","Öğleden sonra, mr Renfield beni görüp göremeyeceğini sordu.","Por la tarde, el señor Renfield preguntó si podría verme."
6113,"Poor man, he was very gentle, and when I came away he kissed my hand and bade God bless me.","Gã đàn ông khốn khổ tỏ ra rất tử tế khi nói chuyện với tôi, thậm chí lúc chào tạm biệt tôi, hắn còn hôn lên tay tôi và cầu Chúa ban phước lành cho tôi nữa.",Zavallı adam çok kibardı ve yanından ayrılırken elimi öpüp Tanrı’nın beni korumasını diledi.,"¡Pobre hombre! Estuvo muy amable, y al marcharse me besó la mano y rogó a Dios que me bendijera."
6114,Some way it affected me much; I am crying when I think of him.,Tự nhiên tôi cảm thấy thương hại hắn đến phát khóc.,"Bu, bir biçimde beni çok etkiledi; ne zaman onu düşünsem ağlıyorum.","En cierto modo, eso me afectó mucho, y las lágrimas acuden a mis ojos cuando pienso en él."
6115,"This is a new weakness, of which I must be careful.","Lại một lần nữa tôi tự nhủ mình phải giấu đi điểm yếu này, bởi nếu Jonathan biết tôi khóc, anh ấy sẽ buồn không biết để đâu cho hết.","Bu, dikkat etmem gereken yeni bir zayıflık.",Esta es una nueva debilidad de la que tengo que preocuparme y cuidarme.
6116,Jonathan would be miserable if he knew I had been crying.,"Lại một lần nữa tôi tự nhủ mình phải giấu đi điểm yếu này, bởi nếu Jonathan biết tôi khóc, anh ấy sẽ buồn không biết để đâu cho hết.","Eğer ağladığımı bilse, Jonathan darmadağın olur.",Jonathan se entristecería mucho si supiera que he estado llorando.
6117,"He and the others were out till dinner-time, and they all came in tired.",Jonathan và những người bạn chỉ trở về khi gần đến bữa ăn tối với một vẻ mặt rất mệt.,O ve ötekiler akşam yemeğine kadar dışardaydılar ve hepsi yorgun döndü.,"Tanto él como los demás estuvieron fuera hasta la hora de la cena, y regresaron muy cansados."
6118,"I did what I could to brighten them up, and I suppose that the effort did me good, for I forgot how tired I was.","Tôi đã làm tất cả những gì có thể để cho họ đỡ mệt, và coi đó là một niềm an ủi giúp mình dần dần quên đi sự mỏi mệt của chính mình.","Onları canlandırmak için elimden geleni yaptım ve sanırım bu çaba bana iyi geldi, çünkü ne kadar yorgun olduğumu unutmuştum.","Hice todo lo posible por alegrarlos, y creo que el esfuerzo me sentó bien, puesto que me olvidé de lo cansada que estaba yo misma."
6119,"After dinner they sent me to bed, and all went off to smoke together, as they said, but I knew that they wanted to tell each other of what had occurred to each during the day; I could see from Jonathan’s manner that he had something important to communicate.","Sau bữa tối, họ lại khuyên tôi lên giường nghỉ, còn họ sẽ ra ngoài hút thuốc thư giãn, nhưng tôi thừa biết là họ muốn ra ngoài thông báo cho nhau nghe về công việc mà từng người đã làm được trong ngày. Nhìn Jonathan, tôi đoán là anh vừa khám phá ra một điều gì hệ trọng lắm.","Yemekten sonra beni yatağa yolladılar ve dediklerine göre hep birlikte sigara içmeye çıktılar, ama gün boyunca, birbirlerine başlarına neler geldiğini anlatmak istediklerini biliyordum; Jonathan’ın tavrından, anlatmak istediği önemli bir şey olduğunu görebiliyordum.","Después de la cena me mandaron a acostarme y todos salieron a fumar juntos, según dijeron, pero sabía perfectamente que lo que deseaban era contarse unos a otros lo que les había sucedido a cada uno de ellos durante el día; comprendí por la actitud de Jonathan que tenía algo muy importante que comunicarles."
6120,"I was not so sleepy as I should have been; so before they went I asked dr Seward to give me a little opiate of some kind, as I had not slept well the night before.","Nằm trên giường, tôi cảm thấy mình không thể ngủ được, vì vậy tôi đã đề nghị bác sĩ Seward cho tôi một viên thuốc an thần liều nhẹ. Tôi giải thích với anh rằng đêm hôm qua tôi ngủ không được ngon giấc cho lắm.","Olmam gerektiği kadar uykulu değildim; bu nedenle, onlar çıkmadan önce bir önceki gece iyi uyuyamadığım için dr Seward’dan bana bir çeşit uyku ilacı vermesini istedim.","No tenía tanto sueño como debería; por consiguiente, antes de que se fueran le pedí al doctor Seward que me diera alguna pastilla para dormir, de cualquier tipo, ya que no había dormido bien la noche anterior."
6121,"He very kindly made me up a sleeping draught, which he gave to me, telling me that it would do me no harm, as it was very mild.... I have taken it, and am waiting for sleep, which still keeps aloof.",Anh cho tôi một viên thuốc mà anh bảo là rất nhẹ và không gây tác dụng phụ... Tôi uống và nằm chờ giấc ngủ.,"Kibarca bana bir uyku ilacı hazırladı, çok hafif olduğu için bana zararı olmayacağını söyleyerek verdi... İlacı aldım ve hâlâ uzaklarda olan uykunun gelmesini bekliyorum.","Con mucha habilidad, me preparó una droga adormecedora y me la dio, diciéndome que no me causaría ningún daño, ya que era muy ligera… La he tomado y estoy esperando a que el sueño me venza, lo cual me parece todavía algo lejano."
6127,JONATHAN HARKER’S JOURNAL,Nhật ký của Jonathan Harker,Jonathan Harker’ın güncesi,XX.– DEL DIARIO DE JONATHANHARKER
6128,"1 October, evening.","• Ngày 1 tháng 10, buổi tối","1 Ekim, akşam.","1 de octubre, por la noche."
6129,"—I found Thomas Snelling in his house at Bethnal Green, but unhappily he was not in a condition to remember anything.","Tôi gặp Thomas Snelling tại nhà, nhưng thật không may, ông ta lại là một kẻ rất chóng quên.","-Thomas Snelling’i, Benthal Green’deki evinde buldum, ama ne yazık ki herhangi bir şey hatırlayacak durumda değildi.","Encontré a Thomas Snelling en su casa, en Bethnal Green; pero, desafortunadamente, no estaba en condiciones de recordar nada."
6130,"The very prospect of beer which my expected coming had opened to him had proved too much, and he had begun too early on his expected debauch.","Mặc dù tôi đã báo trước, nhưng ông ta vẫn bỏ đi uống bia đến say mèm và chẳng cần biết tôi có đến hay không.",Oraya gideceğimi ve bira parası verebileceğimi bilmek onu baştan çıkarmış ve erkenden sarhoş olmuştu.,"El aliciente mismo de la cerveza que mi esperada visita había abierto ante él, resultó demasiado fuerte, y comenzó a beber demasiado pronto, antes de mi llegada."
6132,"So off I drove to Walworth, and found mr Joseph Smollet at home and in his shirtsleeves, taking a late tea out of a saucer.","Sau khi nghe tôi trình bày, bà đã khuyên tôi đến nhà Joseph Smollet tìm hiểu. Vậy là tôi lại phải ngược lên phố Walwort. Tôi đến khi Smollet đang ngồi uống trà.","Bu nedenle arabayla Walworth’a gittim ve mr Joseph Smollet’i evde, ceketini çıkarmış, fincan tabağından çay içerken buldum.","De modo que me dirigí hacia Walworth y encontré al señor Joseph Smollet en su casa, en mangas de camisa, tomando una taza de té tardía, que levantaba de un platillo."
6133,"He is a decent, intelligent fellow, distinctly a good, reliable type of workman, and with a headpiece of his own.","Đó là một anh chàng công nhân tốt tính và thông minh, đủ để người khác tin cậy và tâm sự về công việc riêng.","Dürüst ve akıllı bir adam, belirgin biçimde iyi ve güvenilir bir işçi ve kendine has bir aklı var.","Es un tipo honrado e inteligente, un trabajador de confianza y con una inteligencia y una personalidad que le son propias."
6134,"He remembered all about the incident of the boxes, and from a wonderful dog’s-eared notebook, which he produced from some mysterious receptacle about the seat of his trousers, and which had hieroglyphical entries in thick, half-obliterated pencil, he gave me the destinations of the boxes.","Anh chàng nhớ rất rõ vụ ẩu đả hôm đến nhận hàng ở Carfax. Sau khi tra lại cuốn sổ tay nhỏ xíu quăn góc, anh nói ngay cho tôi biết địa chỉ nhận các thùng đất.","Sandıklara ilişkin olayın tümünü hatırladı ve pantolonunun arkasındaki gizemli yuvadan çıkarttığı ve içinde kalın, yarı silik bir kurşunkalemle hiyeroglif benzeri notlar bulunan köşeleri kıvrılmış mükemmel bir defterden sandıkların varış yerlerini verdi.","Recordaba todo respecto al incidente de las cajas, y, sacando de un lugar misterioso de la parte posterior de su pantalón una libreta con las puntas de las hojas dobladas y las páginas cubiertas de jeroglíficos trazados con un lápiz de punta gruesa y con una escritura muy apoyada, me comunicó el punto de destino de las cajas."
6135,"There were, he said, six in the cartload which he took from Carfax and left at 197, Chicksand Street, Mile End New Town, and another six which he deposited at Jamaica Lane, Bermondsey.","Anh đã chở cả thảy sáu thùng từ Carfax đến số 179 phố Chicksand ở Mile End New Town, và sáu thùng khác đến hẻm Jamaica ở Bermondsey.","Carfax’tan alıp arabaya doldurduktan sonra Chicksand Caddesi, Mile End New Town, 197 numaraya bıraktığı altı sandık olduğunu ve Jamaica Yolu, Bermondsey’e bıraktığı altı sandık daha olduğunu söyledi.","Había seis que había tomado en Carfax y las había depositado en el número ciento noventa y siete de Chicksand Street, en Mile End New Town, y otras seis que había depositado en Jamaica Lane, Bermondsey."
6136,"If then the Count meant to scatter these ghastly refuges of his over London, these places were chosen as the first of delivery, so that later he might distribute more fully.","Vậy là nếu như định phân tán mỗi chỗ ở Luân Đôn một vài thùng đất bẩn thỉu làm nơi ẩn náu, thì phố Chicksand và hẻm Jamaica chính là những trạm trung chuyển đầu tiên mà lão bá tước gửi gắm để sau này tiếp tục rải đi các nơi khác.","Eğer Kont bu iğrenç sığınaklarını Londra’nın her yanına dağıtmak amacındaysa, bu yerler, ilk teslimat yeri olarak seçilmiş, böylece daha sonra daha ayrıntılı biçimde dağıtımı tamamlayabilir.","En el caso de que el conde deseara distribuir sus fantasmales refugios por todo Londres, esos lugares habrían sido escogidos como punto de partida, de tal modo que a continuación pudiera distribuir completamente las cajas."
6137,The systematic manner in which this was done made me think that he could not mean to confine himself to two sides of London.,"Từ đó, có thể suy ra lão không chỉ tìm nơi chui rúc ở hai khu phố thành Luân Đôn. Bởi vậy, tôi phải dò hỏi tiếp Smollet về những thùng đất đã được chở đi khỏi Carfax.","Bu işin yapılışındaki bu dizgesel tavır, bana kendisini Londra’nın iki yanıyla sınırlandırmak amacında olmadığını düşündürdü.",El modo sistemático en que todo aquello estaba siendo llevado a cabo me hizo pensar que eso no podría significar que el monstruo deseaba confinarse en dos lugares de Londres.
6138,"He was now fixed on the far east of the northern shore, on the east of the southern shore, and on the south.","Từ đó, có thể suy ra lão không chỉ tìm nơi chui rúc ở hai khu phố thành Luân Đôn. Bởi vậy, tôi phải dò hỏi tiếp Smollet về những thùng đất đã được chở đi khỏi Carfax.",Şimdi kuzey kıyısının doğu ucuna ve güney kıyısının doğu ucuna ve güneye yerleşmişti.,"Estaba situado ya en la parte este de la ribera norte, al este de la costa sur y al sur de la ciudad."
6140,"I went back to Smollet, and asked him if he could tell us if any other boxes had been taken from Carfax.","Từ đó, có thể suy ra lão không chỉ tìm nơi chui rúc ở hai khu phố thành Luân Đôn. Bởi vậy, tôi phải dò hỏi tiếp Smollet về những thùng đất đã được chở đi khỏi Carfax.",Yeniden Smollet’le konuşmaya başlayıp ona Carfax’tan alınmış başka sandıklar olup olmadığını söyleyip söyleyemeyeceğini sordum.,Volví a ver a Smollet y le pregunté si podría decirnos si había sido sacada alguna otra caja de Carfax.
6142,"“Well, guv’nor, you’ve treated me wery ’an’some”—I had given him half a sovereign—“an’ I’ll tell yer all I know.","— Vâng, thưa ông chủ, - Anh ta trả lời - ngài đã tỏ ra khá hào phóng đối với tôi (vì tôi có dúi vào tay anh ta nửa đồng tiền vàng) nên tôi sẽ nói cho ngài nghe bằng hết những gì tôi biết!","“Şey patron, bana çok iyi davrandın,” -ona yarım altın vermiştim- “ve sana bildiğim her şeyi anlatacağım.","–Bueno, señor, se ha portado usted muy bien conmigo -le había dado medio soberano y voy a decirle todo lo que sé."
6143,"I heard a man by the name of Bloxam say four nights ago in the ’Are an’ ’Ounds, in Pincher’s Alley, as ’ow he an’ his mate ’ad ’ad a rare dusty job in a old ’ouse at Purfect.","Cách đây bốn hôm, khi ngồi nhậu ở quán Thỏ và Chó ở thung lũng Pincher, tôi có nghe một tay tên là Bloxam nào đó kể hắn và một tay tài xế nữa đã chui vào một ngôi nhà cổ ở Purfleet làm việc để rồi phải nuốt đến hàng kilô bụi vào người!","Bloxam adında bir adamın, aşağı yukarı dört gece önce Pincher’s Alley’deki Hare and Hounds Meyhanesi’nde arkadaşına Purfleet’teki eski evde çok tozlu bir iş yaptığını anlattığını duydum.","Oí a un hombre llamado Bloxam que decía hace cuatro noches en el ""Are and Ounds"" de Pincer's Alley, que él y su compañero habían tenido un trabajo sucio y raro en una vieja casa de Purfleet."
6144,"There ain’t a-many such jobs as this ’ere, an’ I’m thinkin’ that maybe Sam Bloxam could tell ye summut.”","Ngài thấy đấy, có phải việc làm bẩn thỉu này hôm nào cũng xảy ra đâu.","Burada, pek böyle iş olmaz ve düşünüyorum da belki de Sam Bloxam size bir şeyler anlatabilir.”","No son frecuentes aquí los trabajos de esa índole, y creo que Sam Bloxam podrá decirle algo más al respecto."
6145,I asked if he could tell me where to find him.,Tôi nghĩ Sam Bloxam cũng có thể cung cấp thêm cho ngài ít nhiều thông tin về cái điều ngài muốn biết đấy!,"Ona, bu adamı nerede bulabileceğimi sordum.",Le pregunté si le era posible indicarme donde podría encontrarlo.
6146,I told him that if he could get me the address it would be worth another half-sovereign to him.,"— Nếu Smollet nói cho tôi biết địa chỉ của cái tay tên là Sam Bloxam, - như tôi hứa với anh ta - tôi sẽ cho anh nốt nửa đồng tiền vàng còn lại.","Eğer bana adresi bulabilirse, bunun yarım altın daha değerinde olacağını söyledim.","Le dije que si podía conseguirme la dirección, tendría mucho gusto en entregarle otro medio soberano."
6147,"So he gulped down the rest of his tea and stood up, saying that he was going to begin the search then and there.","Nghe tôi hứa, anh ta uống vội số nước chè còn lại trong cốc và đứng bật dậy tuyên bố anh ta sẽ đi khắp nơi để tìm cho bằng được cái tay tài xế đó.","Böylece, çayının geri kalanını tek yudumda bitirdi ve araştırmaya hemen başlayacağını söyleyerek ayağa kalktı.","De modo que tomó de un trago el resto de su té y se puso en pie, diciendo que iba a iniciar sus averiguaciones."
6148,"At the door he stopped, and said:—","Tiễn tôi ra cửa, anh ta bảo tôi:",Kapıda durdu ve şöyle dedi:,"En la puerta se detuvo, y dijo:"
6149,"“Look ’ere, guv’nor, there ain’t no sense in me a-keepin’ you ’ere.","— Ngài thấy đấy, tôi chẳng có lý do gì để giữ ngài ở đây cả.","“Bana bakın, patron, sizi burada tutmanın anlamı yok.","–Escuche, señor, no tiene sentido que espere usted aquí."
6150,"I may find Sam soon, or I mayn’t; but anyhow he ain’t like to be in a way to tell ye much to-night.","Tôi có thể tìm được tay Sam này ngay lập tức, nhưng cũng có thể là không. Nói gì thì nói, tối nay thì không được rồi.","Sam’i yakında bulabilirim ya da bulamam, ama her durumda bu gece size çok şey anlatacak durumda olmaz.","Es posible que encuentre pronto a Sam, o que no lo haga, pero, de todos modos, no creo que se encuentre en condiciones de decirle muchas cosas esta noche."
6151,Sam is a rare one when he starts on the booze.,Thật khó mà moi được điều gì ở thằng cha này một khi hắn đã nốc rượu đầy ruột.,"Sam, içmeye başladığında eşine az rastlanır biri olur.",Sam es un tipo raro cuando saca los pies de sus casillas.
6152,"If you can give me a envelope with a stamp on it, and put yer address on it, I’ll find out where Sam is to be found and post it ye to-night.","Nếu ngài để lại cho tôi một chiếc phong bì dán sẵn tem và ghi rõ địa chỉ, thì khi nào biết được hắn đang ở đâu, tôi sẽ báo ngay cho ngài biết.","Eğer bana pul yapıştırılmış ve üzerinde adresiniz yazan bir zarf verebilirseniz, bu gece Sam’in nerede bulunabileceğini öğrenip size postalarım.","Si puede usted darme un sobre con un sello de correos y su dirección, veré donde es posible encontrar a Sam y le enviaré los datos por correo esta misma noche."
6154,"This was all practical, so one of the children went off with a penny to buy an envelope and a sheet of paper, and to keep the change.","Nghe anh chàng này nói cũng có vẻ có lý, vì vậy tôi đã nhờ đứa con gái nhà anh ta chạy ù đi mua hộ một chiếc phong bì và một con tem.",Bu çok uygundu; böylece çocuklardan biri bir peniyle bir zarf ve bir yaprak kâğıt alıp para üstünü kendine saklamak üzere gitti.,"Eso resultó práctico, de modo que uno de los niños salió con un penique a comprar un sobre y una hoja de papel, y le di el cambio."
6157,"I am tired to-night, and want sleep.","Tối nay, tôi bỗng cảm thấy mệt mỏi quá, chỉ muốn đi ngủ ngay lập tức.",Bu gece yorgunum ve uyumak istiyorum.,Esta noche me siento cansado y deseo dormir.
6158,"Mina is fast asleep, and looks a little too pale; her eyes look as though she had been crying.","Mina đang chìm sâu trong giấc ngủ, trông cô có vẻ xanh xao hơn cả hôm trước, còn đôi mắt cứ mọng lên như người vừa mới khóc.","Mina derin uykuda ve biraz fazla solgun görünüyor; gözleri, sanki ağlamış gibi duruyor.",Mina está profundamente dormida y tiene un aspecto demasiado pálido; sus ojos dan la impresión de que ha estado llorando.
6159,"Poor dear, I’ve no doubt it frets her to be kept in the dark, and it may make her doubly anxious about me and the others.","Tội nghiệp cô bé, kể từ khi chúng tôi không cho cô biết kế hoạch và dự định của mình, cô lại càng có vẻ lo lắng, bồn chồn hơn trước.","Zavallı sevgilim, kendisinden sır saklanıyor olmasının onu kaygılandırdığına kuşkum yok; bu da benim ve ötekiler için iki katı kaygılanmasına neden oluyor olabilir.","Pobre mujer, estoy seguro de que le es muy duro permanecer en la ignorancia y que eso puede hacer que se sienta doblemente ansiosa por mí y por todos los demás."
6161,It is better to be disappointed and worried in such a way now than to have her nerve broken.,Thà cô ấy cứ thất vọng và lo âu một vài ngày còn hơn là phải trải qua những lúc căng thẳng tột độ khi tham gia công việc với chúng tôi.,"Bu şekilde hayal kırıklığı yaşamak ve kaygı duymak, sinirlerinin bozulmasından iyidir.","Es mejor sentirse decepcionado y ansioso, que tener los nervios destrozados."
6162,The doctors were quite right to insist on her being kept out of this dreadful business.,Hai ông bác sĩ đã thật có lý khi khuyên tôi để cô ngoài cuộc chơi đầy nguy hiểm.,"Bu şekilde hayal kırıklığı yaşamak ve kaygı duymak, sinirlerinin bozulmasından iyidir.",Los médicos tenían razón al insistir en que ella debía permanecer fuera de todo este terrible asunto.
6163,"I must be firm, for on me this particular burden of silence must rest.","Điều quan trọng với tôi trong lúc này là phải làm sao giữ kín được mọi chuyện, bất kể vì lý do nào tôi cũng không được buột miệng nói ra điều gì. Tôi rất hiểu gánh nặng im lặng đang đặt lên vai mình.",Bu özel sessizlik yükünü omuzlarımda taşıdığım için kararlı olmalıyım.,"Debo mantenerme firme, puesto que la carga del silencio debe pesar sobre todo en mí."
6165,"Indeed, it may not be a hard task, after all, for she herself has become reticent on the subject, and has not spoken of the Count or his doings ever since we told her of our decision.","Quả thực là từ khi chúng tôi quyết định để cô nghỉ ngơi, tôi không thấy cô đả động, bóng gió gì đến chuyện Dracula và các thủ đoạn của lão nữa.","Doğrusunu söylemek gerekirse, bu zor bir iş olmayabilir, çünkü kendisi bir süredir bu konuda ketum davranıyor ve kararımızı ona açıkladığımızdan bu yana Kont ya da yaptıkları hakkında konuşmadı.","En realidad, no creo que resulte una tarea difícil y dura, después de todo, ya que ella misma se ha hecho reticente en lo relativo a ese tema y no ha vuelto a hablar del conde ni de sus actos desde que le comunicamos nuestra decisión."
6166,"2 October, evening.",• Ngày 2 tháng 10,"2 Ekim, akşam.","2 de octubre, por la noche."
6167,—A long and trying and exciting day.,"Một ngày mệt rã rời, căng thẳng tưởng như chẳng bao giờ kết thúc.","- Uzun, zorlayıcı ve heyecanlı bir gün.","Fue un día largo, emocionante, y de los que resultan una verdadera prueba."
6168,"By the first post I got my directed envelope with a dirty scrap of paper enclosed, on which was written with a carpenter’s pencil in a sprawling hand:—","Sáng nay, tôi nhận được thư đề địa chỉ do chính tay mình viết. Trong phong bì chỉ có một mẩu giấy xé cẩu thả nguệch ngoạc ghi một dòng địa chỉ bằng bút chì, chữ to như quả trứng g à:","İlk postayla, içine pis bir kâğıt parçası sıkıştırılmış, daha önceden üzerine adres yazılmış zarf geldi; kâğıtta marangoz kalemi ve geniş bir elyazısıyla şöyle yazılmıştı:","Por el primer correo he recibido la carta que me era destinada y que contenía una hoja sucia de papel, sobre el que habían escrito con un lápiz de carpintero y una mano demasiado pesada: ""Sam Bloxam, Korkrans, 4, Poters Cort, Bartel Street, Walworth."
6171,"I got the letter in bed, and rose without waking Mina.","Đọc xong lá thư khi còn nằm trên giường, tôi lặng lẽ ngồi dậy không để Mina bị thức giấc.",Mektubu yataktayken almıştım ve Mina’yı uyandırmadan kalktım.,"Recibí la carta en la cama y me levanté, sin despertar a Mina."
6172,"She looked heavy and sleepy and pale, and far from well.","Trong giấc ngủ, trông cô còn nhợt nhạt và mệt mỏi hơn cả lúc đang thức.","Baygın gibi, uykulu ve solgundu ve hiç iyi görünmüyordu.",Estaba pálida y parecía dormir pesada y profundamente.
6173,"I determined not to wake her, but that, when I should return from this new search, I would arrange for her going back to Exeter.","Đánh thức cô lúc này là có lỗi, nhưng trong đầu lại nảy ra một ý nghĩ khác: sau cuộc điều tra hôm nay, tôi sẽ cố gắng thuyết phục cô quay trở về Exeter.","Onu uyandırmamaya karar vermiştim, ama bu yeni araştırmadan geri döndüğümde onun Exeter’a dönüşüyle ilgili ayarlamaları yapacağım.","Pensé no despertarla, pero en cuanto volviera de esa investigación, tomaría las disposiciones pertinentes para que regresara a Exéter."
6174,"I think she would be happier in our own home, with her daily tasks to interest her, than in being here amongst us and in ignorance.","Tôi nghĩ ở nhà mình, dù phải bận bịu với các công việc nội trợ, cô ấy vẫn cảm thấy vui hơn là ở đây, được sống cùng chúng tôi mà lại không có quyền biết điều gì đang xảy ra.","Burada, bizim aramızda ve her şeyden habersiz olacağına, ilgisini çeken kendi günlük işleriyle kendi evinde daha mutlu olacağını düşünüyorum.","Creo que estará más contenta en nuestra propia casa, interesándose en sus tareas cotidianas, que estando aquí, entre nosotros, en la ignorancia de todo lo que está sucediendo."
