line_no,en,vi,tr,es
7591,His partner in viciousness has already been shot.,Đồng phạm của hắn trong tội tày trời này đã bị bắn bỏ.,Suç ortağı önceden vurularak öldürüldü.,Su cómplice ya ha sido ejecutada.
7592,"The penalty for rape, as you know, is death.","Hình phạt cho tội cưỡng dâm, như các cô đều biết, là xử tử.","Tecavüzün cezası, hepinizin bildiği gibi, ölümdür.","Como sabéis, la violación se castiga con la muerte."
7593,Deuteronomy 22:23-29.,"Đệ nhị luật chương 22, tiết 23 tới 29.","Tesniye, Bap 22:23 - 2921.","Deuteronomio, veintidós; versículos veintitrés y veintinueve."
7594,I might add that this crime involved two of you and took place atgunpoint.,Tôi nên nói thêm rằng tội ác này liên quan tới hai người các cô và có dùng súng uy hiếp.,Bu suçun aranızdan iki kişiyi hedef aldığını ve silah tehdidi altında gerçekleştirildiğini de ekleyebilirim.,Debo añadir que este delito implicaba a dos de vosotras y que se realizó a punta de pistola.
7595,It was also brutal.,Như vậy nó còn dã man nữa.,Bu ayrıca insanlık dışı bir şey.,Y que fue brutal.
7596,"I will not offend your ears with any details, except to say that one woman was pregnant and the baby died.""","Tôi sẽ không kể thêm chi tiết làm bẩn tai các cô, trừ thông tin rằng một trong hai người đang mang thai và đứa con đã chết.”","Ayrıntılarla kulaklarınızı incitmeyeceğim, sadece kadınlardan birinin hamile olduğunu ve bebeğin öldüğünü söylemekle yetineceğim.","No voy a ofender vuestros oídos con más detalles, excepto para decir que una mujer estaba embarazada y que el bebé murió."
7597,A sigh goes up from us; despite myself I feel my hands clench.,Tiếng thở dài tù chúng tôi dâng lên; bất giác tôi siết chặt nắm đấm.,Bir uğultu çıkıyor bizden; yumruklarımı sıkmaktan kendimi alamadığımı hissediyorum.,"Se oye un gemido entre nosotras; a pesar de mí misma, aprieto las manos."
7598,"It is too much, this violation.","Thật là quá thể, vụ cưỡng bức này.","Bu kadarı da fazla, bu tecavüz.",Esta violación es excesiva.
7599,"The baby too, after what we go through.","Đứa bé nữa chứ, sau mọi điều chúng tôi phải trải qua.","Bebeği de elemek, bütün bu katlandıklarımızdan sonra!","El bebé también, después de todo lo que soportamos."
7600,"It's true, there is a bloodlust; I want to tear, gouge, rend.","Thật thế, cơn khát máu trảo lên; tôi muốn xé vụn, đập nát, giằng tơi tả.","Doğruya doğru, kana susama diye bir şey var; parçalamak, gözlerini oymak, koparmak istiyorum.","Es verdad, hay un ansia de sangre; siento deseos de romper, de arrancar, de destrozar."
7601,"We jostle forward, our heads turn from side to side, our nostrils flare, sniffing death, we look at one another, seeing the hatred.","Chúng tôi chen chúc nhau xô tới, đầu ngoặt hết bên này rồi bên kia, cánh mũi phập phồng, ngửi mùi chết chóc, chúng tôi nhìn khắp mặt nhau, thấy niềm căm giận.","Birbirimizi ite kaka ilerliyoruz, başlarımız bir o yana bir bu yana dönüyor, burun deliklerimiz körük gibi, ölümün kokusunu alarak birbirimize bakıyoruz, gördüğümüz şey nefret.","Empujamos hacia delante, nuestras cabezas giran de un lado a otro, nuestras fosas nasales se ensanchan olfateando la muerte, nos miramos mutuamente para ver nuestro odio."
7602,Shooting was too good.,Bắn còn là nhân đạo.,Vurmak lütuf olurdu.,Se merecía algo peor que la muerte.
7603,The man's head swivels groggily around: has he even,Đầu người kia đờ đẫn đảo một vňng: hắn có nghe đýợc dì ta không?,"Adamın başı, ayyaşçasına dönüyor fırıl fırıl: onu duydu mu acaba?","El hombre gira la cabeza, atontado."
7605,Aunt Lydia waits a moment; then she gives a little smile and raises her whistle to her lips.,"Dì Lydia chờ một lát, rồi mỉm cười nho nhỏ và đưa còi lên môi.",Lydia Teyze bir an bekliyor; sonra hafifçe gülümsüyor ve düdüğünü dudaklarına götürüyor.,Tía Lydia aguarda un momento; luego sonríe levemente y se lleva el silbato a los labios.
7606,"We hear it, shrill and silver, an echo from a volleyball game of long ago.","Chúng tôi đều nghe, chói lói như bạc, vọng về từ một trận bóng chuyền năm nảo năm nào.","Sesi duyuyoruz, keskin ve gümüşsü, uzak geçmişe ait bir voleybol oyunundan bir yansı.","Lo oímos, estridente y prístino, un eco de una partida de voleibol de épocas pretéritas."
7607,The two Guardians let go of the third man's arms and step back.,Hai Vệ binh buông người kia ra lùi lại.,İki muhafız üçüncü adamın kollarını bırakıp geri çekiliyorlar.,Los dos Guardianes sueltan los brazos del tercer hombre y retroceden.
7608,He staggersis he drugged?,Hắn nghiêng ngả - ngấm thuốc chăng? - rồi ngã sụp xuống.,Sendeliyor -uyuşturulmuş mu?- ve dizlerinin üstüne çöküyor.,El hombre se tambalea —¿está drogado?— y cae de rodillas.
7609,and falls to his knees.,Hắn nghiêng ngả - ngấm thuốc chăng? - rồi ngã sụp xuống.,Sendeliyor -uyuşturulmuş mu?- ve dizlerinin üstüne çöküyor.,El hombre se tambalea —¿está drogado?— y cae de rodillas.
7610,"His eyes are shriveled up inside the puffy flesh of his face, as if the light is too bright for him.","Đôi mắt nhúm lại trong lóp thịt húp híp trên mặt, như bị lóa.","Gözleri, ışık kendisi için çok parlakmış gibi, yüzünün şişkin etinde kuruyup büzüşmüş.","Tiene los ojos arrugados en la carne hinchada, como si la luz fuera demasiado brillante para él."
7611,They've kept him in darkness.,Hắn đã bị giam trong bóng tối.,Onu karanlıkta tutmuşlar.,Lo han tenido encerrado en la oscuridad.
7612,"He raises one hand to his cheek, as though to feel if he is still there.","Hắn đưa một tay lên má, như để nhận xem mình có còn đây.",Elinin birini yanağına uzatıyor; sanki hâlâ orada olup olmadığını anlamak ister gibi.,"Se lleva una mano a la mejilla, como para comprobar si aún está allí."
7613,"All of this happens quickly, but it seems to be slowly.","Tất cả diễn ra chóp nhoáng, nhưng dài như vô tận.","Tüm bunlar çarçabuk oluveriyor, ancak yavaşmış gibi geliyor insana.","Todo esto ocurre rápidamente, pero parece lento."
7614,Nobody moves forward.,Không ai tiến tới.,Hiç kimse ilerlemiyor.,Nadie se mueve.
7615,"The women are looking at him with horror, as if he's a half-dead rat dragging itself across a kitchen floor.","Đám đàn bà nhìn hắn ta hãi hùng, như con chuột cống dở chết đang lệt bệt lê qua sàn bếp.",Kadınlar dehşetle bakıyorlar ona; mutfakta sürüne sürüne ilerleyen yarı ölmüş bir fareye bakar gibi.,"Las mujeres lo miran con horror, como si fuera una rata medio muerta que se arrastra por el suelo de la cocina."
7616,"He's squinting around at us, the circle of red women.","Hắn ta hờ mắt nhìn quanh, vòng tròn đỏ đàn bà.","Gözlerini kısarak etrafını çevreleyen bizlere bakıyor, kırmızı kadınlardan oluşan daireye.","Nos mira con los ojos entrecerrados, observa el círculo de mujeres rojas."
7617,"One corner of his mouth moves up, incrediblea smile?","Một khóe môi nhếch lên, không tin nổi - cười ư","Ağzının bir kenarı yukarı doğru kımıldıyor, inanılmaz bir şey - bir gülümseme?","Increíblemente, un costado de su boca se levanta... ¿será una sonrisa?"
7618,"I try to look inside him, inside the trashed face, see what he must really look like.","Tôi cô nhìn ra sau, sau khuôn mặt nát bấy, hắn trông thực sự thê nào.","İçini görmeye çabalıyorum, örselenmiş yüzün içindekini, gerçekte neye benzemesi gerektiğini bulmaya.","Intento penetrarlo con la mirada, ver dentro del rostro destrozado, averiguar cuál debe de ser su aspecto real."
7619,I think he's about thirty.,Hắn ước chừng ba mươi tuổi.,Otuz yaşlarında sanırım.,Supongo que tiene alrededor de treinta años.
7620,It isn't Luke.,Không phải Luke.,Luke değil.,No es Luke.
7621,"But it could have been, I know that.","Nhưng đã có thể là Luke, tôi biết.","Yine de olabilirdi, bunu biliyorum.",Pero sé que podría haber sido él.
7622,It could be Nick.,Đã có thể là Nick.,Nick olabilirdi.,Podría tratarse de Nick.
7623,I know that whatever he's done I can't touch him.,Tôi hiểu mình không thể động vào bất kể anh ta đã làm gì.,Ne yapmış olursa olsun ona elimi süremeyeceğimi biliyorum.,"Sé que, al margen de lo que haya hecho, no puedo tocarlo."
7624,He says something.,Anh ta nói gì đó.,Bir şeyler söylüyor.,Dice algo.
7625,"It comes out thick, as if his throat is bruised, his tongue huge in his mouth, but I hear it anyway.","Lời thoát ra đặc nghẹt, như cổ họng đã dập, lưỡi trong mồm sưng phù, nhưng tôi vẫn nghe ra.","Sesi boğuk çıkıyor, boğazı çürümüş, dili ağzına büyük geliyor gibi, yine de duyuyorum.","Sus palabras son poco claras, como si tuviera la garganta magullada, como si tuviera la lengua demasiado grande, pero igualmente lo oigo."
7626,"He says, ""I didn't?","Anh ta nói, “Tôi không..",“Yapmadım...” diyor.,Dice: —Yo no...
7627,"There's a surge forward, like a crowd at a rock concert in the former time, when the doors opened, that urgency coming like a wave through us.","Lũ người xối xả lên, như đám đông trong đêm nhạc rock thuở xa xưa, khi cửa mở ra, cơn bức thiết cồn qua chúng tôi như sóng.","Öne doğru ani bir dalgalanma oluyor, kapılar açıldığında eski zamandaki bir rock konseri kalabalığının yaptığı gibi, bu zorunluluk bir dalga gibi geliyor üstümüze.","Se produce un movimiento hacia delante, como si fuéramos una multitud en un concierto de música rock de otros tiempos y esperáramos a que se abrieran las puertas con esa urgencia que se apodera de nosotras."
7628,"The air is bright with adrenaline, we are permitted anything and this is freedom, in my body also, I'm reeling, red spreads everywhere, but before that tide of cloth and bodies hits him Ofglen isshoving through the women in front of us, propelling herself with her elbows, left, right, and running towards him.","Không khí sôi lên vì máu, chúng tôi được phép làm mọi chuyện và dây là tự do, trong cả cơ thể mình, tôi đang xoay như lốc, sắc đỏ dồn lên tứ bề, nhưng cơn triều vải và thịt chưa đập vào anh thì Ofglen kia đã huých qua hàng người đằng trước, thúc khuỷu tay vọt lên, trái, phải, chạy xộc đến anh.","Adrenalinle işiyor hava, her şeyi yapmamıza izin var ve özgürlüğün ta kendisi bu, bedenimde de; sarhoşçasına sendeliyorum, kırmızı her yana yayılıyor, ancak bu elbise ve beden gel-giti ona çarpmadan Gleninki önümüzdeki kadınları iterek atılıyor, dirsekleriyle yol açarak ilerliyor, sol, sağ, ona doğru koşuyor işte.","El aire está impregnado de adrenalina, todo nos está permitido, esto es la libertad, la siento en mi cuerpo, siento vértigo, una mancha roja se extiende por todas partes, pero antes de que la marea de ropas y cuerpos empiecen a golpearlo, Deglen se abre paso entre las mujeres dando codazos a diestra y siniestra y corre hacia él."
7629,"She pushes him down, sideways, then kicks his head viciously, one, two, three times, sharp painful jabs with the foot, well aimed.","Cô xô anh ngã, đổ nghiêng, rồi man rợ đá thang vào đầu, một, hai, ba lần, cú đạp thật mạnh, thật đau, nhát nào cũng đích xác.","Yere yuvarlıyor adamı, yandan, sonra sertçe vuruyor başına, bir, iki, üç kez, keskin ve acı verici tekmeler, iyi nişanlanmış.","Lo hace caer de costado y le patea la cabeza furiosamente, una, dos, tres veces, con golpes secos y certeros."
7630,"Now there are sounds, gasps, a low noise like growling, yells, and the red bodies tumble forward and I can no longer see, he's obscured by arms, fists,","Tiếng động cất lên, tiếng ngạt, tiếng ri rỉ như tiếng rền, tiéng hú, và lớp ngưòi đỏ đổ sập về trước tôi không còn thấy được, anh khuất đi dưới những cẳng tay, nắm tay, bàn chân.","Şimdi sesler, kesik nefesler, homurtuya benzer alçak perdeden bir uğultu, çığlıklar var, kırmızı bedenler ileri doğru yuvarlanıyorlar ve onu artık göremiyorum; kolların, yumrukların ve ayakların arasında kayboluyor.","Ahora se oyen gemidos, un sonido débil semejante a un gruñido, gritos, y los cuerpos rojos caen hacia delante y ya no veo nada, él ha quedado oculto por brazos, puños y pies."
7632,"A high scream comes from somewhere, like a horse in terror.","Tiếng rú chót vót từ đâu đó, như con ngựa đang hoảng sợ.","Bir yerlerden şiddetli bir çığlık geliyor, ürkmüş bir at çığlığı.","En algún sitio se oye un aullido, como el grito aterrorizado de un caballo."
7633,"I keep back, try to stay on my feet.","Tôi ở lại sau, cố đứng cho vững.","Geride kalıyorum, ayakta kalmaya çabalıyorum.","Me quedo a cierta distancia, intentando mantener el equilibrio."
7634,Something hits me from behind.,"Có gì đập trúng vào lưng, tôi loạng choạng.",Arkadan bir şey çarpıyor bana.,Algo me golpea por detrás y me tambaleo.
7636,"When I regain my balance and look around, I see the Wives and daughters leaning forward in their chairs, the Aunts on the platform gazing down with interest.","Khi thăng bằng lại nhìn quanh, tôi thấy các Phu nhân và con gái trên ghế nhổm cả tới trước, các dì trên bục nhìn xuống khoái trá.","Dengemi tekrar bulup etrafıma baktığımda, Eşler’in ve kızların sandalyelerinde ileri doğru eğildiklerini, platformdaki Teyzelerim ilgiyle aşağı doğru baktıklarını görüyorum.","Cuando vuelvo a recuperar el equilibrio miro a mi alrededor y veo a las Esposas y a las hijas que se inclinan hacia delante en sus sillas, y a las Tías que observan con interés desde la plataforma."
7637,They must have a better view from up there.,Tù trên đó tất trông rõ hon.,Yukarıdan daha iyi görüyor olmalılar.,Desde allí arriba deben de tener mejor perspectiva.
7638,He has become an it.,Anh ta đã trả thành cái đó.,Adam artık bir eşya oldu.,Él se ha convertido en eso.
7639,Ofglen is back beside me.,Ofglen đã trở lại bên tôi.,Gleninki tekrar yanımda.,Deglen está otra vez a mi lado.
7640,"Her face is tight, expressionless.","Mặt cô ta khép kín, không cảm xúc.","Yüzü gergin, ifadesiz.",Tiene la cara tensa y sin expresión.
7641,"""I saw what you did,"" I say to her.","“Tôi thấy hết rồi,” tôi bảo cô ta.","“Ne yaptığını gördüm,” diyorum ona.",—He visto lo que has hecho —le digo.
7642,"Now I'm beginning to feel again: shock, outrage, nausea.","Giờ cảm giác đang về lại: choáng váng, phan uất, lộn mửa.","Şimdi hissetmeye başlıyorum yine: şok, öfke, bulantı.","Empiezo nuevamente a sentir conmoción, agravio, náusea."
7644,"""Why did you do that?",Bầy dã man. “Sao cô làm thế? Cô! Tôi cứ tưởng...,“Neden yaptın bunu?,¿Por qué lo hiciste?
7647,"""Don't look at me,"" she says.","“Đừng có nhìn tôi,” cô ta nói.","“Sakın bakma bana,” diyor.",—No me mires —me advierte—.
7648,"""They're watching.""",“Chúng đang nhìn đây.”,“İzliyorlar.,Nos están vigilando.
7649,"""I don't care,"" I say.","“Tôi cóc cần,” tôi nói.","“Umurumda değil,” diyorum.",—No me importa —replico.
7650,"My voice is rising, I can't help it.","Giọng tôi vút lên, tôi không đừng được.","Sesimin tonu yükseliyor, elimde değil.",Estoy levantando la voz. No puedo evitarlo.
7651,"""Get control of yourself,"" she says.","“Tự chủ lại đi,” cô ta nói.","“Kendine gel,” eliyor.",—Domínate —me aconseja.
7652,"She pretends to brush me off, my arm and shoulder, bringing her face close to my ear.","Cô ta vờ phủi cho tôi, hết tay rồi vai, ghé lại sát tai tôi. “Đùng làm điều xuẩn.","Üstümü başımı silkeler gibi yapıyor, kolumu ve omzumu, yüzünü kulağıma yaklaştırıyor.",Finge apartarme cogiéndome del brazo y del hombro y acerca su cara a mi oreja—.
7654,"He wasn't a rapist at all, he was a political.","Anh ấy không hề là kẻ cưỡng dâm, anh ấy hoạt động chính trị.","Tecavüz mecavüz etmemişti, politik bir suçluydu o.","Él no era un violador, era un político."
7655,He was one of ours.,Anh ấy là ngưòi đồng hội.,Bizden biriydi.,Era uno de los nuestros.
7656,I knocked him out.,Tôi đá cho anh bất tỉnh.,Vurup bayılttım.,Lo dejé sin conocimiento.
7657,Put him out of his misery.,Giải phóng anh khỏi nỗi đày ải.,Çektiği acıdan kurtardım.,Le evité el dolor.
7658,"Don't you know what they're doing to him?""",Cô không thấy họ đang làm gì anh ư?”,Ona ne yaptıklarını bilmiyor musun?,¿No ves lo que le están haciendo?
7659,"One of ours, I think.","Đồng hội, tôi nghĩ.","Bizden biri, diye düşünüyorum.","Uno de los nuestros, pienso."
7660,A Guardian.,Một Vệ binh.,Bir muhafız.,Un Guardián.
7661,It seems impossible.,Dưừng như là chuyện trên giời.,Olanak dışı görünüyor bu bana.,Parece imposible.
7662,"Aunt Lydia blows her whistle again, but they don't stop at once.","Dì Lydia lại thổi còi, nhưng họ không dừng ngay.","Lydia Teyze tekrar çalıyor düdüğünü, ancak hemen durmuyorlar.","Tía Lydia vuelve a tocar el silbato, pero las mujeres no se detienen de inmediato."
7663,"The two Guardians move in, pullingthem off, from what's left.","Hai Vệ binh chen vào, lôi cho họ buông, khỏi những gì còn lại.","İki muhafız aralarına girip çekiyor onları, adamdan geriye her ne kaldıysa, Kimleri kazayla kendilerine vuruldukları ya da tekmelendikleri yerde, çimenin üstünde yatıyorlar.",Intervienen los dos Guardianes para apartarlas de lo que queda del hombre.
7664,Some lie on the grass where they've been hit or kicked by accident.,Một số nằm nguyên trên cỏ từ lúc chẳng may bị đánh hoặc đá nhầm.,"İki muhafız aralarına girip çekiyor onları, adamdan geriye her ne kaldıysa, Kimleri kazayla kendilerine vuruldukları ya da tekmelendikleri yerde, çimenin üstünde yatıyorlar.",Algunas quedan tendidas en el césped pues han sido golpeadas o pateadas por error.
7665,Some have fainted.,Một số đã xỉu.,Kimileri bayılmış.,Otras se han desmayado.
7666,"They straggle away, in twos and threes or by themselves.","Họ khật khừ bỏ đi, từng nhóm hai hoặc ba hoặc lẻ loi.","Sürüden ayrılıp dağılıyorlar, ikili, üçlü ya da kendi başlarına.","Las demás se dispersan de a dos o de a tres, o solas."
7667,They seem dazed.,Tất cả như đều mụ mị.,Büyülenmiş gibi görünüyorlar.,Parecen aturdidas.
7668,"""You will find your partners and re-form your line,"" Aunt Lydia says into the mike.","“Các cô sẽ tìm lại cặp mình và chỉnh lại hàng đôi,” dì Lydia nói vào micro.","“Eşlerinizi bulup tekrar sıra oluşturun,” diyor Lydia Teyze mikrofondan.",—Buscad vuestra pareja y formad fila —ordena Tía Lydia a través del micrófono.
7669,Few pay attention to her.,Chẳng mấy ai để ỷ.,Pek az kimse aldırıyor ona.,Unas pocas le obedecen.
7670,"A woman comes towards us, walking as if she's feeling her way with her feet, in the dark: Janine.","Một người đi lại chỗ tôi, chân bước như đang dò dẫm đường, trong đêm tối: Janine.","Kadınlardan biri geliyor bize doğru, yolunu karanlıkta ayaklarıyla hissederek buluyor gibi: Janine.","Una mujer se acerca a nosotras, caminando como si avanzara a tientas en la oscuridad: es Janine."
7671,"There's a smear of blood across her cheek, and more of it on the white of her headdress.","Một vết máu trên má cô, thêm nhiều máu nữa trên nền khăn trắng.","Çenesi boyunca bir kan lekesi var, başlığında daha da fazlası.",Tiene una mancha de sangre en la cara y algunas más en la parte blanca de su tocado.
7672,"She's smiling, a bright diminutive smile.","Cô đang mỉm cười, một búp cười tuoi tắn.","Gülümsüyor, parlak minimini bir gülücük.",Nos dedica una diminuta sonrisa.
7673,Her eyes have come loose.,Mắt cô đã lạc thần.,Gözleri kaymış.,Tiene la mirada perdida.
7674,"""Hi there,"" she says.","“Hế lô,” cô nói.","“Mer’aba,” diyor.",—Hola —saluda—.
7675,"""How are you doing?""","“Các cậu khỏe há?” Cô nắm gì đó, rất chặt, trong tay phải.",“Na'bersiniz?” Sağ elinde sıkı sıkı bir şey tutuyor.,¿Cómo estás? —sujeta algo con la mano derecha.
7676,"She's holding something,","“Các cậu khỏe há?” Cô nắm gì đó, rất chặt, trong tay phải.",“Na'bersiniz?” Sağ elinde sıkı sıkı bir şey tutuyor.,¿Cómo estás? —sujeta algo con la mano derecha.
7677,"tightly, in her right hand.","“Các cậu khỏe há?” Cô nắm gì đó, rất chặt, trong tay phải.",“Na'bersiniz?” Sağ elinde sıkı sıkı bir şey tutuyor.,¿Cómo estás? —sujeta algo con la mano derecha.
7678,It's a clump of blond hair.,Một búi tóc vàng.,Sarı bir saç kümesi bu.,Es un mechón de pelo rubio.
7679,She gives a small giggle.,Cô cất tiếng cười khúc khích.,Hafifçe kıkırdıyor.,Ríe tontamente.
7680,"""Janine,"" I say.","“Janine,” tôi nói.","“Janine,” diyorum.",—Janine —le digo.
7681,"But she's let go, totally now, she's in free fall, she's in withdrawal.","Nhưng cô đã buông xuôi, toàn bộ, cô đang rơi tự do, cô đã thoái lui.","Ne var ki, kendini koyvermiş, şimdi tümüyle, serbest düşüşe geçmiş, kabuğuna çekilmekte.","Pero ahora se deja ir totalmente, como en una caída libre, en actitud de abandono."
7682,"""You have a nice day,"" she says, and walks on past us, towards the gate.","“Chúc ngày tốt lành nhe,” cô nói, và bỏ lại chúng tôi, đi ra cổng.","“İyi günler diliyorum,” diyor ve yanımızdan geçip gidiyor, kapıya doğru.","—Que lo pases bien —dice y pasa junto a nosotras, en dirección a la entrada."
7683,I look after her.,Tôi nhìn theo cô.,Ardından bakıyorum.,La observo.
7684,"Easy out, is what I think.","Thoát ra quá dễ, tôi nghĩ vậy.","Düşündüğüm şey, kolay bir çıkış olduğu.","Ten cuidado, pienso."
7685,"I don't even feel sorry for her, although I should.","Tôi còn không động lòng thương, mà lẽ ra phải thế.","Öyle gerekse de, onun için üzüntü bile hissetmiyorum.","Ni siquiera siento pena por ella, aunque debería sentirla."
7686,I feel angry.,Tôi nối giận.,Öfke duyuyorum.,Siento rabia.
7687,"I'm not proud of myself for this, or for any of it.","Tôi không tự hào về chuyện này, hay bất cứ chuyện gì hôm nay.","Bunun için kendimle gurur duymuyorum ya da, diğer şeyler için.","No me siento orgullosa por ello, ni por nada de todo esto."
7688,"But then, that's the point.","Ồ nhưng, đấy là điều chính yếu.","Ne var ki, o zaman durum buydu.",Pero eso es lo que cuenta.
7689,My hands smell of warm tar.,Tay tôi ấm mùi hắc ín.,Ellerim sıcak zift kokuyor.,Las manos me huelen a alquitrán caliente.
7690,"I want to go back to the house and up to the bathroom and scrub and scrub, with the harsh soap and the pumice, to get every trace of this smell off my skin.","Tôi muốn về lại ngôi nhà kia lên thẳng phòng tắm mà chà mà xát, lấy cả đá kỳ và xà phòng thô, tẩy bằng sạch cái mùi này khỏi da.","Eve geri dönüp banyoya çıkmak ve sert sabun ve ponza taşıyla ovmak, ovmak, ovmak istiyorum bedenimi, bu kokunun her zerresini derimden söküp atmak için.",Quiero regresar a la casa y subir al cuarto de baño y restregarme una y otra vez con el jabón duro y la piedra pómez para eliminar de mi piel cualquier rastro de este olor que me hace sentir enferma.
7692,But also I'm hungry.,Nhưng tôi còn đói nữa.,Aynı zamanda açım.,Y también estoy hambrienta.
7693,"This is monstrous, but nevertheless it's true.","Thật gớm guốc, nhưng sự thực là thế.","İğrenç bir şey bu, ancak her şeye karşın gerçek.","Parece monstruoso, pero sin embargo es verdad."
7694,Death makes me hungry.,Cái chết làm tôi đói.,Ölüm acıktırıyor beni.,La muerte me hace sentir hambre.
7695,"Maybe it's because I've been emptied; or maybe it's the body's way of seeing to it that I remain alive, continue to repeat its bedrock prayer: I am, I am.","Có thể vì tôi đã bị dốc cạn, hoặc có thể bằng cách này cơ thổ tôi chứng thực rằng nó còn sống, tiếp tục lặp lại lời cầu nguyện đưa nôi: tôi sống, tôi sống.","Belki boşaltıldığım içindir; ya da hayatta kalışımla bedenin bunu halletme yoludur, temel duasını yinelemeyi sürdürmesi: varım, varım.","Quizá es porque he quedado vacía; o quizá es el modo que tiene mi cuerpo de comprobar que estoy viva, y sigo repitiendo como en una plegaria: estoy, estoy."
7697,"I want to go to bed, make love, right now.","Tôi muốn lên giường, làm tình, lập tức.","Yatağa girmek istiyorum, sevişmek, hemen şimdi.","Quiero irme a la cama y hacer el amor, ahora mismo."
7698,I think of the word relish.,Tôi nghĩ đến từ ngon miệng.,"İştah, sözcüğü takılıyor zihnime.",Pienso en la palabra fruición.
7699,I could eat a horse.,Tôi có thể nuốt trôi cả một con voi.,Bir atı bile silip süpürebilirim.,Me comería un caballo.
7701,Things are back to normal.,Mọi thứ đã về như thường.,İşler normale döndü.,Las cosas han vuelto a la normalidad.
7702,How can I call this normal?,Cái này sao gọi là thường?,Nasıl normal diyebilirim ki?,¿Cómo puedo llamarle normalidad a esto?
7703,"But compared with this morning, it is normal.","Nhưng so với hồi sáng, như thế là rất thường.","Yine de, bu sabahla karşılaştırıldığında normal.","Aunque comparado con lo de esta mañana, es normal."
7704,"For lunch there was a cheese sandwich, on brown bread, a glass of milk, celery sticks, canned pears.","Bữa trưa có bánh kẹp pho mát, bằng bánh mì nâu, một cốc sữa, cần tây cắt đoạn, lê đóng hộp.","Öğle yemeğinde, esmer ekmekle yapılmış peynirli sandviç, bir bardak süt, kereviz, konserve armut vardı.","Para almorzar me dieron un bocadillo de pan moreno con queso, un vaso de leche, unas ramas de apio y peras en conserva."
7705,A schoolchild's lunch.,Bữa trưa cơm hộp ở trường.,Bir öğrenci yemeği.,Un almuerzo de escolar.
7706,"I ate everything up, not quickly, but reveling in the taste, the flavors lush on my tongue.","Tôi ăn bằng sạch, không hối hả, mà nếm náp từng thứ một, các mùi vị dậy lên trên lưỡi.","Hepsini yiyip bitirdim, çabucak değil, tadından zevk alarak, dilimde bir alay lezzet.","Me lo comí todo, no muy rápidamente, sino degustando de la exuberancia de sabores con la lengua."
7707,"Now I am going shopping, the same as usual.","Bây giờ thì đi mua sắm, như mọi khi.","Şimdi alış verişe gidiyorum, her zamanki iş.","Ahora iré a la compra, como de costumbre."
7708,I even look forward to it.,Tôi trông ngóng nữa là khác.,Hatta dört gözle bekliyorum.,Casi espero ese momento ansiosamente.
7709,There's a certain consolation to be taken from routine.,Thói tục thường ngày trong chừng mực nào đó khá vỗ về.,Rutinden alınması gereken belli bir teselli var.,En cierto modo es un consuelo quebrar la rutina.
7710,"I go out the back door, along the path.","Tôi ra cửa sau, theo lối xe vào.","Arka kapıdan çıkıyorum, patika boyunca.",Salgo por la puerta de atrás y recorro el sendero.
7711,"Nick is washing the car, his hat","Nick đang rửa xe, mũ lệch một bên.","Nick, arabayı yıkıyor, şapkası bir yana yatık.",Nick está lavando el coche y lleva la gorra puesta de costado.
7713,He doesn't look at me.,Anh không nhìn tôi.,Bana bakmıyor.,No me mira.
7714,"We avoid looking at each other, these days.","Chúng tôi tránh nhìn nhau, hồi này.",Bu günlerde birbirimize bakmaktan kaçınıyoruz.,Ahora intentamos no mirarnos.
7715,"Surely we'd give something away by it, even out here in the open, with no one to see.","Nếu không chắc chắn sẽ để lộ, dù ngay đầy giữa khoảng trống, không ai nhìn vào.","Kuşkusuz bir şey belli edebilirdik, burada, açıklıkta bile, görecek kimse yokken.","Seguramente nos descubriríamos, incluso aquí al aire libre, donde nadie nos ve."
7716,I wait at the corner for Ofglen.,Tôi tới góc đường chờ Ofglen.,Köşede Gleninki'yi bekliyorum.,Me detengo en la esquina para esperar a Deglen.
7717,She's late.,Hôm nay cô đến muộn.,Geç kaldı.,Se está retrasando.
7718,"At last I see her coming, a red and white shape of cloth, like a kite, walking at the steady pace we've all learned to keep.","Cuối cùng tôi cũng thấy cô, hình thù bằng vải đỏ trắng, như cánh diều, bước đều đặn như chúng tôi đều đã học.","Sonunda geldiğini görüyorum, kırmızı beyaz bir elbise biçiminde, bir uçurtma gibi, hepimizin uymayı öğrendiği düzenli adımlarla yürüyerek.","Finalmente, la veo venir, una silueta de ropa roja y blanca, como una cometa, caminando con paso uniforme, tal como nos han enseñado."
7719,Isee her and notice nothing at first.,"Tôi nhìn cô, ban đầu không nhận thấy gì.",Onu görüyor ve başta hiçbir şey fark etmiyorum.,La veo y al principio no noto nada.
7720,"Then, as she comes nearer, I think that there must be something wrong with her.","Rồi, khi cô đen gần hơn, tôi nghĩ hình như cô có gì không ổn.","Sonra, daha yakına gelirken, onda bir tuhaflık olması gerektiğini düşünüyorum.",Pero a medida que se acerca me doy cuenta de que hay algo que no está bien.
7721,She looks wrong.,Hình dáng cô không ổn.,Yanlış görünüyor.,Tiene un aspecto raro.
7722,"She is altered in some indefinable way; she's not injured, she's not limping.","Cô biến đổi, theo một cách không gọi dưọc tên; cô không bị thương, không đi cà nhắc.","Tanımlanamaz bir biçimde başkalaşmış; yaralı değil, topallamıyor da.",Ha cambiado de una manera indefinida; no está lastimada ni cojea.
