line_no,Ent,en,vi,tr,es
3211,,“After that my own rule is to let everything alone.”,"""Ngoài đó ra, nguyên tắc của tôi là không nhúng vào chuyện gì.""",“Ölümden sonra ben her şeyi öylece olduğu gibi bırakırım.,Después mi regla es no mover las cosas.
3212,,When I left his office the sky had turned dark and I got back to West Egg in a drizzle.,Khi tôi rời khỏi văn phòng Wolfsheim thì bầu trời đã ngả tối và tôi quay trở lại West Egg trong cơn mưa phùn.,Oradan ayrıldığımda gökyüzünde toplanmış olan kara bulutları fark ettim; West Egg’e ulaşmamla da yağmur başladı.,Cuando salí del despacho el cielo se había oscurecido y lloviznaba al llegar a West Egg.
3213,"['gatz', 'bay gatz']",After changing my clothes I went next door and found mr Gatz walking up and down excitedly in the hall.,"Sau khi thay quần áo, tôi sang nhà bên và thấy cụ Gatz đang đi qua lại trong nhà một cách kích động.",Üstümü değiştirip hemen komşumun evine gittim. Bay Gatz’ı sa­londa bir aşağı bir yukarı yürürken bulmuştum; çok heyecanlıydı.,"Me cambié de ropa, me acerqué a la casa vecina y encontré a mister Gatz paseando por el vestíbulo, emocionado."
3214,,His pride in his son and in his son’s possessions was continually increasing and now he had something to show me.,Niềm hãnh diện của cụ về con trai mình và những gì anh ta làm chủ không ngừng tăng lên. Bây giờ cụ có cái gì đó muốn khoe tôi.,Oğlundan ve oğlunun malvarlığından gitgide daha fazla gurur duyuyordu.,El orgullo por su hijo y las posesiones de su hijo no había dejado de crecer y quería enseñarme algo.
3216,,He took out his wallet with trembling fingers.,"""Jimmy đã gửi cho tôi tấm hình này."" Cụ lấy trong túi ra chiếc ví với những ngón tay run rẩy.","“Titrek elleriyle cüzdanından bir fotoğraf çıkardı, “Bunu bana Jimmy göndermişti” dedi, “Bak!",—Jimmy me mandó esta foto —sacó la billetera con dedos temblorosos—.
3218,,"It was a photograph of the house, cracked in the corners and dirty with many hands.","Đó là tấm hình của toà nhà của Gatby, góc hình đã bị rách và bẩn thỉu mang nhiều dấu tay.","Bu, içinde olduğumuz evin fotoğrafıydı. Kenarları aşınmış, elden ele dolaşmaktan üzeri kirlenmişti.","Era una fotografía de la casa, rota por las esquinas y sucia de muchas manos."
3219,,He pointed out every detail to me eagerly.,Cụ hăm hở chỉ cho tôi coi mọi chi tiết trong bức hình.,"“Şuna baksana?” diyerek hevesle bana tüm detayları gösteriyor, sonra bana bakıp gözlerimde bir hayranlık belirtisi arıyordu.",Me señaló cada detalle con fervor.
3220,,“Look there!” and then sought admiration from my eyes.,"""Nhìn đây này."" Cụ vừa nói vừa nhìn vào mắt tôi tìm kiến sự ngưỡng mộ từ trong mắt tôi.","“Şuna baksana?” diyerek hevesle bana tüm detayları gösteriyor, sonra bana bakıp gözlerimde bir hayranlık belirtisi arıyordu.","«¡Mire esto!», y buscaba admiración en mis ojos."
3221,,He had shown it so often that I think it was more real to him now than the house itself.,Cụ đã khoe tấm hình quá nhiều lần đến nỗi tôi nghĩ đối với cụ tấm hình có lẽ còn có thật hơn là chính nó ở bên ngoài.,"Bunu o kadar çok kişiye göstermişti ki, onun için bu fotoğrafın evin kendisinden daha gerçek göründüğü izlenimine kapıldım.",La había enseñado tantas veces que creo que para él era más real que la casa misma.
3222,"['', 'jimmy']",“Jimmy sent it to me.,"""Jimmy đã gửi tấm hình này cho tôi.",“Bunu bana Jimmy yollamıştı.,—Me la mandó Jimmy.
3223,,I think it’s a very pretty picture.,Tôi nghĩ tấm hình này rất đẹp.,Çok güzel bir fotoğraf değil mi?,Creo que es una foto muy buena.
3224,,It shows up well.”,"Chụp lên rất có nét.""",Nasıl da net gösteriyor her şeyi.,Sale todo muy bien.
3225,,“Very well.,"""Vâng rất có nét.",“Gerçekten güzel.,"—Sí, muy bien."
3226,,Had you seen him lately?”,"Cụ lúc gần đây có gặp anh ta không?""",Yakınlarda hiç görüştünüz mü?,¿Había visto a su hijo últimamente?
3227,,“He come out to see me two years ago and bought me the house I live in now.,"""Nó có về thăm tôi khoảng hai năm về trước và mua cho tôi căn nhà mà tôi đang ở bây giờ.",“İki yıl önce beni ziyarete geldi ve bana şu an oturduğum evi aldı.,—Fue a verme hace dos años y me compró la casa donde vivo ahora.
3228,,"Of course we was broke up when he run off from home, but I see now there was a reason for it.","Đương nhiên lúc nó bỏ nhà ra đi thì gia đình chúng tôi còn nghèo mạt, nhưng bây giờ nghĩ lại thì tôi hiểu rằng nó đi là có lý do.",Evi terk ettiğinde haliyle bozulmuştu aramız; fakat artık bir nedeni olduğunu görebiliyorum.,"Nos dejó destrozados cuando se escapó de casa, pero ahora veo que tenía motivos para hacerlo."
3229,,He knew he had a big future in front of him.,Con trai tôi đã thấy cả một tương lai tươi sáng trước mặt nó.,Önünde parlak bir gelecek olduğunu o zamandan anlamıştı!,Sabía que tenía un gran futuro por delante.
3230,,And ever since he made a success he was very generous with me.”,"Rồi sau đó, sau khi đã thành công, nó đã rất rộng rãi với tôi.""",Başarılı olduktan sonra da bana hep cömert davrandı.,Y en cuanto empezó a tener éxito fue muy generoso conmigo.
3231,,"He seemed reluctant to put away the picture, held it for another minute, lingeringly, before my eyes.","Ông cụ miễn cưỡng không muốn cất đi tấm hình, ráng cầm nó thêm một phút nữa, cố nấn ná cầm trước mắt tôi.","Fotoğrafı kaldırmaya isteksiz görünüyordu; bir müddet daha, oyalanırcasına onu gözümün önünde tuttu.",Parecía resistirse a guardar la foto y me dejó verla unos segundos más.
3232,,Then he returned the wallet and pulled from his pocket a ragged old copy of a book called Hopalong Cassidy.,"Sau đó cụ bỏ hình vào trong ví, lôi ra từ trong túi một quyển sổ cũ sờn và rách nát có tựa đề ""HOPALONG CASSIDY"".","Yeniden cüzdanına koyduktan sonra, bu defa cebinden Hopalong Cassidy adlı eski bir kitap çıkardı.","Luego se guardó la billetera y se sacó del bolsillo un ejemplar muy viejo, mugriento y desencuadernado, de un libro llamado Hopalong Cassidy[25]."
3233,,"“Look here, this is a book he had when he was a boy.","""Xem đây, quyển sách này là của nó khi nó còn bé, chứng tỏ nó là người như thế nào.""","“Şuna bir bak, bunu çocukken hiç elinden düşürmezdi.","—Mire, este libro era suyo, de cuando era un chiquillo."
3235,,He opened it at the back cover and turned it around for me to see.,"Cụ mở quyển sách từ trang bìa cuối, sau đó xoay nó lại đưa cho tôi coi.",Arka kapağını açtı ve görebilmem için kitabı bana çevirdi; boş olan son sayfada el yazısıyla PROGRAM yazıyordu.,Lo abrió por el final y le dio la vuelta para que yo pudiera verlo.
3236,,"On the last flyleaf was printed the word schedule, and the date September 12, 1906.","Trong trang cuối của quyển sách có viết chữ ""thời khóa biểu"" và ngày ghi trên đó là tháng Chín, ngày 12 năm 1906.","Üzerine 12 Eylül 1906 tarihi atılmıştı, altında ise bir çizelge vardı:","En la hoja de guarda habían escrito con letra de imprenta la palabra HORARIO y la fecha, 12 de septiembre de 1906."
3238,,Rise from bed 6:00 a. m.,Thức dậy................ 6. 00 A. M.,Yataktan kalkış 6. 00,Levantarse 6. 00
3239,,Dumbell exercise and wall-scaling 6:15⁠–⁠6:30 “,"Tập tạ tay và leo tường...... 6. 15-6. 30 """,Ağırlık çalışması ve duvara tırmanış idmanı 6. 15 - 6. 30,Gimnasia y pesas 6. 15-6. 30
3240,,"Study electricity, etc. 7:15⁠–⁠8:15 “","Học điện, vv............ 7. 15-8. 15 """,Elektrik vb üzerine çalışma 7. 15 - 8. 15,"Estudiar electricidad, etc 7. 15-8. 15"
3241,,Work 8:30⁠–⁠4:30 p. m.,Đi làm..................... 8. 30-4. 30 P. M.,İş 8. 30 – 16. 30,Trabajo 8. 30-16. 30
3242,,Baseball and sports 4:30⁠–⁠5:00 “,"Chơi bóng chày và thể thao............. 4. 30-5. 00 """,30 Beysbol ve spor 16. 30 - 17. 00,30 Béisbol y deportes 16. 30-17. 00
3246,,"No wasting time at Shafters or [a name, indecipherable]","NHỮNG QUYẾT TÂM CHUNG Không lãng phí thời gian ở nhà Shafters hay (ghi tên một người nào đó, tôi không đọc được).",Shafters ya da (buradaki isim okunmuyordu) oyalanıp vakit harcamak yok,No perder el tiempo en Shafters o (nombre ilegible)
3247,,No more smokeing or chewing.,"Bỏ hút thuốc, bỏ nhai kẹo.",Sigara içmek ve çiklet çiğnemek yok,Dejar de fumar y de masticar chicle
3248,,Bath every other day,Tắm gội hai ngày một lần.,Gün aşırı banyo yapılacak,Baño un día sí y otro no
3249,,Read one improving book or magazine per week,Hàng tuần đọc một quyển sách hay một tạp chí chuyên về nâng cao kiến thức.,Her hafta iyi bir kitap ya da dergiyi okunacak,Leer una revista o un libro provechosos a la semana
3250,,Save $5. 00 [crossed out] $3. 00 per week,Để dành $5. 00 (gạch bỏ) $3. 00 một tuần.,Her hafta 5 bin dolar (bunun üstü çizilmişti) 3 bin dolar biriktilecek,Ahorrar 5 dólares 3 dólares a la semana
3251,,Be better to parents,Cư xử tốt với cha mẹ.,Anne ve babaya daha iyi davranılacak,Portarme mejor con mis padres
3252,,"“I came across this book by accident,” said the old man.","""Tôi tình cờ tìm được quyển sổ này.","“Bu kitabı şans eseri buldum” dedi ihtiyar, “durumu gayet iyi açıklıyor, değil mi?",—Encontré este libro por casualidad —dijo el anciano—.
3254,,“It just shows you.”,"""Cụ nói đúng.""",Açıklıyor.,—Es revelador.
3255,,“Jimmy was bound to get ahead.,"""Jimmy là người nhất định phải vươn lên.",“Jımmy’nin hayatta ilerleyeceği kesindi.,—Jimmy estaba destinado a triunfar.
3256,,He always had some resolves like this or something.,Nó lúc nào cũng có quyết tâm như vậy.,Her zaman buna benzer kararlar alırdı.,Siempre se estaba proponiendo cosas por el estilo.
3257,,Do you notice what he’s got about improving his mind?,Anh có để ý thấy những gì nó viết phải làm để phát triển đầu óc của mình không?,Kendini geliştirmek için neler yapmış gördün mü?,¿Se da cuenta de cómo se preocupaba de cultivar su inteligencia?
3259,,"He told me I et like a hog once, and I beat him for it.”","Có lần nó đã nói tôi ngu như heo, và tôi đã đánh nó vì dám nói như vậy.""",Hep böyle yapardı Bir kere­sinde bana bir domuz gibi yemek yediğimi söylemişti de ben de onu dövmüştüm.,Una vez me dijo que yo comía como un cerdo y le pegué.
3260,,"He was reluctant to close the book, reading each item aloud and then looking eagerly at me.","Ông cụ miễn cưỡng không muốn gấp quyển sổ lại, cứ đọc lớn tiếng mỗi phần, sau đó quay nhìn tôi một cách háo hức.","Kitabı kapatmaya pek istekli görünmüyor, her maddeyi yük­sek sesle okuduktan sonra yüzüme bakıyordu.","Se resistía a cerrar el libro, leía cada línea en voz alta y me miraba con ansiedad."
3261,,I think he rather expected me to copy down the list for my own use.,Tôi nghĩ cụ mong cho tôi chép lại những gì trong sổ để đem về xử dụng cho mình.,Bu liste­yi kendim için kullanmak üzere ezberlememi istiyordu sanırım.,Creo que incluso esperaba que copiara la lista para mi propio uso.
3262,,"A little before three the Lutheran minister arrived from Flushing, and I began to look involuntarily out the windows for other cars.",Khoảng gần ba giờ thì vị mục sư Tin Lành đến từ Flushing. Tôi bắt đầu ngóng nhìn ra cửa sổ một cách không tự chủ coi có xe nào khác tới không.,"Rushing’den çağrılan üç Protestan rahip henüz varmadan, pencerede durup başka otomobillerin gelmesini beklemekten kendimi alamadım.","Poco antes de las tres el ministro luterano llegó de Flushing, y empecé a mirar involuntariamente por las ventanas para ver si aparecían más coches."
3263,['gatsby'],So did Gatsby’s father.,Cha của Gatsby cũng làm như vậy.,Gatsby’nin babası da aynı şeyi yapıyordu.,El padre de Gatsby hacía lo mismo.
3264,,"And as the time passed and the servants came in and stood waiting in the hall, his eyes began to blink anxiously, and he spoke of the rain in a worried, uncertain way.","Thời gian cứ vậy mà trôi qua, khi những người hầu trong nhà tụ tập đứng dài trong nhà, lúc đó đôi mắt của ông cụ bắt đầu nhấp nháy tỏ vẻ nóng ruột, nhắc một cách lo lắng không rõ ràng nếu trời sẽ mưa.","Zaman ilerledi. Hizmetçiler salona doluşup beklemeye başlayınca Bay Gatz gözlerini kırpıştırmaya, kederli bir sesle ne diyeceğini pek de bilemeden yağmurdan söz etmeye başladı.","Y, conforme pasaba el tiempo, cuando los criados esperaban ya en el vestíbulo, empezó a parpadear nerviosamente y a hablar de la lluvia con preocupación e incertidumbre."
3265,,"The minister glanced several times at his watch, so I took him aside and asked him to wait for half an hour.","Vị mục sư liếc nhìn đồng hồ của mình nhiều lần, do đó tôi kéo vị mục sư sang một bên để xin ông đợi cho thêm nửa tiếng nữa.",Bir yandan da sık sık saatine bakıyordu. Onu bir kenara çekip yarım saat daha beklemesini istedim.,"El ministro miró un par de veces su reloj, así que lo llevé aparte y le pedí que esperara media hora."
3266,,But it wasn’t any use.,Nhưng cũng chẳng giúp ích được gì.,Gerçi bir yararı olmadı.,Pero fue inútil.
3267,,Nobody came.,Không một ai đến cả.,Kimse gelmemişti.,No vino nadie.
3268,,"About five o’clock our procession of three cars reached the cemetery and stopped in a thick drizzle beside the gate—first a motor hearse, horribly black and wet, then mr Gatz and the minister and me in the limousine, and a little later four or five servants and the postman from West Egg, in Gatsby’s station wagon, all wet to the skin.","Vào khoảng năm giờ, ba chiếc xe của chúng tôi đến nghĩa trang, ngừng bên cánh cổng dưới cơn mưa bụi mịt mờ. Đi trước là cỗ xe tang đen thui và đướt đẫm, sau đó đến cụ Gatz, vị linh mục và tôi trong chiếc xe limousine, cách xa hơn một tý là khoảng bốn hay năm người hầu và người đưa thư từ West Egg trong chiếc xe có khoang của Gatsby, người nào cũng ướt như chuột lột.","Akşamüstü beş sularında üç otomobilden oluşan tören alayımız mezarlığın kapısına ulaştı ve çiseleyen ince bir yağmurun altında durdu. En önde simsiyah ve ıslak cenaze aracı, arkasında Bay Gatz, rahip ve benim olduğum limuzin, biraz arkamızda ise iliklerine kadar ıs­lanmış olan beş altı hizmetli ile West Egg’li posta memurunun bulunduğu Gatsby’nin steyşın arabası vardı.","A eso de las cinco nuestra procesión de tres coches llegó al cementerio y se detuvo a la entrada bajo una llovizna persistente: primero el coche fúnebre, horriblemente negro y mojado, luego mister Gatz, el ministro y yo en la limusina, y muy poco después, en la furgoneta de Gatsby, cuatro o cinco criados y el cartero de West Egg, todos empapados hasta los huesos."
3269,,As we started through the gate into the cemetery I heard a car stop and then the sound of someone splashing after us over the soggy ground.,"Khi chúng tôi bắt đầu bước qua cánh cổng của nghĩa trang, tôi nghe có tiếng xe ngừng lại sau đó là tiếng chân của người nào đó bước bì bõm trên mặt đất sũng nước.","Ana kapıdan geçip mezarlığa doğru yürürken bir arabanın durduğunu, sonra da birinin ardımızdan su birikintilerini sıçratarak geldiğini işittim.",Cuando entrábamos en el cementerio oí que un coche se paraba y el sonido de alguien que chapoteaba en el suelo mojado detrás de nosotros.
3271,,It was the man with owl-eyed glasses whom I had found marvelling over Gatsby’s books in the library one night three months before.,Người mới đến đó là người đàn ông với đôi kiếng mắt cú vọ mà tôi đã có lần gặp đứng sững sờ trước những quyển sách của Gatsby trong một tối cách đây ba tháng.,"Dönüp baktığımda üç ay kadar önce, bir gece Gatsby’nin kü­tüphanesindeki kitapları hayranlıkla seyrederken gördüğüm baykuş gözlüklü adamı tanıdım.","Era el hombre con gafas como ojos de búho a quien descubrí una noche, hacía tres meses, maravillado ante los libros de la biblioteca de Gatsby."
3272,,I’d never seen him since then.,"Sau lần đó, tôi chưa hề gặp lại ông ta.",O geceden sonra onu görmemiştim.,No lo había visto desde entonces.
3273,,"I don’t know how he knew about the funeral, or even his name.","Tôi không rõ tại sao ông ta lại biết tin chuyện đám tang, ngay cả tên ông ta tôi cũng không biết.","Cenazeyi nasıl ve nereden öğrendiğini, hatta onun adını dahi bilmiyordum.","No sé cómo se enteró del entierro, ni siquiera sé su nombre."
3274,,"The rain poured down his thick glasses, and he took them off and wiped them to see the protecting canvas unrolled from Gatsby’s grave.","Những giọt mưa nhiễu dài lên trên cặp mắt kiếng dầy cui của ông ta, ông ta gỡ kiếng xuống, chùi cho hết nước để có thể nhìn miếng vải phủ che mộ huyệt đang được mở ra.","Yağmur suları gözlük camlarından akıyordu, Gatsby’nin mezarının üzerine serilmiş branda bezini görebilmek için gözlüklerini çıkartıp sildi.","La lluvia corría por sus gafas, muy gruesas, y él se las quitó y las secó para ver cómo levantaban la lona que protegía la tumba de Gatsby."
3275,,"I tried to think about Gatsby then for a moment, but he was already too far away, and I could only remember, without resentment, that Daisy hadn’t sent a message or a flower.","Tôi cố tập trung tư tưởng để tưởng nhớ về Gatsby trong giây lát, anh đã đi quá xa rồi. Tôi chỉ có thể nhớ lại, dù không một chút oán hận, rằng Daisy chưa hề gửi một lời nhắn hay một cành hoa đến.","Gatsby’yi düşünmeye çalışıyordum ancak o artık çok uzaklardaydı. Gücenmemiş olsam da aklım Daisy’nin ne bir haber, ne de bir çiçek göndermiş olmasına takılmıştı.","Intenté pensar en Gatsby un instante, pero ya estaba demasiado lejos, y lo único que pude recordar, sin resentimiento, fue que Daisy no había mandado ni un mensaje ni una sola flor."
3276,,"Dimly I heard someone murmur “Blessed are the dead that the rain falls on,” and then the owl-eyed man said “Amen to that,” in a brave voice.","Tôi nghe có tiếng ai nói rì rầm không rõ ràng, ""Phước lành ban cho người quá cố khi mưa rơi trên mộ họ."" Sau đó người đàn ông mắt cú vọ nói ""Amen"" bằng một giọng kiên cường.","Uzaktan birinin ‘Yağmur değen ölüler kutsanmıştır,’ diye mırıldandığını duydum; baykuş gözlüklü adam cesur bir sesle “Amin!” diye seslendi.",Apenas si oí vagamente un murmullo: «Bienaventurados los muertos sobre los que cae la lluvia». Y el hombre de los ojos de búho contestó con fuerza: «Amén».
3277,,We straggled down quickly through the rain to the cars.,Chúng tôi chật vật đi nhanh ra tới xe trong trời mưa.,"Kalabalıktan ayrılıp, sırılsıklam arabalara koşarken, baykuş gözlüklü yanıma geldi.","Volvimos deprisa a los coches, bajo la lluvia."
3278,,Owl-eyes spoke to me by the gate.,Ông Mắt Cú Vọ nói với tôi lúc tới cửa nghĩa trang.,"Kalabalıktan ayrılıp, sırılsıklam arabalara koşarken, baykuş gözlüklü yanıma geldi.",Ojos de Búho habló conmigo en la puerta:
3279,,"“I couldn’t get to the house,” he remarked.","""Tôi đến nhà không kịp."" Ông ta giải thích.",“Eve gelemedim” dedi.,—No he podido ir a la casa.
3280,,“Neither could anybody else.”,"""Cũng chẳng có ai tới.""",“Aslına bakarsanız kimse gelemedi.,—No ha podido ir nadie.
3285,,"He took off his glasses and wiped them again, outside and in.","""Vậy sao."" Ông ta kinh ngạc ""Trời ơi, tại sao, những người lui tới đó thường lên đến cả mấy trăm người."" Ông ta gỡ mắt kiếng xuống để chùi một lần nữa từ trong ra ngoài.","’’ Tekrar gözlüklerini çıkartıp sildi, bu defa hem içini, hem dışını.","Se quitó las gafas y volvió a limpiarlas, por dentro y por fuera."
3286,,"“The poor son-of-a-bitch,” he said.","""Khốn khổ quá."" Ông ta nói.",“Zavallı hergele!” dedi.,—El pobre hijo de puta —dijo.
3287,,One of my most vivid memories is of coming back West from prep school and later from college at Christmas time.,"Một trong những ký ức sinh động sâu sắc nhất trong tôi là những lần khi tôi từ trường dự bị, và sau này khi từ trường đại học, về thăm nhà ở miền Tây vào mùa lễ giáng sinh.","En canlı anılarımdan biri de, üniversitenin hazırlık sınıfındayken, sonra da fakülte yıllarında, Noel zamanlarında Batıya dönüşümdür.","Uno de mis recuerdos más vivos es la vuelta al Oeste desde el colegio y, luego, desde la universidad en navidades."
3288,,"Those who went farther than Chicago would gather in the old dim Union Station at six o’clock of a December evening, with a few Chicago friends, already caught up into their own holiday gaieties, to bid them a hasty goodbye.","Những học trò nhà ở xa hơn thành phố Chicago sẽ tụ tập với nhau lúc sáu giờ chiều một ngày tháng Mười Hai dưới ánh đèn mờ của trạm ga xe lửa lâu đời Union Station. Còn có thêm vài người bạn ở Chicago, lúc đó đã sẵn sàng để tham dự vào những cuộc vui chơi tiệc tùng trong ngày lễ của mình, cũng có mặt ở sân ga tiễn đưa bạn vội vã.","Chicago’dan da öteye gidecek olan bizler bir Aralık akşamında saat altıda eski ve karanlık Union İstasyonu’nda toplaşır, tatil havasına çoktan girmiş olan Chicago’lu dostlarımızla alelacele vedalaşırdık.","Los que seguían viaje más allá de Chicago se reunían en la vieja Union Station a la seis de una tarde de diciembre con algunos amigos de Chicago que, sumergidos ya en la alegría de las fiestas, acudían a despedirlos."
3289,,"I remember the fur coats of the girls returning from Miss This-or-That’s and the chatter of frozen breath and the hands waving overhead as we caught sight of old acquaintances, and the matchings of invitations: “Are you going to the Ordways’? the Herseys’? the Schultzes’?” and the long green tickets clasped tight in our gloved hands.","Tôi vẫn còn nhớ hình ảnh những chiếc áo choàng lông của những nữ sinh đang trở về nhà từ những ký túc xá nữ, nhớ những tiếng nói líu lo huyên thuyên từ những hơi thở đã biến thành hơi sương và những bàn tay giơ lên cao khỏi đầu vẫy chào khi thoáng gặp bóng dáng những người quen lúc trước. Rồi những lời mời mọc đáp lễ, ""Bạn đi tới gia đình Ordways' à? Hay gia đình Herseys'? Hay gia đình Schultzes'?"" Sau đó những chiếc vé tàu xanh dài được nắm chặt trong những bàn tay đang đeo găng của chúng tôi.","Kürklerine sarınmış Miss falanca okulundan kızların ağızlarından buhar çıkarak çene çalmalarını, bir tanıdıkla rastlaşınca soğuktan donmuş ellerini hevesle sallayışlarını, “Ordway’lere mi gidiyorsun? Hersey’lere mi? Schuttz’lara mı?” diye oradan oraya seslenişlerini ve eldivenli ellerimizde sımsıkı tuttuğumuz o uzun, yeşil biletleri hiç unutmam.","Recuerdo los abrigos de piel de las chicas que volvían del colegio de miss Tal o miss Cual, y las charlas entre el vaho helado de la respiración, y las manos que se levantaban a saludar cuando veíamos a viejos amigos, y cómo comparábamos nuestras listas de invitaciones, «¿Vas a la fiesta de los Ordway, de los Hersey, de los Schultz?»[26]. Y los billetes del tren, alargados y verdes, bien apretados en las manos enguantadas."
3290,,"And last the murky yellow cars of the Chicago, Milwaukee and St. Paul railroad looking cheerful as Christmas itself on the tracks beside the gate.","Cuối cùng là hình ảnh những toa tàu lửa vàng màu của những tuyến đường Chicago, Milwaukee and St. Paul trông tươi vui như đêm giáng sinh, đang nằm trên những đường rầy cạnh bên cánh cổng sân ga.","Chicago, Milwaukee ve St. Paul hattının kirli sarı renkli vagonları istasyona girdiğinde ise, Noel şenlikleri başlamışçasına neşelenirdik.","Y, por fin, en la vía, cerca de la entrada, los lóbregos vagones de la línea Chicago, Milwaukee y Saint Paul, que nos parecían alegres como las mismas navidades."
3291,,"When we pulled out into the winter night and the real snow, our snow, began to stretch out beside us and twinkle against the windows, and the dim lights of small Wisconsin stations moved by, a sharp wild brace came suddenly into the air.","Khi chuyến tàu của chúng tôi lao vào trong đêm đông thì tuyết trắng, phải rồi chính là những dải tuyết thật của quê chúng tôi, bắt đầu trải dài ở hai bên đường, phản chiếu lấp lánh qua những ô cửa sổ của con tàu. Những ánh đèn leo lét của những nhà ga nhỏ bé ở Wisconsin lướt qua nhanh và một làn không khí đầy kích thích cuồng nhiệt đột nhiên ngập tràn trong không gian.","Tren hareket edip kış gecelerinin içine daldığında sahici karlar, yani bizim karlarımız iki yanımızda uzanmaya ve camları lekelemeye başlar, Wisconsin istasyonlarının cılız ışıkları bir görünüp bir kaybolur olduğundaysa, ortalık bir anda keskin ve yabanıl bir havaya bürünürdü.","Cuando nos adentrábamos en la noche de invierno y la verdadera nieve, nuestra nieve, empezaba a extenderse por todos lados y a titilar y estrellarse contra las ventanas del tren, y pasaban las luces mortecinas de las pequeñas estaciones de Wisconsin, el aire se endurecía de pronto, afilado y cortante."
3292,,"We drew in deep breaths of it as we walked back from dinner through the cold vestibules, unutterably aware of our identity with this country for one strange hour, before we melted indistinguishably into it again.","Chúng tôi hít sâu vào lòng ngực làn không khí đó khi bước về chỗ ngồi của mình từ bữa ăn chiều ngang qua những hành lang lạnh giá. Trong một giờ đồng hồ ngắn ngủi đầy lạ lùng này chúng tôi nhận thức ra được, một cách không sao diễn tả, những đặc điểm riêng biệt của mình so với quê hương này trước khi chúng tôi bị lẫn lộn vào trong nó một cách không sao còn phân biệt được nữa.","Yemek vagonundan yerlerimize dönerken geçtiğimiz vagonlar arası soğuk geçitlerde işte bu havayı ciğerlerimize çeker, bu ülkeyle özdeşliğimizi, yeniden onun içinde eriyip kaybolmadan önce, hiç değilse bir saatlik bu tuhaf zaman diliminde derinden hissederdik.","Lo aspirábamos profundamente cuando volvíamos de cenar a través de las plataformas heladas, inconcebiblemente conscientes durante una hora extraordinaria de nuestra identificación con el país, antes de unirnos y confundirnos de nuevo con él."
3293,,"That’s my Middle West—not the wheat or the prairies or the lost Swede towns, but the thrilling returning trains of my youth, and the street lamps and sleigh bells in the frosty dark and the shadows of holly wreaths thrown by lighted windows on the snow.","Đó là quê hương miền Trung Tây của tôi, không phải là những đồng lúa mì, hay những đồng cỏ, hay những thị trấn heo hút người Thụy Điển, mà là những chuyến tàu đầy cảm xúc đưa tôi quay trở về với tuổi thơ, về với những ngọn đèn đường, những chuông nhạc của xe trượt tuyết ngựa kéo trong đêm tối giá lạnh và những chiếc bóng của những vòng hoa treo cửa ngày lễ được chiếu rọi xuống mặt tuyết trắng từ những khung cửa sổ ngập tràn ánh đèn.","Benim Orta Batım buydu işte; buğday tarlaları, bozkırlar ve harap İsveç köyleri değil, gençli­ğimde heyecan içinde trenle eve dönüşlerim, ayaz karanlığın içindeki sokak lambaları, kızakların çın­gırak sesleri ve çobanpüsküllü Noel çelenklerinin pencerelerdeki ışıklarla kara vuran gölgeleri.","Ése era mi Medio Oeste, no el trigo ni las praderas ni los perdidos pueblos de los suecos, sino los emocionantes trenes de mi juventud en los que regresaba, y las farolas de la calle y las campanillas de los trineos en la oscuridad escarchada y las sombras de las coronas de acebo que las ventanas iluminadas proyectaban sobre la nieve."
3294,,"I am part of that, a little solemn with the feel of those long winters, a little complacent from growing up in the Carraway house in a city where dwellings are still called through decades by a family’s name.","Tôi là một thành phần của những thứ đó, hơi một chút trang nghiêm và đầy cảm xúc với những mùa đông dài giá lạnh này, hơi tự mãn vì đã mình sanh trưởng trong căn nhà của dòng họ Carraway, trong một thành phố nơi mà những căn nhà qua bao thập niên vẫn được gọi theo tên của gia đình.","Ben bunların bir parçasıyım, üzerimde o uzun kış gecele­rinin verdiği bir parça ağırlık, evlerin onlarca yıldır içinde yaşayanların aile isimleriyle anıldığı bir kentte Carraway’lerin evinde yetişmiş olmanın verdiği bir kanaatkarlık vardır.","Formo parte de ese mundo, un poco solemne por la sensación de aquellos largos inviernos, un poco orgulloso por haber crecido en la casa de los Carraway, en una ciudad en la que las casas todavía son conocidas durante décadas por el nombre de la familia propietaria."
3295,,"I see now that this has been a story of the West, after all—Tom and Gatsby, Daisy and Jordan and I, were all Westerners, and perhaps we possessed some deficiency in common which made us subtly unadaptable to Eastern life.","Bây giờ tôi thấy rằng cuối cùng câu chuyện vừa xẩy ra rốt cuộc vẫn là chuyện của miền Tây. Tom và Gatsby, Daisy và Jordan và tôi, tất cả đều là dân miền Tây, và có lẽ chúng tôi đã có cùng chung vài nhược điểm khiến chúng tôi cùng không thể thích nghi sống cuộc sống ở miền Đông.","Tüm bu anlattıklarımın aslında Batının öyküsü olduğunu bugün anlıyorum: Tom ve Gatsby, Daisy, Jordan ve ben; hepimiz Batılıydık ve belki de, Doğu’nun yaşamına çok de ayak uydurmamızı gizliden gizliye engelleyen, ortak bir kusurumuz vardı.","Ahora comprendo que, al fin y al cabo, esta historia ha sido una historia del Oeste: Tom y Gatsby, Daisy y Jordan y yo somos del Oeste, y quizá suframos en común alguna deficiencia que nos hace sutilmente inadaptables a la vida en el Este."
