Single_ent,en,es,tr,vi
['elizabeth'],"Without allowing herself time for consideration, and scarcely knowing what she felt, [MASK], on finishing this letter, instantly seized the other, and opening it with the utmost impatience, read as follows: it had been written a day later than the conclusion of the first.","Sin tomar tiempo para meditar y sin saber apenas lo que sentía al acabar la lectura de esta carta, [MASK] abrió la otra con impaciencia y leyó lo que sigue, escrito un día después:","Kendine düşünmek için zaman vermeden ve ne hissettiğini de bilmeden, [MASK] bu mektubu bitirince hemen ötekine sarıldı; mektubu sabırsızlıkla açıp okudu: ilk mektuptan bir gün sonra yazılmıştı.","Không cho phép mình có thời gian để suy nghĩ và không biết mình nghĩ gì, sau khi đọc xong lá thư thứ nhất, [MASK] hấp tấp mở lá thứ hai ra đọc, được viết sau lá thư trước một ngày."
['elizabeth'],"[MASK] hesitated; but her knees trembled under her, and she felt how little would be gained by her attempting to pursue them. Calling back the servant, therefore, she commissioned him, though in so breathless an accent as made her almost unintelligible, to fetch his master and mistress home instantly.","[MASK] dudó; pero le temblaban las rodillas y comprendió que no ganaría nada con tratar de alcanzarlos. Por consiguiente, llamó al criado y le encargó que trajera sin dilación a sus señores, aunque dio la orden con voz tan apagada que casi no se le oía.","[MASK] tereddüt etti, ama dizleri titriyordu ve peşlerinden gitmeye çalışmasının ne kadar faydasız olacağını hissetti. Bunun üzerine, uşağı geri çağırarak, soluksuzluktan neredeyse anlaşılmaz bir sesle efendisiyle hanımını derhal eve getirmesini söyledi.","[MASK] do dự, nhưng hai đầu gối cô run rẩy, và cô nghĩ nếu cô tự đi sẽ bất lợi hơn. Cô gọi gia nhân lại, với giọng nói hổn hển hầu như không ai hiểu nổi, nhờ anh đi tìm hai ông bà lập tức."
['jane'],"“My father has gone to London, and [MASK] has written to beg my uncle’s immediate assistance, and we shall be off, I hope, in half an hour. But nothing can be done; I know very well that nothing can be done. How is such a man to be worked on? How are they even to be discovered? I have not the smallest hope. It is every way horrible!”","––Mi padre ha ido a Londres y [MASK] escribe solicitando la inmediata ayuda de mi tío; espero que nos iremos dentro de media hora. Pero no se puede hacer nada, sé que no se puede hacer nada. ¿Cómo convencer a un hombre semejante? ¿Cómo descubrirles? No tengo la menor esperanza. Se mire como se mire es horrible.","""Babam Londra'ya gitmiş; [MASK] de mektup yazıp dayımın yardımını istedi; yarım saat içinde gideriz, umarım. Ama yapacak bir şey yok; biliyorum, yok. Böyle bir adam nasıl ikna edilir? Nasıl bulacağız onları? Hiç umudum yok. Her yanıyla korkunç!""","- Bố tôi đã đi London. [MASK] viết thư xin cậu tôi giúp đỡ, riêng tôi hi vọng chúng tôi có thể lên đường trong vòng nửa giờ. Nhưng không thể làm gì cả, tôi biết rõ không thể làm được gì. Làm thế nào để tìm ra họ? Tôi không có hi vọng gì. Mọi chuyện đều quá khủng khiếp."
['elizabeth'],"It may be easily believed, that however little of novelty could be added to their fears, hopes, and conjectures, on this interesting subject by its repeated discussion, no other could detain them from it long, during the whole of the journey. From [MASK]’s thoughts it was never absent. Fixed there by the keenest of all anguish, self-reproach, she could find no interval of ease or forgetfulness.","Aunque pocas cosas nuevas podían añadir a sus temores, esperanzas y conjeturas sobre tan interesante asunto, los viajeros lo debatieron durante todo el camino. [MASK] no podía pensar en otra cosa. La más punzante de todas las angustias, el reproche a sí misma, le impedía encontrar el menor intervalo de alivio o de olvido.","Bu önemli konudaki korkularına, umutlarına ve dileklerine tekrar tekrar konuşmakla pek yeni bir şey eklenemeyeceği kolayca tahmin edilebilirse de bütün yolculuk boyu başka hiçbir konu onları bundan uzun süre ayıramadı. [MASK]'in düşüncelerinden hiç çıkmadı. Tüm ızdırap ve vicdan azabıyla sıkı sıkı oraya yerleşmişti ve ne bir an rahat nefes almasına ne de unutmasına izin verdi.","Dù cho không có nhiều điều gì mới lạ thêm vào những lo âu, hi vọng và phỏng đoán, không ai có thể gạt bỏ những tâm tư này được lâu trong suốt cuộc hành trình. Tâm trí [MASK] luôn luôn vướng bận. Bọ dằn vặt vì mọi khổ não và tự trách móc, không lúc nào cô cảm thấy thoải mái hoặc tạm quên vụ việc."
"['señor gardiner', 'mr gardiner', 'gardiner']","But Mr. [MASK], though he assured her again of his earnest endeavours in the cause, could not avoid recommending moderation to her, as well in her hopes as her fears; and after talking with her in this manner till dinner was on table, they left her to vent all her feelings on the housekeeper, who attended in the absence of her daughters.","El [MASK] le repitió que haría todo lo que pudiera y le recomendó que moderase sus esperanzas y sus temores. Conversó con ella de este modo hasta que la comida estuvo en la mesa, y la dejó que se desahogase con el ama de llaves que la asistía en ausencia de sus hijas.",[MASK] o amaçla elinden geleni yapacağını ifade ettiyse de ona korkusunda da umutlarında da ılımlı olmasını tavsiye etmeden duramadı; akşam yemeği masaya gelene kadar onunla bu şekilde konuştuktan sonra tüm duygularını kızlarının yokluğunda hizmetini üstlenen kahyaya boşaltması için yanından ayrıldılar.,"Nhưng ông [MASK], dù đã trấn an ba lần nữa rằng ông sẽ cố gắng, vẫn muốn khuyên bà nên giữ bình tĩnh trong hi vọng cũng như trong lo sợ. Họ cố khuyên giải bà như thế cho đến giờ ăn tối, rồi họ để bà ở lại trút mọi tâm tư lên người quản gia đi đến để chăm sóc bà trong khi các cô con gái dùng bữa."
"['elizabeth', 'elizabeth––', 'eliz']","“She had better have stayed at home,” cried [MASK]: “perhaps she meant well, but, under such a misfortune as this, one cannot see too little of one’s neighbours. Assistance is impossible; condolence, insufferable. Let them triumph over us at a distance, and be satisfied.”",––Más habría valido que se hubiese quedado en su casa ––dijo [MASK]; puede que sus intenciones fueran buenas; pero en desgracias como ésta se debe rehuir de los vecinos. No pueden ayudarnos y su condolencia es ofensiva. ¡Que se complazcan criticándonos a distancia!,"""Keşke evinde kalsaydı,"" diye haykırdı [MASK]; ""belki iyi niyetlidir ama böyle bir talihsizlik karşısında insan komşularını ne kadar az görse o kadar iyidir. Yardım etmek imkânsız, teselli etmek katlanılmaz bir şey. Uzaktan keyiflensinler, tatmin olsunlar.","[MASK] thốt lên: - Đáng lẽ bà không nên đến; có lẽ bà có ý tốt, nhưng trong cảnh vô phúc như thế này không thể nghĩ quá tốt về hàng xóm. Hỗ trợ thì không thể được; an ủi thì không thể chịu đựng nổi. Hãy để họ chiến thắng từ nơi xa, và thoả chí."
"['mr bennet', 'bennet', 'señor bennet']","When Mr. [MASK] arrived, he had all the appearance of his usual philosophic composure. He said as little as he had ever been in the habit of saying; made no mention of the business that had taken him away; and it was some time before his daughters had courage to speak of it.","El [MASK] llegó con su acostumbrado aspecto de filósofo. Habló poco, como siempre; no dijo nada del motivo que le había impulsado a regresar, y pasó algún tiempo antes de que sus hijas tuvieran el valor de hablar del tema.","[MASK] geldiğinde her zamanki filozofça soğukkanlılığı üstündeydi. Her zamanki alışkanlığıyla az konuştu; onu oralara götüren işten hiç bahsetmedi, kızlarının bunu konuşacak cesareti bulmaları da biraz zaman aldı.","Khi ông [MASK] về đến, ông hoàn toàn có vẻ bề ngoài điềm đạm thường nhật. Ông cũng ít nói như theo thói quen, không đả động đến sự việc đã khiến ông phải ra đi, và phải sau một thời gian các cô con gái mới có đủ can đảm hỏi han ông."
['elizabeth'],"It was not till the afternoon, when he joined them at tea, that [MASK] ventured to introduce the subject; and then, on her briefly expressing her sorrow for what he must have endured, he replied, “Say nothing of that. Who should suffer but myself? It has been my own doing, and I ought to feel it.”","Por la tarde, cuando se reunió con ellas a la hora del té, [MASK] se aventuró a tocar la cuestión; expresó en pocas palabras su pena por lo que su padre debía haber sufrido, y éste contestó: ––Déjate. ¿Quién iba a sufrir sino yo? Ha sido por mi culpa y está bien que lo pague.","Sonunda öğleden sonra çay için onlara katıldı ve ancak o zaman [MASK] meseleye giriş yapmayı göze alabildi; sonra, neler çekmiş olması gerektiği konusundaki üzüntülerini ifade etmesi üzerine şöyle dedi, ""Bundan bahsetme. Ben çekmeyeceğim de kim çekecek? Benim yüzümden oldu, cezasını çekmem gerek.","Vào buổi chiều, khi ông dùng trà với các con mình, [MASK] bắt đầu câu chuyện, và rồi, khi cô tỏ ý ái ngại về sự chịu đựng của ông, ông trả lời: - Đừng nói gì về việc này. Ai chịu khổ sở nếu không phải là bố? Việc này là do bố gây ra, bố phải cảm thấy điều ấy."
"['lizz', 'lizzy']","Then, after a short silence, he continued, “[MASK], I bear you no ill-will for being justified in your advice to me last May, which, considering the event, shows some greatness of mind.”","Después de un corto silencio, prosiguió: [MASK], no me guardes rencor por no haber seguido tus consejos del pasado mayo; lo ocurrido demuestra que eran acertados.","Sonra, kısa bir sessizliğin ardından devam etti, ""[MASK], bana geçen Mayıs ayında verdiğin tavsiyede haklı çıktığın için sana kızgın değilim; meseleyi düşününce, ne kadar akıllı olduğun görülüyor.","Im lặng một chốc, ông tiếp: - [MASK], bố không có ý nghĩ gì xấu về con vì con đã có lí khi khuyên bảo bố vào tháng năm rồi. Với biến cố này, những lời khuyên của con cho thấy óc suy nghĩ của con khá lắm."
"['elizabeth', 'elizabeth––']","“That is very true,” said [MASK]; “though it had not occurred to me before. His debts to be discharged, and something still to remain! Oh, it must be my uncle’s doings! Generous, good man, I am afraid he has distressed himself. A small sum could not do all this.”","––Es muy cierto ––dijo [MASK]; no se me había ocurrido. ¡Pagadas sus deudas y que todavía quede algo! Eso debe de ser obra de mi tío. ¡Qué hombre tan bueno y generoso! Temo que esté pasando apuros, pues con una pequeña cantidad no se hace todo eso.","""Bu çok doğru,"" dedi [MASK]; ""daha önce aklıma gelmedi. Borçları ödenecek, geriye de bir şey kalacak! Ah! Dayımın işi olmalı! Ne cömert, ne iyi kalpli bir adam; korkarım kendini sıkıntıya soktu. Bunlar az parayla yapılmış olamaz.","[MASK] nói: - Đúng thế, tuy con đã không nghĩ ra điều này. Mọi món nợ của anh ấy đã được thanh toán, mà còn lại chút ít tiền! Ôi, đây là do cậu con sắp xếp! Một con người độ lượng, tử tế, con ngại ông ấy phải chịu thiệt. Một số tiền nhỏ không thể làm mọi việc này. - Đúng vậy."
"['mr bennet', 'bennet']","Mr. [MASK] made no answer; and each of them, deep in thought, continued silent till they reached the house. Their father then went to the library to write, and the girls walked into the breakfast-room.","El señor [MASK] no contestó, y, ensimismados todos en sus pensamientos, continuaron en silencio hasta llegar a la casa. El padre se metió en la biblioteca para escribir, y las muchachas se fueron al comedor.","[MASK] cevap vermedi; her biri derin düşünceler içinde sessizce yürüdüler eve kadar. Babaları kütüphaneye, yazmaya gitti, kızlar da kahvaltı odasına gittiler.","Ông [MASK] không trả lời, và mỗi người vừa suy nghĩ từ trong ý nghĩ của mình vừa bước về nhà. Ông bố đi vào phòng đọc sách để viết thư trả lời, hai cô gái đi vào phòng ăn sáng."
"['bennet', 'bà benne', 'mrs']","Her husband allowed her to talk on without interruption while the servants remained. But when they had withdrawn, he said to her, “Mrs. [MASK], before you take any, or all of these houses, for your son and daughter, let us come to a right understanding. Into one house in this neighbourhood they shall never have admittance. I will not encourage the imprudence of either, by receiving them at Longbourn.”","Su marido la dejaba hablar sin interrumpirla mientras los criados estaban delante. Pero cuando se marcharon, le dijo: ––Señora [MASK], antes de tomar ninguna de esas casas o todas ellas para tu hija, vamos a dejar las cosas claras. Hay en esta vecindad una casa donde nunca serán admitidos. No animaré el impudor de ninguno de los dos recibiéndolos en Longbourn.","Kocası müdahale etmeden konuşmasına izin verdi, hizmetçiler oradayken. Hizmetçiler çekildikleri zaman ona şöyle dedi, ""Mrs [MASK], oğlunuz ya da kızınız için bu evlerin herhangi birini ya da hepsini tutmadan önce bir konuda anlaşalım. Bu muhitteki tek bir eve asla giremezler. Onları Longbourn'da kabul ederek ahlaksızlıklarını ödüllendirmeyeceğim.","Ông chồng bà để cho bà nói mà không ngắt quãng khi có gia nhân chung quanh. Nhưng khi họ rút lui, ông nói với bà: - [MASK], trước khi bà chọn ngôi nhà nào, hoặc tất cả ngôi nhà cho con rể và con gái của bà, chúng ta cần hiểu nhau đúng mức. Hai người sẽ chẳng bao giờ được đặt chân đến một ngôi nhà trong vùng này. Tôi sẽ không khuyến khích thói khinh suất của mấy đứa khác bằng cách tiếp hai người tại Longbourn."
"['mrs bennet', 'bennet', 'señora bennet']","They came. The family were assembled in the breakfast-room to receive them. Smiles decked the face of Mrs. [MASK], as the carriage drove up to the door; her husband looked impenetrably grave; her daughters, alarmed, anxious, uneasy.","Llegaron. La familia estaba reunida en el saloncillo esperándolos. La sonrisa adornaba el rostro de la [MASK] cuando el coche se detuvo frente a la puerta; su marido estaba impenetrablemente serio, y sus hijas, alarmadas, ansiosas e inquietas.","Geldiler. Aile kahvaltı odasında toplandı, onları karşılamak için. Araba kapıya yanaşırken [MASK]'ın yüzünde gülücükler açtı; kocası nüfuz edilmez biçimde ciddi görünüyordu; kızları telaşlı, endişeli, gergindiler.","Hai người đã đến. Cả gia đình tụ tập trong phòng ăn sáng để tiếp đón họ. Những nụ cười trang điểm gương mặt bà [MASK] khi cỗ xe chạy đến tận ngạch cửa; ông chồng bà lộ vẻ nghiêm nghị mà không ai đoán được tâm tư ông ra sao; riêng các cô con gái lo lắng, xốn xang, mất tự nhiên."
"['mrs bennet', 'bennet', 'señora bennet', 'benne']","No one but Mrs. [MASK] regretted that their stay would be so short; and she made the most of the time by visiting about with her daughter, and having very frequent parties at home. These parties were acceptable to all; to avoid a family circle was even more desirable to such as did think than such as did not.","Nadie, excepto la [MASK], sentía que su estancia fuese tan corta. La mayor parte del tiempo se lo pasó en hacer visitas acompañada de su hija y en organizar fiestas en la casa. Las fiestas eran gratas a todos; evitar el círculo familiar era aún más deseable para los que pensaban que para los que no pensaban.","[MASK] dışında hiç kimse o kadar kısa kalacak olmalarına üzülmedi; [MASK] zamanı iyi değerlendirdi, kızıyla eşi dostu ziyaret ederek, evde sık sık parti vererek. Bu partiler herkese makul geldi; hatta aile havasından kurtulmak aileden yana dertli olanların olmayanlardan daha çok hoşuna gitti.","Chỉ trừ bà [MASK], không ai tỏ ý tiếc hai người ở lại trong thời gian ngắn như thế. Bà tận dụng phần lớn thời gian bằng cách dẫn cô con gái đi thăm viếng người này người nọ, và thường tổ chức những buổi họp mặt ở nhà. Mọi người đều chấp nhận những buổi họp mặt ở nhà như thế; ý nghĩ về việc tránh sum họp gia đình dù sao cũng tốt hơn là không nghĩ gì cả."
"['wickha', 'mr wickham', 'wickham']","“Come, Mr. [MASK], we are brother and sister, you know. Do not let us quarrel about the past. In future, I hope we shall be always of one mind.”","––Vamos, [MASK]; somos hermanos. No discutamos por el pasado. Espero que de ahora en adelante no tengamos por qué discutir.","""Hadi, [MASK], biz artık abla kardeşiz. Geçmiş yüzünden kavga etmeyelim. Gelecekte umarım hep aynı fikirde olacağız.","- Này, anh [MASK], chúng ta là em rể và chị vợ, anh biết đấy nhé. Ta không nên tranh cãi về quá khứ. Trong tương lai, tôi hi vọng chúng ta luôn đồng ý với nhau."
['lydia'],"“It is no such thing. [MASK] does not leave me because she is married; but only because her husband’s regiment happens to be so far off. If that had been nearer, she would not have gone so soon.”","No es eso. [MASK] no me abandona porque se haya casado, sino porque el regimiento de su marido está lejos. Si hubiera estado más cerca, no se habría marchado tan pronto.","""Öyle bir şey değil. [MASK] beni evlendiği için terketmedi; kocasının bölüğü uzakta olduğu için terketti. Yakında olsaydı bu kadar çabuk gitmesi gerekmezdi.","- Không phải như thế. [MASK] xa mẹ không phải vì đi lấy chồng, mà chỉ vì trung đoàn của chồng nó đóng ở nơi xa. Nếu họ đóng ở nơi gần hơn thì con nhỏ không phải đi sớm như thế."
"['lizz', 'elizabeth', 'lizzy']","“I saw you look at me to-day, [MASK], when my aunt told us of the present report; and I know I appeared distressed; but don’t imagine it was from any silly cause. I was only confused for the moment, because I felt that I should be looked at. I do assure you that the news does not affect me either with pleasure or pain. I am glad of one thing, that he comes alone; because we shall see the less of him. Not that I am afraid of myself, but I dread other people’s remarks.”","––He notado, [MASK], que cuando mi tía comentaba la noticia del día, me estabas mirando. Ya sé que pareció que me dio apuro, pero no te figures que era por alguna tontería. Me quedé confusa un momento porque me di cuenta de que me estaríais observando. Te aseguro que la noticia no me da tristeza ni gusto. De una cosa me alegro: de que viene solo, porque así lo veremos menos. No es que tenga miedo por mí, pero temo los comentarios de la gente.","""Bugün teyzem bu haberi verince bana baktığını gördüm, [MASK]; rahatsız göründüğümü biliyorum. Ama aptal bir sebepten olduğunu düşünme. Sadece bir an kafam karıştı, çünkü bana bakılacağını hissettim. Haberin bana sevinç ya da üzüntü vermediğinden emin ol. Sadece bir şeye memnunum, yalnız başına geliyor; o zaman onu daha az görürüz. Kendimden korktuğumdan değil, ama başkalarının sözlerinden dehşet duyuyorum.","- [MASK], chị thấy em dò xét nhìn chị khi dì chúng ta báo tin, và chị biết chị lộ vẻ đau khổ. Nhưng em đừng nghỉ đây là do một nguyên nhân ngu xuẩn nào. Chị chỉ hoang mang trong một khoảnh khắc, vì chị nghĩ chị sẽ phải bị dò xét. Chị muốn em tin rằng chị không vui hoặc buồn gì cả về tin này. Chị chỉ mừng với một điều, đấy là ta sẽ ít gặp anh hơn, bởi vì anh ấy sẽ trở lại một mình. Không phải chị e sợ về mình, nhưng chị chán ngán những lời bình phẩm của thiên hạ."
"['mrs bennet', 'bennet', 'señora bennet']","Mrs. [MASK] had been strongly inclined to ask them to stay and dine there that day; but, though she always kept a very good table, she did not think anything less than two courses could be good enough for a man on whom she had such anxious designs, or satisfy the appetite and pride of one who had ten thousand a year.","La [MASK] había estado a punto de invitarles a comer aquel mismo día, pero a pesar de que siempre se comía bien en su casa, no creía que dos platos fuesen de ningún modo suficientes para un hombre que le inspiraba tan ambiciosos proyectos, ni para satisfacer el apetito y el orgullo de otro que tenía diez mil libras al año de renta.","[MASK] o gün kalıp onlarla yemek yemelerini teklif etmeyi çok istiyordu ama, sofrası her zaman gayet iyi de olsa, hakkında öyle hevesli planlar kurduğu bir adamı memnun etmeye ya da yılda on bin kazanan bir diğerinin iştahını ve gururunu tatmin etmeye iki menüden aşağısı yetmez diye düşündü.","Bà [MASK] đã rất muốn giữ họ lại và mời họ ăn tối ngay ngày hôm ấy, nhưng tuy bà luôn chuẩn bị bàn ăn tươm tất, bà nghĩ ít nhất phải có hai món chính để xứng với một người mà bà đã có những ý đồ khao khát, hoặc để thoả mãn tính háo ăn và kiêu hãnh của một người có thu nhập mười nghìn mỗi năm."
"['mrs bennet', 'bennet', 'señora bennet']","He came, and in such very good time, that the ladies were none of them dressed. In ran Mrs. [MASK] to her daughters’ room, in her dressing-gown, and with her hair half finished, crying out,—","Llegó tan temprano que ninguna de las señoras estaba vestida, La [MASK] corrió al cuarto de sus hijas, en bata y a medio peinar, exclamando:","Geldi; hem de öyle iyi bir zamanda geldi ki hanımların hiçbiri henüz giyinmemişti. [MASK] sabahlığı içinde, saçı yarı yapılmış halde, çığlık çığlığa kızının odasına daldı,","Anh đến, và đến sớm, đến nỗi các cô chưa kịp ăn vận đàng hoàng. Bà [MASK] chạy vào phòng cô con gái, khi bà vẫn còn đang mặc áo khoác ngoài, đầu tóc chỉ bới chải được một nửa."
"['mrs bennet', 'bennet']","He scarcely needed an invitation to stay supper; and before he went away an engagement was formed, chiefly through his own and Mrs. [MASK]’s means, for his coming next morning to shoot with her husband.","Apenas necesitó que le invitaran para quedarse a cenar y, antes de que se fuera, la señora [MASK] le hizo una nueva invitación para que viniese a la mañana siguiente a cazar con su marido.",Gece yemeğine kalmak için davet edilmesi bile gerekmedi; gitmeden önce daha çok kendisinin ve [MASK]'ın girişimleriyle ertesi sabah kocasıyla ava çıkmaya gelmesi için sözleşildi.,"Anh không cần được mời ở lại để dùng bữa khuya, trước khi anh ra về, anh và bà [MASK] đồng ý với nhau về việc anh sẽ trở lại buổi sáng hôm sau để đi săn với ông chồng bà."
"['cô benne', 'bennet', 'miss bennet']","“[MASK], do you know who I am? I have not been accustomed to such language as this. I am almost the nearest relation he has in the world, and am entitled to know all his dearest concerns.”","––Señorita [MASK], ¿sabe usted quién soy? No estoy acostumbrada a ese lenguaje. Soy casi el familiar más cercano que tiene mi sobrino en el mundo, y tengo motivos para saber cuáles son sus más caros intereses.","""[MASK], siz benim kim olduğumu biliyor musunuz? Ben bu tip lisana alışkın değilim. Onun dünyadaki hemen hemen en yakın akrabasıyım ve tüm önemli meselelerini bilmeye yetkiliyim.","- [MASK], cô có biết tôi là ai không? Tôi không quen nghe thứ ngôn ngữ như thế này. Tôi gần như là người thân thiết nhất của cháu tôi trên thế gian này, tôi có quyền được biết về mọi quan hệ thân thiết nhất của nó."
"['anh darcy', 'darcy', 'mr darcy']","“Let me be rightly understood. This match, to which you have the presumption to aspire, can never take place. No, never. Mr. [MASK] is engaged to my daughter. Now, what have you to say?”","––Pero no los tiene usted para saber cuáles son los míos, ni el proceder de usted es el más indicado para inducirme a ser más explícita. ––Entiéndame bien: ese matrimonio al que tiene usted la presunción de aspirar nunca podrá realizarse, nunca. El señor [MASK] está comprometido con mi hija. ¿Qué tiene usted que decir ahora?","""Doğru anlaşıldığımdan emin olmalıyım. Hayal etme cüreti gösterdiğiniz bu beraberlik asla gerçekleşemez. Hayır, asla. [MASK] benim kızımla nişanlı. Hadi bakalım şimdi ne diyeceksiniz?","- Tôi cân cho cô hiểu thật rõ về tôi. Cuộc hôn nhân này, mà cô đã táo tợn kỳ vọng, sẽ chẳng bao giờ xảy ra. Không, không bao giờ. [MASK] đã hứa hôn với con gái của tôi. Bây giờ, cô muốn nói gì? - Chỉ thế này!"
"['cô benne', 'bennet', 'miss bennet']","“Obstinate, headstrong girl! I am ashamed of you! Is this your gratitude for my attentions to you last spring? Is nothing due to me on that score? Let us sit down. You are to understand, [MASK], that I came here with the determined resolution of carrying my purpose; nor will I be dissuaded from it. I have not been used to submit to any person’s whims. I have not been in the habit of brooking disappointment.”","––¡Ah, criatura tozuda y obstinada! ¡Me da usted vergüenza! ¿Es esa su gratitud por mis atenciones en la pasada primavera? Sentémonos. Ha de saber usted, señorita [MASK], que he venido aquí con la firme resolución de conseguir mi propósito. No me daré por vencida. No estoy acostumbrada a someterme a los caprichos de nadie; no estoy hecha a pasar sinsabores.","""İnatçı, dikbaşlı kız! Senden utanıyorum! Geçen baharda sana gösterdiğim ilgi alakaya böyle mi teşekkür edecektin? O zamandan bana borcun yok mu? ""Oturalım. Anlayacaksın, [MASK], buraya amacımı gerçekleştirmeye kararlı olarak geldim; vazgeçmem. Ben ömrümde kimsenin kaprisine boyun eğmedim. Ömrümde hoşgörmedim hayır cevabını.","- Cái đứa con gái ngoan cố, cứng đầu! Tôi lấy làm xấu hổ cho cô! Đây là cách cô trả ơn về những chăm sóc của tôi đối với cô mùa xuân vừa qua, phải không? Cô không cảm thấy còn nợ tôi một chuyện gì đấy hay sao? Ta hãy ngồi xuống. [MASK], cô nên hiểu tôi đến đây với quyết tâm muốn thực hiện mục đích của tôi, không gì có thể lay chuyển được tôi. Tôi không quen chịu phục tùng ý muốn bốc đồng của ai cả. Tôi không có thói quen chịu đựng thất vọng."
"['cô benne', 'bennet', 'miss bennet', 'señorita bennet']","“[MASK], I am shocked and astonished. I expected to find a more reasonable young woman. But do not deceive yourself into a belief that I will ever recede. I shall not go away till you have given me the assurance I require.”",¡[MASK]! ¡Estoy horrorizada y sorprendida! Esperaba que fuese usted más sensata. Pero no se haga usted ilusiones: no pienso ceder. No me iré hasta que me haya dado la seguridad que le exijo.,"""[MASK], şok oldum, dehşete düştüm. Daha makul bir genç kadın bulacağımı sanmıştım. Ama vazgeçeceğimi düşünerek kendini aldatma. Bana istediğim garantiyi verene kadar buradan gitmeyeceğim.","- [MASK], tôi bị sốc và ngạc nhiên. Tôi đã mong gặp một người con gái biết điều hơn. Nhưng cô đừng ảo vọng tôi sẽ nhượng bộ. Tôi sẽ không ra về nếu cô không bảo đảm với tôi việc tôi yêu cầu."
"['cô benne', 'bennet', 'miss bennet']","“And this is your real opinion! This is your final resolve! Very well. I shall now know how to act. Do not imagine, [MASK], that your ambition will ever be gratified. I came to try you. I hoped to find you reasonable; but depend upon it I will carry my point.”","––¿Y ésta es su actitud, su última resolución? Muy bien; ya sé lo que tengo que hacer. No se figure que su ambición, señorita [MASK], quedará nunca satisfecha. Vine para probarla. Esperaba que fuese usted una persona razonable. Pero tenga usted por seguro que me saldré con la mía.","""Gerçek görüşün bu demek! Son kararın bu! Çok güzel. Ben yapacağımı biliyorum. Sanma ki [MASK] hırsın mükafatını alacak. Buraya seni denemeye geldim. Seni makul bulacağımı umuyordum; ama şundan emin ol, ben aklıma koyduğumu yaparım.","- Và ý kiến thật sự của cô là như thế đấy! Đây là chủ định cuối cùng của cô?! Được lắm. Bây giờ tôi biết phải hành động như thế nào. [MASK], đừng tưởng tham vọng của cô sẽ thành hiện thực. Tôi đã đến nhằm cố gắng dàn xếp với cô. Tôi đã hy vọng cô là người biết điều, hầu tôi có thể thuyết phục."
"['anh darc', 'darcy', 'mr darcy']","“Mr. [MASK], I am a very selfish creature, and for the sake of giving relief to my own feelings care not how much I may be wounding yours. I can no longer help thanking you for your unexampled kindness to my poor sister. Ever since I have known it I have been most anxious to acknowledge to you how gratefully I feel it. Were it known to the rest of my family I should not have merely my own gratitude to express.”","––Señor [MASK], soy una criatura muy egoísta que no me preocupo más que de mis propios sentimientos, sin pensar que quizá lastimaría los suyos. Pero ya no puedo pasar más tiempo sin darle a usted las gracias por su bondad sin igual para con mi pobre hermana. Desde que lo supe he estado ansiando manifestarle mi gratitud. Si mi familia lo supiera, ellos también lo habrían hecho.","""[MASK], ben çok bencil bir yaratığım; kendi duygularımı rahatlatmak uğruna sizinkileri ne kadar rahatsız ettiğime aldırmam. Artık kendimi tutamıyorum; zavallı kızkardeşime yaptığınız benzersiz iyilik için size teşekkür ederim. Öğrendiğimden beri bunu ne kadar minnettarlıkla hissettiğimi size söylemek için sabırsızlanıyorum. Ailemin diğer üyeleri bilselerdi, sadece kendi minnettarlığımı ifade etmekle kalmazdım.","- [MASK], tôi là người rất ích kỷ, và trong khi tôi cố tạo khuây khỏa cho tâm tư tôi, tôi không để tâm đến việc tôi có thể gây tổn thương cho tâm tư anh ra sao. Tôi không còn có thể tránh né việc cám ơn anh về lòng tốt không gì sánh được đối với đứa em khốn khổ của tôi. Từ lúc tôi biết được việc này, tôi luôn khoắc khoải tìm cách nói cho anh rõ tôi cảm thấy trân trọng biết ơn anh đến dường nào. Nếu những người còn lại trong gia đình tôi được biết, tôi đã không chỉ nói ra về lòng tri ân của riêng tôi."
"['elizabeth', 'elizabeth quá']","[MASK] was too much embarrassed to say a word. After a short pause, her companion added, “You are too generous to trifle with me. If your feelings are still what they were last April, tell me so at once. My affections and wishes are unchanged; but one word from you will silence me on this subject for ever.”","[MASK] estaba tan confusa que no podía hablar. Después de una corta pausa, su compañero añadió: ––Es usted demasiado generosa para burlarse de mí. Si sus sentimientos son aún los mismos que en el pasado abril, dígamelo de una vez. Mi cariño y mis deseos no han cambiado, pero con una sola palabra suya no volveré a insistir más.","[MASK] tek kelime edemeyecek kadar utanmıştı. Kısa bir sessizlikten sonra yol arkadaşı sözlerine devam etti, ""Benimle oyun oynamayacak kadar naziksiniz. Eğer duygularınız hâlâ geçen Nisan'daki gibiyse, bana bunu hemen söyleyin. Benim duygu ve dileklerim değişmedi, ama tek bir sözünüz beni bu konuda ilelebet susturacaktır.","[MASK] lúng túng nên không thốt lên được lời nào. Im lặng một chốc, anh thêm: - Cô có tâm tình khoáng đạt nên tôi tin cô sẽ không đùa cợt với tôi. Nếu tâm tư của cô vẫn còn như lúc tháng Tư vừa rồi, cô cứ nói ngay cho tôi biết như thế. Những tình cảm và ước nguyện của tôi vẫn không thay đổi, nhưng chỉ cần một tiếng nói của cô là tôi sẽ không bao giờ đề cập đến chuyện này nữa."
