line_no,Ent,en,vi,tr,es
6515,,"When I handed her down to the door, there was a child, a pretty boy from two to three years old, in her carriage.","Lúc tôi tiễn cô ra cửa, tôi thấy trên xe ngựa của cô có một bé trai xinh đẹp chừng hai hay ba tuổi.","Onu kapıya kadar geçirdiğimde, arabasının içinde iki üç yaşlarında tatlı bir erkek çocuğu olduğunu gördüm.","Cuando la acompañé hasta la puerta de mi casa, después de despedirse de mí, vi a un hijo suyo, que la esperaba en el coche, un niño precioso de dos a tres años de edad."
6516,,"“‘For his sake, Doctor,’ she said, pointing to him in tears, ‘I would do all I can to make what poor amends I can.","− Vì con tôi, thưa bác sĩ, - cô ta vừa nói trong dòng lệ vừa chỉ đứa bé, - vì con tôi mà tôi làm tất cả những gì có thể để bù đắp lại.","""Onun hatırına Doktor,"" dedi, gözyaşları içinde çocuğu işaret ederek, ""elimden ne gelirse yaparım.","»—Por amor a este inocente, doctor,—me dijo la pobre madre hecha un mar de lágrimas,—he de llegar, en el camino de las reparaciones, hasta donde alcancen mis escasas fuerzas."
6518,,"I have a presentiment that if no other innocent atonement is made for this, it will one day be required of him.",Tôi có linh cảm rằng nếu việc sai trái này không được ai đền bù thì có ngày chính con tôi phải trả món nợ ấy.,"Bana öyle geliyor ki, eğer bu günahların bedeli ödenmezse bir gün acısı ondan çıkacak.","Una voz interior me dice que ha de purgar el inocente hijo los delitos de su culpable padre, si oportunamente no ofrezco alguna expiación por ellos."
6520,,"“She kissed the boy, and said, caressing him, ‘It is for thine own dear sake.","- Bà hôn chú bé kia, rồi vừa nói vừa âu yếm đứa con. - Tất cả là vì con.","Sonra kadın oğlunu öpüp okşayarak, ""Tüm bunlar senin için sevgili oğlum.","»Besó a continuación al niño, y le dijo:"
6521,"['charles', 'carlos', 'charle']","Thou wilt be faithful, little Charles?’","Con phải làm đúng những gì mẹ dặn nhé, Charles? − Dạ! - Đứa trẻ đáp lại đầy gan dạ.","Dediğimi yerine getireceksin, değil mi küçük Charles?"" dedi.","»—Por ti lo hago todo, Carlos."
6523,,I never saw her more.,Từ đó tôi không hề gặp lại.,O kadını bir daha hiç görmedim.,»—Nunca—respondió con resolución el niño.
6524,,"“As she had mentioned her husband’s name in the faith that I knew it, I added no mention of it to my letter.","Do cô ta đã nêu tên chồng ra vì nghĩ tôi đã biết rồi, tôi không thêm điều này vào bức thư của mình nữa.",Kadın kocasının adını bildiğimi düşünerek telaffuz ettiğinden mektubumda onun adını belirtmedim.,»No consigné en mi carta un nombre que me habían comunicado confidencialmente.
6525,,"I sealed my letter, and, not trusting it out of my own hands, delivered it myself that day.","Tôi niêm kín thư, và không tin ai, tôi đích thân đi gửi bức thư ấy trong ngày hôm đó.",Mektubu mühürledim ve kimseye güvenemediğimden o gün bunu bizzat kendi elimle teslim ettim.,"La cerré, y no queriendo confiarla a nadie, aquel día la llevé yo mismo a su destino."
6526,"['ernest defarg', 'ernest defarge', 'ernesto defarge']","“That night, the last night of the year, towards nine o’clock, a man in a black dress rang at my gate, demanded to see me, and softly followed my servant, Ernest Defarge, a youth, up-stairs.","Tối đó, đêm cuối cùng trong năm, gần chín giờ tối, một người áo đen rung chuông trước cổng đòi gặp tôi và lặng lẽ theo sau gia nhân trẻ tuổi của tôi, cậu Ernest Defarge, đi lên lầu.","O gece, yılın son gecesi, saat dokuza doğru, siyah giysili bir adam kapımın zilini çaldı, beni görmek istedi ve genç uşağım Ernest Defarge'ı usulca takip ederek yukarı kata çıktı.","»Por la noche, era la última del año, a eso de las nueve, llamó en mi casa un hombre vestido de negro, dijo que necesitaba verme, y mi criado Ernesto Defarge lo condujo a mi presencia."
6529,,"“An urgent case in the Rue St. Honore, he said.","Có ca bệnh cấp bách ở đường St. Honoré, hắn nói thế.","""Rue St Honore'da acil bir vaka var,"" dedi adam.",»—Un caso urgente en la calle St. Honoré—dijo.
6530,,"It would not detain me, he had a coach in waiting.",Sẽ không mất nhiều thời gian của tôi vì hắn đã có xe ngựa chờ sẵn.,"Çok vaktimi almayacağını, aşağıda bir arabanın beklediğini söyledi.",»Salí inmediatamente.
6531,,"“It brought me here, it brought me to my grave.","Xe đã đưa tôi đến đây, đến nấm mồ này.","O araba beni buraya, mezarıma getirdi.","En la calle me esperaba un coche... que me condujo aquí, a la tumba."
6532,,"When I was clear of the house, a black muffler was drawn tightly over my mouth from behind, and my arms were pinioned.","Tôi vừa ra khỏi nhà thì một dải khăn đen từ phía sau đã buộc chặt miệng tôi, và trói chặt hai tay.","Ev gözden kaybolur kaybolmaz, arkadan biri uzanıp ağzımı siyah bir bezle sıkıca sarıp kollarımı bağladı.","Apenas habíamos perdido de vista mi casa, cuando inopinadamente me amordazaron y sujetaron con cuerdas los brazos."
6533,,"The two brothers crossed the road from a dark corner, and identified me with a single gesture.","Từ một góc tối bên kia đường, hai anh em nhà ấy băng qua và chỉ phất tay một cái ra dấu rằng đã nhận ra tôi.",Karanlık bir köşeden o iki kardeş çıkarak bize yaklaştılar ve tek bir işaretle beni tanıdıklarını belli ettiler.,No tardaron en salir los dos hermanos al encuentro del coche.
6534,,"The Marquis took from his pocket the letter I had written, showed it me, burnt it in the light of a lantern that was held, and extinguished the ashes with his foot.","Hầu tước lấy trong túi ra bức thư tôi đã gửi, chìa cho tôi xem, rồi đốt cháy trong ngọn lửa đèn lồng cầm trên tay và dùng bàn chân dập tắt tàn tro.","Marki cebinden benim yazdığım mektubu çıkarıp bana gösterdi, sonra elinde tuttuğu bir fenerin ateşiyle yaktı bunu ve küllerini ayağıyla savurdu.","El Marqués sacó del bolsillo la carta que yo había llevado al Ministro, me la enseñó, la quemó con la llama de una linterna que llevaba en la mano, y pisoteó las cenizas."
6535,,Not a word was spoken.,Không thốt một lời.,Hiç kimse tek kelime etmiyordu.,No se habló ni una palabra.
6536,,"I was brought here, I was brought to my living grave.","Tôi bị đưa đến đây, tôi bị đưa đến nấm mồ chôn sống này.","Buraya getirildim, diri diri gömüldüğüm mezara.","Me trajeron a esta tumba, y en ella sigo."
6537,,"“If it had pleased God to put it in the hard heart of either of the brothers, in all these frightful years, to grant me any tidings of my dearest wife—so much as to let me know by a word whether alive or dead—I might have thought that He had not quite abandoned them.","Giá như trong bao nhiêu năm khủng khiếp vừa qua, Chúa đã khiến một trong hai anh em nhà ấy thương tình báo cho tôi biết tin tức gì về người vợ yêu dấu của tôi - dù chỉ một lời cho biết nàng còn sống hay đã chết - thì tôi hẳn còn nghĩ là Chúa vẫn chưa từ bỏ anh em chúng.",Eğer bu korkunç yıllar boyunca Tanrı bu iki kardeşten herhangi birinin katı yüreğine değseydi de bana sevgili karımdan bir haber getirseydi –hiç yoksa ölü mü diri mi onu bildirseydi– o zaman Tanrı'nın bu kardeşleri hepten terk etmediğini düşünebilirdim.,"»Si en el lapso de estos horribles años, Dios se hubiera dignado tocar el corazón de cualquiera de los dos hermanos, no para que pusieran término a mi espantoso cautiverio, sino para que me dieran noticias de mi adorada esposa... para que me dijeran, ya que no otra cosa, si vive o ha muerto, creería que, a pesar de sus maldades, no los ha dejado por completo de su mano; pero hoy creo que las cruces rojas trazadas con sangre por el muchacho moribundo han sido fatales para ellos, creo que el Cielo los ha condenado."
6539,,"And them and their descendants, to the last of their race, I, Alexandre Manette, unhappy prisoner, do this last night of the year 1767, in my unbearable agony, denounce to the times when all these things shall be answered for.","Với chúng và cả hậu duệ dòng họ của chúng, tới người cuối cùng, tôi, Alexandre Manette, tù nhân bất hạnh, vào đêm cuối cùng của năm 1767 này, trong nỗi thống khổ khôn kham, xin thề sẽ có lúc mọi tội lỗi này phải bị phán xét.","Ben Alexandre Manette, kederli mahkûm, 1767 senesinin bu son gecesinde, dayanılmaz ıstıraplar içindeyken, onları ve tüm soylarını, son ferdine kadar tüm yaptıklarının hesabını verecekleri güne havale ediyorum.","Como consecuencia, yo, Alejandro Manette, cautivo infortunado, en la noche última del año 1767, denuncio a los dos hermanos y a todos sus descendientes, hasta el último, a los tiempos que no pueden menos de llegar, en que los hombres castiguen maldades como las de que se han hecho reos."
6540,,I denounce them to Heaven and to earth.”,Tôi xin tố cáo chúng với cả Trời Đất.,Hem bu dünyada hem de Tanrı katında hepsinin hesabı sorulacaktır elbet.,También los denuncio al cielo y a la tierra.»
6541,,A terrible sound arose when the reading of this document was done.,Tiếng đọc tài liệu này vừa dứt là cả Tòa án náo động kinh khủng.,Belgenin okunması bittiğinde salonda korkunç bir gürültü koptu.,Terribles rugidos siguieron a la lectura de este documento.
6542,,A sound of craving and eagerness that had nothing articulate in it but blood.,Một âm thanh đầy thèm khát và háo hức chỉ rung rền một điều duy nhất: máu.,Müthiş bir kana susamışlığın ve galeyanın sesiydi bu.,"No se oían palabras, que las gargantas no podían modular, sino rugidos que revelaban sed insaciable de sangre."
6544,,"Little need, in presence of that tribunal and that auditory, to show how the Defarges had not made the paper public, with the other captured Bastille memorials borne in procession, and had kept it, biding their time.","Trong phiên tòa và tiếng la ó hỗn loạn, không cần nói cũng biết vợ chồng Defarge đã cất giấu những giấy tờ này, cùng với các tài liệu ghi chép khác lấy từ ngục Bastille đã được chuyền quanh, và đã chờ cơ hội công bố.",Mahkeme ve seyircilerin önünde Defarge'lara bu belgeyi neden tören alayı sırasında ellerine geçen diğer Bastille belgeleriyle birlikte göstermediklerini ve bunları neden ellerinde beklettiklerini sorma gereği duyulmadı.,"Ante aquel tribunal, y ante aquel auditorio, ninguna necesidad había de explicar cómo poseía Defarge aquel terrible documento que acababa de hacerse público, cómo no lo había tampoco de hacer saber que el nombre de aquella familia odiada figuraba desde largo tiempo antes en los formidables registros de San Antonio."
6545,,"Little need to show that this detested family name had long been anathematised by Saint Antoine, and was wrought into the fatal register.","Không cần nói cũng biết dòng họ bị căm ghét này từ lâu đã bị dân chúng khu Saint Antoine nguyền rủa, và nằm trong danh sách tử hình.","Bu iğrenç ailenin, St Antoine tarafından uzun süredir lanetlenmiş olduğunu ve ölümcül kayda işlendiğini göstermeye de gerek olmadı.","Ante aquel tribunal, y ante aquel auditorio, ninguna necesidad había de explicar cómo poseía Defarge aquel terrible documento que acababa de hacerse público, cómo no lo había tampoco de hacer saber que el nombre de aquella familia odiada figuraba desde largo tiempo antes en los formidables registros de San Antonio."
6546,,"The man never trod ground whose virtues and services would have sustained him in that place that day, against such denunciation.","Không có một người nào, dù có đức độ và công trạng đến đâu, mà thoát nạn được hôm ấy với lời tố cáo ấy.","Bir adam ne kadar erdemli olursa olsun, ne kadar önemli hizmetlerde bulunmuş olursa olsun, o gün orada böyle bir suçlamadan kurtulması pek olası değildi.",No había nacido el hombre capaz de defender al mortal sobre quien pesase tan grave denuncia.
6547,,"And all the worse for the doomed man, that the denouncer was a well-known citizen, his own attached friend, the father of his wife.","Và càng tệ hại hơn cho kẻ bị kết án kia, người tố cáo lại là một Công dân tiếng tăm, là người bạn gắn bó của chính y, là người cha vợ của y.","Ölüme mahkûm bu adam için işin en kötü yanı, onu suçlayan kişinin halkın bildiği bir vatandaş, kendisinin yürekten bağlı olduğu bir arkadaş ve aynı zamanda kayınpederi oluşuydu.","Venía a agravar hasta lo infinito la situación del condenado la circunstancia de que su delator fuera un ciudadano conocidísimo y muy respetable, su amigo del alma, nada menos que el padre de su mujer."
6548,,"One of the frenzied aspirations of the populace was, for imitations of the questionable public virtues of antiquity, and for sacrifices and self-immolations on the people’s altar.",Một trong những khát vọng điên rồ của quần chúng là bắt chước công đức đáng ngờ của thời xa xưa mà hiến tế và tự hy sinh trước bàn thờ nhân dân.,"Halkın en çılgın isteklerinden biri, eski çağlara ait ulusal erdemleri örnek alarak sunağın üzerinde kurban törenleri düzenlemekti.","Una de las aspiraciones más corrientes en el populacho era la de imitar las virtudes públicas de la antigüedad, sacrificarse por la causa del pueblo, inmolar los efectos más tiernos en aras de la República."
6549,,"Therefore when the President said (else had his own head quivered on his shoulders), that the good physician of the Republic would deserve better still of the Republic by rooting out an obnoxious family of Aristocrats, and would doubtless feel a sacred glow and joy in making his daughter a widow and her child an orphan, there was wild excitement, patriotic fervour, not a touch of human sympathy.","Cho nên khi Chánh án nói (mà nói khác đi thì đầu hắn có nguy cơ bị chém), rằng vị bác sĩ uy tín kia đã có công lớn với nước Cộng hòa vì đã diệt trừ một dòng họ quý tộc đáng ghê tởm, rằng ông ta chắc chắn phải thầm tự hào và mừng vui vì đã biến con gái mình thành góa phụ và cháu ngoại mình thành con côi, thì những lời đó đã kích động một cảm xúc ái quốc cuồng điên không còn chút tính người.","Bu yüzden Başkan, Cumhuriyet'in bu iyi doktorunun iğrenç aristokrat ailenin kökünü kazıyarak Cumhuriyet'e ne büyük bir iyilik ettiğini ve hiç kuşkusuz kızını dul ve onun da çocuğunu yetim bırakan bu olaydan ulvi bir heyecan ve haz duyuyor olması gerektiğini söylediğinde (söylemese gidecek olan kendi kellesiydi) salonda taşkın bir heyecan ve vatanperver bir coşku oluştu; hiç kimsede en ufak bir acıma hissi yoktu.","He aquí por qué, cuando el Presidente dijo que el buen médico republicano no vacilaba en dejar viuda a su hija y huérfano a su nieto, a trueque de exterminar una familia de perniciosos aristócratas, las turbas dieron rienda suelta a un fervor patriótico salvaje, sin que en ningún pecho vibrasen las cuerdas de la simpatía humana."
6550,,"“Much influence around him, has that Doctor?” murmured Madame Defarge, smiling to The Vengeance.","− Ông bác sĩ có thể tác động những người ở đây không? - Mụ Defarge vừa thì thầm vừa cười với Nữ Thần Báo Oán. - Bây giờ hãy cứu hắn đi, ông bác sĩ, cứu đi! Theo từng biểu quyết của ủy viên bồi thẩm là một tiếng gầm rú của đám đông.","Madam Defarge, İntikam'a gülümseyerek, ""Doktor da ne kadar nüfuzluymuş değil mi?"" diye mırıldandı.","—¿Conque le has rodeado de influencias poderosas, eh, doctor?—murmuró la señora Defarge, mirando, sonriendo, a La Venganza—¡Sálvale, doctor, sálvale ahora, si puedes!"
6553,,Another and another.,Biểu quyết và biểu quyết.,"Bir daha, bir daha.",Los jurados se expresaron por medio de rugidos.
6555,,Unanimously voted.,Tất cả một lòng.,Karar oybirliğiyle onaylandı.,Poco se hizo esperar el fallo.
6556,,"At heart and by descent an Aristocrat, an enemy of the Republic, a notorious oppressor of the People.","Là tên quý tộc từ dòng dõi và từ bản chất, là kẻ thù của nước Cộng hòa, là kẻ áp bức nhân dân khét tiếng.",O hem yürekten hem doğuştan bir aristokrat ve Cumhuriyet düşmanıydı; herkesin diline düşmüş bir zalimdi.,"Carlos Evrémonde, por otro nombre Darnay, aristócrata de corazón y de sangre, enemigo de la República y feroz opresor del pueblo, volvería a la Conserjería para ser decapitado a las veinticuatro horas."
6560,,"The wretched wife of the innocent man thus doomed to die, fell under the sentence, as if she had been mortally stricken.",Người vợ bất hạnh của kẻ vô tội vừa bị tuyên án tử kia quỵ xuống như thể bản án đã kết liễu đời nàng.,"Ölüme mahkûm masum adamın zavallı karısı, kararı duyunca beyninden vurulmuşa döndü.",La feroz sentencia que condenaba a la última pena a un inocente fué para la esposa sin ventura agudo puñal que traspasó su tierno corazón.
6564,,“If I might touch him!,− Giá như tôi có thể chạm được người ấy!,"""Ona bir dokunabilsem!","—¡Si me fuera dado llegar hasta él, Dios mío!"
6566,,"O, good citizens, if you would have so much compassion for us!”","Giá như tôi có thể ôm người ấy được một lần! Ôi, hỡi các Công dân tốt, giá như các người thông cảm cho chúng tôi!","Ah iyi yürekli vatandaşlar, ne olur merhamet edin bize!","¡Si pudiera darle un abrazo, uno solo! ¡Oh ciudadanos! ¡Buscad en vuestros pechos un resto de piedad y acceded a una súplica que os hago de rodillas!"
6567,,"There was but a gaoler left, along with two of the four men who had taken him last night, and Barsad.","Chỉ còn lại một người cai ngục cùng với hai trong số bốn người đã bắt Darnay đêm qua, và Barsad.","Charles'ın yanında sadece dün gece onu almaya gelen dört adamın ikisi, Barsad ve bir gardiyan kalmıştı.","No quedaban allí más personas que un carcelero con dos de los cuatro individuos que el día anterior fueron a prender a Carlos, y Barsad."
6568,,The people had all poured out to the show in the streets.,Dân chúng đã đổ hết ra ngoài xem trò trên đường phố.,Herkes gösteriyi izlemek üzere sokağa dökülmüştü.,El público corría ya bullicioso por las calles.
6569,['barsad'],"Barsad proposed to the rest, “Let her embrace him then; it is but a moment.”",Barsad đề nghị với những người kia: − Thế thì cho cô ta ôm người này đi; chỉ một chút thôi.,"Barsad yanındakilere dönerek, ""Bırakalım da sarılsın; ama sadece bir dakika,"" dedi.",—Dejemos que le dé un abrazo—propuso Barsad a sus compañeros;—es cuestión de un momento. Aquellas fieras se ablandaron.
6570,,"It was silently acquiesced in, and they passed her over the seats in the hall to a raised place, where he, by leaning over the dock, could fold her in his arms.","Họ im lặng chấp thuận và đưa Lucie băng qua những dãy ghế tới bục cao nơi Darnay, nếu chồm người qua vành móng ngựa, có thể vươn tay ôm vợ.","Barsad'ın önerisi sessizce kabul edildi ve Lucie'yi salondaki sandalyelerin arasından geçirerek, kocasının sanık kürsüsünden eğildiğinde onu kollarının arasına alabileceği yüksekçe bir yere götürdüler.","Lucía pudo llegar hasta el pie de la plataforma, y su marido, inclinándose sobre la barandilla, la estrechó entre sus brazos."
6571,,"“Farewell, dear darling of my soul.",− Vĩnh biệt tình yêu.,"""Elveda, biricik sevgilim.","—¡Adiós, dulce alma mía!—dijo."
6572,,My parting blessing on my love.,Đây là lời cầu chúc cuối cùng cho người yêu dấu.,Yavrumuz sana emanet.,—Abandono este mundo bendiciendo los amores que en él dejo.
6573,,"We shall meet again, where the weary are at rest!”",Chúng ta sẽ lại gặp nhau nơi an nghỉ của những người mỏi mệt trần gian!,Bir gün yorgun bedenlerin dinlendiği yerde yeniden buluşacağız!,En la mansión donde duermen los odios y las pasiones humanas volveremos a encontrarnos.
6574,,"They were her husband’s words, as he held her to his bosom.",Đó là lời của người chồng khi chàng ôm vợ vào lòng.,Karısını göğsüne bastırdığında Charles'ın ağzından dökülen sözlerdi bunlar.,En la mansión donde duermen los odios y las pasiones humanas volveremos a encontrarnos.
6575,"['charles', 'carlos']","“I can bear it, dear Charles.","− Em chịu đựng được, Charles ơi.","""Buna katlanabilirim sevgili Charles.","—Espantosa es mi desventura, Carlos querido; pero la recibo resignada."
6576,,I am supported from above: don’t suffer for me.,Có ơn trên phù hộ em; anh đừng đau khổ cho em.,Tanrı bana güç verdi.,"No sufras por mí, que Dios me protege y sostiene mis fuerzas."
6577,,A parting blessing for our child.”,Hãy gửi lời cầu chúc cuối cùng cho con chúng ta.,Çocuğumuz için dua et.,"¡La última bendición para nuestro ángel, y adiós!"
6583,,He was tearing himself apart from her.,− Anh ơi. Khoan! Một phút thôi! - Charles Darnay đang buông nàng ra. - Chúng ta sẽ không chia lìa lâu.,"Hayır! Bir dakika!"" Charles kendini ondan ayırmaya çalışıyordu.","¡Un momento más!—exclamó Lucía, al ver que el condenado intentaba desasirse de sus brazos."
6585,,"I feel that this will break my heart by-and-bye; but I will do my duty while I can, and when I leave her, God will raise up friends for her, as He did for me.”","Nỗi đau khổ này sẽ sớm kết thúc đời em; nhưng em sẽ làm phận sự của mình với con khi còn có thể, để khi em lìa đời, Chúa sẽ gửi những người bạn đến giúp con như Chúa đã giúp em.","Bu ayrılık her geçen gün yüreğimi daha çok parçalayacak; ama son ana kadar vazifemi yerine getireceğim ve bir gün yavrumuzu bırakıp gittiğimde Tanrı ona güzel arkadaşlar bahşedecek, tıpkı bana bahşettiği gibi.","Presiento que mis amarguras pondrán pronto fin a mi triste vida; pero mientras me quede un soplo de energía, cumpliré con mi deber, y cuando deje a nuestra hija, el Dios misericordioso que me deparó almas buenas que, con su cariño y abnegación alegraron mi existencia, no ha de regateárselas a ella."
6586,,"Her father had followed her, and would have fallen on his knees to both of them, but that Darnay put out a hand and seized him, crying:","Bác sĩ Manette nãy giờ theo sau con gái, và hẳn đã khuỵu gối trước cả Charles và Lucie nếu như người con rể không đưa tay ra giữ ông lại.","Babası, Lucie'nin peşinden gitmişti ve tam ikisinin birden önünde diz çökecekti ki, Darnay elini uzatarak onu durdurdu ve şöyle seslendi:","Habíala seguido su padre convertido en muda estatua del dolor, quien habría caído de rodillas a los pies de los dos, de no haberlo impedido Carlos."
6590,,"We know, now what you underwent when you suspected my descent, and when you knew it.","Chúng con giờ đã biết cha đã trải qua những gì khi cha nghi ngờ dòng dõi của con, và khi cha đã biết đích xác.",Benim soyumdan şüphe ettiğinizde ve sonra da bundan emin olduğunuzda neler yaşadığınızı biliyoruz şimdi.,¡Ahora es cuando puedo aquilatar lo que usted sufrió cuando sospechó la sangre que por mis venas corría y la desesperación que debió sentir cuando las sospechas se trocaron en certeza!
6591,,"We know now, the natural antipathy you strove against, and conquered, for her dear sake.","Chúng con giờ đã biết, cha đã kháng cự và chế ngự ác cảm đối với con vì tình thương cha dành cho Lucie.",Sevgili kızınızın hatırı için içinizdeki haklı nefreti bastırıp onu yendiğinizi de biliyoruz şimdi.,"¡Ahora es cuando comprendo las luchas encarnizadas que hubo de librar contra una antipatía natural, los esfuerzos que necesariamente tuvo que hacer para vencerla!"
6594,,"Her father’s only answer was to draw his hands through his white hair, and wring them with a shriek of anguish.","Chúng con mang ơn cha hết lòng, hết cả tình yêu thương và hiếu thảo, cầu ơn trên phù hộ cha! Người cha không biết nói gì hơn là đưa hai tay luồn vào mái tóc bạc của mình day dứt và bật lên một tiếng kêu thống khổ.",Lucie'nin babasının verebildiği tek karşılık ellerini beyaz saçlarının arasından geçirerek acı dolu bir çığlıkla çekiştirmek oldu.,"No pudo contestar el anciano, pues ni su garganta agarrotada era capaz de articular palabra, ni en su cuerpo quedaban energías más que para mesarse los cabellos y lanzar alguno que otro quejido de angustia."
6595,,"“It could not be otherwise,” said the prisoner.","− Không thể làm gì khác, - Charles nói.","""Başka türlü olamazdı,"" dedi mahkûm.",—Tenía que suceder así—repuso el reo.
6596,,“All things have worked together as they have fallen out.,- Mọi sự đã an bài.,"""Her şey olacağına vardı.",—Todo ha conspirado para llegar al fatal resultado a que llegamos.
6597,,It was the always-vain endeavour to discharge my poor mother’s trust that first brought my fatal presence near you.,"Con đã luôn cố công vô ích để hoàn thành tâm nguyện mẹ con từng phó thác, điều ngay từ đầu đã run rủi đưa con đến gặp cha.",Şu ölümcül varlığımı ilk olarak yanınıza getiren de zavallı annemin benden istediği şeyi nafile bir çabayla yerine getirme isteğiydi.,Han sido estériles cuantos esfuerzos he hecho para satisfacer aquella aspiración de mi santa madre a la que dió salida el día primero que usted la conoció y me conoció.
6598,,"Good could never come of such evil, a happier end was not in nature to so unhappy a beginning.","Sự độc ác như thế không thể nào sinh ra điều tốt đẹp, khởi đầu bất hạnh như thế làm sao có kết cục hạnh phúc hơn.",Bunca kötülükten iyilik doğmayacaktı elbet ve bu kadar çileli bir başlangıç doğal olarak mutlu bir sonla bitmeyecekti.,"Hubiera sido necio esperar bien alguno de una siembra tan abundante de males, hacerse ilusiones de que podría tener término feliz lo que se inauguró con principios fatales."
6599,,"Be comforted, and forgive me.",Xin hãy bình tâm và tha thứ cho con.,İçiniz rahat olsun ve beni affedin.,"Tenga valor, y perdóneme."
6601,,"As he was drawn away, his wife released him, and stood looking after him with her hands touching one another in the attitude of prayer, and with a radiant look upon her face, in which there was even a comforting smile.","Cầu ơn trên phù hộ cha! Lucie buông tay khi Charles bị giải đi và nàng đứng nhìn theo chồng, hai bàn tay chắp vào như thể nguyện cầu, gương mặt rạng ngời trìu mến, thậm chí còn thoáng nụ cười trấn an.",Darnay götürülürken karısı onu bırakmak zorunda kaldı ve ellerini dua eder gibi birleştirerek yüzünde pırıl pırıl bir ifade ve rahatlatıcı bir gülümsemeyle arkasından baktı.,"Separáronse los esposos; y mientras el reo se alejaba entre sus guardianes, su esposa permanecía mirándole, juntas las manos en actitud de súplica y con rostro radiante en el que predominaba una sonrisa acariciadora y confortadora."
6602,,"As he went out at the prisoners’ door, she turned, laid her head lovingly on her father’s breast, tried to speak to him, and fell at his feet.","Charles vừa khuất bóng sau cánh cửa lối ra dành cho tội nhân, nàng quay lại ngả đầu vào ngực cha, định nói mấy lời nhưng rồi ngã quỵ.","Kocası mahkûm kapısına vardığında Lucie dönerek başını sevgiyle babasının göğsüne yasladı, ona bir şeyler söylemeye çalıştı ve sonra da yere yığıldı.","Sin embargo, no bien desapareció el condenado por la puerta que comunicaba con la cárcel, Lucía dobló su cabeza cual flor segada por el tallo, intentó hablar, y cayó desplomada en tierra."
6605,,"Then, issuing from the obscure corner from which he had never moved, Sydney Carton came and took her up.","Ngay lúc đó, từ trong một góc khuất đứng bất động nãy giờ, Sydney Carton liền tiến ra đỡ lấy nàng.",O ana kadar ücra bir köşede hiç kıpırdamadan duran Sydney Carton yerinden fırlayarak genç kadını kaldırdı.,"Del obscuro rincón donde había permanecido oculto desde el comienzo de la vista, salió entonces Sydney Carton y alzó a la desventurada del suelo."
6606,,Only her father and mr Lorry were with her.,Phong thái của anh không hẳn là thương xót hoàn toàn - có chút gì kiêu hãnh bừng bừng trên nét mặt.,Lucie'nin yanında sadece babası ve mr Lorry vardı.,No quedaban con ella más que su padre y Lorry.
6607,,"His arm trembled as it raised her, and supported her head.",Phong thái của anh không hẳn là thương xót hoàn toàn - có chút gì kiêu hãnh bừng bừng trên nét mặt.,Onu yerden kaldırıp başına destek olurken Carton'ın kolları titriyordu.,"Temblaba el brazo de Carton mientras la levantaba, y, sin embargo, su expresión no era sólo de piedad; había en ella fuerte mezcla de orgullo."
6608,,"Yet, there was an air about him that was not all of pity—that had a flush of pride in it.",Phong thái của anh không hẳn là thương xót hoàn toàn - có chút gì kiêu hãnh bừng bừng trên nét mặt.,Gelgelelim sadece merhamet barındırmayan –içinde bir parça da gurur taşıyan– bir havası vardı.,"Temblaba el brazo de Carton mientras la levantaba, y, sin embargo, su expresión no era sólo de piedad; había en ella fuerte mezcla de orgullo."
6609,,“Shall I take her to a coach?,− Tôi đưa cô ấy ra xe ngựa nhé?,"""Onu arabaya kadar taşıyayım mı?",—¿La llevo al coche?—preguntó.
6610,,I shall never feel her weight.”,"Cô ấy nhẹ lắm, hãy để tôi bế cô ấy.",Çok hafif zaten.,—No sentiré su peso.
6611,,"He carried her lightly to the door, and laid her tenderly down in a coach.",Sydney nhẹ nhàng bế Lucie ra cửa và dịu dàng đặt nàng lên đệm ghế.,Lucie'yi zorlanmadan arabaya taşıyıp yumuşak bir şekilde koltuğa yatırdı.,"En sus brazos la condujo hasta el coche que esperaba en la puerta, donde la acomodó."
6612,,"Her father and their old friend got into it, and he took his seat beside the driver.","Bác sĩ Manette và ông bạn già cùng vào xe, còn anh lên ngồi chỗ cạnh người xà ích.",Peşlerinden Lucie'nin babası ve eski dostu mr Lorry de arabaya bindi ve Carton sürücünün yanındaki yerini aldı.,"El anciano doctor y el buen Lorry se sentaron a su lado, y Carton se acomodó en el pescante, junto al cochero."
6613,,"When they arrived at the gateway where he had paused in the dark not many hours before, to picture to himself on which of the rough stones of the street her feet had trodden, he lifted her again, and carried her up the staircase to their rooms.","Khi xe về tới cổng ngôi nhà Sydney đã dừng bước trong bóng tối chỉ mấy giờ trước, mường tượng mình đang đi trên phiến đá nhám từng nâng bước chân nàng, anh lại bế nàng xuống xe đưa lên cầu thang vào căn hộ.","Daha birkaç saat önce, Lucie'nin karanlıkta hangi engebeli taşların üzerine bastığını hayal ettiği giriş kapısına vardıklarında Sydney Carton, Lucie'yi yeniden kucağına alarak merdivenlerden yukarı, odasına çıkardı.","Llegados frente a la verja, al sitio en que horas antes se detuviera Carton procurando adivinar qué piedras habían hollado los pies de Lucía, sacó a ésta del coche, y en sus brazos la subió orgulloso hasta sus habitaciones, acostándola sobre un sofá."
