cont_cnt,latency,longest_suffix,prob,prompt_cnt,suffix_len,token_ids,tokens
45,1105.1721572875977,passed across the stage of the world and made sin so marvellous and evil so full of subtlety. It seemed to him that in some mysterious way their lives had been his own,0.9375,48,40,"[4502, 4822, 278, 7408, 310, 278, 3186, 322, 1754, 4457, 577, 1766, 29894, 514, 681, 322, 16126, 577, 2989, 310, 12059, 280, 1017, 29889, 739, 6140, 304, 1075, 393, 297, 777, 22277, 2738, 982, 1009, 12080, 750, 1063, 670, 1914, 29889]","['▁passed', '▁across', '▁the', '▁stage', '▁of', '▁the', '▁world', '▁and', '▁made', '▁sin', '▁so', '▁mar', 'v', 'ell', 'ous', '▁and', '▁evil', '▁so', '▁full', '▁of', '▁subt', 'le', 'ty', '.', '▁It', '▁seemed', '▁to', '▁him', '▁that', '▁in', '▁some', '▁myster', 'ious', '▁way', '▁their', '▁lives', '▁had', '▁been', '▁his', '▁own', '.']"
2,777.7795791625977,“What is it all about?” cried Dorian in his petul,1.0,2,14,"[1346, 5618, 338, 372, 599, 1048, 6677, 10680, 9579, 713, 297, 670, 5697, 352, 424]","['▁“', 'What', '▁is', '▁it', '▁all', '▁about', '?”', '▁cried', '▁Dor', 'ian', '▁in', '▁his', '▁pet', 'ul', 'ant']"
25,383.695125579834,"way, flinging himself down on the sofa. “I",1.0,25,14,"[982, 29892, 1652, 292, 292, 3654, 1623, 373, 278, 577, 5444, 29889, 1346, 29902, 4966]","['▁way', ',', '▁fl', 'ing', 'ing', '▁himself', '▁down', '▁on', '▁the', '▁so', 'fa', '.', '▁“', 'I', '▁hope']"
56,350.34799575805664,it is not about myself. I am tired,1.0,56,9,"[372, 338, 451, 1048, 6142, 29889, 306, 626, 23407, 310]","['▁it', '▁is', '▁not', '▁about', '▁myself', '.', '▁I', '▁am', '▁tired', '▁of']"
26,790.6215190887451,myself to-night. I should like to be somebody else,0.45614035087719296,57,12,"[6142, 304, 29899, 11147, 29889, 306, 881, 763, 304, 367, 18462, 1683, 3178]","['▁myself', '▁to', '-', 'night', '.', '▁I', '▁should', '▁like', '▁to', '▁be', '▁somebody', '▁else', '.”']"
25,712.1684551239014,"turned round. “What I have to say is this,” he cried. “You must give me some",1.0,25,21,"[940, 6077, 4513, 29889, 1346, 5618, 306, 505, 304, 1827, 338, 445, 3995, 540, 10680, 29889, 1346, 3492, 1818, 2367, 592, 777, 1234]","['▁He', '▁turned', '▁round', '.', '▁“', 'What', '▁I', '▁have', '▁to', '▁say', '▁is', '▁this', ',”', '▁he', '▁cried', '.', '▁“', 'You', '▁must', '▁give', '▁me', '▁some', '▁answer']"
55,255.80596923828125,to these horrible charges that are made against you. If you tell me that they are absolutely un,1.0,55,20,"[304, 1438, 4029, 11710, 21090, 393, 526, 1754, 2750, 366, 29889, 960, 366, 2649, 592, 393, 896, 526, 13312, 443, 3009]","['▁to', '▁these', '▁hor', 'rible', '▁charges', '▁that', '▁are', '▁made', '▁against', '▁you', '.', '▁If', '▁you', '▁tell', '▁me', '▁that', '▁they', '▁are', '▁absolutely', '▁un', 'true']"
18,1320.1541900634766,"from beginning to end, I shall believe you. Deny them, Dorian, deny them! Can’t you see",1.0,18,26,"[515, 6763, 304, 1095, 29892, 306, 4091, 4658, 366, 29889, 3384, 29891, 963, 29892, 9579, 713, 29892, 972, 29891, 963, 29991, 1815, 30010, 29873, 366, 1074, 825]","['▁from', '▁beginning', '▁to', '▁end', ',', '▁I', '▁shall', '▁believe', '▁you', '.', '▁Den', 'y', '▁them', ',', '▁Dor', 'ian', ',', '▁den', 'y', '▁them', '!', '▁Can', '’', 't', '▁you', '▁see', '▁what']"
18,514.0092372894287,"I am going through? My God! don’t tell me that you are bad, and corrupt, and shameful",1.0,18,25,"[306, 626, 2675, 1549, 29973, 1619, 4177, 29991, 1016, 30010, 29873, 2649, 592, 393, 366, 526, 4319, 29892, 322, 1034, 6685, 29892, 322, 28503, 1319, 3178]","['▁I', '▁am', '▁going', '▁through', '?', '▁My', '▁God', '!', '▁don', '’', 't', '▁tell', '▁me', '▁that', '▁you', '▁are', '▁bad', ',', '▁and', '▁cor', 'rupt', ',', '▁and', '▁shame', 'ful', '.”']"
4,282.0701599121094,"“I shall come with you, Dorian, if you wish it.",1.0,4,15,"[1346, 29902, 4091, 2041, 411, 366, 29892, 9579, 713, 29892, 565, 366, 6398, 372, 29889, 306]","['▁“', 'I', '▁shall', '▁come', '▁with', '▁you', ',', '▁Dor', 'ian', ',', '▁if', '▁you', '▁wish', '▁it', '.', '▁I']"
57,713.4463787078857,see I have missed my train. That makes no matter.,1.0,57,12,"[1074, 306, 505, 13726, 590, 7945, 29889, 2193, 3732, 694, 4383, 29889, 306]","['▁see', '▁I', '▁have', '▁missed', '▁my', '▁train', '.', '▁That', '▁makes', '▁no', '▁matter', '.', '▁I']"
19,524.735689163208,can go to-morrow. But don’t ask me to read anything to-night,1.0,19,18,"[508, 748, 304, 29899, 26122, 29889, 1205, 1016, 30010, 29873, 2244, 592, 304, 1303, 3099, 304, 29899, 11147, 29889]","['▁can', '▁go', '▁to', '-', 'morrow', '.', '▁But', '▁don', '’', 't', '▁ask', '▁me', '▁to', '▁read', '▁anything', '▁to', '-', 'night', '.']"
29,761.5737915039062,All I want is a plain answer to my question,0.4603174603174603,63,10,"[2178, 306, 864, 338, 263, 8656, 1234, 304, 590, 1139, 3178]","['▁All', '▁I', '▁want', '▁is', '▁a', '▁plain', '▁answer', '▁to', '▁my', '▁question', '.”']"
30,793.4858798980713,"Years ago, when I was a boy,” said Dorian Gray, crushing the flower in his hand, “you met me, flattered me, and",1.0,30,34,"[1346, 12883, 29879, 8020, 29892, 746, 306, 471, 263, 8023, 3995, 1497, 9579, 713, 18956, 29892, 2181, 21616, 278, 28149, 297, 670, 1361, 29892, 1346, 6293, 1539, 592, 29892, 1652, 2620, 287, 592, 29892, 322, 16187]","['▁“', 'Year', 's', '▁ago', ',', '▁when', '▁I', '▁was', '▁a', '▁boy', ',”', '▁said', '▁Dor', 'ian', '▁Gray', ',', '▁cr', 'ushing', '▁the', '▁flower', '▁in', '▁his', '▁hand', ',', '▁“', 'you', '▁met', '▁me', ',', '▁fl', 'atter', 'ed', '▁me', ',', '▁and', '▁taught']"
85,887.6893520355225,"me to be vain of my good looks. One day you introduced me to a friend of yours, who explained to me",1.0,85,24,"[592, 304, 367, 15722, 310, 590, 1781, 3430, 29889, 3118, 2462, 366, 9129, 592, 304, 263, 5121, 310, 15850, 29892, 1058, 10824, 304, 592, 278]","['▁me', '▁to', '▁be', '▁vain', '▁of', '▁my', '▁good', '▁looks', '.', '▁One', '▁day', '▁you', '▁introduced', '▁me', '▁to', '▁a', '▁friend', '▁of', '▁yours', ',', '▁who', '▁explained', '▁to', '▁me', '▁the']"
80,864.858865737915,"wonder of youth, and you finished a portrait of me that revealed to me the wonder of beauty. In a mad",1.0,80,23,"[4997, 310, 12397, 29892, 322, 366, 7743, 263, 21760, 310, 592, 393, 17845, 304, 592, 278, 4997, 310, 15409, 29889, 512, 263, 10395, 3256]","['▁wonder', '▁of', '▁youth', ',', '▁and', '▁you', '▁finished', '▁a', '▁portrait', '▁of', '▁me', '▁that', '▁revealed', '▁to', '▁me', '▁the', '▁wonder', '▁of', '▁beauty', '.', '▁In', '▁a', '▁mad', '▁moment']"
2,604.750394821167,"t know whether I regret or not, I made a wish, perhaps you would call it a prayer....",0.07407407407407407,27,21,"[393, 29892, 1584, 1286, 29892, 306, 1016, 30010, 29873, 1073, 3692, 306, 28883, 470, 451, 29892, 306, 1754, 263, 6398, 29892, 6060, 366, 723, 1246, 372, 263, 27402, 3045, 30024]","['▁that', ',', '▁even', '▁now', ',', '▁I', '▁don', '’', 't', '▁know', '▁whether', '▁I', '▁regret', '▁or', '▁not', ',', '▁I', '▁made', '▁a', '▁wish', ',', '▁perhaps', '▁you', '▁would', '▁call', '▁it', '▁a', '▁prayer', '....', '”']"
2,664.5174026489258,At nine o’clock the next morning his servant came in with a,1.0,2,14,"[2180, 14183, 288, 30010, 13058, 278, 2446, 7250, 670, 21649, 2996, 297, 411, 263, 18002]","['▁At', '▁nine', '▁o', '’', 'clock', '▁the', '▁next', '▁morning', '▁his', '▁servant', '▁came', '▁in', '▁with', '▁a', '▁cup']"
43,649.3656635284424,of chocolate on a tray and opened the shutters. Dorian was sleeping,1.0,43,19,"[310, 521, 542, 23167, 373, 263, 260, 764, 322, 6496, 278, 12522, 2153, 29889, 9579, 713, 471, 8709, 292, 3755]","['▁of', '▁ch', 'oc', 'olate', '▁on', '▁a', '▁t', 'ray', '▁and', '▁opened', '▁the', '▁shut', 'ters', '.', '▁Dor', 'ian', '▁was', '▁sleep', 'ing', '▁quite']"
55,198.37379455566406,"peacefully, lying on his right side, with one hand underneath his cheek.",0.9649122807017544,57,19,"[10776, 3730, 29892, 19214, 373, 670, 1492, 2625, 29892, 411, 697, 1361, 1090, 484, 493, 670, 923, 1416, 29889, 940]","['▁peace', 'fully', ',', '▁lying', '▁on', '▁his', '▁right', '▁side', ',', '▁with', '▁one', '▁hand', '▁under', 'ne', 'ath', '▁his', '▁che', 'ek', '.', '▁He']"
56,995.4304695129395,"looked like a boy who had been tired out with play, or study",1.0,56,14,"[5148, 763, 263, 8023, 1058, 750, 1063, 23407, 714, 411, 1708, 29892, 470, 6559, 29889]","['▁looked', '▁like', '▁a', '▁boy', '▁who', '▁had', '▁been', '▁tired', '▁out', '▁with', '▁play', ',', '▁or', '▁study', '.']"
2,606.0941219329834,This was the man Dorian Gray was waiting for. Every second he kept gl,1.0,2,16,"[910, 471, 278, 767, 9579, 713, 18956, 471, 10534, 363, 29889, 7569, 1473, 540, 8126, 3144, 19985]","['▁This', '▁was', '▁the', '▁man', '▁Dor', 'ian', '▁Gray', '▁was', '▁waiting', '▁for', '.', '▁Every', '▁second', '▁he', '▁kept', '▁gl', 'ancing']"
47,1005.9962272644043,at the clock. As the minutes went by he became horribly agitated. At,1.0,47,18,"[472, 278, 12006, 29889, 1094, 278, 6233, 3512, 491, 540, 3897, 4029, 1091, 368, 946, 22731, 29889, 2180, 1833]","['▁at', '▁the', '▁clock', '.', '▁As', '▁the', '▁minutes', '▁went', '▁by', '▁he', '▁became', '▁hor', 'rib', 'ly', '▁ag', 'itated', '.', '▁At', '▁last']"
39,806.0615062713623,"he got up and began to pace up and down the room, looking",1.0,39,14,"[540, 2355, 701, 322, 4689, 304, 27725, 701, 322, 1623, 278, 5716, 29892, 3063, 763]","['▁he', '▁got', '▁up', '▁and', '▁began', '▁to', '▁pace', '▁up', '▁and', '▁down', '▁the', '▁room', ',', '▁looking', '▁like']"
44,263.7147903442383,a beautiful caged thing. He took long stealthy strides. His hands were curiously cold,1.0,44,21,"[263, 9560, 274, 4063, 2655, 29889, 940, 3614, 1472, 1886, 4298, 29891, 851, 2247, 29889, 3600, 6567, 892, 12758, 368, 11220, 29889]","['▁a', '▁beautiful', '▁c', 'aged', '▁thing', '.', '▁He', '▁took', '▁long', '▁ste', 'alth', 'y', '▁str', 'ides', '.', '▁His', '▁hands', '▁were', '▁curious', 'ly', '▁cold', '.']"
17,564.0735626220703,Of course I refuse. I will have absolutely nothing to do with it. I don’t care what shame comes on you. You deserve it all. I should,1.0,17,34,"[1346, 2776, 3236, 306, 26506, 29889, 306, 674, 505, 13312, 3078, 304, 437, 411, 372, 29889, 306, 1016, 30010, 29873, 2562, 825, 28503, 5304, 373, 366, 29889, 887, 553, 7143, 372, 599, 29889, 306, 881, 451]","['▁“', 'Of', '▁course', '▁I', '▁refuse', '.', '▁I', '▁will', '▁have', '▁absolutely', '▁nothing', '▁to', '▁do', '▁with', '▁it', '.', '▁I', '▁don', '’', 't', '▁care', '▁what', '▁shame', '▁comes', '▁on', '▁you', '.', '▁You', '▁des', 'erve', '▁it', '▁all', '.', '▁I', '▁should', '▁not']"
51,781.0125350952148,"be sorry to see you disgraced, publicly disgraced. How dare you ask me, of all men in the world, to mix myself up in this horror? I",1.0,51,39,"[367, 7423, 304, 1074, 366, 766, 29887, 945, 287, 29892, 970, 368, 766, 29887, 945, 287, 29889, 1128, 23222, 366, 2244, 592, 29892, 310, 599, 1757, 297, 278, 3186, 29892, 304, 6837, 6142, 701, 297, 445, 23026, 29973, 306, 881]","['▁be', '▁sorry', '▁to', '▁see', '▁you', '▁dis', 'g', 'rac', 'ed', ',', '▁public', 'ly', '▁dis', 'g', 'rac', 'ed', '.', '▁How', '▁dare', '▁you', '▁ask', '▁me', ',', '▁of', '▁all', '▁men', '▁in', '▁the', '▁world', ',', '▁to', '▁mix', '▁myself', '▁up', '▁in', '▁this', '▁horror', '?', '▁I', '▁should']"
19,800.8847236633301,"have thought you knew more about people’s characters. Your friend Lord Henry Wotton can’t have taught you much about psychology, whatever else he has taught you.",1.0,19,36,"[505, 2714, 366, 6363, 901, 1048, 2305, 30010, 29879, 4890, 29889, 3575, 5121, 6171, 6498, 399, 327, 880, 508, 30010, 29873, 505, 16187, 366, 1568, 1048, 11643, 3002, 29892, 6514, 1683, 540, 756, 16187, 366, 29889, 9531]","['▁have', '▁thought', '▁you', '▁knew', '▁more', '▁about', '▁people', '’', 's', '▁characters', '.', '▁Your', '▁friend', '▁Lord', '▁Henry', '▁W', 'ot', 'ton', '▁can', '’', 't', '▁have', '▁taught', '▁you', '▁much', '▁about', '▁psych', 'ology', ',', '▁whatever', '▁else', '▁he', '▁has', '▁taught', '▁you', '.', '▁Nothing']"
17,25.507688522338867,will induce me to stir a step to help you. You have come to the wrong man. Go to some of your friends. Don’t come to me,1.0,17,33,"[674, 9013, 346, 592, 304, 23546, 263, 4331, 304, 1371, 366, 29889, 887, 505, 2041, 304, 278, 2743, 767, 29889, 2921, 304, 777, 310, 596, 7875, 29889, 3872, 30010, 29873, 2041, 304, 592, 3178]","['▁will', '▁indu', 'ce', '▁me', '▁to', '▁stir', '▁a', '▁step', '▁to', '▁help', '▁you', '.', '▁You', '▁have', '▁come', '▁to', '▁the', '▁wrong', '▁man', '.', '▁Go', '▁to', '▁some', '▁of', '▁your', '▁friends', '.', '▁Don', '’', 't', '▁come', '▁to', '▁me', '.”']"
49,564.3343925476074,"Murder! Good God, Dorian, is that what you have come to? I shall",0.9607843137254902,51,20,"[1346, 29924, 332, 672, 29991, 7197, 4177, 29892, 9579, 713, 29892, 338, 393, 825, 366, 505, 2041, 304, 29973, 306, 4091, 451]","['▁“', 'M', 'ur', 'der', '!', '▁Good', '▁God', ',', '▁Dor', 'ian', ',', '▁is', '▁that', '▁what', '▁you', '▁have', '▁come', '▁to', '?', '▁I', '▁shall', '▁not']"
47,645.2746391296387,"inform upon you. It is not my business. Besides, without my stirring",1.0,47,16,"[1871, 2501, 366, 29889, 739, 338, 451, 590, 5381, 29889, 19065, 29892, 1728, 590, 23546, 5393, 297]","['▁inform', '▁upon', '▁you', '.', '▁It', '▁is', '▁not', '▁my', '▁business', '.', '▁Besides', ',', '▁without', '▁my', '▁stir', 'ring', '▁in']"
47,575.58274269104,"the matter, you are certain to be arrested. Nobody ever commits a",1.0,47,15,"[278, 4383, 29892, 366, 526, 3058, 304, 367, 24383, 29889, 15706, 1486, 3926, 25741, 263, 17268]","['▁the', '▁matter', ',', '▁you', '▁are', '▁certain', '▁to', '▁be', '▁arrested', '.', '▁Nob', 'ody', '▁ever', '▁commits', '▁a', '▁crime']"
21,791.7261123657227,without doing something stupid. But I will have nothing to do with it,0.42857142857142855,49,14,"[1728, 2599, 1554, 20239, 29889, 1205, 306, 674, 505, 3078, 304, 437, 411, 372, 3178]","['▁without', '▁doing', '▁something', '▁stupid', '.', '▁But', '▁I', '▁will', '▁have', '▁nothing', '▁to', '▁do', '▁with', '▁it', '.”']"
39,444.90694999694824,"the hall door shut, Campbell started nervously, and having got up from the chair",1.0,39,17,"[1094, 278, 12713, 3050, 12522, 29892, 22163, 4687, 23547, 5794, 29892, 322, 2534, 2355, 701, 515, 278, 11774, 29892]","['▁As', '▁the', '▁hall', '▁door', '▁shut', ',', '▁Campbell', '▁started', '▁nerv', 'ously', ',', '▁and', '▁having', '▁got', '▁up', '▁from', '▁the', '▁chair', ',']"
44,1013.5469436645508,went over to the chimney-piece. He was shivering with a kind of ague.,1.0,44,22,"[3512, 975, 304, 278, 20674, 3801, 29899, 12343, 346, 29889, 940, 471, 528, 2147, 292, 411, 263, 2924, 310, 946, 434, 29889, 1152]","['▁went', '▁over', '▁to', '▁the', '▁chim', 'ney', '-', 'pie', 'ce', '.', '▁He', '▁was', '▁sh', 'iver', 'ing', '▁with', '▁a', '▁kind', '▁of', '▁ag', 'ue', '.', '▁For']"
43,339.7848606109619,"nearly twenty minutes, neither of the men spoke. A fly buzzed noisily about",1.0,43,19,"[8886, 10081, 6233, 29892, 9561, 310, 278, 1757, 12707, 29889, 319, 11340, 1321, 5617, 287, 694, 275, 2354, 1048, 278]","['▁nearly', '▁twenty', '▁minutes', ',', '▁neither', '▁of', '▁the', '▁men', '▁spoke', '.', '▁A', '▁fly', '▁bu', 'zz', 'ed', '▁no', 'is', 'ily', '▁about', '▁the']"
49,866.2440776824951,"room, and the ticking of the clock was like the beat of a hammer",1.0,49,17,"[5716, 29892, 322, 278, 16892, 292, 310, 278, 12006, 471, 763, 278, 16646, 310, 263, 16366, 1050, 29889]","['▁room', ',', '▁and', '▁the', '▁tick', 'ing', '▁of', '▁the', '▁clock', '▁was', '▁like', '▁the', '▁beat', '▁of', '▁a', '▁ham', 'mer', '.']"
44,656.2280654907227,"ian half opened the door. As he did so, he saw the face of his portrait le",1.0,44,19,"[9579, 713, 4203, 6496, 278, 3050, 29889, 1094, 540, 1258, 577, 29892, 540, 4446, 278, 3700, 310, 670, 21760, 454, 3241]","['▁Dor', 'ian', '▁half', '▁opened', '▁the', '▁door', '.', '▁As', '▁he', '▁did', '▁so', ',', '▁he', '▁saw', '▁the', '▁face', '▁of', '▁his', '▁portrait', '▁le', 'ering']"
47,299.68762397766113,in the sunlight. On the floor in front of it the torn curtain was lying. He,1.0,47,20,"[297, 278, 6575, 4366, 29889, 1551, 278, 11904, 297, 4565, 310, 372, 278, 10146, 3151, 2408, 471, 19214, 29889, 940, 21832]","['▁in', '▁the', '▁sun', 'light', '.', '▁On', '▁the', '▁floor', '▁in', '▁front', '▁of', '▁it', '▁the', '▁torn', '▁cur', 'tain', '▁was', '▁lying', '.', '▁He', '▁remembered']"
45,656.4066410064697,"that the night before he had forgotten, for the first time in his life, to",1.0,45,17,"[393, 278, 4646, 1434, 540, 750, 20898, 29892, 363, 278, 937, 931, 297, 670, 2834, 29892, 304, 9563]","['▁that', '▁the', '▁night', '▁before', '▁he', '▁had', '▁forgotten', ',', '▁for', '▁the', '▁first', '▁time', '▁in', '▁his', '▁life', ',', '▁to', '▁hide']"
47,1034.9080562591553,"the fatal canvas, and was about to rush forward, when he drew back with a shudder",1.0,47,21,"[278, 18409, 10508, 29892, 322, 471, 1048, 304, 364, 1878, 6375, 29892, 746, 540, 15010, 1250, 411, 263, 528, 566, 672, 29889]","['▁the', '▁fatal', '▁canvas', ',', '▁and', '▁was', '▁about', '▁to', '▁r', 'ush', '▁forward', ',', '▁when', '▁he', '▁drew', '▁back', '▁with', '▁a', '▁sh', 'ud', 'der', '.']"
50,545.3658103942871,was long after seven when Campbell came back,1.0,50,8,"[739, 471, 1472, 1156, 9881, 746, 22163, 2996, 1250, 964]","['▁It', '▁was', '▁long', '▁after', '▁seven', '▁when', '▁Campbell', '▁came', '▁back', '▁into']"
21,518.6378955841064,"the library. He was pale, but absolutely calm. “I",1.0,21,13,"[278, 3489, 29889, 940, 471, 15509, 29892, 541, 13312, 21732, 29889, 1346, 29902, 505]","['▁the', '▁library', '.', '▁He', '▁was', '▁pale', ',', '▁but', '▁absolutely', '▁calm', '.', '▁“', 'I', '▁have']"
15,575.8450031280518,"done what you asked me to do,” he muttered. “",1.0,15,13,"[2309, 825, 366, 4433, 592, 304, 437, 3995, 540, 5478, 25396, 29889, 1346, 2855]","['▁done', '▁what', '▁you', '▁asked', '▁me', '▁to', '▁do', ',”', '▁he', '▁mut', 'tered', '.', '▁“', 'And']"
18,42.4952507019043,"now, good-bye. Let us never see each other again",0.391304347826087,46,13,"[1286, 29892, 1781, 29899, 26966, 29889, 2803, 502, 2360, 1074, 1269, 916, 1449, 3178]","['▁now', ',', '▁good', '-', 'bye', '.', '▁Let', '▁us', '▁never', '▁see', '▁each', '▁other', '▁again', '.”']"
22,22.930145263671875,Henry looked serious for some moments. “It,1.0,22,9,"[6171, 6498, 5148, 10676, 363, 777, 19462, 29889, 1346, 3112, 338]","['▁Lord', '▁Henry', '▁looked', '▁serious', '▁for', '▁some', '▁moments', '.', '▁“', 'It', '▁is']"
22,588.7436866760254,"perfectly monstrous,” he said, at last, “the way",1.0,22,14,"[7970, 1601, 710, 681, 3995, 540, 1497, 29892, 472, 1833, 29892, 1346, 1552, 982, 2305]","['▁perfectly', '▁mon', 'str', 'ous', ',”', '▁he', '▁said', ',', '▁at', '▁last', ',', '▁“', 'the', '▁way', '▁people']"
94,180.5427074432373,go about nowadays saying things against one,0.8245614035087719,114,9,"[748, 1048, 1286, 328, 1036, 5934, 2712, 2750, 697, 5742]","['▁go', '▁about', '▁now', 'ad', 'ays', '▁saying', '▁things', '▁against', '▁one', '▁behind']"
30,760.8823776245117,one’s back that are absolutely and entirely true,0.7692307692307693,39,10,"[697, 30010, 29879, 1250, 393, 526, 13312, 322, 9186, 1565, 3178]","['▁one', '’', 's', '▁back', '▁that', '▁are', '▁absolutely', '▁and', '▁entirely', '▁true', '.”']"
22,769.2372798919678,"I hope so,” said his hostess, laughing. “But really",0.9166666666666666,24,15,"[1346, 29902, 4966, 577, 3995, 1497, 670, 3495, 404, 29892, 425, 29700, 29889, 1346, 6246, 2289, 29892]","['▁“', 'I', '▁hope', '▁so', ',”', '▁said', '▁his', '▁host', 'ess', ',', '▁la', 'ughing', '.', '▁“', 'But', '▁really', ',']"
54,338.69218826293945,if you all worship Madame de Ferrol,1.0,54,8,"[565, 366, 599, 26320, 18080, 316, 7756, 1467, 297]","['▁if', '▁you', '▁all', '▁worship', '▁Madame', '▁de', '▁Fer', 'rol', '▁in']"
56,576.8780708312988,"this ridiculous way, I shall have to",1.0,56,10,"[445, 8177, 12906, 681, 982, 29892, 306, 4091, 505, 304, 20479]","['▁this', '▁rid', 'icul', 'ous', '▁way', ',', '▁I', '▁shall', '▁have', '▁to', '▁marry']"
24,504.87661361694336,again so as to be in the fashion,0.42857142857142855,56,8,"[1449, 577, 408, 304, 367, 297, 278, 13460, 3178]","['▁again', '▁so', '▁as', '▁to', '▁be', '▁in', '▁the', '▁fashion', '.”']"
56,867.6562309265137,"Of course it is true, Lord Henry. If we women did not love you for",1.0,56,17,"[1346, 2776, 3236, 372, 338, 1565, 29892, 6171, 6498, 29889, 960, 591, 5866, 1258, 451, 5360, 366, 363, 596]","['▁“', 'Of', '▁course', '▁it', '▁is', '▁true', ',', '▁Lord', '▁Henry', '.', '▁If', '▁we', '▁women', '▁did', '▁not', '▁love', '▁you', '▁for', '▁your']"
55,586.9686603546143,"defects, where would you all be? Not one of you would ever be married.",0.9821428571428571,56,18,"[23503, 29879, 29892, 988, 723, 366, 599, 367, 29973, 2216, 697, 310, 366, 723, 3926, 367, 8300, 29889, 887]","['▁defect', 's', ',', '▁where', '▁would', '▁you', '▁all', '▁be', '?', '▁Not', '▁one', '▁of', '▁you', '▁would', '▁ever', '▁be', '▁married', '.', '▁You']"
59,1040.2615070343018,"would be a set of unfortunate bachelors. Not, however, that that would alter you much",1.0,59,23,"[723, 367, 263, 731, 310, 443, 6477, 403, 289, 496, 295, 943, 29889, 2216, 29892, 3138, 29892, 393, 393, 723, 10551, 366, 1568, 29889]","['▁would', '▁be', '▁a', '▁set', '▁of', '▁un', 'fortun', 'ate', '▁b', 'ach', 'el', 'ors', '.', '▁Not', ',', '▁however', ',', '▁that', '▁that', '▁would', '▁alter', '▁you', '▁much', '.']"
26,65.1998519897461,"Nowadays all the married men live like bachelors, and all the bachelors like married men",0.4482758620689655,58,24,"[2567, 328, 1036, 599, 278, 8300, 1757, 5735, 763, 289, 496, 295, 943, 29892, 322, 599, 278, 289, 496, 295, 943, 763, 8300, 1757, 3178]","['▁Now', 'ad', 'ays', '▁all', '▁the', '▁married', '▁men', '▁live', '▁like', '▁b', 'ach', 'el', 'ors', ',', '▁and', '▁all', '▁the', '▁b', 'ach', 'el', 'ors', '▁like', '▁married', '▁men', '.”']"
2,482.95021057128906,"“I fear so,” she said, laughing,",1.0,2,11,"[1346, 29902, 8866, 577, 3995, 1183, 1497, 29892, 425, 29700, 29892, 408]","['▁“', 'I', '▁fear', '▁so', ',”', '▁she', '▁said', ',', '▁la', 'ughing', ',', '▁as']"
24,206.1455249786377,"she stood up. “A thousand pardons,",1.0,24,11,"[1183, 8389, 701, 29889, 1346, 29909, 10405, 282, 538, 787, 29892, 590]","['▁she', '▁stood', '▁up', '.', '▁“', 'A', '▁thousand', '▁p', 'ard', 'ons', ',', '▁my']"
20,740.5774593353271,"dear Lady Ruxton,” she added, “I didn’",1.0,20,13,"[9425, 10040, 9723, 486, 265, 3995, 1183, 2715, 29892, 1346, 29902, 3282, 30010, 29873]","['▁dear', '▁Lady', '▁Ru', 'xt', 'on', ',”', '▁she', '▁added', ',', '▁“', 'I', '▁didn', '’', 't']"
20,637.7902030944824,see you hadn’t finished your cigarette,1.0,20,10,"[1074, 366, 27222, 30010, 29873, 7743, 596, 29507, 10474, 371, 3178]","['▁see', '▁you', '▁hadn', '’', 't', '▁finished', '▁your', '▁cig', 'aret', 'te', '.”']"
22,284.6214771270752,"I like him,” said Lord Henry. “A great",1.0,22,11,"[1346, 29902, 763, 1075, 3995, 1497, 6171, 6498, 29889, 1346, 29909, 2107, 1784]","['▁“', 'I', '▁like', '▁him', ',”', '▁said', '▁Lord', '▁Henry', '.', '▁“', 'A', '▁great', '▁many']"
18,736.182451248169,"people don’t, but I find him charming. He at",1.0,18,14,"[2305, 1016, 30010, 29873, 29892, 541, 306, 1284, 1075, 1373, 4056, 29889, 940, 472, 2873]","['▁people', '▁don', '’', 't', ',', '▁but', '▁I', '▁find', '▁him', '▁char', 'ming', '.', '▁He', '▁at', 'ones']"
48,728.1754016876221,for being occasionally somewhat overdressed by being,1.0,48,10,"[363, 1641, 23025, 10579, 975, 29881, 1253, 287, 491, 1641, 2337]","['▁for', '▁being', '▁occasionally', '▁somewhat', '▁over', 'd', 'ress', 'ed', '▁by', '▁being', '▁always']"
18,837.8205299377441,absolutely over-educated. He is a very modern type,0.375,48,13,"[13312, 975, 29899, 287, 1682, 630, 29889, 940, 338, 263, 1407, 5400, 1134, 3178]","['▁absolutely', '▁over', '-', 'ed', 'uc', 'ated', '.', '▁He', '▁is', '▁a', '▁very', '▁modern', '▁type', '.”']"
18,798.7167835235596,Ah! what a nuisance people’s people are! Try and,1.0,18,15,"[1346, 17565, 29991, 825, 263, 302, 4664, 749, 2305, 30010, 29879, 2305, 526, 29991, 3967, 322, 1207]","['▁“', 'Ah', '!', '▁what', '▁a', '▁n', 'uis', 'ance', '▁people', '’', 's', '▁people', '▁are', '!', '▁Try', '▁and', '▁make']"
53,35.26449203491211,"him come. By the way, Dorian, you ran",1.0,53,12,"[1075, 2041, 29889, 2648, 278, 982, 29892, 9579, 713, 29892, 366, 6350, 1283]","['▁him', '▁come', '.', '▁By', '▁the', '▁way', ',', '▁Dor', 'ian', ',', '▁you', '▁ran', '▁off']"
53,618.1240081787109,very early last night. You left before eleven.,0.9814814814814815,54,10,"[1407, 4688, 1833, 4646, 29889, 887, 2175, 1434, 28121, 29889, 1724]","['▁very', '▁early', '▁last', '▁night', '.', '▁You', '▁left', '▁before', '▁eleven', '.', '▁What']"
