Single_ent,en_masked,es_masked,tr_masked,vi_masked,en_masked_shuffled,es_masked_shuffled,tr_masked_shuffled,vi_masked_shuffled
"['harry', 'harry—']","“Just in case you've forgotten,” said [MASK], “I've already got a house my godfather left me one. So why would I want this one? All the happy memories?”","—Por si no te acuerdas —dijo [MASK], yo ya tengo una casa: la que me dejó mi padrino. ¿Para qué iba a querer ésta? ¿Por los recuerdos felices?","""Unutmuşsundur diye söylüyorum,"" dedi [MASK], ""Benim zaten bir evim var, vaftiz babam bıraktı. Bu durumda bu evi neden isteyeyim? Mutlu anılar yüzünden mi?","“Nếu dượng quên rồi thì con nhắc,” [MASK] nói, “con đã có nhà rồi, cha đỡ đầu đã để lại cho con một căn. Vậy thì con chiếm căn nhà này để làm gì? Để giữ tất cả những kỷ niệm hạnh phúc à?”","why memories?” forgotten,” happy I case “Just So “I've the in got my me one? house [MASK], would said one. already godfather All you've left want a this","no qué casa: que si una a felices? iba —dijo querer —Por recuerdos padrino. acuerdas te me [MASK], los dejó ¿Por la ¿Para mi yo ya ésta? tengo","bıraktı. dedi durumda ""Benim diye zaten bu evim evi var, neden mi? [MASK], vaftiz isteyeyim? Bu bir babam ""Unutmuşsundur anılar yüzünden söylüyorum,"" Mutlu","giữ hạnh đã căn. [MASK] lại này chiếm cha tất con quên để nhắc,” nói, “Nếu cho à?” cả con “con thì để làm kỷ những Để căn đỡ rồi, thì đầu phúc nhà một rồi niệm Vậy gì? con có dượng nhà đã"
"['kuera', 'vernon']",Uncle [MASK] said nothing but continued to pace up and down. Outside the sun hung low over the privet hedges. The next door neighbor's lawn mower stalled again.,"Su tío no dijo nada y siguió dando vueltas por el salón. [MASK], el sol estaba a punto de ocultarse detrás de los setos de alheña y el cortacésped del vecino volvió a calarse.","[MASK] Enişte bir şey demedi, ama volta atmaya devam etti. Dışarıda güneş alçalmaya başladı. Yan komşunun çim biçme makinesi tekrardan durdu.",Dượng [MASK] không nói gì nhưng vẫn tiếp tục bước tới bước lui. Bên ngoài mặt trời đã xuống thấp tới mấy hàng giậu thủy lạp. Cái máy cắt cỏ của nhà bên cạnh lại chết máy.,pace hung Uncle the continued next hedges. low door [MASK] sun up Outside privet neighbor's lawn to and but down. nothing mower the said The over again. stalled,"de estaba por de el vueltas del sol setos [MASK], tío calarse. ocultarse dando cortacésped alheña punto detrás siguió no a el nada los y dijo y vecino el Su de a salón. volvió","alçalmaya başladı. çim tekrardan ama makinesi güneş Enişte Dışarıda bir şey devam volta komşunun Yan etti. biçme demedi, atmaya durdu. [MASK]",bên bước đã Dượng của tiếp nói lạp. vẫn cạnh lại thủy mặt Cái bước mấy tục thấp chết máy cắt lui. tới trời cỏ nhưng hàng Bên giậu xuống máy. không [MASK] gì tới ngoài nhà
"['harry', 'harry—']","“More?” laughed [MASK]. “More than the two that attacked us, you mean? Of course there are hundreds, maybe thousands by this time, seeing as they feed off fear and despair—”","—¿Más qué? —rió [MASK]. ¿Quieres decir más dementores, aparte de los dos que nos atacaron? Pues claro que hay más, cientos de ellos, quizá miles a estas alturas, porque se alimentan del miedo y la desesperanza.","""Daha fazla?"" diye güldü [MASK]. ""Bize saldıran o ikisinden fazla demek istiyorsun? Tabii ki yüzlerce var, belki bu kez binlerce, korku ve umutsuzlukla beslendiklerine göre -""","“Còn nhiều nữa?” [MASK] bật cười. “Ý mày nói nhiều hơn hai tên đã tấn công tụi mình à? Dĩ nhiên là còn nhiều nữa, hàng trăm, có thể bây giờ lên tới hàng ngàn, căn cứ vào nỗi sợ hãi và tuyệt vọng mà chúng mớm cho người ta.”","off despair—” the are course “More?” there this laughed feed seeing fear [MASK]. mean? you hundreds, than two and us, Of “More thousands that as they maybe attacked time, by","se miedo [MASK]. y del decir atacaron? dementores, que alimentan —¿Más estas más, hay alturas, a claro ¿Quieres aparte qué? —rió de que de la miles más quizá desesperanza. los nos cientos porque ellos, dos Pues","var, ""Bize binlerce, korku ki ve o -"" güldü istiyorsun? fazla fazla?"" belki demek kez beslendiklerine göre [MASK]. saldıran Tabii ikisinden umutsuzlukla bu diye yüzlerce ""Daha","hai mình nhiên nhiều vọng hàng ta.” à? ngàn, tụi hơn thể có chúng bây mớm tới mày và Dĩ nói mà cho vào là [MASK] còn đã trăm, căn cứ hàng nữa, nhiều nữa?” lên người tên cười. giờ bật nhiều tuyệt nỗi hãi công “Ý “Còn tấn sợ"
"['harry', 'harr', 'vernon dursley', 'harry‘ye']","He swung his right arm upward to shake [MASK]'s hand, but at the last moment seemed unable to face it, and merely closed his fist and began swinging it backward and forward like a metronome.","[MASK] levantó el brazo derecho para estrecharle la mano, pero en el último momento debió de sentirse incapaz de ello, porque cerró la mano y balanceó el brazo adelante y atrás como si fuera un metrónomo.","Sağ kolunu [MASK] tokalaşmak için uzattı, ama son anda bunu yapamayacakmış gibi göründü, yalnızca yumruğunu sıktı ve bir metronom gibi ileri geri sallamaya başladı.","Dượng đung đưa cánh tay lên toan định bắt tay [MASK], nhưng sau rốt dường như không thể chịu đựng nổi việc đó, dượng chỉ nắm bàn tay lại và bắt đầu đung đưa tới lui cánh tay giống như một cái máy nhịp.","began forward his swung moment arm the and swinging fist seemed to right his He at backward merely closed metronome. unable face but to and last and [MASK]'s hand, it, shake upward it a like","balanceó pero sentirse [MASK] metrónomo. como y el el y la mano, levantó el adelante atrás en para la incapaz ello, momento de brazo derecho brazo fuera último un de cerró porque estrecharle mano si debió","ama Sağ son göründü, sallamaya ve metronom başladı. tokalaşmak yalnızca ileri bunu gibi [MASK] bir yapamayacakmış için kolunu sıktı gibi uzattı, yumruğunu anda geri","dường lên chỉ đung như đó, bàn lui đưa định đung Dượng toan nổi sau đưa và [MASK], tay rốt nhịp. dượng cái thể cánh chịu tay việc tới giống đầu cánh một tay tay bắt máy đựng không nắm như lại nhưng bắt"
['dudley'],"It seemed that [MASK] was struggling with concepts too difficult to put into words. After several moments of apparently painful internal struggle he said, “But where's he going to go?”","Al parecer, [MASK] lidiaba con conceptos demasiado di-fíciles para expresarlos con palabras. Tras unos momentos de dolorosa lucha interna, cuestionó: —Pero ¿adonde va a ir?","Öyle görünüyorduki [MASK], söylemek istediği şeyleri kelimelere dökmekte zorlanıyordu. Birkaç dakikalık acı verici bir iç mücadeleden sonra, ""Ama nereye gidecek?"" dedi .","Dường như [MASK] đang đấu tranh dữ dội với những khái niệm quá khó phát biểu thành lời. Sau nhiều đợt đấu tranh nội tâm có vẻ đau đớn, nó nói, “Nhưng nó sẽ đi đâu?”","with where's After internal difficult painful of struggling too to into he go?” moments several It going was put to apparently struggle he words. seemed [MASK] that “But concepts said,","ir? conceptos —Pero Tras cuestionó: parecer, lidiaba de Al unos con va [MASK] a ¿adonde expresarlos momentos para demasiado interna, palabras. con di-fíciles dolorosa lucha","dakikalık zorlanıyordu. dedi sonra, acı istediği bir ""Ama verici Birkaç dökmekte görünüyorduki mücadeleden . nereye söylemek [MASK], şeyleri iç gidecek?"" kelimelere Öyle","đớn, lời. đang đấu đợt [MASK] vẻ dữ như dội thành đi khái khó nói, Dường những nội “Nhưng Sau sẽ phát nhiều nó quá tranh với nó tâm tranh có đấu biểu đau niệm đâu?”"
"['hagri', 'hayalbozan', 'hagrid']","The darkness seemed to be rippling, the air itself quivering. Then, one by one, figures began to pop into sight as their Disillusionment Charms lifted. Dominating the scene was [MASK], wearing a helmet and goggles and sitting astride an enormous motorbike with a black sidecar attached. All around him other people were dismounting from brooms and, in two cases, skeletal, black winged horses.","Observó unas ondulaciones que recorrían la oscuridad, como si el aire temblara. Entonces empezaron a aparecer figuras, una a una, a medida que se desactivaban sus encantamientos desilusionadores. [MASK], con casco y gafas de motorista, destacaba en medio de la escena, sentado a horcajadas en una enorme motocicleta con sidecar negro. Alrededor de él, otros desmontaban de sus escobas, y dos de rllos de sendos caballos alados, negros y esqueléticos.","Karanlık dalgalanıyor gibi görünüyordu, havada titreşim vardı. Sonra birer birer, [MASK] büyüleri kalktıkça şekiller görüş alanında belirdi. Kask ve gözlük takan, yan tarafında siyah bir sepetin takılı olduğu kocaman bir motosiklette oturan Hagrid, dışarıdaki görüntünün büyük bir kısmını kaplıyordu. Her tarafında diğer insanlar süpürgelerinden, iki kişi ise iskeletimsi, siyah kanatlı atlardan iniyorlardı.","Bóng tối dường như xao động, chính không khí cũng rung rinh. Thế rồi, những bóng người hiện ra, từng người một, sau khi giải bùa Ảo Ảnh. Nổi bật trên toàn cảnh là bác [MASK], đội nón cối đeo kiếng lồi và đang cỡi trên một chiếc xe gắn máy khổng lồ có gắn một cái thùng xe khách đen thùi. Quanh bác những người khác đang nhảy khỏi chổi, trừ hai người trèo xuống từ hai bộ xương con ngựa có cánh đen hù.","their sidecar seemed and attached. itself to lifted. one, two Dominating in from Then, goggles into with be wearing as motorbike sight rippling, him black and helmet cases, people horses. [MASK], The around quivering. brooms astride a Disillusionment enormous one other pop sitting skeletal, to Charms the darkness a the air and, figures winged began by black an scene was dismounting All were","que sidecar enorme esqueléticos. de aparecer aire negros recorrían a y en unas motorista, ondulaciones de una alados, negro. [MASK], motocicleta temblara. de de desactivaban sendos él, una, otros con rllos de y desmontaban el Entonces se figuras, la Alrededor una que horcajadas sentado dos medida Observó en con sus y sus si a casco encantamientos oscuridad, escobas, la como de caballos a destacaba desilusionadores. escena, a medio gafas empezaron","Kask takan, kocaman bir ve kaplıyordu. diğer siyah görüş tarafında şekiller oturan Hagrid, iki büyük alanında büyüleri motosiklette dalgalanıyor birer, insanlar gözlük bir birer ise süpürgelerinden, gibi görüntünün [MASK] titreşim sepetin dışarıdaki takılı Karanlık iskeletimsi, yan vardı. kalktıkça iniyorlardı. Sonra tarafında kişi havada olduğu siyah bir atlardan görünüyordu, kanatlı kısmını Her belirdi.","Thế đang cái trên cánh bóng cỡi khổng đội xe chổi, đen xuống động, gắn [MASK], đeo ra, bùa chính có trừ cũng không Bóng toàn Ảnh. từng kiếng khi hù. rinh. sau khách người bộ người Ảo nhảy một, cối tối con thùng cảnh bật như xao Nổi trèo chiếc một bác dường rồi, khác đang khỏi là khí xương trên thùi. một người gắn những rung hai người hiện những từ Quanh giải lồ có xe ngựa lồi nón bác máy và hai đen"
"['pius thi', 'pius thicknesse']","“We can’t wait for the Trace to break, because the moment you turn seventeen you’ll lose all the protection your mother gave you. In short, [MASK] thinks he’s got you cornered good and proper.”","»Pero no podemos esperar a que se desactive el Detector, porque en cuanto cumplas los años perderás toda la protección que te proporcionó tu madre. Resumiendo: [MASK] cree que te tiene totalmente acorralado.","""Takip‘in üstünden kalkmasını bekleyemeyiz, çünkü on yedi yaşına bastığın an annenin sana sağladığı tüm korumaları da kaybedeceksin. Kısaca, [MASK] seni iyi ve uygun bir şekilde köşeye sıkıştırdığını düşünüyor.","“Chúng ta không thể chờ đến khi Dấu Hiện hết linh, bởi vì đúng thời điểm con đủ mười bảy tuổi con sẽ mất hết sự bảo vệ mà mẹ con đã phù hộ con. Ngắn gọn lại, [MASK] nghĩ là hắn đã cho con vô rọ gọn gàng ngon ơ.”","your you Trace got proper.” “We turn for cornered lose he’s because wait break, moment protection short, the seventeen In all good the gave and you. can’t mother [MASK] the thinks you’ll you to","cree madre. cuanto se tu totalmente en te perderás la que años proporcionó te cumplas [MASK] »Pero el toda que esperar los protección a que Resumiendo: tiene porque podemos no acorralado. desactive Detector,","çünkü sana üstünden şekilde kalkmasını annenin yedi an yaşına köşeye ve ""Takip‘in uygun Kısaca, düşünüyor. korumaları seni bekleyemeyiz, da bastığın kaybedeceksin. sağladığı tüm on bir [MASK] sıkıştırdığını iyi","hộ khi điểm [MASK] Dấu đã hết tuổi cho “Chúng sự mất bảo con vô mà nghĩ con chờ hắn rọ không bảy thể Ngắn gọn bởi linh, là mười sẽ ta thời vệ phù Hiện con. lại, hết ơ.” đã đủ vì mẹ đúng gàng đến ngon con gọn con"
['moody'],"“Now, your mother’s charm will only break under two conditions: when you come of age, or” – [MASK] gestured around the pristine kitchen – “you no longer call this place home. You and your aunt and uncle are going your separate ways tonight, in the full understanding that you’re never going to live together again, correct?”","—Veamos. El encantamiento de tu madre sólo puede romperse si se dan dos circunstancias: que alcances la mayoría de edad, o... —[MASK] abarcó con un gesto del brazo toda la inmaculada cocina— que ya no llames hogar a esta casa.","""Şimdi, annenin büyüsü sadece iki durumda bozulacak: Reşidine varınca, ya da"" -[MASK] elleriyle tertemiz mutfağı gösterdi- ""Bu yeri bir daha evin yerine koymayacağın zaman. Sen, teyzen ve enişten bu gece yollarınızı ayırıyorsunuz, yani tam manasıyla bir daha asla birlikte yaşamayacaksınız, doğru mu?","“Bây giờ bùa của mẹ con chỉ có thể hết linh với hai điều kiện: khi con đến tuổi trưởng thành, hoặc…” thầy [MASK] khoát tay chỉ quanh cái bếp sạch bong như mới gỡ nhãn, “… khi con không còn coi nơi đây là nhà của mình nữa. Đêm nay con và dì dượng con sẽ đi những ngả đường khác nhau, hiểu cho rốt ráo thì con và họ sẽ không bao giờ chung sống với nhau nữa, đúng không?”","and your the [MASK] two of together live longer you’re pristine home. your under – full understanding around come going break this will gestured call tonight, you age, only uncle – going mother’s that charm to again, ways in “Now, correct?” kitchen no and when aunt the “you are conditions: You place never your or” separate","puede edad, cocina— El la o... la ya si tu inmaculada abarcó brazo con circunstancias: madre —Veamos. dan toda no llames encantamiento del dos que se alcances de de que esta a —[MASK] casa. sólo gesto hogar un romperse mayoría","Sen, ve sadece ya zaman. bu yerine durumda mutfağı daha manasıyla da"" yani yeri tertemiz annenin ""Bu bir daha teyzen Reşidine gece doğru asla yollarınızı gösterdi- ""Şimdi, bozulacak: varınca, enişten yaşamayacaksınız, evin ayırıyorsunuz, tam bir elleriyle büyüsü koymayacağın mu? iki -[MASK] birlikte","thành, chỉ con gỡ cho đây nữa, [MASK] con những khi với trưởng bong mình con như nhà con giờ dượng thì sẽ dì bùa sống “… hiểu nay khoát nữa. thầy đúng hai hết là khác không cái nhau, hoặc…” giờ mới con thể tuổi không ngả linh sẽ tay còn và nơi coi chỉ và “Bây con đi nhau kiện: điều của rốt bếp mẹ Đêm họ ráo của nhãn, sạch đến khi có bao quanh với không?” chung đường"
['harry'],"[MASK] dropped the hair into the mudlike liquid. The moment it made contact with its surface, the potion began to froth and smoke, then, all at once, it turned a clear, bright gold.","[MASK] lo hizo. En cuanto entraron en contacto con aquella poción semejante al barro, ésta produjo espuma y humo, y de repente se tornó de un color dorado, limpio y brillante.","[MASK] saçını çamura benzeyen sıvıya bıraktı. Saçı sıvının yüzeyine temas ettiği anda, iksir köpürmeye ve duman çıkarmaya başladı, sonra, birden, temiz, parlak, altın sarısı bir renge döndü .","[MASK] thả nhúm tóc vô trong chất lỏng giống như sình đó. Ngay khi nhúm tóc vừa chạm vào bề mặt chất lỏng, thuốc bắt đầu sủi bọt và bốc khói, rồi ngay tức thì, nó chuyển sang một màu vàng rực trong veo.","at bright began it froth hair The then, it the liquid. to gold. with mudlike the all surface, smoke, the once, and made its [MASK] contact into clear, moment turned dropped a potion","de cuanto dorado, brillante. hizo. en ésta y repente barro, de entraron produjo [MASK] En limpio semejante humo, lo poción y al se y tornó contacto color aquella un espuma con","[MASK] birden, ve köpürmeye Saçı sıvının iksir temiz, sıvıya renge bıraktı. döndü duman ettiği çamura parlak, temas . saçını çıkarmaya başladı, yüzeyine anda, sarısı bir altın sonra, benzeyen","bề chất khi thuốc rực rồi lỏng thả bọt bốc tóc vàng nó ngay và khói, tóc như vừa chạm tức Ngay bắt màu vô sủi chất giống nhúm mặt veo. lỏng, [MASK] trong đầu sình trong nhúm thì, sang chuyển vào một đó."
"['moody—', 'moody']","“Good luck, everyone,” shouted [MASK]. “See you all in about an hour at the Burrow. On the count of three. One … two .. THREE.”",—¡Buena suerte a todos! —gritó [MASK]. Nos veremos dentro de una hora en La Madriguera. ¡Contaré hasta tres! ¡Uno... dos... TRES!,"""Herkese iyi şanslar,"" diye bağırdı [MASK], ""Yaklaşık bir saat içinde hepinizle Kovuk‘ta görüşürüz. Üç deyince. Bir... İki... ÜÇ.","“Chúc mọi người may mắn,” thầy [MASK] la lớn. “Hẹn gặp lại tất cả trong vòng một giờ nữa ở trang trại Hang Sóc. Xuất phát khi đếm đến tiếng thứ ba. Một… hai… BA.”","“Good shouted hour Burrow. On two THREE.” of … everyone,” luck, the .. in three. the “See One an all about [MASK]. count you at",Madriguera. —gritó una a —¡Buena TRES! suerte ¡Contaré dentro hasta en de veremos todos! [MASK]. ¡Uno... tres! Nos dos... hora La,"hepinizle diye ""Herkese şanslar,"" deyince. ""Yaklaşık Bir... [MASK], bir Üç içinde saat Kovuk‘ta İki... iyi görüşürüz. ÜÇ. bağırdı","phát thầy người ba. hai… Sóc. khi “Hẹn may Hang tất nữa mắn,” la thứ trang tiếng giờ [MASK] lại trại ở đếm BA.” một Một… đến vòng cả gặp mọi “Chúc trong lớn. Xuất"
['harry'],"With an unmistakable bellowing roar, dragon fire burst from the exhaust, white-hot and blue, and the motorbike shot forward like a bullet with a sound of wrenching metal. [MASK] saw the Death Eaters swerve out of sight to avoid the deadly trail of flame, and at the same time felt the sidecar sway ominously: Its metal connections to the bike had splintered with the force of acceleration.","Con un inconfundible fragor, un chorro de fuego de dragón —blanco y azul— brotó del tubo de escape. El vehículo salió despedido hacia delante como una bala y produjo un ruido de metal desgarrándose. [MASK] vio cómo los mortífagos se alejaban virando para esquivar la letal estela de llamas, y al mismo tiempo notó que el sidecar oscilaba amenazadoramente: la pieza que lo sujetaba a la motocicleta se había rajado debido a la fuerza de la aceleración.","Apaçık bir şekilde bağıran bir kükremeyle, egzozdan akkor ve mavi renkte ejder ateşi püskürdü ve motosiklet sıkıştırılmış metal sesiyle bir mermi gibi ileri fırladı. [MASK], Ölüm Yiyenler‘in alevlerin ölümcül izlerinden sakınmak için yön değiştirdiklerini gördü ve aynı anda sepet kaygı verici bir şekilde sallandı: Sepetin motosiklete olan metal bağlantıları ani hızlanmanın gücüyle parçalara ayrılmıştı.","Cùng một tiếng rống kinh thiên động địa không thể nhầm lẫn được, lửa rồng phun ra từ ống bô, nóng đến trắng xanh, và chiếc xe gắn máy vọt tới trước như một viên đạn trong tiếng kim loại kêu răng rắc. [MASK] thấy một tên Tử Thần Thực Tử lạng ra khỏi tầm nhìn để tránh luồng lửa kinh hoàng, và cùng lúc đó nó cảm thấy cái thùng xe lắc lư một cách đáng ái ngại: mối hàn kim loại giữa cái thùng xe đã bị vỡ banh vì sức mạnh của tăng tốc.","of a roar, sway metal out With from the the deadly time metal. had an like of felt burst ominously: sound and the bellowing with to unmistakable wrenching saw the exhaust, and a connections white-hot swerve fire dragon forward Eaters acceleration. Its the motorbike flame, sidecar bullet splintered shot bike of with the trail [MASK] sight to blue, same the force avoid and Death at of the","esquivar la debido y hacia a cómo se para que un estela los bala la produjo dragón de de sidecar se brotó la llamas, lo que escape. vio azul— de sujetaba un alejaban del y chorro fragor, ruido [MASK] mismo el rajado salió aceleración. una El de a motocicleta desgarrándose. la inconfundible vehículo de tubo delante metal amenazadoramente: al Con la letal fuego —blanco fuerza oscilaba había y mortífagos como de notó pieza tiempo virando despedido un","bir değiştirdiklerini ve hızlanmanın aynı mermi parçalara gücüyle sesiyle ani izlerinden akkor ejder bağıran ateşi sıkıştırılmış püskürdü bir yön ileri kaygı gibi motosiklete bir renkte ölümcül sakınmak mavi metal gördü bağlantıları kükremeyle, ve olan Ölüm şekilde Yiyenler‘in sepet sallandı: motosiklet Sepetin egzozdan fırladı. Apaçık verici ve şekilde için bir metal ayrılmıştı. alevlerin [MASK], anda","trong động banh tốc. thùng kim vỡ kêu [MASK] thể lửa một Cùng lạng tới cảm rống và nó trước xe đạn Tử kinh một rắc. xe ra thiên lúc xanh, gắn đến viên hoàng, lẫn rồng cái mối vọt luồng sức thấy mạnh đáng tăng răng chiếc lắc đó của bô, thấy lửa Thực lư xe ngại: ái hàn nhầm bị loại giữa để cùng máy trắng một tên nóng kim tầm từ như khỏi một không loại và ra vì được, thùng tiếng đã cái địa nhìn ống cách Thần tránh tiếng kinh phun Tử"
