en,es,tr,vi
"""Indeed,"" replied Elinor, ""I believe that you will find him, on farther acquaintance, all that you have heard him to be, and as you will be such very near neighbours (for I understand the parsonage is almost close to the mansion–house,) it is particularly important that he SHOULD be all this.""","—Es cierto —replicó Elinor—, y estoy segura de que, al conocerlo mejor, descubrirá que es todo eso que usted ha escuchado sobre él; y como serán vecinos tan cercanos (porque entiendo que la rectoría es casi colindante con la casa principal), es especialmente importante que sí lo sea.","""Onu daha iyi tanıyınca,"" diye cevapladı Elinor, ""inanıyorum ki hakkında duyduğunuz herşeyin doğru olduğunu göreceksiniz; ayrıca yakın komşu olacağınız için (çünkü anladığım kadarıyla rahip lojmanı konağa çok yakın,) bütün bu özelliklere sahip biri olması bilhassa önemli.","Elinor đáp: - Đúng thế. Tôi tin nếu quen biết ông ấy thêm, anh sẽ thấy người ta nói đúng mọi điều về ông; và vì anh sẽ là láng giềng gần gũi với ông (vì tôi hiểu tư dinh cha xứ khá gần với nhà ông), điều quan trọng là ông ấy phải giống như mọi điều người ta nói."
"Elinor did not offer to detain him; and they parted, with a very earnest assurance on HER side of her unceasing good wishes for his happiness in every change of situation that might befall him; on HIS, with rather an attempt to return the same good will, than the power of expressing it.","Elinor no procuró retenerlo; y se separaron después de que ella le hubo asegurado muy formalmente sus más firmes deseos de felicidad en todos los cambios de circunstancias que debiera vivir; y que él hizo algunos esfuerzos por corresponder los mismos buenos deseos, aunque sin saber bien cómo expresarlos.","Elinor onu alıkoymaya çalışmadı; ayrıldılar; Elinor yaşayabileceği her durum değişikliği için ona sonsuz iyi dileklerini dile getirdi; o da aynı iyi dileklerle karşılık vermeye çalıştı, dile getirecek gücü olmasa da.","Elinor không muốn lưu anh ở lại lâu thêm. Hai người từ biệt nhau, về phía cô với lời chúc tốt lành cho hạnh phúc trường cửu của anh trong mọi hoàn cảnh thay đổi; và về phía anh, chỉ với gắng gượng hơn là khả năng ăn nói để đáp lại bằng cùng thiện ý"
"The deception could not continue after this; and an explanation immediately took place, by which both gained considerable amusement for the moment, without any material loss of happiness to either, for Mrs. Jennings only exchanged one form of delight for another, and still without forfeiting her expectation of the first.","Tras esto el engaño no pudo continuar, y de inmediato dio paso a una explicación que en el momento divirtió enormemente a ambas, sin pérdida importante de felicidad para ninguna de las dos, porque la señora Jennings se limitó a cambiar una alegría por otra, y todavía sin abandonar sus expectativas respecto de la primera.","Oyun bundan sonra daha fazla devam edemezdi; hemen açıklama geldi ve ikisini de bir anda epeyce eğlendirdi, kimsenin keyfini fazla kaçırmadı, çünkü Mrs Jennings hemen bir neşe şeklinden diğerine geçiverdi, üstelik ilkiyle ilgili beklentisinden de vazgeçmedi.","Sự ngộ nhận không thể tiếp tục sau câu nói này. Giải thích tiếp ngay theo sau, qua đấy cả hai cảm thấy khá buồn cười một lúc mà không bên nào bị mất vui, vì bà Jennings chỉ việc hoán chuyển một nguồn vui này thành một nguồn vui khác mà không từ bỏ ước mong cho nguồn đầu. Sau một ít sôi sục vì ngạc nhiên và mãn nguyện, bà nói:"
"""Certainly, there can be no difference; for Robert will now to all intents and purposes be considered as the eldest son;—and as to any thing else, they are both very agreeable young men: I do not know that one is superior to the other.""","—Por supuesto que no hay diferencia alguna; porque ahora Robert, para todos los efectos y propósitos, será considerado el hijo mayor; y en lo demás, ambos son jóvenes muy agradables... no he sabido que uno sea superior al otro.","""Kesinlikle, ne fark olacak; Robert şimdi her bakımdan en büyük oğul sayılıyor; -başka açılardan, ikisi de gayet hoş delikanlılardır, bence biri diğerinden üstün değildir.","- Đúng thế, không thể có gì khác biệt; vì bây giờ Robert thực tế được xem là trưởng nam; và theo mọi phương diện khác, cả hai anh em đều là những thanh niên dễ chịu. Anh không thấy người nào hơn người nào."
"Elinor, while she waited in silence and immovable gravity, the conclusion of such folly, could not restrain her eyes from being fixed on him with a look that spoke all the contempt it excited. It was a look, however, very well bestowed, for it relieved her own feelings, and gave no intelligence to him. He was recalled from wit to wisdom, not by any reproof of hers, but by his own sensibility.","Elinor, en tanto, aguardaba en silencio y con imperturbable gravedad, el fin de tales necedades, sin poder evitar que sus ojos se clavaran en él con una mirada que mostraba todo el desprecio que le infundía. Era una mirada, sin embargo, muy bien dirigida, porque alivió sus sentimientos sin darle a entender nada a él. Cuando él dejó de lado sus comentarios ingeniosos, no lo hizo llevado por ningún reproche de ella, sino por su propia sensibilidad.","Elinor sessizce ve ağır bir ciddiyetle bu ahmaklığın sona ermesini beklerken gözlerinin duyduğu bütün küçümsemeyi gösteren bir bakışla onun üzerinde sabitlenmesini engelleyemedi. Bununla beraber, gayet amacına ulaşan bir bakıştı, çünkü hem kendi içini rahatlattı hem de ona malzeme vermedi. Robert şakadan ciddiyete geçti, Elinor'un azarlayan bakışları sayesinde değil, kendi heyecanı sayesinde.","Trong khi im lặng và nghiêm nghị bất động để chờ đợi kết luận của lời lẽ điên rồ như thế, Elinor không thể kiềm chế đôi mắt dán lên anh với tia nhìn nói lên mọi khinh miệt. Tuy nhiên, tia nhìn được ban phát hợp lý, vì giúp cô giải tỏa mọi cảm nghĩ và không cho anh ta biết điều gì. Từ việc đùa cợt anh quay về sự khôn ngoan không phải vì bị cô trách móc, mà qua sự cảm nhận của anh."
"""Yes; once, while she was staying in this house, I happened to drop in for ten minutes; and I saw quite enough of her. The merest awkward country girl, without style, or elegance, and almost without beauty.— I remember her perfectly. Just the kind of girl I should suppose likely to captivate poor Edward. I offered immediately, as soon as my mother related the affair to me, to talk to him myself, and dissuade him from the match; but it was too late THEN, I found, to do any thing, for unluckily, I was not in the way at first, and knew nothing of it till after the breach had taken place, when it was not for me, you know, to interfere. But had I been informed of it a few hours earlier—I think it is most probable—that something might have been hit on. I certainly should have represented it to Edward in a very strong light. 'My dear fellow,' I should have said, 'consider what you are doing. You are making a most disgraceful connection, and such a one as your family are unanimous in disapproving.' I cannot help thinking, in short, that means might have been found. But now it is all too late. He must be starved, you know;—that is certain; absolutely starved.""","—Sí, una vez, cuando estaba alojada en esta casa. Me había dejado caer por unos diez minutos, y me bastó con lo que vi de ella. Una simple muchacha pueblerina, desmañada, sin estilo ni elegancia, y casi sin ningún atractivo. La recuerdo perfectamente. Justo el tipo de muchacha que habría creído capaz de cautivar al pobre Edward. Apenas mi madre me contó todo el asunto, de inmediato me ofrecí— a hablarle, a disuadirlo de la unión; pero, según pude darme cuenta, ya era demasiado tarde para hacer algo, pues por desgracia no estuve ahí en los primeros momentos y no supe nada de lo ocurrido hasta después de la ruptura, cuando, ya sabe usted, no me correspondía interferir. Pero si se me hubiera informado unas pocas horas antes, probablemente habría podido hacer algo. De todas maneras le habría hecho ver las cosas a Edward con toda claridad. “Mi querido amigo”, le habría dicho, “piensa en lo que haces. Estás comprometiéndote en la más desafortunada unión, que toda tu familia desaprueba de manera unánime”. En fin, no puedo evitar pensar que habría encontrado alguna manera de lograrlo. Pero ahora es demasiado tarde. Debe estar muerto de hambre, sabe usted; con toda seguridad, absolutamente muerto de hambre.","""Evet, bir kez, bu evde kalırken on dakikalığına bir uğramıştım; yeterince gördüm. En sıradan feci bir taşra kızı, stil yok, zarafet yok, doğru dürüst güzellik yok. -Onu gayet iyi hatırlıyorum. Tam zavallı Edward'i elde edebilir dediğim türden bir kız. Annem meseleyi bana anlatır anlatmaz hemen Edward'la kendim konuşmayı ve onu evlilikten vazgeçirmeye çalışmayı teklif ettim; ama artık bir şey yapmak için çok geç olduğunu öğrendim, çünkü maalesef ilk başta ortalarda değildim ve meseleyi öğrendiğimde zaten kopmuşlardı, o zaman da karışmak bana düşmezdi. Ama birkaç saat önce haberim olsaydı -muhtemelen bir sonuç alınabilirdi. Durumu Edward'a gayet net bir şekilde izah ederdim. 'Bak dostum,' derdim, 'ne yaptığını iyi düşün. Gayet yüz kızartıcı bir evlilik yapıyorsun ve ailen oy birliğiyle buna karşı.' Yani bir yol bulunurdu diye düşünmeden edemiyorum. Ama artık çok geç. Açlığa mahkum; -burası belli; kesin açlığa mahkum.","- Có; một lần, khi cô ấy đến ngụ ở nhà này, tình cờ tôi ghé qua trong mười phút; và tôi đã biết đủ về cô ấy. Một cô bé nhà quê vụng về chẳng có gì đáng bận tâm, không có phong thái hoặc vẻ thanh lịch, hầu như không đẹp. Tôi nhớ rất rõ về cô ấy. Là hạng gái mà tôi đoán chỉ có thể quyến rũ Edward đáng thương. ""Ngay sau khi mẹ tôi kể với tôi về vụ việc, tôi lập tức tình nguyện nói chuyện với anh ấy, khuyên anh nên từ bỏ cô; nhưng tôi thấy lúc ấy đã quá muộn không thể làm gì được, vì không may là lúc đầu tôi không dính dáng vào chuyện này và không hề hay biết gì cho đến khi chuyện vỡ lở, khi mà, cô biết đấy, tôi không có quyền ngăn trở. Nhưng nếu tôi được thông báo trước vài giờ, tôi nghĩ rất có thể đã tìm ra phương án gì đấy. Chắc chắn tôi có thể trình phương án này cho Edward qua luận cứ rất vững chắc. Tôi có thể nói: 'Anh thân yêu ạ, hãy suy nghĩ anh đang làm gì. Anh đang có một mối quan hệ ô nhục nhất, và đó là quan hệ mà gia đìnnh đều nhất trí phản đối'."" ""Tóm lại, tôi không tránh khỏi ý nghĩ mình có thể tìm ra giải pháp. Nhưng bây giờ tất cả đều đã quá muộn. Anh hẳn sẽ bị đói, cô biết đấy; chắc chắn như thế: đói rách bươm ra."""
"She continued by the side of her sister, with little intermission the whole afternoon, calming every fear, satisfying every inquiry of her enfeebled spirits, supplying every succour, and watching almost every look and every breath. The possibility of a relapse would of course, in some moments, occur to remind her of what anxiety was—but when she saw, on her frequent and minute examination, that every symptom of recovery continued, and saw Marianne at six o'clock sink into a quiet, steady, and to all appearance comfortable, sleep, she silenced every doubt.","Siguió junto a su hermana con escasos intermedios toda la tarde, calmando cada uno de sus temores, satisfaciendo cada una de las interrogantes de su debilitado espíritu, prestando todos los auxilios necesarios y vigilando casi cada mirada y cada aliento. Por supuesto, en algunos momentos se le hizo presente la posibilidad de una recaída, recordándole lo que era la ansiedad; pero cuando sus frecuentes y minuciosos exámenes le mostraron que continuaban todos y cada uno de los síntomas de recuperación, y a las seis vio a Marianne sumirse en un sueño tranquilo, ininterrumpido y, según todas las apariencias, confortable, acalló todas sus dudas.","Bütün öğleden sonra kızkardeşinin yanından hemen hiç ayrılmadı, zayıf ruhunun her korkusunu yatıştırdı, her sorusuna karşılık verdi, her sıkıntısına yetişti ve hemen her bakışını ve her nefesini izledi. Tekrar kendinden geçme ihtimali elbette bazen aklına gelip ona korkunun ne olduğunu hatırlatıyordu -ama sık sık ve titizce yaptığı muayenelerde iyileşmenin her belirtisinin devam ettiğini gördüğü zaman, nihayet saat altıda Marianne'in sakin, düzenli ve her bakımdan rahat bir uykuya daldığını gördüğü zaman tüm kuşkuları aklından attı.","Cô tiếp tục ở bên cạnh em gái với ít gián đoạn trong cả buổi xế chiều, trấn an mọi sợ hãi của em gái, thỏa mãn mọi câu hỏi của em về tinh thần yếu đuối của cô, giúp đỡ em mọi việc, quan sát mọi ánh mắt và mọi nhịp thở của em. Trong vài khoảnh khắc, khả năng về cơn tái phát dĩ nhiên xảy ra để nhắc nhở cô về lo lắng là như thế nào; nhưng qua những quan sát thường xuyên và cẩn thận, cô thấy mọi triệu chứng của sự hồi phục đều tiến triển. Vào lúc sáu giờ, cô thấy Marianne chìm vào giấc ngủ tĩnh lặng, êm đềm, và theo mọi dấu hiệu, thoải mái, nên cô dập tắt mọi nghi ngờ."
"The clock struck eight. Had it been ten, Elinor would have been convinced that at that moment she heard a carriage driving up to the house; and so strong was the persuasion that she DID, in spite of the ALMOST impossibility of their being already come, that she moved into the adjoining dressing–closet and opened a window shutter, to be satisfied of the truth. She instantly saw that her ears had not deceived her. The flaring lamps of a carriage were immediately in view. By their uncertain light she thought she could discern it to be drawn by four horses; and this, while it told the excess of her poor mother's alarm, gave some explanation to such unexpected rapidity.","Si hubieran sido las diez, Elinor habría estado segura de que en ese momento escuchaba un carruaje acercándose a la casa; y fue tan grande su seguridad de haberlo escuchado, a pesar de que era casi imposible que ya hubieran llegado, que se dirigió al saloncito junto a la. pieza y abrió una celosía para constatar la verdad. En seguida vio que sus oídos no la habían engañado. De inmediato tuvo a la vista el brillo de los faroles de un carruaje. A su incierta luz le pareció distinguir que era tirado por cuatro caballos; y esto, aunque era señal del enorme temor de su madre, explicó en parte tan inesperada rapidez.","Saat sekizi vurdu. Onu vurmuş olsa, Elinor o sırada eve bir arabanın yanaştığını duyduğuna inanacaktı; ama duyduğu inancı öyle güçlüydü ki, henüz gelmiş olmaları neredeyse imkansız da olsa gerçeği görmek için bitişikteki giysi odasına geçip pencerenin bir kanadını açtı. Kulaklarının onu yanıltmadığını o an gördü. Arabanın parıldayan lambaları o an ortaya çıktı. Kararsız ışıklarına bakılırsa dört atlı bir arabaydı; bu da annesinin duyduğu telaşın ölçüsünü anlatırken beklenmedik hızlarını da açıklıyordu.","Đồng hồ điểm tám giờ. Nếu là mười, Elinor hẳn đã tin rằng vào lúc này cô nghe tiếng cỗ xe chạy đến ngôi nhà; và cô tin tưởng mãnh liệt đến nỗi cô nghe thật sự, mặc dù hầu như không thể nào hai người đã đến, đến nỗi cô đi qua căn buồng thay quần áo kế bên, mở cánh cửa sổ để được thỏa mãn với sự thật. Cô thấy ngay là tai mình đã không lừa dối. Những ngọn đèn của một cỗ xe lập tức hiện ra trong tầm nhìn của cô. Qua ánh sáng chập chờn, cô nghĩ mình có thể nhận ra đấy là một cỗ xe tứ mã; và điều này giải thích giờ đến sớm, tuy cho thấy bà mẹ đáng thương đã lo lắng quá đáng mà thuê loại xe đắt tiền."
"""It is hardly worth while, Mr. Willoughby, for you to relate, or for me to listen any longer. Such a beginning as this cannot be followed by any thing.— Do not let me be pained by hearing any thing more on the subject.""","—No vale la pena, señor Willoughby, que siga hablando, o que yo siga escuchándolo. A un comienzo como éste nada puede seguirle. No me angustie haciéndome oír más sobre este asunto.","""Mr Willoughby artık anlatmanıza da, dinlememe de değmez. Böyle bir başlangıcın gerisi gelemez. -Bu konuda başka bir şey söyleyerek bana eziyet etmeyin.","- Anh Willoughby, không còn có ích gì cho anh kể lại, hoặc cho tôi ngồi nghe. Sự khởi đầu như thế này không thể tiếp tục bằng bất cứ cách nào. Xin đừng làm tôi đau khổ vì phải nghe thêm bất cứ lời nào trong chuyện này."
"Elinor assured him that she did;—that she forgave, pitied, wished him well—was even interested in his happiness—and added some gentle counsel as to the behaviour most likely to promote it. His answer was not very encouraging.","Elinor le aseguró que así era; que lo perdonaba, lo compadecía, que le deseaba lo mejor, incluso que fuera feliz, a lo que añadió un consejo gentil sobre el comportamiento más adecuado para lograrlo. Su respuesta no fue muy animadora.","Elinor onu düşündüğüne temin etti; -onu affettiğine, ona acıdığına, ona esenlikler dilediğine -hatta mutluluğuyla bile ilgilendiğine -ve bunu sağlama ihtimali olan davranışlar konusunda birkaç nazik tavsiyede bulundu. Willoughby'nin cevabı pek umut verici değildi.","Elinor trấn an anh rằng có; rằng cô tha thứ cho anh, thương hại anh, và chúc anh được tốt lành - ngay cả quan tâm đến hạnh phúc của anh - và thêm vài lời khuyên nhẹ nhàng về tư cách có thể tạo hạnh phúc. Câu trả lời của anh không được phấn khởi lắm:"
"The next morning produced no abatement in these happy symptoms. On the contrary, with a mind and body alike strengthened by rest, she looked and spoke with more genuine spirit, anticipating the pleasure of Margaret's return, and talking of the dear family party which would then be restored, of their mutual pursuits and cheerful society, as the only happiness worth a wish.","La mañana siguiente no produjo ninguna mengua en estos felices síntomas. Al contrario, fortalecida en mente y cuerpo por el descanso, sus gestos y sus palabras parecían genuinamente animados mientras anticipaba el placer del retorno de Margaret y comentaba cómo se restituiría con ello el querido grupo familiar, y cómo sus actividades compartidas y alegre compañía eran la única felicidad que cabía desear.","Ertesi sabah bu sevindirici işaretlerde herhangi bir azalma getirmedi. Aksine, dinlenmenin güçlendirdiği bir ruh ve bedenle daha da neşeli davrandı, daha da neşeli konuştu, Margaret'in dönüşünü sevinçle bekledi, o zaman eski şekline kavuşacak aile birliğinden, ortak mücadelelerinden ve neşeli arkadaşlıklarından dilemeye değer tek mutluluk olarak bahsetti.","Sáng ngày hôm sau không giảm bớt những dấu hiệu hạnh phúc. Ngược lại, với tinh thần và thể chất đều khỏe lên sau khi được nghỉ ngơi, cô ngắm nhìn và nói chuyện qua tinh thần đích thực hơn, trông mong được vui khi Margaret trở về, nói về buổi họp mặt gia đình lúc ấy sẽ được phục hồi, về những công chuyện cùng làm với nhau và những mối giao hảo vui vẻ."
"The sisters set out at a pace, slow as the feebleness of Marianne in an exercise hitherto untried since her illness required;—and they had advanced only so far beyond the house as to admit a full view of the hill, the important hill behind, when pausing with her eyes turned towards it, Marianne calmly said,","Las hermanas partieron con el paso lento que exigía la debilidad de Marianne en un ejercicio no intentado hasta ese momento; y se habían alejado de la casa apenas lo suficiente para tener una visión completa de la colina, la gran colina detrás de la casa, cuando deteniéndose con la vista vuelta hacia ella, Marianne dijo con toda calma:","Kızkardeşler Marianne'in hastalığından beri denemediği bir alıştırma içinde zayıflığının gerektirdiği kadar yavaş adımlarla yürümeye başladılar; -evden sadece tepenin, arkadaki önemli tepenin tam bir görüntüsünü alacak kadar uzaklaşmışlardı ki, gözlerini tepeye çevirip duraksayan Marianne sakince şöyle dedi,","Hai chị em bước chậm rãi theo sức yếu đuối của Marianne lần đầu tiên được thử thách từ khi cô ngã bệnh. Họ chỉ đi xa đến nơi mở ra một quang cảnh của ngọn đồi - ngọn đồi quan trọng phía sau - rồi dừng lại. Dõi mắt nhìn ngọn đồi này, Marianne điềm tĩnh lấy tay chỉ và nói:"
"""I am thankful to find that I can look with so little pain on the spot!—shall we ever talk on that subject, Elinor?""—hesitatingly it was said.—""Or will it be wrong?—I can talk of it now, I hope, as I ought to do.""—","—¡Cómo agradezco descubrir que puedo contemplar ese lugar con tan poco dolor! ¿Alguna vez hablaremos sobre ese tema, Elinor? —lo dijo con voz vacilante—. ¿O no será bueno? Yo sí puedo hablar de ello ahora, espero, y en la forma en que debo hacerlo.","""O noktaya acı çekmeden bakabildiğim için şükrediyorum! -o konudan hiç bahsedecek miyiz Elinor?"" -bunu tereddüt içinde söyledi. -""Yoksa yanlış mı olur? -Ben artık gerektiği gibi konuşabilirim sanırım.""-","- Em may mắn thấy là mình có thể ngắm nhìn cảnh vật mà không đau khổ mấy! Có khi nào chúng ta nói lại về vụ việc không, hở chị Elinor? Cô ngập ngừng thêm: - Hoặc như thế là sai lầm không? Bây giờ em mong có thể nói về chuyện ấy, vì em cần phải nói ra."
"""I am not wishing him too much good,"" said Marianne at last with a sigh, ""when I wish his secret reflections may be no more unpleasant than my own. He will suffer enough in them.""",—No le estoy deseando un gran bien —dijo finalmente Marianne con un hondo suspiro— cuando le deseo que sus pensamientos íntimos no sean más ingratos que los míos. Ya con eso sufrirá bastante.,"""Onun için iyi şeyler dileyemiyorum,"" dedi Marianne sonunda, iç çekerek, ""yeter ki gizli düşünceleri benimkilerden daha sevimsiz olmasın. Onların içinde yeterince acı çekecek.","Cuối cùng, qua tiếng thở dài Marianne nói: - Em không muốn nghĩ về anh ấy quá tốt khi mà em mong suy ngẫm thầm kín của anh không còn dằn vặt hơn so với ý nghĩ của em. Anh sẽ đủ khổ sở trong các suy ngẫm này."
"In the evening, when they were all three together, Marianne began voluntarily to speak of him again;—but that it was not without an effort, the restless, unquiet thoughtfulness in which she had been for some time previously sitting—her rising colour, as she spoke,—and her unsteady voice, plainly shewed.","Al anochecer, cuando estaban todas juntas, Marianne comenzó a hablar voluntariamente de él otra vez, pero no sin un esfuerzo que se hizo patente en el agitado, intranquilo ensimismamiento en que antes había estado sumida durante algún tiempo, en el rubor que subió a su rostro al hablar, en su voz vacilante.","Akşamleyin hepsi bir araya geldikleri zaman Marianne kendi isteğiyle yine ondan bahsetmeye başladı; -ama bunu kolay yapamadığını bir süredir içinde oturmakta olduğu rahatsız, huzursuz dalgınlığı -konuşurken kızaran yüzü -ve titreyen sesi açıkça gösteriyordu.","Vào buổi tối, khi ba người ngồi gần nhau, Marianne chủ động bắt đầu nói về anh lần nữa; nhưng vẫn còn cố gắng và suy ngẫm dao động xao xuyến mà cô đã trải qua trong thời khắc trước đấy. Cô đỏ ửng mặt khi nói qua giọng đều đều, rõ ràng:"
"""It is a great relief to me—what Elinor told me this morning—I have now heard exactly what I wished to hear.""—For some moments her voice was lost; but recovering herself, she added, and with greater calmness than before—""I am now perfectly satisfied, I wish for no change. I never could have been happy with him, after knowing, as sooner or later I must have known, all this.—I should have had no confidence, no esteem. Nothing could have done it away to my feelings.""","—Es un gran alivio para mí lo que Elinor me dijo en la mañana: he escuchado exactamente lo que deseaba escuchar —durante algunos momentos se le apagó la voz; pero, recuperándose, siguió hablando, y más tranquila que antes—: Con ello me doy por completo satisfecha. No deseo que nada cambie. Nunca habría podido ser feliz con él después de saber todo esto, como tarde o temprano lo habría sabido. Le habría perdido toda confianza, toda estima. Nada habría podido evitar que sintiera eso.","""Beni çok rahatlattı -Elinor'un bana bu sabah anlattıkları -tam duymak istediğim şeyleri duydum."" -Birkaç saniye sesi kayboldu; ama kendini toparlayarak öncekinden daha büyük bir sakinlikle ekledi -""Şimdi son derece tatmin olmuş bulunuyorum. Hiçbir şeyin farklı olmasını istemezdim. Bütün bunları öğrendikten sonra, zaten er geç öğrenecektim, onunla asla mutlu olamazdım. -Ona güvenemez, saygı duyamazdım. -Hiçbir şey bunları bana unutturamazdı.","- Con cảm thấy nhẹ nhõm rất nhiều - những gì chị Elinor kể với con sáng này - bây giờ con nghe đích xác điều mình đã muốn nghe. Trong một khoảnh khắc tiếng cô chìm đi, nhưng cô lấy lại tự chủ, và với vẻ điềm tĩnh hơn cô thêm: - Bây giờ con hoàn toàn mãn nguyện; con không mong có thay đổi. Nếu lúc trước con biết được mọi chuyện này - và sớm muộn gì con cũng biết - con hẳn không bao giờ được hạnh phúc với anh ấy. Khi ấy, con hẳn đã mất tin yêu, mất tôn kính. Không gì có thể xóa đi tư tưởng này."
"""I know it—I know it,"" cried her mother. ""Happy with a man of libertine practices!—With one who so injured the peace of the dearest of our friends, and the best of men!—No—my Marianne has not a heart to be made happy with such a man!—Her conscience, her sensitive conscience, would have felt all that the conscience of her husband ought to have felt.""","—¡Lo sé, lo sé! —exclamó su madre—. ¡Feliz con un hombre de conducta libertina! ¿Con uno que así había roto la paz del más querido de nuestros amigos y el mejor de los hombres? ¡No, un hombre como ése jamás habría podido hacer feliz el corazón de mi Marianne! En su conciencia, en su sensible conciencia habría pesado todo lo que debiera haber pesado en la de su marido.","""Biliyorum -biliyorum,"" diye haykırdı annesi. ""Sefih yaşantıları olan bir adamla mutlu olunur mu! -En sevgili dostumuzu, dünyanın en iyi insanını böyle perişan eden biri! -Hayır -benim Marianne'imin böyle bir adam tarafından mutlu edilecek kalbi olmaz! Kocasının çekmiş olması gereken bütün vicdan azabını onun vicdanı, onun o hassas vicdanı çekerdi.","Bà mẹ thốt lên: - Mẹ biết - mẹ biết rõ. Làm thế nào được hạnh phúc với một con người phóng đãng! Với người đã làm tổn thương sự an bình của người thân nhất trong số bạn bè chúng ta, và là người tốt nhất? Không - Marianne của mẹ không có con tim sinh ra để được hạnh phúc với một người như thế! Ý thức của con - ý thức nhạy cảm của con - hẳn sẽ cảm thấy được mọi điều mà ý thức của chồng con đáng lẽ phải cảm thấy."
"""At present,"" continued Elinor, ""he regrets what he has done. And why does he regret it?—Because he finds it has not answered towards himself. It has not made him happy. His circumstances are now unembarrassed—he suffers from no evil of that kind; and he thinks only that he has married a woman of a less amiable temper than yourself. But does it follow that had he married you, he would have been happy?—The inconveniences would have been different. He would then have suffered under the pecuniary distresses which, because they are removed, he now reckons as nothing. He would have had a wife of whose temper he could make no complaint, but he would have been always necessitous—always poor; and probably would soon have learned to rank the innumerable comforts of a clear estate and good income as of far more importance, even to domestic happiness, than the mere temper of a wife.""","—En la actualidad —continuó Elinor—, lamenta lo que hizo. Y, ¿por qué lo lamenta? Porque ha descubierto que no le sirvió. No lo ha hecho feliz. Ya no tiene problemas económicos, no sufre en ese aspecto, y sólo piensa en que se casó con una mujer de temperamento menos amable que el tuyo. Pero, ¿se sigue de eso que si se hubiera casado contigo seria feliz? Las dificultades habrían sido diferentes. Habría sufrido por las inquietudes económicas que, ahora que no las tiene, han perdido importancia para él. Habría tenido una esposa de cuyo carácter no se habría podido quejar, pero habría vivido siempre necesitado, siempre pobre; y probablemente muy luego habría aprendido a valorizar mucho más las innumerables comodidades que da un patrimonio libre de deudas y una buena renta, incluso para la felicidad hogareña, que el simple carácter de una esposa.","""Şimdi de,"" diye devam etti Elinor, ""yaptığından pişman. Peki niye pişman? -Çünkü beklediğini bulamadığını gördü. Bu onu mutlu etmedi. Şimdi koşulları rahat -o tür bir sıkıntısı yok; sadece senden daha az sevimli bir kadınla evlendiğini düşünüyor. Ama bundan seninle evlenseydi mutlu olurdu sonucu mu çıkıyor? -Rahatsızlıklar farklı olurdu sadece. O zaman da geçim sıkıntısından muzdarip olurdu, ama şimdi geçim sıkıntısı yok ya, önemli değilmiş gibi yapıyor. Kişiliğinden şikayet etmeyeceği bir karısı olurdu, ama her zaman parasızlık çekerdi -her zaman yoksul olurdu ve muhtemelen temiz bir servetin ve iyi bir gelirin sayısız ayrıcalığını evdeki mutluluktan, karısının kişiliğinden daha üstün tutmayı çabucak öğrenmiş olurdu.","Elinor tiếp: - Giờ đây, anh ấy đang hối tiếc về những gì mình đã làm. Và tại sao anh hối tiếc? Bởi vì anh thấy việc mình làm đã không đáp ứng điều anh mong muốn. Anh không được hạnh phúc. Tình cảnh của anh ấy bây giờ không phải là đáng hổ thẹn - anh không khổ sở gì do nghèo khó; chỉ có điều anh nghĩ anh đã cưới một phụ nữ không được hiền dịu như em. Nhưng liệu từ đây có thể suy ra rằng nếu cưới em, anh ấy sẽ được hạnh phúc hay sao? Những khó khăn sẽ theo chiều hướng khác. Lúc đó, anh sẽ khổ sở vì cảnh khốn cùng mà bây giờ anh thấy không là gì cả vì đã thoát ra. Anh sẽ có một người vợ mà anh không thể phiền hà gì về tính khí, nhưng anh sẽ luôn luôn bức xúc - luôn luôn nghèo khó. Rồi có lẽ chẳng bao lâu anh sẽ thấy là những tiện nghi của một bất động sản rộng rãi và thu nhập cao còn quan trọng hơn nhiều - dù đối với hạnh phúc lứa đôi - so với tính khí của người vợ."
"His words were echoed with unspeakable astonishment by all but Elinor, who sat with her head leaning over her work, in a state of such agitation as made her hardly know where she was.","Sus palabras fueron repetidas con indecible asombro por todas, salvo Elinor, que siguió sentada con la cabeza inclinada sobre su labor, en un estado de agitación tan grande que apenas sabía dónde se encontraba.",Sözleri Elinor dışında herkesten anlatılmaz bir şaşkınlık ifadesiyle yankılandı; başı elindeki işe eğilmiş oturan Elinor öyle bir heyecana kapılmıştı ki artık nerede olduğunu bile bilmiyordu.,"Lời của anh được vọng lại với nỗi kinh ngạc cùng cực của mọi người. Ngoại trừ Elinor, ngồi với khuôn mặt cúi xuống công việc, trong trạng thái dao động khiến cô khó thể biết mình hiện đang làm đến đâu."
