line_no,Ent,en,vi,tr,es
5023,,"Darcy, after inquiring of her how mr and ms Gardiner did—a question which she could not answer without confusion—said scarcely anything.","Darcy hỏi han cô về ông bà Gardiner, một câu hỏi khiến cô không thể trả lời thông suốt, rồi sau đấy anh không hỏi gì thêm nhiều.","Darcy ona Mr ve Mrs Gardiner'ın nasıl olduklarını sorduktan, ondan belli belirsiz bir cevap aldıktan sonra pek bir şey söylemedi.","Darcy preguntó cómo estaban los señores Gardiner, y Elizabeth le contestó con cierta turbación. Después, apenas dijo nada."
5024,,He was not seated by her: perhaps that was the reason of his silence; but it had not been so in Derbyshire.,"Anh không ngồi kế bên cô,có lẽ đây là lý do anh im lặng, nhưng tại Derbyshire anh đã không như thế.",Yakınında oturmuyordu; belki sessizliğinin nedeni buydu; ama Derbyshire'de böyle olmamıştı.,"No estaba sentado al lado de Elizabeth, y acaso se debía a esto su silencio; pero no estaba así en Derbyshire."
5026,,"But now several minutes elapsed, without bringing the sound of his voice; and when occasionally, unable to resist the impulse of curiosity, she raised her eyes to his face, she as often found him looking at Jane as at herself, and frequently on no object but the ground.","Nhưng vài phút trôi qua mà anh vẫn không nói năng gì. Vài lần không thể ngăn được hiếu kỳ, cô ngước nhìn lên anh, đôi lúc cô thấy anh đang nhìn đến Jane hoặc đến cô, thường là nhìn xuống đất.","Ama şimdi sesi duyulmaksızın birkaç dakika geçmişti; arada bir, merakını yenemeyip, gözlerini yüzüne kaldırdığı zaman onu kendisine baktığı kadar Jane'e de bakarken, sık sık da gözleri yere dikili buldu.","Allí, cuando no podía hablarle a ella hablaba con sus amigos; pero ahora pasaron varios minutos sin que se le oyera la voz, y cuando Elizabeth, incapaz de contener su curiosidad, alzaba la vista hacia él, le encontraba con más frecuencia mirando a Jane que a ella, y a menudo mirando sólo al suelo."
5027,,"More thoughtfulness and less anxiety to please, than when they last met, were plainly expressed.",Rõ ràng anh hiện vẻ suy tư và không sẵn lòng muốn gây thiện cảm như khi hai người gặp nhau lần truớc.,Son karşılaştıkları zamandan daha düşünceli ve daha az memnun etme amacında olduğu açıkça ifade ediliyordu.,Parecía más pensativo y menos deseoso de agradar que en su último encuentro.
5028,,"She was disappointed, and angry with herself for being so.","Cô cảm thấy thất vọng, và tức giận với chính mình vì đã thất vọng.","Elizabeth hayal kırıklığına uğradı, uğradığı için de kendine kızdı.",Elizabeth estaba decepcionada y disgustada consigo misma por ello.
5029,,“Could I expect it to be otherwise?” said she.,Cô nghĩ: “Mình có thể ước mong ngược lại!,"""Başka türlü olmasını bekleyebilir miydim!"" dedi.",«¿Cómo pude imaginarme que estuviese de otro modo? se decía––.
5030,,“Yet why did he come?”,Nhưng tại sao anh ấy đến đây?”,"""Ama o zaman niye geldi?",Ni siquiera sé por qué ha venido aquí.»
5031,,She was in no humour for conversation with anyone but himself; and to him she had hardly courage to speak.,"Cô không có tinh thần tiếp chuyện với ai ngoại trừ với anh, và không có mấy can đảm khơi chuyện với anh.","Ondan başka hiç kimseyle konuşmak gelmiyordu içinden, ama onunla konuşacak cesareti de yoktu.","No tenía humor para hablar con nadie más que con él, pero le faltaba valor para dirigirle la palabra."
5032,,"She inquired after his sister, but could do no more.","Cô hỏi han về em gái anh,nhưng không biết nói gì khác.","Kızkardeşinin hatırını sordu, ama başka bir şey yapamadı.","Le preguntó por su hermana, pero ya no supo más qué decirle."
5033,,"“It is a long time, mr Bingley, since you went away,” said ms Bennet.","Bà Bennet nói: - Anh Bingley, anh đã đi được một thời gian khá lâu đấy.","""Gideli çok zaman oldu, Mr Bingley,"" dedi Mrs Bennet.","––Mucho tiempo ha pasado, señor Bingley, desde que se fue usted ––dijo la señora Bennet."
5034,,He readily agreed to it.,Anh đồng ý với bà.,Mr Bingley bunu hemen kabul etti.,––Efectivamente ––dijo Bingley.
5035,,“I began to be afraid you would never come back again.,- Tôi bắt đầu lo anh không bao giờ trở về nữa.,"""Bir daha gelmeyeceksiniz diye korkuyordum.",––Empezaba a temer ––continuó ella–– que ya no volvería.
5036,,"People did say, you meant to quit the place entirely at Michaelmas; but, however, I hope it is not true.","Người ta đã nói anh định rời bỏ hẳn vào thời gian lễ Thánh Michael , nhưng tôi vẫn hy vọng không phải như thế.","Herkes öyle dedi, yani Michaelmas'da evi tümden bırakacakmışsınız; ama, mamafih, ben bunun doğru olmadığını umuyorum.",La gente dice que por San Miguel piensa usted abandonar esta comarca; pero espero que no sea cierto.
5037,,A great many changes have happened in the neighbourhood since you went away.,Nhiều thay đổi đã xảy ra trong vùng này từ khi anh ra đi. Cô Lucas kết hôn và đã ổn định.,Siz gideli muhitimizde birçok değişiklik oldu.,"Han ocurrido muchas cosas en la vecindad desde que usted se fue; la señorita Lucas se casó y está establecida en Hunsford, y también se casó una de mis hijas."
5038,"['lucas', 'miss lucas', 'cô lucas']",Miss Lucas is married and settled: and one of my own daughters.,Nhiều thay đổi đã xảy ra trong vùng này từ khi anh ra đi. Cô Lucas kết hôn và đã ổn định. Và một trong các con gái của tôi.,Miss Lucas evlenip gitti. Benim kızlarımdan biri de öyle.,"Han ocurrido muchas cosas en la vecindad desde que usted se fue; la señorita Lucas se casó y está establecida en Hunsford, y también se casó una de mis hijas."
5039,,"I suppose you have heard of it; indeed, you must have seen it in the papers.",Tôi nghĩ anh đã nghe nói; thật ra anh đã có thể đọc tin trên báo.,"Sanırım duymuşsunuzdur; tabii, gazetelerde okumuşsunuzdur.","Supongo que lo habrá usted sabido, seguramente lo habrá leído en los periódicos."
5040,,"It was in the ‘Times’ and the ‘Courier,’ I know; though it was not put in as it ought to be.","Tin đăng trên các tờ Times và Courier, tôi biết, dù đăng tải không đúng cách.","Times'da ve Courier'de yazdı, ama tabii hak ettiği kadar yer vermemişlerdi.","Salió en el Times y en el Courrier, sólo que no estaba bien redactado."
5041,,"It was only said, ‘Lately, George Wickham, Esq., to Miss Lydia Bennet,’ without there being a syllable said of her father, or the place where she lived, or anything.","Mẩu tin chỉ ghi “George Wickham, với cô Lydia Bennet”, mà không nói gì đến bố con nhoe, hoặc nơi cư ngụ của con nhỏ, đại loại như thế.","Sadece diyordu ki, ‘Geçenlerde, George Wickham ve Miss Lydia Bennet,' ne babasıyla ne nereli olduğuyla ne başka şeylerle ilgili tek kelime yoktu.","Decía solamente: «El caballero George Wickham contrajo matrimonio con la señorita Lydia Bennet», sin mencionar a su padre ni decir dónde vivía la novia ni nada."
5042,,"It was my brother Gardiner’s drawing up, too, and I wonder how he came to make such an awkward business of it.",Ông em Gardiner của tôi lo việc này; tôi không hiểu làm thế nào ông ấy lại vụng về đến thế.,Kardeşim Gardiner'ın ilanıydı üstelik; nasıl oldu da böyle beceriksiz bir iş yaptı anlamıyorum.,"La gacetilla debió de ser obra de mi hermano Gardiner, y no comprendo cómo pudo hacer una cosa tan desabrida."
5043,,Did you see it?”,Anh có đọc được tin không?,Gördünüz mü?,¿Lo vio usted?
5044,"['bingley', 'anh bingley']","Bingley replied that he did, and made his congratulations.","- Anh Bingley đáp anh có đọc, và ngỏ lời chúc mừng.","Bingley gördüğünü söyledi, tebriklerini sundu.",Bingley respondió que sí y la felicitó.
5045,,Elizabeth dared not lift up her eyes.,"Elizabeth không dám ngước mắt lên, nên cô không thể biết phản ứng của anh Darcy ra sao.",Elizabeth gözlerini kaldırmaya cesaret edemiyordu.,Elizabeth no se atrevía a levantar los ojos y no pudo ver qué cara ponía Darcy.
5046,,"How mr Darcy looked, therefore, she could not tell.","Elizabeth không dám ngước mắt lên, nên cô không thể biết phản ứng của anh Darcy ra sao.","O yüzden, Mr Darcy'nin nasıl göründüğünü anlayamadı.",Elizabeth no se atrevía a levantar los ojos y no pudo ver qué cara ponía Darcy.
5047,"['bingley', 'mr bingley']","“It is a delightful thing, to be sure, to have a daughter well married,” continued her mother; “but at the same time, mr Bingley, it is very hard to have her taken away from me.","Bà mẹ tiếp: - Thật là vui khi thấy một đứa con gái có một cuộc hôn nhân tốt đẹp, nhưng anh Bingley ạ, cùng lúc thật là buồn khi thấy nó phải sống xa tôi.","""İnsanın kızının iyi evlilik yapması çok hoş bir şey,"" diye devam etti annesi, ""ama aynı zamanda, Mr Bingley, benden o kadar uzağa gitmesi de çok zor.","––Es delicioso tener una hija bien casada ––siguió diciendo––, pero al mismo tiempo, señor Bingley, es muy duro que se me haya ido tan lejos."
5048,,"They are gone down to Newcastle, a place quite northward it seems, and there they are to stay, I do not know how long.","Họ đi Newcastle, khá xa về miền Bắc, và họ sẽ định cư ở đấy, vì tôi nghĩ anh đã nghe việc anh ấy rời khỏi lực lượng dân quân để gia nhập quân đội.","Newcastle'a gittiler, gayet kuzeyde bir yer sanırım, kimbilir ne kadar zaman orada kalacaklar.","Se han trasladado a Newcastle, que cae muy al Norte, según creo, y allí estarán no sé cuánto tiempo."
5049,,"His regiment is there; for I suppose you have heard of his leaving the ——shire, and of his being gone into the Regulars.","Họ đi Newcastle, khá xa về miền Bắc, và họ sẽ định cư ở đấy, vì tôi nghĩ anh đã nghe việc anh ấy rời khỏi lực lượng dân quân để gia nhập quân đội.","Bölüğü orada; çünkü sanırım --------shire alayını bıraktığını, düzenli orduya geçtiğini duymuşsunuzdur.","El regimiento de mi yerno está destinado allí, porque habrán usted oído decir que ha dejado la guarnición del condado y que se ha pasado a los regulares."
5051,,"he has some friends, though, perhaps, not so many as he deserves.”","Cảm ơn Chúa tôi! Anh ấy cũng có vài người bạn, tuy có lẽ không có nhiều cho xứng đáng với con người của anh ấy.","Tanrıya şükür! onun da bazı dostları var, belki hak ettiği kadar çok değilse de.","Gracias a Dios tiene todavía algunos amigos, aunque quizá no tantos como merece."
5052,,"Elizabeth, who knew this to be levelled at mr Darcy, was in such misery of shame that she could hardly keep her seat.","Elizabeth hiểu bà có ý nhắm đến anh Darcy, và cô cảm thấy khổ sở vì xấu hổ đến nỗi cô hầu như không muốn ngồi lại.",Bunun Mr Darcy'ye yöneltildiğini bilen Elizabeth öyle sefil bir utanç içindeydi ki yerinde zor durdu.,"Elizabeth, sabiendo que esto iba dirigido a Darcy, sintió tanta vergüenza que apenas podía sostenerse en la silla."
5053,['bingley'],"It drew from her, however, the exertion of speaking, which nothing else had so effectually done before; and she asked Bingley whether he meant to make any stay in the country at present.","Tuy nhiên, điều này khiến cô có thêm cố gắng để tiếp chuyện, và cô hỏi Bingley liệu anh có ý định lưu lại nơi đây không.","Öte yandan, bu onu konuşmaya zorladı, ki başka hiçbir şey böyle bir etki yapmamıştı; Bingley'ye taşrada uzun süre kalmayı düşünüp düşünmediğini sordu.","Sin embargo, hizo un supremo esfuerzo para hablar y preguntó a Bingley si pensaba permanecer mucho tiempo en el campo."
5054,,"A few weeks, he believed.",Anh trả lời anh sẽ ở lại vài tuần.,"Birkaç hafta, dedi Bingley.",El respondió que unas semanas.
5055,,"“When you have killed all your own birds, mr Bingley,” said her mother, “I beg you will come here and shoot as many as you please on mr Bennet’s manor.","Bà mẹ nói: - Khi anh đã bắn hết mọi chim chóc của anh, tôi mời anh đến đây và bắn thêm tuỳ ý anh thích trong trang viên của ông Bennet.","""Kendi kuşlarınızın hepsini öldürünce, Mr Bingley,"" dedi annesi, ""lütfen buraya gelin ve Mr Bennet'ın arazisinde dilediğiniz kadar kuş vurun.","––Cuando haya matado usted todos sus pájaros, señor Bingley ––dijo la señora Bennet––, venga y mate todos los que quiera en la propiedad de mi esposo."
5056,,"I am sure he will be vastly happy to oblige you, and will save all the best of the coveys for you.”","Tôi chắc chắn ông ấy sẽ rất vui chiều theo ý anh, và sẽ giành mọi thuận tiện cho anh.",Eminim kendisi sizi ağırlamaktan fevkalade mutlu olacak ve en iyi kekliklerin hepsini sizin için ayıracaktır.,Estoy segura que tendrá mucho gusto en ello y de que le reservará sus mejores nidadas.
5058,,"Were the same fair prospect to arise at present, as had flattered them a year ago, everything, she was persuaded, would be hastening to the same vexatious conclusion.","Elizabeth càng cảm thấy khổ sở thêm vì cách quan tâm không cần thiết, nhiễu sự đến thế! Cô nghĩ bây giờ dù cho cô cùng nhiều mong mỏi như điều đã làm họ tự hào một năm trước, thì mọi việc vẫn nhanh chóng dẫn đến kết thúc đau buồn.","Bir yıl önce karşılarına çıkan aynı iyi ihtimal şimdi de doğacak olsa, herşeyin hızla aynı ızdıraplı sonuca doğru gideceğine inandı.",No le cabía la menor duda de que todas aquellas ilusiones que renacían después de un año acabarían otra vez del mismo modo.
5059,['jane'],"At that instant she felt, that years of happiness could not make Jane or herself amends for moments of such painful confusion.","Vào lúc ấy, cô có cảm tưởng rằng nhiều năm hạnh phúc không thể bù đắp cho Jane hoặc cô thay cho những thời khắc của sự kết thúc đau đớn như thế.","O anda, yıllar boyu mutlu olmanın bile Jane ve kendisi için bu acı utanç anlarını silemeyeceğini hissetti.",Pensó que años enteros de felicidad no podrían compensarle a ella y a Jane de aquellos momentos de penosa confusión.
5060,,"“The first wish of my heart,” said she to herself, “is never more to be in company with either of them.",Cô nhủ thầm: “Ước muốn đầu tiên của con tim mình là không bao giờ nên gần gũi người nào cả trong hai người này.,"""Tek dileğim,"" dedi kendine, ""artık bunlardan birinin yakınında olmamak.","«No deseo más que una cosa ––se dijo––, y es no volver a ver a ninguno de estos dos hombres."
5061,,Their society can afford no pleasure that will atone for such wretchedness as this!,Việc kết giao với họ không thể tạo vui thú có thể xoa dịu những bứt rứt như thế này.,Varlıkları böyle bir utancı telafi edecek mutluluğu veremez!,Todo el placer que pueda proporcionar su compañía no basta para compensar esta vergüenza.
5062,,Let me never see either one or the other again!”,Xin đừng cho tôi gặp lại hai người này nữa!”,Bir daha ne onu görmek istiyorum ne diğerini!,¡Ojalá no tuviera que volver a encontrármelos nunca!»
5063,,"Yet the misery, for which years of happiness were to offer no compensation, received soon afterwards material relief, from observing how much the beauty of her sister rekindled the admiration of her former lover.","Tuy thế, nỗi khổ tâm, mà nhiều năm hạnh phúc không thể đền bù, chẳng bao lâu được khuây khoả khi cô thấy vẻ đẹp của chị cô đã khơi lại lòng trìu mến của người tình cũ.",Yine de yıllar boyu mutlu olmanın telafi edemeyeceği duygusu az sonra ablasının güzelliğinin eski âşığının hayranlığını yeniden alevlendirdiğini görünce epeyce hafifledi.,"Pero aquella desdicha que no podrían compensar años enteros de felicidad, se atenuó poco después al observar que la belleza de su hermana volvía a despertar la admiración de su antiguo enamorado."
5064,,"When first he came in, he had spoken to her but little, but every five minutes seemed to be giving her more of his attention.","Khi anh mới bước vào, anh chỉ trò chuyện qua loa với Jane,nhưng mỗi lúc anh càng chú ý đến cô nhiều hơn.",Bingley ilk içeri girdiğinde onunla pek az konuşmuştu; ama her beş dakikada bir ona daha fazla dikkat ediyor gibiydi.,"Al principio Bingley habló muy poco con Jane, pero a cada instante parecía más prendado de ella."
5065,,"He found her as handsome as she had been last year; as good-natured, and as unaffected, though not quite so chatty.","Anh thấy cô vẫn xinh xắn như năm rồi, vẫn dịu dàng, vẫn điềm tĩnh, tuy ít nói hơn trước.","Onu geçen seneki kadar güzel buldu, o kadar uyumlu ve rahat; tabii o kadar konuşkan değilse de.","La encontraba tan hermosa como el año anterior, tan sensible y tan afable, aunque no tan habladora."
5066,"['jane bingley', 'jane']","Jane was anxious that no difference should be perceived in her at all, and was really persuaded that she talked as much as ever; but her mind was so busily engaged, that she did not always know when she was silent.","Jane cố ý tỏ lộ như thể không có thay đổi nào trong cô, tin rằng mình vẫn ăn nói hoạt bát như ngày xưa. Nhưng tâm trí cô luôn bị xáo trộn, đến nỗi có lúc cô không biết rằng mình đang im lặng.",Jane Bingley onda hiçbir değişiklik bulmayacak diye korkuyordu ve her zamanki kadar çok konuştuğuna gerçekten inanıyordu. Ama aklı öyle doluydu ki sustuğunun her zaman farkında olmuyordu.,"Jane deseaba que no se le notase ninguna variación y creía que hablaba como siempre, pero su mente estaba tan ocupada que a veces no se daba cuenta de su silencio."
5067,,"When the gentlemen rose to go away, ms Bennet was mindful of her intended civility, and they were invited and engaged to dine at Longbourn in a few days’ time.","Khi hai anh đứng dậy để ra về, bà Bennet nhớ lại phép xã giao bà đã trù tính, nên bà mời họ đến dùng bữa tối trong vài ngày tới.",Beyler kalktıkları zaman Mrs Bennet tasarladığı kibarlığı hatırladı; Longbourn'a yemeğe davet edildiler ve birkaç gün sonrası için sözleştiler.,"Cuando los caballeros se levantaron para irse, la señora Bennet no olvidó su proyectada invitación. Los dos jóvenes aceptaron y se acordó que cenarían en Longbourn dentro de pocos días."
5068,,"“You are quite a visit in my debt, mr Bingley,” she added; “for when you went to town last winter, you promised to take a family dinner with us as soon as you returned.","Bà thêm: Anh Bingley, anh còn nợ chúng tôi một chuyến viếng thăm, vì khi anh đi thành phố mùa đông rồi, anh hứa sẽ đến dự bữa ăn gia đình với chúng tôi ngay khi anh trở về.","""Bana bir ziyaret borçlusunuz, Mr Bingley,"" diye ekledi, ""çünkü geçen kış şehre gittiğiniz zaman döner dönmez bizimle aile yemeği yemek için söz vermiştiniz.","––Me debía una visita, señor Bingley añadió la señora Bennet––, pues cuando se fue usted a la capital el último invierno, me prometió comer en familia con nosotros en cuanto regresara."
5069,,"I have not forgot, you see; and I assure you I was very much disappointed that you did not come back and keep your engagement.”","Anh thấy đấy, tôi không quên, và xin anh tin rằng tôi sẽ rất thất vọng nếu anh không trở lại và làm theo lời hứa.","Görüyorsunuz, unutmadım; ve inanın çok kırıldım geri dönüp sözünüzde durmadınız diye.",Ya ve que no lo he olvidado. Estaba muy disgustada porque no volvió usted para cumplir su compromiso.
5070,['bingley'],"Bingley looked a little silly at this reflection, and said something of his concern at having been prevented by business.","Bingley lộ vẻ hơi ngẩn ngơ với hồi tưởng này, và nói điều quan ngại gì đấy, vì phải bận công chuyện.",Bingley bu sözler karşısında bir parça aptallaştı ve işlerin engel olduğundan filan yakındı.,"Bingley pareció un poco desconcertado por esa reflexión, y dijo que lo sentía mucho, pero que sus asuntos le habían retenido."
5071,,They then went away.,Rồi họ ra về.,Sonra gittiler.,Darcy y él se marcharon.
5072,"['mrs bennet', 'bennet', 'señora bennet']","ms Bennet had been strongly inclined to ask them to stay and dine there that day; but, though she always kept a very good table, she did not think anything less than two courses could be good enough for a man on whom she had such anxious designs, or satisfy the appetite and pride of one who had ten thousand a year.","Bà Bennet đã rất muốn giữ họ lại và mời họ ăn tối ngay ngày hôm ấy, nhưng tuy bà luôn chuẩn bị bàn ăn tươm tất, bà nghĩ ít nhất phải có hai món chính để xứng với một người mà bà đã có những ý đồ khao khát, hoặc để thoả mãn tính háo ăn và kiêu hãnh của một người có thu nhập mười nghìn mỗi năm.","Mrs Bennet o gün kalıp onlarla yemek yemelerini teklif etmeyi çok istiyordu ama, sofrası her zaman gayet iyi de olsa, hakkında öyle hevesli planlar kurduğu bir adamı memnun etmeye ya da yılda on bin kazanan bir diğerinin iştahını ve gururunu tatmin etmeye iki menüden aşağısı yetmez diye düşündü.","La señora Bennet había estado a punto de invitarles a comer aquel mismo día, pero a pesar de que siempre se comía bien en su casa, no creía que dos platos fuesen de ningún modo suficientes para un hombre que le inspiraba tan ambiciosos proyectos, ni para satisfacer el apetito y el orgullo de otro que tenía diez mil libras al año de renta."
5073,,CHAPTER LIV.,Chương 54,Bölüm XII,CAPÍTULO LIV
5074,['elizabeth'],"AS soon as they were gone, Elizabeth walked out to recover her spirits; or, in other words, to dwell without interruption on those subjects which must deaden them more.","Ngay sau khi họ ra về, Elizabeth bưới ra khỏi gian phòng nhằm lấy lại tinh thần, hay nói cách khác, để suy tư về những sự việc đã khiến đầu óc cô u mê thêm.","Konuklar gider gitmez Elizabeth moralini düzeltmek için dışarı çıktı, ya da başka bir deyişle moralini daha da bozacak konular üzerinde kesintisiz düşünebilmek için.","En cuanto se marcharon, Elizabeth salió a pasear para recobrar el ánimo o, mejor dicho, para meditar la causa que le había hecho perderlo."
5075,"['darcy', 'mr darcy']",mr Darcy’s behaviour astonished and vexed her.,Thái độ của anh Darcy khiến cô ngạc nhiên và bực bội.,"Mr Darcy'nin davranışı onu üzmüş, sıkmıştı.",La conducta de Darcy la tenía asombrada y enojada.
5076,,"“Why, if he came only to be silent, grave, and indifferent,” said she, “did he come at all?”","Cô nghĩ: “Nếu anh đến chỉ để giữ im lặng, trang nghiêm và lạnh nhạt, thì đến để làm gì?”","""Sadece sessiz, ciddi, kayıtsız olmak için geldiyse,"" dedi, ""niye geldi?","¿Por qué vino ––se decía–– para estar en silencio, serio e indiferente?»"
5077,,She could settle it in no way that gave her pleasure.,Cô không thấy có lý giải nào làm cho cô vui.,Buna hoşuna gidecek bir cevap veremedi.,No podía explicárselo de modo satisfactorio.
5078,,"“He could be still amiable, still pleasing to my uncle and aunt, when he was in town; and why not to me?","”Anh vẫn dễ thương, vẫn có thể tỏ ra có khả năng thu phục cảm tình ông cậu và bà mợ khi anh ở trong thành phố, và tại sao lại tìm đến?","""Şehirdeyken dayıma, yengeme karşı hâlâ kibar, sıcak davranmış, peki bana karşı niye öyle değil?","«Si pudo estar amable y complaciente con mis tíos en Londres, ¿por qué no conmigo?"
5079,,"If he fears me, why come hither?","Nếu anh không còn màng gì đến mình, tại sao lại im lặng?",Benden korkuyorsa neden buraya geldi?,"Si me temía, ¿por qué vino?"
5080,,"If he no longer cares for me, why silent?","Nếu anh không còn màng gì đến mình, tại sao lại im lặng?",Beni umursamıyorsa neden susup oturdu?,"Y si ya no le importo nada, ¿por qué estuvo tan callado?"
5081,,"Teasing, teasing man!","Chòng ghẹo và chòng ghẹo, cái anh chàng này!",Ne bunaltıcı bir adam!,¡Qué hombre más irritante!
5082,,I will think no more about him.”,Mình không nên nghĩ đến anh ta nữa.”,Artık onu düşünmeyeceğim.,No quiero pensar más en él.»
5083,,"Her resolution was for a short time involuntarily kept by the approach of her sister, who joined her with a cheerful look which showed her better satisfied with their visitors than Elizabeth.","Cô chỉ có thể duy trì chủ định trong một khoảnh khắc, vì cô chị đã đi đến với dáng vẻ tươi vui, cho thấy cô hài lòng hơn Elizabeth về hai người khách.",Ablasının gelişiyle kararına kısa bir süre elinden olmadan uydu; Jane misafirler konusunda Elizabeth'ten daha memnun olduğunu gösteren neşeli bir tavırla ona katıldı.,"Involuntariamente mantuvo esta resolución durante un rato, porque se le acercó su hermana, cuyo alegre aspecto demostraba que estaba más satisfecha de la visita que ella."
5084,,"“Now,” said she, “that this first meeting is over, I feel perfectly easy.","Cô nói: - Bây giờ, buổi tái ngộ đầu tiên đã kết thúc, chị cảm thấy hoàn toàn nhẹ nhõm.","""Bu ilk karşılaşmayı atlattım ya,"" dedi, ""artık kendimi gayet rahat hissediyorum.","––Ahora ––le dijo––, pasado este primer encuentro, me siento completamente tranquila."
5085,,"I know my own strength, and I shall never be embarrassed again by his coming.","Chị biết rõ nghị lực của chị, và chị sẽ chẳng bao giờ bị bối rối khi anh ấy đến.",Kendi gücümü biliyorum; onun gelişi bir daha beni rahatsız etmez.,Sé que soy fuerte y que ya no me azoraré delante de él.
5087,,"It will then be publicly seen, that on both sides we meet only as common and indifferent acquaintance.”",Chị vui khi anh nhận lời ăn tối ngày thứ Ba. Lúc ấy mọi người sẽ thấy hai bên chỉ gặp nhau như hai người quen biết thông thưòng và vô tư.,"Herkes görecek, her ikimiz de sıradan, kayıtsız arkadaşlar olarak öylesine bir araya geliyoruz.","Me alegro de que venga a comer el martes, porque así se verá que nos tratamos simplemente como amigos indiferentes."
5088,,"“Yes, very indifferent, indeed,” said Elizabeth, laughingly.","Elizabeth cười nói: - Vâng, đích thật là rất vô tư.","""Evet, gayet kayıtsız,"" dedi Elizabeth, gülerek.","––Sí, muy indiferentes ––contestó Elizabeth riéndose––."
5089,,"“Oh, Jane! take care.”","Này Jane, chị hãy cảnh giác nhé!","""Ah Jane, dikkat et.","¡Oh, Jane! ¡Ten cuidado!"
5090,,"“My dear Lizzy, you cannot think me so weak as to be in danger now.”","- Lizzy yêu, em không nên nghĩ chị yếu đuối đến nỗi đang trong cơn hiểm nguy.","""Lizzyciğim, o kadar zayıf olduğumu düşünemezsin, benim için tehlike geçti.","––Lizzy, querida, no vas a creer que soy tan débil como para correr ningún peligro."
5091,,“I think you are in very great danger of making him as much in love with you as ever.”,- Em nghĩ có nguy cơ lớn là chị sẽ làm cho anh ấy càng thêm yêu chị.,"""Bence asıl şimdi tehlikedesin, onu yine kendine âşık ediyorsun.","––Creo que estás en uno muy grande, porque él te ama como siempre."
5092,,"They did not see the gentlemen again till Tuesday; and ms Bennet, in the meanwhile, was giving way to all the happy schemes which the good-humour and common politeness of Bingley, in half an hour’s visit, had revived.","Trong khoảng thời gian cho đến Thứ Ba họ không gặp lại anh, và bà Bennet bận rộn với mọi toan tính hạnh phúc, được khơi lại nhờ tư cách vui vẻ và lễ độ của anh Bingley trong nửa giờ thăm viếng.","Beyleri Salı gününe kadar bir daha görmediler; bu arada Mrs Bennet yeniden, Bingley'nin yarım saatlik ziyaret sırasındaki neşesi ve ayrımsız kibarlığıyla canlandırdığı bütün o mutlu hayallere kaptırdı kendini.","No volvieron a ver a Bingley hasta el martes, y, entretanto, la señora Bennet se entregó a todos los venturosos planes que la alegría y la constante dulzura del caballero habían hecho revivir en media hora de visita."
5093,,"On Tuesday there was a large party assembled at Longbourn; and the two who were most anxiously expected, to the credit of their punctuality as sportsmen, were in very good time.","Vào ngày Thứ Ba, có khá đông người được mời đến Longbourn. Hai thanh niên, được háo hức chờ đợi, đến đúng giờ như những thể thao gia.",Salı günü Longbourn'da geniş bir topluluk bir araya geldi; en merakla beklenen iki kişi sporcu titizliklerine duyulan güveni boşa çıkarmadan tam vaktinde geldiler.,El martes se congregó en Longbourn un numeroso grupo de gente y los señores que con más ansias eran esperados llegaron con toda puntualidad.
5094,,"When they repaired to the dining-room, Elizabeth eagerly watched to see whether Bingley would take the place which, in all their former parties, had belonged to him, by her sister.","Khi họ đi vào phòng ăn, Elizabeth nôn nóng quan sát liệu anh Bingley sẽ chọn chỗ ngồi nào của anh không,như trong những buổi họp mặt trước anh vẫn luôn ngồi bên cô chị.","Yemek salonuna geçtikleri zaman Elizabeth heyecanla Bingley'nin eski partilerinde ona ait olan yere, ablasının yanına oturup oturmayacağını izledi.","Cuando entraron en el comedor, Elizabeth observó atentamente a Bingley para ver si ocupaba el lugar que siempre le había tocado en anteriores comidas al lado de su hermana; su prudente madre, pensando lo mismo, se guardó mucho de invitarle a que tomase asiento a su lado."
5096,,"On entering the room, he seemed to hesitate; but Jane happened to look round, and happened to smile: it was decided.","Khi vừa bước vào, anh có vẻ ngần ngại,nhưng Jane đang nhìn quanh quất và đang mỉm cười; thế là thuận lợi.",Bingley odaya girince duraksar gibi oldu; ama Jane etrafa bakınıp gülümseyiverdi: karar verildi.,"Bingley pareció dudar, pero Jane acertó a mirar sonriente a su alrededor y la cosa quedó decidida: Bingley se sentó al lado de Jane."
5098,,"Elizabeth, with a triumphant sensation, looked towards his friend.","Elizabeth cảm thấy đắc thắng, và nhìn về phía người bạn của anh.",Elizabeth zafer duygusu içinde Bingley'nin arkadaşına baktı.,"Elizabeth, con triunfal satisfacción, miró a Darcy."
