line_no,Ent,en,vi,tr,es
5603,['jim'],"“Oh, you don’t understand, Jim; a coat of arms is very different.”","- Anh không hiểu gì cả, Jim ạ, huy hiệu khác cơ, không phải như thế đâu.","“Ah, hiç anlamıyorsun, Jim, arma çok farklı bir şeydir.","—Bueno, Jim, es que no comprendes; un escudo de armas es muy diferente."
5607,,"By-and-by he said he’d struck so many good ones he didn’t hardly know which to take, but there was one which he reckoned he’d decide on.","Thế là thằng Tom ngồi bóp trán nghĩ ra một cái huy hiệu cho Jim. Lát sau, nó bảo là đã nghĩ ra rất nhiều nhưng không biết nên chọn lấy cái nào.","Biraz sonra aklına bir sürü güzel arma geldiğini, hangisini seçeceğini bilemediğini söyledi, ama galiba bir tanesinde karar kılacaktı sonunda.","Al cabo de un rato dijo que se le habían ocurrido tantos que no sabía cuál escoger, pero había uno que le parecía su favorito."
5609,,"“On the scutcheon we’ll have a bend or in the dexter base, a saltire murrey in the fess, with a dog, couchant, for common charge, and under his foot a chain embattled, for slavery, with a chevron vert in a chief engrailed, and three invected lines on a field azure, with the nombril points rampant on a dancette indented; crest, a runaway nigger, sable, with his bundle over his shoulder on a bar sinister; and a couple of gules for supporters, which is you and me; motto, Maggiore fretta, minore atto.","- Trên cáo huy hiệu ấy vẽ một vòng tròn xung quanh, phía trước là một hình chéo màu vàng, có con chó nằm, tỏ ra là nô lệ, dưới chân con chó là cái xích, rồi có chỗ để ghi công trạng màu xanh lá cây, có răng cưa xung quanh, một hình chứ V màu xanh lá cây ở phía trên cùng của huy hiệu, ba đường nghiêng trên nền mầu xanh da trời với nhiều nét chấm.","Armayı çevreleyen şeridin içinde koyu kırmızı çapraz bir kuşak ve halkı temsil eden uzanmış bir köpek olacak. Köpeğin ayağının altında da köleliği temsilen sağlam bir zincir bulunacak. Üst tarafında yeşil bir süsleme ve gök mavisi zemin üstüne üç dik çizgi gelecek ve kasıtlı bir zikzak işaretinin ortasına yayılmış noktalar olacak. Tepede bir kaçak zenci resmi: Kapkara, omzundaki gayrimeşruluğu belirten işaretin üzerinde bohçası var. Onu destekleyen iki kırmızı çizgi var ki bunlar da sen ve beniz. En altta kavisli bir arma kuşağı. Üzerinde bir yazı: Maggiore fretta, minore otto.","—En el escudo pondremos una barra de oro en la base diestra, un aspa morada en el falquín, con un perro, couchant, en franquís, y bajo el pie, una cadena almenada, por—la esclavitud, con un chevron vert con una punta dentada y tres líneas vectoras en campo de azur, con las puntas de los dientes rampantes en una dancette; de timbre, un negro fugitivo, sable, con el hatillo al hombro sobre barra de bastardía, y un par de gules de apoyo, que somos tú y yo; de lema, Maggiore fretta, minore atto."
5625,['jim'],"He’d got all that coat of arms business fixed, so now he started in to finish up the rest of that part of the work, which was to plan out a mournful inscription—said Jim got to have one, like they all done.","Thế là nó giải quyết xong chuyện về cái huy hiệu, bây giờ nó làm nốt cái phần còn lại, tức là vạch ra một bài từ biệt, bảo rằng Jim phải có một bài viết như vậy, trong sách người ta đã nói thế.","Arma işini tamamen kararlaştırdıktan sonra işin geri kalan kısmına, yani kederli yazıtımızı planlama işine döndü. Bütün mahkûmlar gibi Jim’in de böyle bir yazıtı olmalıydı.","Como tenía arreglado todo aquello del escudo de armas, empezó a rematar aquella parte de la tarea, que consistía en planear una inscripción muy triste, porque decía que Jim tenía que dejarla, igual que habían hecho todos."
5626,,"He made up a lot, and wrote them out on a paper, and read them off, so:","Nó viết sẵn trên mẩu giấy, rồi đọc to lên:","Bir sürü laf uydurdu ve bunları bir kâğıda yazdı, ardından sesli olarak okudu:","Se inventó muchas, que escribió en un papel, y cuando las leyó, decían:"
5627,,1. Here a captive heart busted.,"1) Nơi đây, một trái tim bị giam cầm đang tan vỡ.",1. Esir bir yürek burada çürüyüp gitti.,«1. Aquí se le rompió el corazón a un cautivo.
5628,,"2. Here a poor prisoner, forsook by the world and friends, fretted out his sorrowful life.","2) Nơi đây, một tù nhân đáng thương, bị cuộc đời và bè bạn ruồng bỏ, phải sống héo hon, tàn tạ.",2. Dünyadan ve dostlarından ayrılmış zavallı bir mahkûm çileli ömrünü burada doldurdu.,"»2. Aquí un pobre prisionero, abandonado por el mundo y los amigos, sufrió una vida de penas."
5629,,"3. Here a lonely heart broke, and a worn spirit went to its rest, after thirty-seven years of solitary captivity.","3) Nơi đây, một trái tim cô đơn tan vỡ, một tinh thần đã mệt mỏi sau ba mươi bảy năm bị giam cầm cô quạnh.","3. Yapayalnız bir kalp burada kırıldı, yıpranmış bir ruh otuz yedi yıllık yapayalnız esaretin ardından huzura erdi.","»3. Aquí se rompió un corazón solitario y un espíritu deshecho marchó a su eterno descanso, al cabo de treinta y siete años de cautiverio en solitario."
5630,,"4. Here, homeless and friendless, after thirty-seven years of bitter captivity, perished a noble stranger, natural son of Louis XIV.","4) Nơi đây, con của Louis thứ mười bốn đã qua đời không nhà cửa, không bạn bè thân thuộc, sau ba mươi bảy năm tù đầy.","4. Evsiz ve arkadaşsız, otuz yedi yıllık çileli esaretin ardından burada hakka kavuşan soylu yabancı, XIV. Louis’nin öz oğludur.","»4. Aquí, sin casa ni amigos, al cabo de treinta y siete años de amargo cautiverio, pereció un noble extranjero, hijo natural de Luis XIV.»"
5631,,"Tom’s voice trembled whilst he was reading them, and he most broke down.","Khi đọc những câu đó, giọng thằng Tom run lên vì xúc động.","Tom bunları okurken sesi titriyordu, neredeyse ağlayacaktı.","A Tom le temblaba la voz al leerlo, y casi se echó a llorar."
5632,,"When he got done he couldn’t no way make up his mind which one for Jim to scrabble on to the wall, they was all so good; but at last he allowed he would let him scrabble them all on.","Lúc đọc xong, nó không biết nên chọn câu nào để cho Jim viết lên tường vì câu nào thấy cũng hay cả; sau cùng nó bảo nên để cho Jim viết tất cả mấy câu đó lên.","Okumayı bitirdikten sonra Jim’in duvara hangisini kazıyacağına bir türlü karar veremedi, hepsi de birbirinden iyiydi; ama en sonunda hepsini birden kazımasına izin vereceğini söyledi.","Cuando terminó no había forma de que decidiera cuál tenía que escribir Jim en la pared, porque todas eran estupendas, pero por fin decidió que dejaría que las escribiese todas."
5633,,"Jim said it would take him a year to scrabble such a lot of truck on to the logs with a nail, and he didn’t know how to make letters, besides; but Tom said he would block them out for him, and then he wouldn’t have nothing to do but just follow the lines.","Jim nói là phải đến một năm anh ta mới viết xong từng đấy chữ, cho nên Tom sẽ viết ra ngoài, và hắn chỉ việc nhìn theo đó mà vạch lên tường.","Jim bir çiviyle kütüklere bu kadar laf kazımanın en az bir yıl süreceğini hatırlattı, üstelik daha harfleri yazmayı da bilmiyordu; ama Tom harfleri kendisinin önceden çizeceğini ve Jim’in tek yapması gerekenin çizgileri takip ederek kazımak olduğunu söyledi.","Jim dijo que le llevaría un año escribir tantas cosas en los troncos con un clavo, porque además él no sabía hacer letras; pero Tom le prometió dibujárselas para que Jim no tuviera más que seguir el dibujo."
5634,,Then pretty soon he says:,Rồi nó nói:,Ama çok geçmeden fikrini değiştirdi:,Y poco después dijo:
5635,,"“Come to think, the logs ain’t a-going to do; they don’t have log walls in a dungeon: we got to dig the inscriptions into a rock.","- Viết lên gỗ thì không ổn rồi, vì trong tháp giam làm gì có tường bằng gỗ.","“Düşündüm de, kütükler işimizi görmez; zindanlarda kütük duvarlar olmaz: Yazıtı bir kayaya kazımamız gerek.","—Ahora que lo pienso, esos troncos no valen; en las mazmorras no tienes troncos; tenemos que hacer las inscripciones en una piedra."
5636,,We’ll fetch a rock.”,Chúng mình phải khắc chữ vào đá mới đúng.,Bir kaya getirelim.,Tenemos que traer una piedra.
5637,['jim'],Jim said the rock was worse than the logs; he said it would take him such a pison long time to dig them into a rock he wouldn’t ever get out.,"Jim bảo khắc trên đá còn khó hơn trên gỗ, như vậy còn lâu hắn mới khắc xong mà trốn ra được.",Jim hemen araya girip kayanın kütükten bile daha zor kazınacağını söyledi. Bu sözleri bir kayaya kazımak o kadar uzun sürecekti ki bir daha asla gün yüzü göremeyecekti.,Jim dijo que la piedra era peor que los troncos; que le llevaría tantísimo tiempo escribirlas en la piedra que jamás se escaparía.
5638,['tom'],But Tom said he would let me help him do it.,Nhưng Tom bảo sẽ để tôi giúp.,Ama Tom ona benim yardım etmeme izin vereceğini söyledi.,Pero Tom dijo que me dejaría ayudarle.
5639,['jim'],Then he took a look to see how me and Jim was getting along with the pens.,Rồi nó nhìn xem tôi và Jim viết đến đâu rồi.,Ondan sonra da benim ve Jim’in kalemleri ne hale getirdiğimize bir baktı.,Después echó un vistazo para ver cómo nos iba a mí y a Jim con las plumas.
5640,,"It was most pesky tedious hard work and slow, and didn’t give my hands no show to get well of the sores, and we didn’t seem to make no headway, hardly; so Tom says:","Làm cái này thật là một việc rất khó khăn và châm chạp, đôi bàn tay tôi đã đau lại càng đau hơn mà công việc dường như không tiến thêm chút nào. Tom nói:","Alabildiğine ağır işleyen ve çaba gerektiren bir işti, üstelik hem ellerimin iyileşmesini engellemişti hem de neredeyse hiç ilerleme kaydedememiş gibi görünüyorduk.","Era un trabajo de lo más latoso, duro y lento, no me venía nada bien para quitarme las llagas de las manos, y casi no parecíamos avanzar, así que Tom va y dice:"
5641,,“I know how to fix it.,- Tao nghĩ ra một cách.,"“Nasıl yapacağımızı biliyorum,” dedi Tom.",—Ya sé cómo arreglarlo.
5642,,"We got to have a rock for the coat of arms and mournful inscriptions, and we can kill two birds with that same rock.","Chúng mình phải đi kiếm một hòn đá để làm huy hiệu và viết chữ luôn. ở dưới xưởng có một hòn đá xay rất lớn, chúng mình sẽ đưa lên đây rồi viết các thứ vào đó, lại có thể dùng nó mà mài bút, mài cưa được.","“Arma ve kederli yazıt için bir kaya bulmamız gerek, sonra da o kayayla iki kuş vurabiliriz.","Necesitamos una piedra para el escudo de armas y las inscripciones melancólicas, y podemos matar dos pájaros de un tiro."
5643,,"There’s a gaudy big grindstone down at the mill, and we’ll smouch it, and carve the things on it, and file out the pens and the saw on it, too.”","Chúng mình phải đi kiếm một hòn đá để làm huy hiệu và viết chữ luôn. ở dưới xưởng có một hòn đá xay rất lớn, chúng mình sẽ đưa lên đây rồi viết các thứ vào đó, lại có thể dùng nó mà mài bút, mài cưa được.","Değirmenin içinde iri ve gösterişli bir değirmentaşı var, onu yürütürüz, her şeyi üzerine kazırız ve kalemler ile testereyi de onun üzerinde keskinleştiririz.",Donde el molino hay una piedra enorme de moler que podemos traer para escribir las cosas en ella y además afilar las plumas y el serrucho.
5644,,It warn’t no slouch of an idea; and it warn’t no slouch of a grindstone nuther; but we allowed we’d tackle it.,"Thật là một ý tưởng kì quái, nhưng chúng tôi nghĩ có thể làm được.",İşte bu fena fikir değildi. Doğrusu çetin bir değirmentaşıydı; yine de onu getirebileceğimizi hissediyorduk.,"No era mala idea, y tampoco era mala piedra de moler, pero decidimos intentarlo."
5645,['jim'],"It warn’t quite midnight yet, so we cleared out for the mill, leaving Jim at work.","Lúc đó chưa đến nửa đêm, chúng tôi ra ngoài và lần xuống xưởng, chỉ còn để Jim ở lại làm việc của hắn.","Daha gece yarısı olmamıştı, o yüzden işleri Jim’e bırakıp değirmene doğru yola çıktık.","Todavía no era medianoche, así que nos fuimos al molino y dejamos a Jim con su trabajo."
5646,,"We smouched the grindstone, and set out to roll her home, but it was a most nation tough job.","Chúng tôi khiêng hòn đá ra ngoài rồi lăn về nhà, nhưng nặng quá, mấy lần nó suýt rời dập chân.","Değirmentaşını yerinden çıkardık ve eve doğru yuvarlamaya başladık, ama bu gerçekten boyumuzu aşıyordu.","Agarramos la piedra y empezamos a llevarla rodando a casa, pero resultaba de lo más difícil."
5647,,"Sometimes, do what we could, we couldn’t keep her from falling over, and she come mighty near mashing us every time.","Chúng tôi khiêng hòn đá ra ngoài rồi lăn về nhà, nhưng nặng quá, mấy lần nó suýt rời dập chân.",Elimizden geleni yapmamıza rağmen zaman zaman devrilmesini engelleyemiyorduk ve her seferinde altında ezilmekten kıl payı kurtuluyorduk.,"A veces, hiciéramos lo que hiciéramos, no podíamos impedir que se cayera, y a cada momento estaba a punto de aplastarnos."
5648,['tom'],"Tom said she was going to get one of us, sure, before we got through.",Tom bảo thế nào cũng có đứa bị đá rơi vào chân trước khi khênh về đến nơi.,"“Oraya varana kadar içimizden biri kesin bu taşın altında kalacak,” dedi Tom.",Tom dijo que seguro que se llevaba a uno de nosotros por delante antes de que lográsemos terminar.
5649,,"We got her half way; and then we was plumb played out, and most drownded with sweat.","Được nửa đường, chúng tôi mệt quá, lảo đảo, mồ hôi ra ướt đẫm.","Yarı yola kadar götürdük, ama artık adım atacak halimiz kalmamıştı, kendi terimiz içinde boğulmak üzereydik.",Llegamos a medio camino y ya estábamos agotados y casi ahogados de sudor.
5651,,"So he raised up his bed and slid the chain off of the bed-leg, and wrapt it round and round his neck, and we crawled out through our hole and down there, and Jim and me laid into that grindstone and walked her along like nothing; and Tom superintended.","Chúng tôi đành phải gọi Jim, Jim ngồi dậy và nhắc cái dây xích ra khỏi chân giường, bò ra khỏi lỗ đến chỗ để hòn đá, Jim và tôi nhấc hòn đá lên, đi nhẹ như không, còn thằng Tom thì chỉ huy.","Bu işi beceremeyeceğimizi anlamıştık, gidip Jim’i getirmemiz gerekiyordu. Jim yatağı kaldırıp zinciri karyola bacağından kurtardı, sonra da zinciri boynuna doladı ve birlikte sürünerek delikten çıktık. Jim’le birlikte gidip değirmentaşını kolayca kaldırdık ve taşımaya başladık, Tom da bize denetçilik yaptı.","Así que levantó la cama, sacó la cadena de la pata del catre, se la puso al cuello y salimos a rastras por el agujero hasta donde estaba la piedra, y Jim y yo nos pusimos a empujarla y la hicimos correr de lo más fácil, mientras Tom supervisaba."
5652,,He could out-superintend any boy I ever see.,Nó có thể chỉ huy được bất cứ đứa trẻ nào khác.,O güne kadar gördüğüm tüm çocukları denetçilikte geçerdi.,Era el chico que mejor supervisaba del mundo.
5653,,He knowed how to do everything.,Nó có thể làm được đủ mọi thứ.,Her şeyin nasıl yapılacağını biliyordu.,Sabía hacer de todo.
5654,,"Our hole was pretty big, but it warn’t big enough to get the grindstone through; but Jim he took the pick and soon made it big enough.","Cái lỗ chúng tôi đào cũng khá to, nhưng hòn đá vẫn không thể lọt qua được, Jim cầm lấy cuốc đào rộng thêm ra.","Deliğimiz epeyce genişti, ama yine de değirmentaşını geçirecek kadar büyük değildi, ama Jim kazmayı alıp kısa zamanda deliği büyüttü.","Nuestro agujero ya era bastante grande, pero no lo suficiente para meter por él la piedra; entonces Jim agarró el pico y en seguida lo agrandó."
5655,,"Then Tom marked out them things on it with the nail, and set Jim to work on them, with the nail for a chisel and an iron bolt from the rubbage in the lean-to for a hammer, and told him to work till the rest of his candle quit on him, and then he could go to bed, and hide the grindstone under his straw tick and sleep on it.","Tom lấy đinh vạch lên tảng đá và bảo Jim đục theo những vết đã vạch. Nó bảo Jim làm đến khi nào nến tắt thì hãy đi ngủ, đem giấu hòn đá xuống dưới ổ rồi nằm lên đó mà ngủ.","Sonra Tom çiviyle taşın üzerine harfleri çizdi ve Jim’i devam etmesi için başına dikti; keski yerine çiviyi ve çekiç yerine de ardiyedeki ıvır zıvırın içinde bulduğumuz bir kol demirini kullanacaktı; ona mumunun geri kalanı bitene kadar çalışmasını söyledi, ondan sonra yatabilirdi, ama değirmentaşını şiltesinin altına koyup üzerinde yatmalıydı.","Después Tom dibujó las frases en ella con el clavo y puso a Jim a trabajar, con el clavo haciendo de buril y un perno de martillo; dijo que trabajara hasta que se acabara la vela y que después podía acostarse y esconder la piedra de molino debajo del colchón y dormir encima de ella."
5656,,"Then we helped him fix his chain back on the bed-leg, and was ready for bed ourselves.","Chúng tôi giúp Jim mắc lại cái xích vào chân giường, rồi chúng tôi cũng sửa soạn đi ngủ.",Ardından Jim’e zinciri karyola bacağına geri takması için yardım ettik ve biz de artık yatmaya hazırdık.,Luego le ayudamos a volver a poner la cadena en la pata del catre y nos preparamos para acostarnos.
5657,['tom'],"But Tom thought of something, and says:","Nhưng bỗng nhiên, thằng Tom lại nói:",Ama Tom’un aklına yeni bir şeyler gelmiş gibiydi.,"A Tom se le ocurrió algo, y va y dice:"
5658,,"“You got any spiders in here, Jim?”","- Trong này có con nhện nào không, Jim?","“Burada hiç örümcek var mı, Jim?” diye sordu.","—Ah, ¿hay arañas aquí?"
5659,,"“No, sah, thanks to goodness I hain’t, Mars Tom.”","- Không có, cậu ạ.","“Yok, sahip, Tanğı’ya şüküğ ki yok, Sahip Tom.","—No, señor, gracias a Dios que no, sito Tom."
5660,,"“All right, we’ll get you some.”","- Được, để tôi đi kiếm một ít cho.","“Tamam, biz sana getiririz.","—Muy bien, ya te traeremos algunas."
5661,,"“But bless you, honey, I doan’ want none.","- Được, để tôi đi kiếm một ít cho.","“Hay çok yaşa sen, ciğeğimin köşesi, öğümcek istemem ki ben.","—Pero, por Dios, mi niño, no quiero arañas."
5662,,I’s afeard un um.,"- Ôi, tôi sợ lắm.",Ben koğkağım zaten öğümcekten.,Me dan miedo.
5663,,I jis’ ’s soon have rattlesnakes aroun’.”,Thà có rắn còn hơn là nhện.,"Onlar geliğse, o zaman peşinden çıngığaklı yılanlağ da geliğ.",Prefiero hasta las serpientes de cascabel.
5664,['tom'],"Tom thought a minute or two, and says:",Tom nghĩ một vài phút rồi nói:,Tom bir-iki dakika düşündükten sonra şöyle dedi:,"Tom se quedó pensando un momento, y va y dice:"
5665,,“It’s a good idea.,- Một ý kiến hay đấy.,“İyi fikir aslında.,—Es una buena idea.
5666,,And I reckon it’s been done.,- Một ý kiến hay đấy.,Bence yapılabilir.,Y calculo que ya se ha hecho alguna vez.
5667,,It must a been done; it stands to reason.,- Một ý kiến hay đấy.,Hatta yapılmak zorunda; akla uygun görünüyor.,Tiene que haberse hecho; es lógico.
5668,,"Yes, it’s a prime good idea.",- Một ý kiến hay đấy.,"Evet, bu on numara bir fikir.","Sí, es una idea fenómena."
5669,,Where could you keep it?”,Thế anh để nó ở đâu?,Nerede saklayabilirsin?,¿Dónde la tendrías?
5670,,"“Keep what, Mars Tom?”","- Để cái gì cơ, cậu Tom?","“Neyi saklayacağım, Sahip Tom?","—¿Tener qué, sito Tom?"
5671,,"“Why, a rattlesnake.”",- Con rắn chứ cái gì?,“Bir çıngıraklı yılanı tabii ki.,"—Hombre, una serpiente de cascabel."
5673,,"Why, if dey was a rattlesnake to come in heah I’d take en bust right out thoo dat log wall, I would, wid my head.”","- Lạy chúa, nếu có con rắn bò vào đây thì tôi lập tức phải chụi qua cái lỗ tường kia mà chạy thôi.","“Tanğım, sen beni koğu, Sahip Tom! Buğaya biğ çıngığaklı yılan geliğse eğeğ, ben şu kütükten duvağı kafamla yağağak çıkağım.","Pero es que yo si veo que entra aquí una serpiente de cascabel salgo volando por esa pared de troncos, aunque tenga que romperla a cabezazos."
5674,,"“Why, Jim, you wouldn’t be afraid of it after a little.","- Ôi, Jim, anh đừng có sợ thế.","“Ama Jim, bir süre sonra artık ondan hiç korkmazsın.","—Hombre, Jim, al cabo de un tiempo ya no le tendrías miedo."
5675,,You could tame it.”,Anh có thể chinh phục được nó chứ?,Onu evcilleştirebilirsin.,Podrías domesticarla.
5677,,“Yes—easy enough.,"- Phải, dễ thôi.",“Evet… çok kolay.,"—Sí, es fácil."
5678,,"Every animal is grateful for kindness and petting, and they wouldn’t think of hurting a person that pets them.","Bất cứ con vật nào mà anh yêu quý nó thì nó cũng biết ơn, và không bao giờ nó làm hại anh.",Bütün hayvanlar iyilik ve okşama karşısında şükran duyar ve onları okşayan insanlara zarar vermeyi akıllarından bile geçirmezler.,Todos los animales agradecen los gestos de cariño y las caricias; ni se les ocurriría hacer daño a una persona que las acaricia.
5682,,"“Please, Mars Tom—doan’ talk so!","- Tôi xin cậu, tôi không dám nghe đâu! Nó sẽ để tôi đưa cái đầu nó vào mồm tôi ư?","“N’oluğ, Sahip Tom… böyle şeyleğ söyleme! Ağtık dayanamıyoğum!","—Por favor, sito Tom... ¡No diga esas cosas!"
5684,,"He’d let me shove his head in my mouf—fer a favor, hain’t it?","- Tôi xin cậu, tôi không dám nghe đâu! Nó sẽ để tôi đưa cái đầu nó vào mồm tôi ư?","Kafasını ağzıma sokmama izin veğecek ha… iyilik olsun diye, öyle mi?","Me dejaría que le metiera la cabeza en mi boca, ¿como un favor, verdad?"
5686,,"En mo’ en dat, I doan’ want him to sleep wid me.”","Mà hơn nữa, tôi không muốn cho nó ngủ chung với tôi.",Üstelik ben zaten istemem ki o benimle uyusun.,"Y, además, no quiero que duerma conmigo."
5687,,"“Jim, don’t act so foolish.","- Jim, anh đừng có ngu dại như vậy.","“Böyle aptalca davranma, Jim.","—Jim, no seas tonto."
5688,,"A prisoner’s got to have some kind of a dumb pet, and if a rattlesnake hain’t ever been tried, why, there’s more glory to be gained in your being the first to ever try it than any other way you could ever think of to save your life.”","Một tù nhân phải có một con vật để làm bạn chứ. Từ trước đến nay, chưa có ai nuôi rắn cả, nên anh là người đầu tiên làm được việc đó thì càng vẻ vang chứ sao.","Mahkûmların sessiz bir evcil hayvanı olması mecburidir, daha önce kimsenin çıngıraklı yılanı olmadıysa, hayatını kurtarmak için akla gelebilecek başka yolları değil de, bunu deneyen ilk kişi olmanın şanı daha büyüktür.","Un prisionero tiene que tener un animalito de compañía, y si nunca se ha probado con una serpiente de cascabel, puedes alcanzar más gloria por ser el primero en intentarlo que de cualquier otra forma que se te pueda ocurrir de salvar la vida."
5689,"['mars tom', 'tom']","“Why, Mars Tom, I doan’ want no sich glory.","- Cậu Tom ơi, tôi không muốn cái vẻ vang ấy.","“Ama Sahip Tom, ben böyle biğ şan istemem.","—Pero, sito Tom, yo no quiero esa gloria."
5690,,"Snake take ’n bite Jim’s chin off, den whah is de glory?",Con rắn sẽ mổ vào tôi.,"Yılan Jim’in çenesini sokuveğiğse, o zaman şanı ne yapsın Jim? Yok, sahip, ben istemem böyle şeyleğ yapmak.","La serpiente va y le muerde en la barbilla a Jim, y entonces, ¿dónde está la gloria?"
5691,,"No, sah, I doan’ want no sich doin’s.”","Không, cậu ạ, tôi không muốn làm cái chuyện đó.","Yılan Jim’in çenesini sokuveğiğse, o zaman şanı ne yapsın Jim? Yok, sahip, ben istemem böyle şeyleğ yapmak.","No, señor, no quiero hacer nada de eso."
5692,,"“Blame it, can’t you try?","- Mẹ kiếp, thế anh không thử được ư? Tôi chỉ muốn anh thử thôi.","“Hayret bir şeysin, denemekten ne çıkar?","—Maldita sea, ¿no puedes intentarlo?"
5693,,I only want you to try—you needn’t keep it up if it don’t work.”,"- Mẹ kiếp, thế anh không thử được ư? Tôi chỉ muốn anh thử thôi. Nếu anh không thích thì không cần phải giữ nó mãi cơ mà!",Sadece denemeni istiyorum… işe yaramazsa onu beslemeye devam etmene gerek yok.,Sólo quiero que lo intentes... No necesitas seguir adelante si no sale bien.
5694,,“But de trouble all done ef de snake bite me while I’s a tryin’ him.,- Nhưng trong lúc tôi thử thì nó đã cắn tôi rồi còn gì.,"“Ama ben onu evcilleştiğmeye çalışığken, o beni sokağsa işim biteğ.",—Pero el problema se acaba si la serpiente me muerde mientras yo lo estoy intentando.
5695,,"Mars Tom, I’s willin’ to tackle mos’ anything ’at ain’t onreasonable, but ef you en Huck fetches a rattlesnake in heah for me to tame, I’s gwyne to leave, dat’s shore.”","Cậu Tom ơi, tôi không muốn làm những cái đó đâu. Nếu cậu Huck mà đem một con rắn vào đây thì tôi bỏ đi ngay, nhất định thế.","Aklıma yatan hemen heğ şeyi yapmaya razıyım, ama Huck ve sen bana çıngığaklı yılan getiğip, sonğa da evcilleştiğmemi isteğseniz, ben hemen çekip gideğim, başka tüğlü olmaz.","Sito Tom, yo estoy dispuesto a intentar casi cualquier cosa que parezca razonable, pero si usted y Huck me traen una serpiente para que la domestique, me largo, eso se lo aseguro."
5699,,I never knowed b’fo’ ’t was so much bother and trouble to be a prisoner.”,"Tôi nói thật với cậu, chưa bao giờ tôi thấy lo ngại và khổ như thế này.",Mahkûm olmak ne kadağ zoğ ve bela biğ işmiş be ağkadaş.,Nunca había comprendido que esto de estar preso fuera tanto lío.
5700,,"“Well, it always is when it’s done right.","Tôi nói thật với cậu, chưa bao giờ tôi thấy lo ngại và khổ như thế này.","“Tabii ki öyledir, ama doğru yaparsan.","—Bueno, siempre lo es cuando se hacen bien las cosas."
5701,,You got any rats around here?”,- Thế ở đây có chuột không?,Burada fare var mı peki?,¿Hay ratas por qui?
5702,,"“No, sah, I hain’t seed none.”","- Không, tôi chả thấy con nào.","“Yok, sahip, hiç fağe göğmedim.","—No, señor, no he visto ninguna."
5703,,"“Well, we’ll get you some rats.”",- Thôi thế chúng tôi kiếm cho anh mấy con chuột...,"“Tamam, sana birkaç tane getiririz.","—Bueno, te traeremos algunas ratas."
5704,"['mars tom', 'tom']","“Why, Mars Tom, I doan’ want no rats.","- Tôi không cần chuột, cậu Tom ạ.","“Sahip Tom, fağe filan istemem.","—Pero, sito Tom, yo no quiero tener ratas."
5705,,"Dey’s de dadblamedest creturs to ’sturb a body, en rustle roun’ over ’im, en bite his feet, when he’s tryin’ to sleep, I ever see.","Nó là con vật đáng ghét nhất cứ hay quấy nhiễu người ta, trèo cả lên người, cắn chân không cho người ta ngủ.","Onlağ çok belalı yağatıklağ, insanı ğahatsız edeğleğ, uyumaya çalıştığı sığada üstünde gezeğ ve ayaklağını ısığığlağ.","Son los bichos más asquerosos que hay, y se le suben a uno encima y le muerden en los pies cuando está tratando de dormirse."
5706,,"No, sah, gimme g’yarter-snakes, ’f I’s got to have ’m, but doan’ gimme no rats; I hain’ got no use f’r um, skasely.”","Thà cậu đưa rắn thường vào đấy chứ, đừng đưa chuột vào đây. Tôi không cần dùng đến chuột làm gì.","Yok, sahip, sen illa biğ şey getiğeceksen, yılanları getiğ sadece, fağe istemem, onlağın bana hiç faydası yok ki zaten.","No, señor, prefiero las culebras, si es que hace falta, pero nada de ratas; no me gustan para nada, y lo digo de verdad."
5707,,"“But, Jim, you got to have ’em—they all do.",- Nhưng mà anh phải có chuột chứ.,"“Ama Jim, farelerin olmak zorunda… hepsinin faresi vardır.","—Pero, Jim, tiene que haber ratas..."
5708,,So don’t make no more fuss about it.,"Anh đừng lo ngại, họ đều làm như thế cả.",O yüzden artık şikâyet edip durma.,Lo dice en todos los libros. Así que no armes más jaleo con eso.
5711,,"And they train them, and pet them, and learn them tricks, and they get to be as sociable as flies.","Tù nhân không bao giờ có chuột, họ huấn luyện nó nhiều mưu mẹo, rồi những con chuột đó trở thành gần gũi như con ruồi vậy.","Hatta fareleri eğitirler, okşarlar, onlara numaralar öğretirler ve onlarla muhabbeti ilerletirler.","Y las domestican, las acarician y les enseñan trucos, y así aprenden a ser de lo más sociable."
5712,,But you got to play music to them.,Mà anh lại còn phải chơi âm nhạc cho chúng nghe nữa chứ. Anh có cái gì để chơi âm nhạc không?,Ama sen onlara müzik çalmalısın.,Pero hay que tocarles algo de música.
5713,,You got anything to play music on?”,Mà anh lại còn phải chơi âm nhạc cho chúng nghe nữa chứ. Anh có cái gì để chơi âm nhạc không?,Bunun için gerekli aletlerin var mı?,¿Tienes algo para tocar música?
5714,,"“I ain’ got nuffn but a coase comb en a piece o’ paper, en a juice-harp; but I reck’n dey wouldn’ take no stock in a juice-harp.”","- Tôi chỉ có cái lược gẫy với một mảnh giấy, để làm cái đàn búng thôi. Nhưng tôi chắc chắn chúng nó không thích đàn búng.","“Sadece biğ tağağım ve biğ pağça kâğıdım, biğ de ağız tambuğam vağ, ama onlağ ağız tambuğası dinlemek isteğ mi, ben pek sanmam.","—No tengo más que un peine de madera, un pedazo de papel y un birimbao, y no creo que vaya a gustarles mucho un birimbao."
5716,,They don’t care what kind of music ’tis.,- Có chứ. Chúng nó không phân biệt thứ âm nhạc nào.,Ne tür müzik olduğunu umursamaz onlar.,A ellas les da igual la clase de música.
