Single_ent,en_masked,en_masked_shuffled
['adela'],"“[MASK] thinks Cardingham’s development is better left in the hands of the field agent program. We can make a solider out of him, but probably never a modern metrosexual.”","better agent probably field a a but development the thinks metrosexual.” the left him, We of program. Cardingham’s out make hands solider modern never is “[MASK] can in of"
['margaret'],"[MASK], who understood how to sneak soft-drink cans and snacks into cinemas, was not impressed by the idea of the gallery trip. Consider how much she’d had to learn: negotiating supermarkets, brands and flavors, the invention of the aluminum can, the basic untrustworthiness of the popcorn counter, the invention of film.","the invention the untrustworthiness film. how gallery popcorn flavors, cans cinemas, she’d of invention not the trip. [MASK], impressed Consider idea and learn: how into supermarkets, the basic to the negotiating can, the of understood counter, and much was sneak brands the to by soft-drink snacks of of aluminum had who"
['arthur'],"It wasn’t until I walked later into Turner’s century—the 1830s, the 1840s—that I started to see what all the fuss was about. The forensic detail of the early paintings was gone. In their place, the sensory drama of the rain, the wind, and the waves was portrayed in sweeping, fuzzy strokes, more suggestion than depiction. I stood and gawped stupidly in front of The Fighting Temeraire, irradiated by its impossible orange sun. I felt a gentle hand on my jaw. [MASK] was closing my mouth.","detail portrayed gentle [MASK] fuss paintings gone. stood early all of In century—the stupidly The I orange the and sweeping, hand to Fighting I my a closing my waves depiction. walked started the of 1840s—that mouth. felt on strokes, I Turner’s sensory The was see about. suggestion the was Temeraire, It what in drama wind, gawped rain, than wasn’t in and later forensic was of irradiated into place, more their jaw. I was the the sun. fuzzy the 1830s, the its by front impossible until"
['arthur'],"[MASK] sighed. Then he said, “I think the suffragettes did bally well. I can see there are famous career opportunities for a bright and ambitious young lady. But I can’t help noticing that the exchange has not been all equal. I rarely see chaps taking care of old folks or scrubbing the floors. People still look at a man ferrying a child without a wife alongside with something like suspicion. Or pity.”","bally care I said, noticing the a floors. exchange ambitious suspicion. can career pity.” or did something he young chaps look see of alongside equal. are lady. opportunities a scrubbing taking still been a People a But well. all the old child I see bright help I Or man and Then wife ferrying at [MASK] the think famous sighed. has can’t “I without like suffragettes with there folks that for not rarely"
['arthur'],"“You want to work with children?” I said, alarmed. We didn’t have material on how to deal with the expats if they got broody, and I wasn’t much good at it with normal people either. [MASK] gave me a despairing look.","deal they to material with children?” at to got expats wasn’t We on how if have either. with gave the said, despairing normal I I “You alarmed. broody, me and work [MASK] much good want didn’t a it look. people with"
['graham'],"We got up and adjusted our clothes. We were all wearing sheepish, excitable expressions, like children caught drawing on walls. We followed [MASK] into the next room and crowded around him, clucking annoyingly.","clucking next excitable We children sheepish, our adjusted all We the [MASK] him, and crowded expressions, like annoyingly. wearing clothes. caught walls. followed We were and room got up on into around drawing"
['turner'],"Hurrah! for the whaler Erebus! Another fish! (1846) [MASK] seems to have borrowed the name of this whaling ship from HMS Erebus, which with her companion vessel, the Terror, had sailed for the Arctic the previous year. In one of the greatest disasters in polar exploration, neither ship nor any of their company returned.","Another the which returned. for the of [MASK] exploration, neither the polar from ship of name this ship the in Erebus! greatest (1846) whaler Hurrah! her HMS whaling sailed vessel, Arctic previous disasters had In seems Erebus, company fish! for one have any of to year. the their Terror, companion with the borrowed nor"
['adela'],"“That’s a start,” said [MASK], then kicked my feet out from under me. I hit the mat with an embarrassing grunt-woof.","a kicked my “That’s grunt-woof. then me. embarrassing [MASK], out feet said start,” an the hit mat with from I under"
['adela'],"“Attackers generally don’t,” said [MASK] placidly. I rolled out of the way just before her heel came down on my stomach and scrambled upright.","of don’t,” I rolled said just the “Attackers and heel out placidly. upright. [MASK] down on before her way stomach scrambled my generally came"
['adela'],"“You didn’t tell him about the attack on the Twin Towers?” asked [MASK]. She seemed genuinely confused. Her hand hovered in midair. I hesitated, then decided this must mean the sparring was over, and relaxed.","[MASK]. on him in must I over, this She and about attack was confused. hesitated, the genuinely decided Her midair. mean didn’t the seemed then hovered “You Twin hand Towers?” the sparring tell asked relaxed."
['adela'],"“Yes,” said [MASK], in a flaking voice. “If he’d come to the news abruptly, he would have converted to the Ministry on the spot.”","voice. come would he’d in a “Yes,” flaking to to news the abruptly, have said on the he “If Ministry spot.” [MASK], converted the"
['graham'],"I knew [MASK] felt adrift on treacherous waters. He desired me—that much was obvious now—but either he wished that he didn’t, or he wished we could have done it his way. He was in an uncertain relationship with everything in our era, but he knew how to make love to me, and he knew it was what I wanted. If I’d let him have his choice, he would never have touched me, but would have courted me chastely in that little house until the Ministry made him enough of a man that he could create an honest woman out of what he had to work with.","enough in to have an him the work knew make treacherous would on either He let felt in waters. era, with. that had to man me Ministry obvious how his chastely was but or now—but he out he everything he never that would until relationship he I me, it what in way. I knew done knew have He touched to could have could was our love we and an a create I’d him wished didn’t, desired honest [MASK] his but adrift that wanted. of little he have made of much he he with what uncertain it me, courted woman was If house wished choice, me—that he"
['graham gore'],"Secondly, that Lieutenant [MASK]—who had been granted a field promotion to Commander—was dead before the march began. History had swallowed him, closing over him as the sea does over a luckless sailor.","been had Secondly, closing before Commander—was had does the History that over to him field began. a him, luckless [MASK]—who as over sea the promotion sailor. granted march swallowed a Lieutenant dead"
['adela'],"At the Ministry, [MASK] stared at me with wild eyes. She looked like her edges had been improperly filled in, and I realized it was the first time I’d ever seen her without makeup. A palm-size clump of hair frizzed out from her head.","realized it her I’d edges stared and without filled her improperly at head. from eyes. her looked frizzed seen I been She of ever the like makeup. out clump had palm-size me time with A the first wild [MASK] was Ministry, At hair in,"
['adela'],"We were looking at each other, neither with much of a grip on our expressions. Something was washing over [MASK]’s face. I thought, at first, I was witnessing a rare example of high emotion, but the longer I looked, the more I became convinced that the weird battlements of her chin and cheekbones were moving again. She looked viscous, recently shaken.","each the of first, but I was on her looking We She that cheekbones at high rare the other, I grip convinced a expressions. face. again. witnessing more were neither example looked at was thought, a shaken. battlements and of of moving with longer the our washing emotion, looked, over weird Something I were became much [MASK]’s recently I viscous, chin"
['adela'],"[MASK] combed her fingers through her hair. The big kink at the side of her head began to flatten, in an oily, exhausted way.","big an began at oily, her through fingers The hair. to [MASK] combed way. head the side her flatten, exhausted her kink in of"
['margaret'],"He’d been feeling concerned, responsible, since our gallery trip. A good officer takes care of his crew. He had been out to visit her. When he’d arrived at the door of the shrouded ex-shopfront that concealed their safe house, he’d been puzzled by a line of darkness at the edge of it, like a pole of paint. A curious optical illusion. The door had been kicked in and left very, very slightly ajar, so that a single inch of the dark hallway beyond was visible. He walked in and called out for [MASK]. His voice landed strangely in the penumbral air.","our takes was When The by and of in her. been the a concealed of left slightly of in so visit pole strangely trip. door shrouded He’d door like voice that their safe to ajar, at had very, it, been puzzled he’d curious illusion. paint. A [MASK]. of for the officer arrived optical in penumbral line of the and out care a since crew. a responsible, landed called that A out He darkness concerned, been had inch the very single his visible. edge house, He at gallery beyond been His feeling walked the good kicked he’d ex-shopfront dark of hallway air."
['arthur'],"“I assumed you would be with me,” he replied. “And that I would take care of you. We must go to [MASK]’s first. He won’t know what’s happened. Then we will move to the tunnels.”","to you with be would [MASK]’s what’s care “I assumed would me,” replied. the we that tunnels.” know go We happened. you. first. he “And move He take of to I won’t Then must will"
['graham'],"If [MASK] had asked the expats to gather in one place, that made it easier for me to herd them into protective custody. I just had to be fast—faster than the blue-light weapon, faster than the speed of information from a mole. Good God. I kicked the box of iron rations into my room so I could grab my gun. Holster, box, quick march to [MASK]’s bedroom. Adrenaline fuzzed all my edges.","to box, my asked fast—faster Adrenaline my I that box grab just into of iron one Holster, march the the bedroom. [MASK] made place, God. I custody. fuzzed gun. mole. If to from for be information had kicked could all in herd rations the room quick I Good expats to blue-light it [MASK]’s them faster protective edges. easier my weapon, into than to speed me had the a so than gather of"
['graham'],"I spent the bike ride flush against [MASK], near tearful, rattling with an internal ticker tape of questions, ribboning through me in an abundance of disorder.","tape ticker ribboning flush an of the abundance questions, through with [MASK], rattling near disorder. in against tearful, I internal spent ride an of me bike"
['arthur'],"[MASK] was lying on the floor, his eyes clouded and open. His head was turned to one side—he was facing me as I entered the room. Blood and vomit pooled from his lips. It looked almost like a speech bubble on the carpet. The air had an acrid, sickly tang.","and me open. eyes the speech as [MASK] vomit his lips. floor, from I Blood facing clouded air head His like his the pooled turned one tang. entered an lying It side—he room. The on sickly carpet. the almost acrid, looked bubble had on to was was was and a"
['graham'],"I backed out of the room. I saw [MASK] lean down and press his forehead to Arthur’s temple. Then I turned and walked back down the stairs, legs trembling.","forehead temple. backed Arthur’s the and legs press [MASK] I out and saw walked to back trembling. I down I Then of room. turned down lean stairs, his the"
['arthur'],"There was a table by the front door, stacked with umbrellas, flyers, keys, small change, and other by-the-entrance ephemera. There was a small notebook, which I picked up and opened. I flipped through it. [MASK]’s handwriting. I put it in my pocket. I’ll give it back to him later, I thought. I recognized the thought as one of a person in shock, but I couldn’t stop myself thinking it.","picked keys, which my in front couldn’t but thought. pocket. I a by it. it. I door, up it There give I flipped and There I umbrellas, through him small was other with myself the opened. one handwriting. of change, [MASK]’s stacked later, shock, in by-the-entrance a person and back I’ll table recognized thinking as to I flyers, was I thought the ephemera. a it notebook, put stop small"
['arthur'],"The ride to the tunnels passed in a blur. We took the motorways, which were thundering and anonymous. This is what the road to hell is like, I thought. Not paved with good intentions, but tarmacked and screaming with vehicles driven by people who don’t know and don’t care that [MASK] is dead.","thundering care and in anonymous. good tunnels and road by what like, [MASK] driven blur. that know motorways, and don’t Not tarmacked This intentions, with hell ride vehicles a to is the to people which We paved took The with is screaming passed thought. but I is the dead. don’t the who were"
['arthur'],"I reached out and clasped his shoulder, to steady myself as much as anything. He turned and dragged me toward him, curling fists into my waterproof coat. He squeezed me so tightly that it hurt. I could feel him shaking, he who never moved without a perfect clarity of intent. The whole time, I was thinking: The microchips, the microchips. They found [MASK] because of the microchips. Let me out of your arms: I need to think about what to do about the microchips.","whole much shaking, found dragged intent. perfect about the could [MASK] steady microchips. of to He shoulder, time, anything. They tightly who I me a turned as never out as me his I hurt. and I me waterproof The microchips, it microchips. him do your moved and The reached about curling think Let because into He of of what feel out fists arms: to so squeezed the toward without him, to need clasped coat. the my clarity microchips. myself was thinking: he I that"
['margaret'],"[MASK] burst from the ceiling. She had been hiding in a disused vent. She was covered with slime, and her eyes were wild. She fell, landing heavily, scrambled upright and threw herself into Graham’s arms. He swept her off the floor, his face in her filth-thickened hair.","in in She her floor, scrambled disused [MASK] fell, filth-thickened and heavily, She was slime, hair. upright landing had herself off threw Graham’s with face covered were vent. his into the and eyes ceiling. been hiding He arms. her her a swept the She burst wild. from"
['graham'],"We didn’t have long to grieve. [MASK] and I changed from our soaked clothes into fresh ones. He explained the layout of the room, such as he understood it. There were three entrances, one of which was underwater. The other two were the long catacomb walk that we’d just come through, and a significantly more damaged and dangerous crawl space, whose entrance was set into the hollow of a dual-carriageway bridge.","underwater. were hollow which layout it. he through, our damaged changed and The and catacomb into more one just grieve. didn’t He long from two fresh ones. that crawl the set a the was into walk was such There We I soaked significantly of long clothes entrance room, dual-carriageway bridge. space, other the come of dangerous the understood were have explained we’d as three [MASK] a whose to and entrances, of"
['nay'],"“[MASK], sir. Thou thinkest this the work of professional men? May this not be a lover’s revenge? Didst thou know he was a sodomite, Commander?”","“[MASK], know professional a sodomite, the not thinkest of be this was work he Commander?” lover’s a Thou Didst May thou this men? revenge? sir."
['graham'],"For a second or so, there was nothing but the renegade slap of the distant water on stone. I could almost feel the chill of his blood retreating from his face before [MASK] quietly asked me:","For of there retreating the renegade was quietly the so, distant almost before water stone. me: I nothing a [MASK] asked the feel his chill his blood but of could from second on or face slap"
['margaret'],"[MASK] wept the whole way through her operation. When I’d sewn her up, she turned to face me and grabbed my wrist. Her skin was perfect and opalescent under the dirt of the tunnels. She held my chin and forced me to look into her eyes, still jeweled with tears.","forced turned my still perfect When She [MASK] her eyes, with under me jeweled she into sewn the grabbed I’d dirt Her my to and to up, her her operation. and of whole way tears. look was the held tunnels. through me the and opalescent chin wrist. wept face skin"
['margaret'],"“Should I e’er find this Brigadier,” whispered [MASK], “I will break him, bone by bone. Sixteen would have wanted me at peace, but I cannot obey it. He was as a brother to me. A man of marble where all others are of clay.”","A of e’er of marble [MASK], as cannot brother at was whispered peace, “Should I bone. Sixteen have bone are “I a this Brigadier,” where break wanted clay.” would me I find me. obey all by to him, but He it. will others man"
['arthur'],"Eventually I felt her twitching as her body succumbed to an uneasy sleep. I must have slept too because the room withdrew from me. I dreamed, inevitably, of [MASK]. I dreamed in layers of dreams where I woke in the dream and he was there and I said, “Oh, thank God, I dreamed you’d died,” and I’d wake again in the dream, and know him dead, and wake again in the dream, and think him still alive. My consciousness split like chapped skin, worried to the point of blood.","the point have wake the thank and I and dead, in sleep. dream felt split still inevitably, because dream, slept to dreams skin, chapped in think me. he to layers of I dreamed consciousness her as wake in blood. I’d and dreamed, uneasy the him and God, there withdrew the I woke her and again again must too from “Oh, dreamed I room Eventually of you’d dream, of know in him like twitching was the My I and died,” body an [MASK]. worried said, I alive. I where succumbed"
['graham'],"I sat up in fits and starts, like a balloon animal inflating. Everything ached, especially my neck. I wasn’t quite awake, and so I reacted to [MASK]’s presence as I would have done a day before. I flopped against him and buried my face in his shoulder. He stiffened but otherwise didn’t move.","as I otherwise [MASK]’s inflating. to sat and his in and presence balloon flopped shoulder. buried my but my a up him have stiffened didn’t reacted quite a day Everything awake, face starts, done I in neck. I before. would animal I move. especially so like He ached, wasn’t fits I and against"
['graham'],"She sent me a location—about half an hour’s walk away, right by the river. Probably the microchips [MASK] had disposed of were tracked that far down the water.","She of far me sent the the location—about walk hour’s down were had river. an half that a the tracked Probably by right microchips water. disposed [MASK] away,"
['arthur'],I pulled [MASK]’s notebook from my coat pocket. There was a tiny gold pen in the spine. I held the flashlight in my teeth and wrote:,flashlight pocket. gold I in my in tiny pen held was There notebook my teeth a from the [MASK]’s coat and pulled I spine. the wrote:
['adela'],"I tore the page out and left it on the floor, held in place and lit by my flashlight. Then, using my phone’s light, I made my way to meet [MASK].","my held [MASK]. tore Then, using meet floor, out page by I it on place the my I lit phone’s flashlight. in made my way and left light, the to and"
['adela'],[MASK] was standing in the debris-strewn mud at the bottom of a stone staircase streaked rot brown with rusted metal posts. The Thames churned behind her.,bottom The her. debris-strewn was a mud posts. Thames the rot churned behind [MASK] of metal staircase streaked with standing at stone the in brown rusted
['adela'],"“I’m wearing a reflector,” said [MASK]. “Good for at least five shots. How much power do you have left in that thing? I know you emptied half the battery on Eighteen-forty-seven’s attempted capture. And you haven’t managed to get back to your era to recharge.”","battery the five “I’m reflector,” managed at capture. you do you in I Eighteen-forty-seven’s least thing? to shots. “Good power know haven’t emptied era get a [MASK]. said to have back recharge.” How on wearing for left that you attempted to your And half much"
['adela'],"“Wrong again,” said [MASK]. “She’s already on a different timeline. She told Eighteen-forty-seven about the Holocaust instead of 9/11, and I think it’s sent him down a different path. The link’s broken.”","sent The instead again,” about of “She’s down and “Wrong different told said path. broken.” already 9/11, think a [MASK]. Holocaust the She link’s different timeline. a I Eighteen-forty-seven on him it’s"
['adela'],"[MASK] sighed. “I knew I was naive when I was a young woman,” she said. “But I didn’t realize I was this naive.”","woman,” naive this “But [MASK] “I I I I a was young was when naive.” sighed. I didn’t realize was she knew said."
['arthur'],"There was blood in my nose and in the back of my throat. In my panic, my body was putting beats in all the wrong places. “[MASK]’s dead,” I said, just to stop her talking.","panic, all my I said, body putting throat. nose of In was in blood talking. in There in just the dead,” beats my to back places. my wrong was her and “[MASK]’s my the stop"
['adela'],[MASK]’s face dropped horribly for a moment—a truly incredible sight on her mobile features. Then she arrested its slide and pinned a blank expression in place.,a moment—a pinned in truly slide its blank face a arrested her and incredible [MASK]’s sight mobile features. on she Then for place. dropped expression horribly
['adela'],[MASK] was gawping at the Brigadier. “Less efficient?” she said. “You didn’t kill Sixteen-sixty-five this time—the Ministry saved her.”,“Less didn’t Ministry “You time—the her.” she kill [MASK] gawping at this was the Sixteen-sixty-five saved efficient?” said. Brigadier.
['adela'],"I did goldfish faces for a few seconds, then managed to say to [MASK], “The Ministry killed them? Did you do this? Did you know about this?”","for [MASK], do did to “The Did Ministry say killed know I goldfish then this? a faces managed Did them? you to you seconds, few about this?”"
['adela'],"The impact wasn’t smooth. A greenish screen fizzled and flickered over Salese’s body—some kind of shield. But [MASK] grunted and pushed past its vivid static, driving the knife home. I hadn’t seen the knife appear, but now it was center stage. Blood sprayed, hit the casing of green, dripped lushly down the inside. Salese gagged, eyes rolling back. This all took less than three seconds.","knife smooth. now grunted static, body—some and Blood impact but seconds. pushed screen center of eyes seen its stage. less took three knife This I flickered dripped casing shield. wasn’t the home. But A the Salese was Salese’s driving vivid than all rolling [MASK] greenish gagged, lushly kind hit sprayed, and the over The back. appear, of inside. hadn’t fizzled past the green, it down"
['salese'],"In that time, I’d thrown myself at the Brigadier with my brain all gray. He was a big man but hollow with it. He’d been hungry for some time, I could feel that in the baggy give of his flesh when my knuckles connected. He wasn’t afraid of pain. I kicked his shins and heard a crack, and I punched his mouth and felt a tooth turn in his livid gum, and he took it all grimly, without breaking attention. He had his hand on my hand, and my hand was wrestling his for the blue-light weapon. Then he turned his head, just for a moment, and he must have seen what had become of [MASK], because his grip unflexed. I wrenched. When I was done, I was holding the blue-light weapon, two of my fingers appeared to be dislocated, and the Brigadier was backing away.","baggy I be weapon, to He a tooth with I he attention. of his gray. his become I [MASK], of been was on what turned a the was wasn’t when breaking knuckles his brain shins he hand because Brigadier his head, with livid grimly, moment, my it. for wrenched. must but all crack, and blue-light hand, the I turn flesh away. a I it some hungry weapon. the When in Then without time, my two blue-light and took wrestling his of had done, just the have big in connected. felt heard for I gum, and man unflexed. that and was a his my that all he grip He feel for pain. was hollow his dislocated, his Brigadier thrown holding In was backing punched at my could He and had I’d and He’d my time, seen hand myself kicked fingers afraid and the appeared of mouth give"
['adela'],"“People aren’t history,” said [MASK] scornfully. “Good grief, why didn’t I listen to anything anyone told me when I was young? As long as the Ministry rises to power, then history happened the way we said it did.”","“Good As me long told [MASK] history didn’t said I the did.” then scornfully. the “People power, happened way listen anything aren’t I rises we Ministry grief, was to anyone history,” young? it why to said as when"
['graham'],"“That’s why the Brigadier was here—for me, and for him, as early in our timelines as possible. I understand that, in their era, the Ministry and the British government as a whole are considered culpable for what their Britain looks like. I suppose we invested in weapons and manufacturing that were not what you probably still call ‘carbon neutral.’ Charming term. It fell out of fashion—will fall out of fashion. Anyway, the situation was desperate. You’re not long off your first resource war. Or the first Special Branch Coast Guard. [MASK] was closely involved in that. He finally made post-captain,” she added, with a phantom smile.","resource here—for long fashion. Guard. the weapons as Branch government a for closely era, neutral.’ like. first that. suppose made their fell involved early are off British that ‘carbon phantom in with Coast and out in what timelines still our she situation in the what whole Britain not probably smile. the him, your of was was I as in and were I It Or call a the possible. not post-captain,” war. first culpable and added, He considered invested Special understand as their fall me, why we was out the [MASK] Anyway, you Brigadier that, You’re Charming term. finally desperate. manufacturing Ministry “That’s fashion—will for of looks"
['graham'],"I stared at her. She shrugged tiredly and said, “I was worried when you said you hadn’t told [MASK] about 9/11, because in my timeline, that immediately converted him to the Ministry. Highly trained mercenaries attacking civilians. The necessity of belligerent tactics to prevent another attack. Neo-Crusades following the collapse of the empire. And so on. You were right about the way he reacted. I remember him bringing up the Aden expedition. Though I’m sure he’d deny it was ‘racist,’ you know he’s funny about that word. The Ministry promoted him quickly. Much quicker than they promoted you. He’s good. He was in the field for a few years but he was fast-tracked into leadership. He’s—how can I put this?—extremely senior.”","was bringing 9/11, you. immediately that Aden worried ‘racist,’ fast-tracked funny deny this?—extremely Neo-Crusades know they him my sure to He’s—how tiredly so quickly. said was [MASK] trained stared shrugged that than leadership. hadn’t prevent The promoted he into mercenaries She him tactics in good. her. Ministry Highly the timeline, the you put attack. remember up The way the it senior.” of in because about but following promoted converted I at when of was can Though empire. told were He’s And years a word. I’m quicker right few another Ministry. and “I You you you collapse he’d attacking said, the I about He necessity him I about the Much on. expedition. belligerent was reacted. he’s for the field civilians. he to"
['adela'],"I thought I might get another You’re a stupid girl, but [MASK] just looked sad. “Time,” she said, “is a limited resource. Like all of our resources. You only get to experience your life once. And you can travel through time, a little, though it’s like smoking cigarettes: the more you do it, the greater risk you’re at from death by its effects. And yes, you can go back and change the details, a little, but there’s a limit to how often. Every time you dig a new pathway into time, you exhaust a little more of it, and if we go back too often and mine too deeply in the same place, again and again, pulling history from the same coal seam, it will collapse. It will obliterate us, like a black hole. You have to get it right.”","too like life girl, how a again to It effects. looked Like limit same I to Every “is you sad. you often death of a thought limited again, a a and exhaust black but deeply “Time,” pathway [MASK] have will hole. once. it’s she back it, get obliterate we I in there’s it more if to resources. the a get new will place, collapse. experience details, greater time said, the its and a do smoking time, another coal And the and too You just go time, our into You you only you can pulling like of though travel same it mine from yes, change you’re back and little, seam, but risk little right.” often. might the You’re by And stupid a cigarettes: you from your all dig a us, through little, can go the get history resource. at more it,"
['graham'],"“Easy, little cat,” [MASK] said, his voice still calm. “You have some explaining to do. Madam, put your hands in the air. We have you in our sights.”","We little “You his have the explaining still voice have in hands [MASK] Madam, you our cat,” calm. to some in your sights.” “Easy, do. said, air. put"
['graham'],"“I suppose this depends on your interpretation of harm,” said [MASK] from his hiding place, quite pleasantly. “Perhaps you don’t intend to kill us. But to survey a man, to rob him of his freedom and use him like a tool—would you not consider this harmful?”","us. man, this hiding suppose “Perhaps tool—would use and interpretation survey kill you a on quite place, rob freedom pleasantly. a to But this harm,” “I [MASK] said him his his to him like depends don’t to not from harmful?” of your consider of intend you"
['adela'],"[MASK] leaned toward me. “If I were you, I would run before the SWAT team gets here,” she whispered. “Things are going to get very crowded, very quickly.”","before SWAT me. toward would team get “Things leaned you, going I she [MASK] were the very I whispered. run here,” quickly.” gets very are crowded, to “If"
['graham'],"As I ran, a gunshot rang out. The bullet passed close enough that I heard its whistling song. And I thought, that wasn’t [MASK]. It wasn’t [MASK] who just tried to shoot me. It can’t have been [MASK]. Because if it was [MASK], he wouldn’t have missed.","And It to gunshot it song. It Because [MASK]. [MASK]. I I passed rang just I who [MASK], can’t enough wouldn’t heard shoot wasn’t he have its that a thought, missed. whistling close if ran, bullet wasn’t tried As that [MASK] The out. have been was me."
['arthur'],"Heat and rage barreled up through my chest, enormous as a sun, shrank to a tennis ball by the time it gained my throat, and came out as another “Oh.” Eventually, I managed a further syllable: “Why?” When she didn’t respond, her forehead gathering and ruching with the effort of not crying herself, I said, “But you must have known what would happen to [MASK]?”","ruching not Heat tennis through forehead throat, must and of I Eventually, a as I herself, chest, with up happen “Oh.” didn’t syllable: “But respond, the would effort sun, ball as what managed rage said, When out her my she and “Why?” known the by a time enormous gained [MASK]?” you and gathering shrank barreled crying to further came it to my another a have"
['salese'],"“Two hundred years from now. It’s finished. South America’s mostly gone, except Brazil and its satellites. Half of Britain’s underwater. Europe dropped bombs on any ships in the Mediterranean coming from North Africa. No refugees. They died there or they turned back and died of disease and starvation and the heat. Billions died, billions. Then the backlash, when water started running scarce, against immigrant communities. [MASK] told me—”","“Two coming died communities. started refugees. ships the Africa. of Brazil or its on turned died, in died Mediterranean finished. hundred They No running starvation underwater. gone, except immigrant It’s of against [MASK] any there Then told back now. heat. North dropped water and the from Europe me—” Half when and and satellites. America’s scarce, disease years the and they backlash, mostly Billions South bombs Britain’s billions. from"
['adela'],"“You are pointing a gun at me,” I said carefully. “Why have you brought me here? If it’s to kill [MASK] by killing me, it won’t work. We’ve changed history, apparently. Or the details, anyway.”","here? details, said me changed it’s “Why won’t I a the killing are If anyway.” at [MASK] We’ve me, it carefully. “You history, Or kill have pointing to you work. me,” by apparently. gun brought"
['arthur'],"I managed a sour little chuckle. I put her gun away in my holster and seized her hand. It probably looked like an allegorical picture for friendship for a moment, but then I wrenched her arm up behind her back and put my gun between her shoulder blades. Part two in a triptych: friendship weaponized. [MASK], after all, had died on her watch. That he had also died on mine, I didn’t really want to contemplate.","a on after up gun on my triptych: picture her holster away seized and her had moment, had It wrenched to Part want contemplate. That for a died her in a he little managed my back put [MASK], also an friendship two but behind arm really her hand. in put and mine, probably died friendship I I I I like between gun then sour all, weaponized. allegorical watch. her shoulder blades. looked chuckle. for didn’t her"
['mm'],"“[MASK],” I said, as “no” seemed like it might knock a few inches off my advantage but “yes” was just rude. “What happens if I let you go home?”","few like said, “What knock if a go my was rude. I might as off it “no” you home?” “yes” inches let advantage just happens but seemed “[MASK],” I"
['sal'],"“Was mine. We don’t use the words you use in this era. [MASK] was mine, and I was [MASK]’s, that’s all.”","words was and the [MASK]’s, mine. We mine, [MASK] don’t all.” you “Was this that’s in was I era. use use"
['graham'],"“I don’t—think so? I tried to destroy the door. I thought if I destroyed it, then this would all be over. [MASK], why are you pointing a gun at me?”","at to a pointing all I so? destroyed destroy [MASK], me?” “I tried would be it, door. I if I over. the thought are gun you don’t—think then this why"
['arthur'],"He stood up, and I flinched. His arm was perfectly steady. [MASK]’s ring glinted on his finger. He didn’t even look angry. He was just, indisputably, unutterably, holding me at gunpoint. The safety catch was off—of course. I said, “You’ll kill me if you shoot that thing at point-blank range.”","point-blank He on angry. The me thing indisputably, finger. was up, flinched. even unutterably, His at “You’ll me said, that range.” arm ring was and course. kill He glinted safety steady. look just, I perfectly catch stood his He off—of I holding shoot at you was didn’t gunpoint. [MASK]’s if"
['arthur'],"“You had orders,” he repeated. “How fascinating that you should have been born and raised in the twenty-first century and not hear how you sound. All that ambition, all that maneuvering, and it amounts to ‘following orders.’ I used to find you so extraordinarily subtle, a tactician, a magician. To think it was because you were a coward. Do you understand that [MASK] is dead because of you?”","‘following should understand To were was All had because to so Do is repeated. [MASK] you to I and the a orders,” tactician, amounts “You raised a century find think he that sound. because twenty-first how “How you that a born maneuvering, it all ambition, of subtle, fascinating have orders.’ dead that magician. hear that you and you it in extraordinarily been and you?” you used coward. not"
['arthur'],"“There is no ‘you and I,’ ” he said sharply. “There was you, and there was a hobby that you had. Stop talking. Destroy all trace of this project. Or by God I will pull this trigger and send you to [MASK] to make your apologies on behalf of the Ministry directly.”","send pull “There said behalf talking. sharply. trace of no that a to Or had. he directly.” on of Stop will ” apologies and God this by was trigger make project. you “There ‘you all you, was Destroy [MASK] your this the Ministry I,’ and hobby I and to is there you"
['adela'],"I typed and clicked and shivered uncontrollably. The little device [MASK] had given me unscrambled access codes, but I was so terrified I kept seeing fives as sevens and almost locked myself out. I saw, for a few seconds, my own psych files—the Wellness team had kept tabs on every bridge—and it felt like a death sentence when I rubbed myself out. The screen kept pulsing a sickly eighties green. I could hear him breathing—erratically, and trying to keep steady, like a man working through appalling pain.","when sevens eighties out. on through a psych felt I as few out. me man I a hear little sentence own terrified working had breathing—erratically, locked and appalling it kept and like pain. could trying pulsing Wellness keep kept sickly seeing team so codes, typed device steady, [MASK] I screen kept a him was but saw, for rubbed to almost bridge—and files—the I every tabs fives and unscrambled uncontrollably. myself and seconds, shivered I a like The myself The green. given had death my I clicked access"
['adela gore'],"It turned out that surprisingly few people knew that the late [MASK] was from the future. Revealing that to the wrong interrogating officer got me placed under house arrest in a new safe house. I was there for less than a week. I cannot describe how long a day feels when you think you might have to sit with it indefinitely. It’s a form of torture, I realize that now. Holding someone in a cage against their will is like fisting your hand in their hair and directing their every motion. And I’d been so busy—so worker bee, so good drone—that not hearing from me for six days would hardly register with my family and friends. I’d made myself an island of one, and now I was going under the waves.","the and directing from was waves. it [MASK] might I busy—so six there been friends. feels the hardly motion. fisting island I less against going I’d got realize cage and with a family not indefinitely. for safe a made arrest day to a that was It’s the sit turned will I register house. to under bee, form their hair is you long people than days interrogating think hearing good And their worker out the placed your someone I so one, when me now now. have a drone—that describe It from torture, that in of that and knew with their Holding wrong under hand of new would few was in that I’d surprisingly week. in me an future. like myself for so house my late every how officer cannot a you Revealing"
